year,pgisced97,regtyp,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2019,Upper Secondary Level,Urban regions,"Dropout, No School Degree",0.00903,83,6837,0.00679,0.01128
2019,Upper Secondary Level,Rural regions,Secondary School Degree,0.38417,1446,4364,0.36974,0.39861
2019,Upper Secondary Level,Rural regions,Intermediate School Degree,0.49986,2235,4364,0.48503,0.51470
2019,Upper Secondary Level,Rural regions,Technical School Degree,0.00932,49,4364,0.00647,0.01217
2019,Upper Secondary Level,Rural regions,Upper Secondary Degree,0.04351,212,4364,0.03746,0.04957
2019,Upper Secondary Level,Rural regions,Other Degree,0.05720,387,4364,0.05031,0.06409
2019,Upper Secondary Level,Rural regions,"Dropout, No School Degree",0.00591,35,4364,0.00364,0.00818
2019,Post-secondary Non-tertiary Level,No answer / don't know,Upper Secondary Degree,0.71385,45,45,0.58030,0.84740
2019,Post-secondary Non-tertiary Level,Urban regions,Technical School Degree,0.30691,446,1561,0.28402,0.32980
2019,Post-secondary Non-tertiary Level,Urban regions,Upper Secondary Degree,0.48731,754,1561,0.46251,0.51212
2019,Post-secondary Non-tertiary Level,Urban regions,Other Degree,0.18260,361,1561,0.16343,0.20177
2019,Post-secondary Non-tertiary Level,Rural regions,Technical School Degree,0.27144,162,619,0.23638,0.30650
2019,Post-secondary Non-tertiary Level,Rural regions,Upper Secondary Degree,0.51907,317,619,0.47968,0.55846
2019,Post-secondary Non-tertiary Level,Rural regions,Other Degree,0.20949,140,619,0.17741,0.24158
2019,First Stage of Tertiary Education,Urban regions,Secondary School Degree,0.21626,201,899,0.18933,0.24319
2019,First Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.40481,394,899,0.37271,0.43692
2019,First Stage of Tertiary Education,Urban regions,Technical School Degree,0.14522,142,899,0.12217,0.16826
2019,First Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.19826,162,899,0.17219,0.22434
2019,First Stage of Tertiary Education,Rural regions,Secondary School Degree,0.23436,139,655,0.20189,0.26682
2019,First Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.51838,366,655,0.48009,0.55668
2019,First Stage of Tertiary Education,Rural regions,Technical School Degree,0.10741,69,655,0.08367,0.13114
2019,First Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.12092,81,655,0.09593,0.14591
2019,Second Stage of Tertiary Education,No answer / don't know,Upper Secondary Degree,0.70192,127,127,0.62205,0.78179
2019,Second Stage of Tertiary Education,Urban regions,Secondary School Degree,0.01987,74,5221,0.01609,0.02366
2019,Second Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.08311,388,5221,0.07562,0.09059
2019,Second Stage of Tertiary Education,Urban regions,Technical School Degree,0.11036,464,5221,0.10186,0.11886
2019,Second Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.63541,3211,5221,0.62235,0.64847
2019,Second Stage of Tertiary Education,Urban regions,Other Degree,0.15055,1084,5221,0.14085,0.16025
2019,Second Stage of Tertiary Education,Rural regions,Secondary School Degree,0.02828,43,1990,0.02099,0.03556
2019,Second Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.15922,306,1990,0.14314,0.17530
2019,Second Stage of Tertiary Education,Rural regions,Technical School Degree,0.11491,191,1990,0.10089,0.12892
2019,Second Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.61397,1132,1990,0.59258,0.63537
2019,Second Stage of Tertiary Education,Rural regions,Other Degree,0.08320,318,1990,0.07106,0.09534
2020,Primary Level,Urban regions,Other Degree,0.10072,42,1314,0.08444,0.11700
2020,Primary Level,Urban regions,"Dropout, No School Degree",0.82931,905,1314,0.80896,0.84966
2020,Primary Level,Urban regions,No School Degree Yet,0.00366,31,1314,0.00039,0.00692
2020,Primary Level,Urban regions,No School Attended,0.06631,336,1314,0.05285,0.07977
2020,Primary Level,Rural regions,"Dropout, No School Degree",0.75882,324,444,0.71898,0.79865
2020,Primary Level,Rural regions,No School Attended,0.05723,120,444,0.03560,0.07886
2020,Lower Secondary Level,Urban regions,Secondary School Degree,0.55657,776,2215,0.53588,0.57726
2020,Lower Secondary Level,Urban regions,Intermediate School Degree,0.25423,511,2215,0.23609,0.27236
2020,Lower Secondary Level,Urban regions,Other Degree,0.18920,928,2215,0.17289,0.20552
2020,Lower Secondary Level,Rural regions,Secondary School Degree,0.57939,438,1120,0.55047,0.60832
2020,Lower Secondary Level,Rural regions,Intermediate School Degree,0.30690,350,1120,0.27988,0.33393
2020,Lower Secondary Level,Rural regions,Other Degree,0.11370,332,1120,0.09510,0.13230
2020,Upper Secondary Level,Urban regions,Secondary School Degree,0.39500,1991,6886,0.38346,0.40655
2020,Upper Secondary Level,Urban regions,Intermediate School Degree,0.41147,2683,6886,0.39984,0.42309
2020,Upper Secondary Level,Urban regions,Technical School Degree,0.02265,183,6886,0.01914,0.02617
2020,Upper Secondary Level,Urban regions,Upper Secondary Degree,0.08914,734,6886,0.08241,0.09588
2020,Upper Secondary Level,Urban regions,Other Degree,0.07336,1204,6886,0.06720,0.07952
2020,Upper Secondary Level,Urban regions,"Dropout, No School Degree",0.00826,91,6886,0.00612,0.01039
2020,Upper Secondary Level,Rural regions,Secondary School Degree,0.37950,1350,4190,0.36481,0.39420
2020,Upper Secondary Level,Rural regions,Intermediate School Degree,0.50268,2084,4190,0.48754,0.51782
2020,Upper Secondary Level,Rural regions,Technical School Degree,0.01114,46,4190,0.00796,0.01432
2020,Upper Secondary Level,Rural regions,Upper Secondary Degree,0.04231,193,4190,0.03622,0.04841
2020,Upper Secondary Level,Rural regions,Other Degree,0.05887,480,4190,0.05174,0.06600
2020,Upper Secondary Level,Rural regions,"Dropout, No School Degree",0.00524,37,4190,0.00305,0.00742
2020,Post-secondary Non-tertiary Level,Urban regions,Technical School Degree,0.31558,452,1695,0.29345,0.33772
2020,Post-secondary Non-tertiary Level,Urban regions,Upper Secondary Degree,0.51576,746,1695,0.49196,0.53956
2020,Post-secondary Non-tertiary Level,Urban regions,Other Degree,0.14380,497,1695,0.12709,0.16051
2020,Post-secondary Non-tertiary Level,Rural regions,Technical School Degree,0.27220,148,646,0.23785,0.30655
2020,Post-secondary Non-tertiary Level,Rural regions,Upper Secondary Degree,0.56383,319,646,0.52555,0.60210
2020,Post-secondary Non-tertiary Level,Rural regions,Other Degree,0.16397,179,646,0.13540,0.19254
2020,First Stage of Tertiary Education,Urban regions,Secondary School Degree,0.21243,168,807,0.18419,0.24067
2020,First Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.41790,354,807,0.38385,0.45195
2020,First Stage of Tertiary Education,Urban regions,Technical School Degree,0.13990,136,807,0.11595,0.16385
2020,First Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.19767,149,807,0.17017,0.22516
2020,First Stage of Tertiary Education,Rural regions,Secondary School Degree,0.20884,111,586,0.17590,0.24178
2020,First Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.53328,332,586,0.49285,0.57371
2020,First Stage of Tertiary Education,Rural regions,Technical School Degree,0.10250,61,586,0.07792,0.12708
2020,First Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.14462,82,586,0.11612,0.17313
2020,Second Stage of Tertiary Education,Urban regions,Secondary School Degree,0.01675,64,5529,0.01337,0.02014
2020,Second Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.08010,359,5529,0.07294,0.08725
2020,Second Stage of Tertiary Education,Urban regions,Technical School Degree,0.10843,449,5529,0.10024,0.11663
2020,Second Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.66020,3158,5529,0.64771,0.67268
2020,Second Stage of Tertiary Education,Urban regions,Other Degree,0.13395,1499,5529,0.12497,0.14293
2020,Second Stage of Tertiary Education,Rural regions,Secondary School Degree,0.02445,38,1979,0.01764,0.03125
2020,Second Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.16821,296,1979,0.15173,0.18470
2020,Second Stage of Tertiary Education,Rural regions,Technical School Degree,0.11725,183,1979,0.10307,0.13143
2020,Second Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.61267,1084,1979,0.59120,0.63413
2020,Second Stage of Tertiary Education,Rural regions,Other Degree,0.07698,378,1979,0.06524,0.08873
2021,Primary Level,Urban regions,"Dropout, No School Degree",0.84008,536,749,0.81381,0.86635
2021,Primary Level,Urban regions,No School Attended,0.08799,213,749,0.06769,0.10829
2021,Primary Level,Rural regions,"Dropout, No School Degree",0.72075,156,205,0.65918,0.78231
2021,Primary Level,Rural regions,No School Attended,0.08074,49,205,0.04336,0.11813
2021,Lower Secondary Level,Urban regions,Secondary School Degree,0.55624,436,1236,0.52854,0.58395
2021,Lower Secondary Level,Urban regions,Intermediate School Degree,0.23812,316,1236,0.21436,0.26187
2021,Lower Secondary Level,Urban regions,Other Degree,0.20564,484,1236,0.18310,0.22818
2021,Lower Secondary Level,Rural regions,Secondary School Degree,0.54311,273,659,0.50505,0.58118
2021,Lower Secondary Level,Rural regions,Intermediate School Degree,0.31935,230,659,0.28373,0.35498
2021,Lower Secondary Level,Rural regions,Other Degree,0.13753,156,659,0.11122,0.16385
2021,Upper Secondary Level,Urban regions,Secondary School Degree,0.38440,1271,4475,0.37015,0.39866
2021,Upper Secondary Level,Urban regions,Intermediate School Degree,0.39888,1814,4475,0.38453,0.41323
2021,Upper Secondary Level,Urban regions,Technical School Degree,0.02488,120,4475,0.02031,0.02944
2021,Upper Secondary Level,Urban regions,Upper Secondary Degree,0.11270,605,4475,0.10343,0.12197
2021,Upper Secondary Level,Urban regions,Other Degree,0.06829,604,4475,0.06090,0.07568
2021,Upper Secondary Level,Urban regions,"Dropout, No School Degree",0.01043,61,4475,0.00745,0.01341
2021,Upper Secondary Level,Rural regions,Secondary School Degree,0.37901,886,2737,0.36083,0.39719
2021,Upper Secondary Level,Rural regions,Intermediate School Degree,0.50034,1429,2737,0.48160,0.51907
2021,Upper Secondary Level,Rural regions,Technical School Degree,0.01872,40,2737,0.01364,0.02380
2021,Upper Secondary Level,Rural regions,Upper Secondary Degree,0.04396,152,2737,0.03628,0.05164
2021,Upper Secondary Level,Rural regions,Other Degree,0.05302,230,2737,0.04462,0.06141
2021,Post-secondary Non-tertiary Level,Urban regions,Technical School Degree,0.33501,347,1165,0.30790,0.36213
2021,Post-secondary Non-tertiary Level,Urban regions,Upper Secondary Degree,0.48736,540,1165,0.45864,0.51607
2021,Post-secondary Non-tertiary Level,Urban regions,Other Degree,0.15557,278,1165,0.13474,0.17639
2021,Post-secondary Non-tertiary Level,Rural regions,Technical School Degree,0.21764,92,426,0.17841,0.25687
2021,Post-secondary Non-tertiary Level,Rural regions,Upper Secondary Degree,0.64291,235,426,0.59735,0.68846
2021,Post-secondary Non-tertiary Level,Rural regions,Other Degree,0.13945,99,426,0.10652,0.17239
2021,First Stage of Tertiary Education,Urban regions,Secondary School Degree,0.23590,117,561,0.20074,0.27107
2021,First Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.42238,254,561,0.38147,0.46329
2021,First Stage of Tertiary Education,Urban regions,Technical School Degree,0.12201,86,561,0.09490,0.14912
2021,First Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.17831,104,561,0.14661,0.21002
2021,First Stage of Tertiary Education,Rural regions,Secondary School Degree,0.21737,70,397,0.17675,0.25800
2021,First Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.48924,219,397,0.44001,0.53848
2021,First Stage of Tertiary Education,Rural regions,Technical School Degree,0.11598,40,397,0.08444,0.14751
2021,First Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.17294,68,397,0.13569,0.21019
2021,Second Stage of Tertiary Education,Urban regions,Secondary School Degree,0.01661,49,4080,0.01269,0.02053
2021,Second Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.06509,258,4080,0.05752,0.07266
2021,Second Stage of Tertiary Education,Urban regions,Technical School Degree,0.11062,361,4080,0.10100,0.12025
2021,Second Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.67536,2489,4080,0.66099,0.68973
2021,Second Stage of Tertiary Education,Urban regions,Other Degree,0.12903,923,4080,0.11874,0.13932
2021,Second Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.14561,208,1440,0.12739,0.16383
2021,Second Stage of Tertiary Education,Rural regions,Technical School Degree,0.13395,148,1440,0.11635,0.15155
2021,Second Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.63108,855,1440,0.60615,0.65601
2021,Second Stage of Tertiary Education,Rural regions,Other Degree,0.07397,229,1440,0.06045,0.08750
2022,Primary Level,Urban regions,Other Degree,0.10115,32,621,0.07741,0.12488
2022,Primary Level,Urban regions,"Dropout, No School Degree",0.71670,432,621,0.68123,0.75217
2022,Primary Level,Urban regions,No School Attended,0.17280,157,621,0.14304,0.20256
2022,Primary Level,Rural regions,"Dropout, No School Degree",0.76066,148,194,0.70047,0.82086
2022,Primary Level,Rural regions,No School Attended,0.10137,46,194,0.05879,0.14395
2022,Lower Secondary Level,Urban regions,Secondary School Degree,0.50981,424,1209,0.48162,0.53801
2022,Lower Secondary Level,Urban regions,Intermediate School Degree,0.26411,363,1209,0.23925,0.28897
2022,Lower Secondary Level,Urban regions,Other Degree,0.22608,422,1209,0.20249,0.24967
2022,Lower Secondary Level,Rural regions,Secondary School Degree,0.55804,292,711,0.52151,0.59457
2022,Lower Secondary Level,Rural regions,Intermediate School Degree,0.29408,268,711,0.26056,0.32759
2022,Lower Secondary Level,Rural regions,Other Degree,0.14788,151,711,0.12177,0.17399
2022,Upper Secondary Level,Urban regions,Secondary School Degree,0.35220,1349,5456,0.33953,0.36488
2022,Upper Secondary Level,Urban regions,Intermediate School Degree,0.41324,2194,5456,0.40017,0.42631
2022,Upper Secondary Level,Urban regions,Technical School Degree,0.02593,143,5456,0.02172,0.03015
2022,Upper Secondary Level,Urban regions,Upper Secondary Degree,0.11873,825,5456,0.11014,0.12731
2022,Upper Secondary Level,Urban regions,Other Degree,0.07766,821,5456,0.07056,0.08476
2022,Upper Secondary Level,Urban regions,"Dropout, No School Degree",0.00912,80,5456,0.00660,0.01164
2022,Upper Secondary Level,Urban regions,No School Degree Yet,0.00213,44,5456,0.00091,0.00335
2022,Upper Secondary Level,Rural regions,Secondary School Degree,0.35639,1009,3486,0.34049,0.37229
2022,Upper Secondary Level,Rural regions,Intermediate School Degree,0.50973,1892,3486,0.49313,0.52633
2022,Upper Secondary Level,Rural regions,Technical School Degree,0.01650,59,3486,0.01227,0.02073
2022,Upper Secondary Level,Rural regions,Upper Secondary Degree,0.05389,240,3486,0.04640,0.06139
2022,Upper Secondary Level,Rural regions,Other Degree,0.05246,242,3486,0.04506,0.05987
2022,Upper Secondary Level,Rural regions,"Dropout, No School Degree",0.00849,44,3486,0.00545,0.01154
2022,Post-secondary Non-tertiary Level,Urban regions,Technical School Degree,0.32400,469,1568,0.30083,0.34717
2022,Post-secondary Non-tertiary Level,Urban regions,Upper Secondary Degree,0.52171,757,1568,0.49697,0.54644
2022,Post-secondary Non-tertiary Level,Urban regions,Other Degree,0.14263,342,1568,0.12532,0.15995
2022,Post-secondary Non-tertiary Level,Rural regions,Technical School Degree,0.27673,155,628,0.24171,0.31175
2022,Post-secondary Non-tertiary Level,Rural regions,Upper Secondary Degree,0.58803,367,628,0.54950,0.62655
2022,Post-secondary Non-tertiary Level,Rural regions,Other Degree,0.13524,106,628,0.10847,0.16201
2022,First Stage of Tertiary Education,Urban regions,Secondary School Degree,0.18301,125,740,0.15513,0.21089
2022,First Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.43453,321,740,0.39879,0.47027
2022,First Stage of Tertiary Education,Urban regions,Technical School Degree,0.15829,137,740,0.13197,0.18461
2022,First Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.17933,157,740,0.15167,0.20699
2022,First Stage of Tertiary Education,Rural regions,Secondary School Degree,0.24059,93,547,0.20474,0.27645
2022,First Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.45953,287,547,0.41773,0.50134
2022,First Stage of Tertiary Education,Rural regions,Technical School Degree,0.11971,67,547,0.09248,0.14694
2022,First Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.16333,100,547,0.13232,0.19434
2022,Second Stage of Tertiary Education,Urban regions,Secondary School Degree,0.01515,59,6392,0.01216,0.01814
2022,Second Stage of Tertiary Education,Urban regions,Intermediate School Degree,0.06705,337,6392,0.06092,0.07319
2022,Second Stage of Tertiary Education,Urban regions,Technical School Degree,0.11484,497,6392,0.10702,0.12265
2022,Second Stage of Tertiary Education,Urban regions,Upper Secondary Degree,0.66718,3471,6392,0.65562,0.67873
2022,Second Stage of Tertiary Education,Urban regions,Other Degree,0.12981,1967,6392,0.12157,0.13805
2022,Second Stage of Tertiary Education,Urban regions,No School Degree Yet,0.00324,61,6392,0.00185,0.00464
2022,Second Stage of Tertiary Education,Rural regions,Intermediate School Degree,0.15860,290,1902,0.14217,0.17502
2022,Second Stage of Tertiary Education,Rural regions,Technical School Degree,0.11175,184,1902,0.09759,0.12591
2022,Second Stage of Tertiary Education,Rural regions,Upper Secondary Degree,0.64852,1178,1902,0.62705,0.66998
2022,Second Stage of Tertiary Education,Rural regions,Other Degree,0.06256,250,1902,0.05167,0.07344
