year,pgisced97,sex,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,Post-secondary Non-tertiary Level,male,Technical School Degree,0.29387,233,943,0.26478,0.32296
2020,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.54244,387,943,0.51063,0.57426
2020,Post-secondary Non-tertiary Level,male,Other Degree,0.15712,323,943,0.13388,0.18036
2020,Post-secondary Non-tertiary Level,female,Technical School Degree,0.31275,367,1397,0.28843,0.33707
2020,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.51702,677,1397,0.49080,0.54323
2020,Post-secondary Non-tertiary Level,female,Other Degree,0.14293,353,1397,0.12457,0.16129
2020,First Stage of Tertiary Education,male,Secondary School Degree,0.24693,212,878,0.21839,0.27547
2020,First Stage of Tertiary Education,male,Intermediate School Degree,0.46627,416,878,0.43326,0.49929
2020,First Stage of Tertiary Education,male,Technical School Degree,0.12205,134,878,0.10038,0.14371
2020,First Stage of Tertiary Education,male,Upper Secondary Degree,0.14314,116,878,0.11996,0.16632
2020,First Stage of Tertiary Education,female,Secondary School Degree,0.14733,67,515,0.11669,0.17797
2020,First Stage of Tertiary Education,female,Intermediate School Degree,0.45446,270,515,0.41141,0.49750
2020,First Stage of Tertiary Education,female,Technical School Degree,0.13190,63,515,0.10265,0.16115
2020,First Stage of Tertiary Education,female,Upper Secondary Degree,0.23822,115,515,0.20139,0.27505
2020,Second Stage of Tertiary Education,male,Secondary School Degree,0.02588,81,3971,0.02094,0.03082
2020,Second Stage of Tertiary Education,male,Intermediate School Degree,0.09769,341,3971,0.08845,0.10692
2020,Second Stage of Tertiary Education,male,Technical School Degree,0.13901,399,3971,0.12825,0.14977
2020,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.62826,2167,3971,0.61323,0.64329
2020,Second Stage of Tertiary Education,male,Other Degree,0.10839,983,3971,0.09872,0.11806
2020,Second Stage of Tertiary Education,female,Intermediate School Degree,0.10584,314,3515,0.09566,0.11601
2020,Second Stage of Tertiary Education,female,Technical School Degree,0.07787,233,3515,0.06901,0.08674
2020,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.67210,2074,3515,0.65658,0.68762
2020,Second Stage of Tertiary Education,female,Other Degree,0.13365,894,3515,0.12240,0.14490
2021,Primary Level,male,"Dropout, No School Degree",0.79063,389,504,0.75507,0.82619
2021,Primary Level,male,No School Attended,0.07864,115,504,0.05512,0.10217
2021,Primary Level,female,"Dropout, No School Degree",0.83747,303,450,0.80335,0.87160
2021,Primary Level,female,No School Attended,0.09618,147,450,0.06891,0.12345
2021,Lower Secondary Level,male,Secondary School Degree,0.47100,276,865,0.43772,0.50429
2021,Lower Secondary Level,male,Intermediate School Degree,0.33044,255,865,0.29907,0.36180
2021,Lower Secondary Level,male,Other Degree,0.19856,334,865,0.17196,0.22516
2021,Lower Secondary Level,female,Secondary School Degree,0.61009,433,1029,0.58028,0.63991
2021,Lower Secondary Level,female,Intermediate School Degree,0.22255,290,1029,0.19712,0.24798
2021,Lower Secondary Level,female,Other Degree,0.16736,306,1029,0.14454,0.19018
2021,Upper Secondary Level,male,Secondary School Degree,0.42322,1106,3289,0.40633,0.44011
2021,Upper Secondary Level,male,Intermediate School Degree,0.38173,1251,3289,0.36513,0.39834
2021,Upper Secondary Level,male,Technical School Degree,0.02753,84,3289,0.02193,0.03312
2021,Upper Secondary Level,male,Upper Secondary Degree,0.08946,355,3289,0.07971,0.09922
2021,Upper Secondary Level,male,Other Degree,0.06598,444,3289,0.05750,0.07447
2021,Upper Secondary Level,male,"Dropout, No School Degree",0.01114,49,3289,0.00756,0.01473
2021,Upper Secondary Level,female,Secondary School Degree,0.34662,1051,3947,0.33177,0.36147
2021,Upper Secondary Level,female,Intermediate School Degree,0.48421,1992,3947,0.46862,0.49980
2021,Upper Secondary Level,female,Technical School Degree,0.01829,76,3947,0.01411,0.02248
2021,Upper Secondary Level,female,Upper Secondary Degree,0.08541,400,3947,0.07669,0.09413
2021,Upper Secondary Level,female,Other Degree,0.05976,390,3947,0.05237,0.06716
2021,Upper Secondary Level,female,"Dropout, No School Degree",0.00546,38,3947,0.00316,0.00776
2021,Post-secondary Non-tertiary Level,male,Technical School Degree,0.31557,176,618,0.27890,0.35224
2021,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.55394,276,618,0.51472,0.59317
2021,Post-secondary Non-tertiary Level,male,Other Degree,0.12557,166,618,0.09942,0.15172
2021,Post-secondary Non-tertiary Level,female,Technical School Degree,0.30114,263,973,0.27230,0.32998
2021,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.50507,499,973,0.47363,0.53650
2021,Post-secondary Non-tertiary Level,female,Other Degree,0.16882,211,973,0.14527,0.19237
2021,First Stage of Tertiary Education,male,Secondary School Degree,0.27012,139,581,0.23398,0.30626
2021,First Stage of Tertiary Education,male,Intermediate School Degree,0.44417,271,581,0.40373,0.48460
2021,First Stage of Tertiary Education,male,Technical School Degree,0.11124,82,581,0.08565,0.13683
2021,First Stage of Tertiary Education,male,Upper Secondary Degree,0.15748,89,581,0.12783,0.18712
2021,First Stage of Tertiary Education,female,Secondary School Degree,0.15298,48,377,0.11659,0.18936
2021,First Stage of Tertiary Education,female,Intermediate School Degree,0.45507,202,377,0.40473,0.50540
2021,First Stage of Tertiary Education,female,Technical School Degree,0.13522,44,377,0.10065,0.16978
2021,First Stage of Tertiary Education,female,Upper Secondary Degree,0.21071,83,377,0.16949,0.25193
2021,Second Stage of Tertiary Education,male,Secondary School Degree,0.02289,57,2871,0.01741,0.02836
2021,Second Stage of Tertiary Education,male,Intermediate School Degree,0.08111,235,2871,0.07113,0.09110
2021,Second Stage of Tertiary Education,male,Technical School Degree,0.14050,314,2871,0.12779,0.15322
2021,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.65123,1682,2871,0.63380,0.66867
2021,Second Stage of Tertiary Education,male,Other Degree,0.09963,583,2871,0.08867,0.11059
2021,Second Stage of Tertiary Education,female,Intermediate School Degree,0.08942,231,2655,0.07856,0.10027
2021,Second Stage of Tertiary Education,female,Technical School Degree,0.08966,195,2655,0.07879,0.10052
2021,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.67875,1660,2655,0.66098,0.69652
2021,Second Stage of Tertiary Education,female,Other Degree,0.13310,569,2655,0.12018,0.14602
2022,Primary Level,male,"Dropout, No School Degree",0.73794,318,417,0.69568,0.78020
2022,Primary Level,male,No School Attended,0.12165,99,417,0.09024,0.15306
2022,Primary Level,female,"Dropout, No School Degree",0.72010,262,366,0.67404,0.76616
2022,Primary Level,female,No School Attended,0.18506,104,366,0.14522,0.22490
2022,Lower Secondary Level,male,Secondary School Degree,0.45549,299,870,0.42238,0.48861
2022,Lower Secondary Level,male,Intermediate School Degree,0.32144,297,870,0.29039,0.35249
2022,Lower Secondary Level,male,Other Degree,0.22307,274,870,0.19539,0.25075
2022,Lower Secondary Level,female,Secondary School Degree,0.57262,416,1048,0.54265,0.60258
2022,Lower Secondary Level,female,Intermediate School Degree,0.24529,333,1048,0.21923,0.27136
2022,Lower Secondary Level,female,Other Degree,0.18209,299,1048,0.15871,0.20547
2022,Upper Secondary Level,male,Secondary School Degree,0.39120,1219,4070,0.37620,0.40619
2022,Upper Secondary Level,male,Intermediate School Degree,0.39340,1610,4070,0.37839,0.40841
2022,Upper Secondary Level,male,Technical School Degree,0.02592,97,4070,0.02104,0.03081
2022,Upper Secondary Level,male,Upper Secondary Degree,0.10312,522,4070,0.09378,0.11247
2022,Upper Secondary Level,male,Other Degree,0.07187,554,4070,0.06393,0.07980
2022,Upper Secondary Level,male,"Dropout, No School Degree",0.01169,68,4070,0.00838,0.01499
2022,Upper Secondary Level,female,Secondary School Degree,0.32241,1139,4858,0.30926,0.33555
2022,Upper Secondary Level,female,Intermediate School Degree,0.49544,2476,4858,0.48138,0.50950
2022,Upper Secondary Level,female,Technical School Degree,0.01957,105,4858,0.01567,0.02346
2022,Upper Secondary Level,female,Upper Secondary Degree,0.08755,539,4858,0.07960,0.09550
2022,Upper Secondary Level,female,Other Degree,0.06551,508,4858,0.05855,0.07247
2022,Upper Secondary Level,female,"Dropout, No School Degree",0.00654,56,4858,0.00427,0.00881
2022,Upper Secondary Level,female,No School Degree Yet,0.00215,35,4858,0.00085,0.00345
2022,Post-secondary Non-tertiary Level,male,Technical School Degree,0.30754,255,873,0.27691,0.33817
2022,Post-secondary Non-tertiary Level,male,Upper Secondary Degree,0.55461,413,873,0.52162,0.58760
2022,Post-secondary Non-tertiary Level,male,Other Degree,0.13059,205,873,0.10822,0.15295
2022,Post-secondary Non-tertiary Level,female,Technical School Degree,0.31402,368,1321,0.28898,0.33906
2022,Post-secondary Non-tertiary Level,female,Upper Secondary Degree,0.52850,710,1321,0.50157,0.55543
2022,Post-secondary Non-tertiary Level,female,Other Degree,0.14792,243,1321,0.12877,0.16707
2022,First Stage of Tertiary Education,male,Secondary School Degree,0.24227,168,813,0.21280,0.27174
2022,First Stage of Tertiary Education,male,Intermediate School Degree,0.41616,362,813,0.38226,0.45007
2022,First Stage of Tertiary Education,male,Technical School Degree,0.15749,144,813,0.13243,0.18254
2022,First Stage of Tertiary Education,male,Upper Secondary Degree,0.14482,139,813,0.12061,0.16903
2022,First Stage of Tertiary Education,female,Secondary School Degree,0.13940,50,474,0.10819,0.17062
2022,First Stage of Tertiary Education,female,Intermediate School Degree,0.49899,246,474,0.45393,0.54405
2022,First Stage of Tertiary Education,female,Technical School Degree,0.11394,60,474,0.08530,0.14257
2022,First Stage of Tertiary Education,female,Upper Secondary Degree,0.22558,118,474,0.18791,0.26324
2022,Second Stage of Tertiary Education,male,Secondary School Degree,0.02053,63,4268,0.01628,0.02479
2022,Second Stage of Tertiary Education,male,Intermediate School Degree,0.09010,325,4268,0.08151,0.09869
2022,Second Stage of Tertiary Education,male,Technical School Degree,0.14084,431,4268,0.13040,0.15127
2022,Second Stage of Tertiary Education,male,Upper Secondary Degree,0.64029,2321,4268,0.62589,0.65469
2022,Second Stage of Tertiary Education,male,Other Degree,0.10226,1128,4268,0.09317,0.11135
2022,Second Stage of Tertiary Education,female,Intermediate School Degree,0.08740,302,3999,0.07864,0.09615
2022,Second Stage of Tertiary Education,female,Technical School Degree,0.08414,249,3999,0.07554,0.09275
2022,Second Stage of Tertiary Education,female,Upper Secondary Degree,0.68767,2325,3999,0.67330,0.70203
2022,Second Stage of Tertiary Education,female,Other Degree,0.12696,1086,3999,0.11664,0.13728
2022,Second Stage of Tertiary Education,female,No School Degree Yet,0.00277,37,3999,0.00114,0.00440
