,Unnamed: 0,year,bula_h,hhtyp,hgroom,proportion,n,N,proportion_lower_confidence,proportion_upper_confidence
1266,1266,2002,Saxony-Anhalt,Single-person household,3 rooms,0.40812,37,9324,0.34235,0.47143
1267,1267,2002,Saxony-Anhalt,Couple without children,3 rooms,0.67939,83,9324,0.61534,0.74997
1268,1268,2002,Saxony-Anhalt,Couple without children,4 rooms,0.32061,45,9324,0.26788,0.37105
1269,1269,2002,Saxony-Anhalt,Couple with children,3 rooms,0.29452,38,9324,0.22475,0.35907
1270,1270,2002,Saxony-Anhalt,Couple with children,4 rooms,0.43197,57,9324,0.35854,0.51247
1271,1271,2002,Saxony-Anhalt,Couple with children,5 rooms,0.27352,47,9324,0.21245,0.3312
1272,1272,2002,Thuringa,Single-person household,2 rooms,0.62964,60,9324,0.56726,0.69686
1273,1273,2002,Thuringa,Single-person household,3 rooms,0.37036,35,9324,0.31515,0.42057
1274,1274,2002,Thuringa,Couple without children,3 rooms,1.0,61,9324,0.88126,1.13051
1275,1275,2002,Thuringa,Couple with children,3 rooms,0.36485,53,9324,0.29194,0.45002
1276,1276,2002,Thuringa,Couple with children,4 rooms,0.35825,48,9324,0.28225,0.44762
1277,1277,2002,Thuringa,Couple with children,5 rooms,0.2769,40,9324,0.20294,0.36506
1278,1278,2003,Schleswig-Holstein,Single-person household,2 rooms,1.0,36,8927,0.83869,1.1228
1279,1279,2003,Schleswig-Holstein,Couple without children,3 rooms,0.60055,46,8927,0.50585,0.70774
1280,1280,2003,Schleswig-Holstein,Couple without children,5 rooms,0.39945,33,8927,0.30411,0.49537
1281,1281,2003,Schleswig-Holstein,Couple with children,5 rooms,1.0,38,8927,0.79297,1.21077
1282,1282,2003,Hamburg,Single-person household,2 rooms,1.0,34,8927,0.85977,1.1298
1283,1283,2003,Lower Saxony,Single-person household,2 rooms,0.48655,68,8927,0.42438,0.55469
1284,1284,2003,Lower Saxony,Single-person household,3 rooms,0.51345,67,8927,0.44951,0.57243
1285,1285,2003,Lower Saxony,Couple without children,3 rooms,0.33474,85,8927,0.2914,0.3744
1286,1286,2003,Lower Saxony,Couple without children,4 rooms,0.28853,80,8927,0.24136,0.33593
1287,1287,2003,Lower Saxony,Couple without children,5 rooms,0.24882,63,8927,0.20644,0.28589
1288,1288,2003,Lower Saxony,Couple without children,6 rooms,0.12792,37,8927,0.10187,0.15437
1289,1289,2003,Lower Saxony,Couple with children,3 rooms,0.20468,61,8927,0.16259,0.23855
1290,1290,2003,Lower Saxony,Couple with children,4 rooms,0.25926,91,8927,0.20982,0.30326
1291,1291,2003,Lower Saxony,Couple with children,5 rooms,0.27415,84,8927,0.23058,0.32235
1292,1292,2003,Lower Saxony,Couple with children,6 rooms,0.14321,54,8927,0.11298,0.17861
1293,1293,2003,Lower Saxony,Couple with children,7 rooms,0.11871,43,8927,0.09594,0.14471
1294,1294,2003,North Rhine-Westphalia,Single-person household,1 room,0.08954,50,8927,0.0799,0.09967
1295,1295,2003,North Rhine-Westphalia,Single-person household,2 rooms,0.41727,249,8927,0.39556,0.44413
1296,1296,2003,North Rhine-Westphalia,Single-person household,3 rooms,0.33723,196,8927,0.31778,0.36345
1297,1297,2003,North Rhine-Westphalia,Single-person household,4 rooms,0.0994,62,8927,0.08745,0.11208
1298,1298,2003,North Rhine-Westphalia,Single-person household,5 rooms,0.05656,37,8927,0.0466,0.06646
1299,1299,2003,North Rhine-Westphalia,Couple without children,2 rooms,0.17073,119,8927,0.14747,0.19715
1300,1300,2003,North Rhine-Westphalia,Couple without children,3 rooms,0.38849,282,8927,0.36109,0.41592
1301,1301,2003,North Rhine-Westphalia,Couple without children,4 rooms,0.21874,187,8927,0.20145,0.23982
1302,1302,2003,North Rhine-Westphalia,Couple without children,5 rooms,0.13466,117,8927,0.11969,0.15351
1303,1303,2003,North Rhine-Westphalia,Couple without children,6 rooms,0.08738,70,8927,0.07479,0.09912
1304,1304,2003,North Rhine-Westphalia,Single parent,3 rooms,0.69051,61,8927,0.59918,0.80919
1305,1305,2003,North Rhine-Westphalia,Single parent,4 rooms,0.30949,34,8927,0.24914,0.37062
1306,1306,2003,North Rhine-Westphalia,Couple with children,3 rooms,0.31715,225,8927,0.29057,0.34646
1307,1307,2003,North Rhine-Westphalia,Couple with children,4 rooms,0.27473,207,8927,0.2497,0.30615
1308,1308,2003,North Rhine-Westphalia,Couple with children,5 rooms,0.23673,197,8927,0.206,0.26647
1309,1309,2003,North Rhine-Westphalia,Couple with children,6 rooms,0.12214,118,8927,0.10486,0.14033
1310,1310,2003,North Rhine-Westphalia,Couple with children,7 rooms,0.04924,66,8927,0.04021,0.0582
1311,1311,2003,Hesse,Single-person household,2 rooms,0.52828,67,8927,0.4719,0.58948
1312,1312,2003,Hesse,Single-person household,3 rooms,0.47172,62,8927,0.41827,0.52883
1313,1313,2003,Hesse,Couple without children,2 rooms,0.16574,40,8927,0.13374,0.20524
1314,1314,2003,Hesse,Couple without children,3 rooms,0.37194,85,8927,0.32618,0.4307
1315,1315,2003,Hesse,Couple without children,4 rooms,0.27348,66,8927,0.23153,0.32366
1316,1316,2003,Hesse,Couple without children,5 rooms,0.18884,43,8927,0.15619,0.23071
1317,1317,2003,Hesse,Couple with children,3 rooms,0.21975,52,8927,0.18994,0.25953
1318,1318,2003,Hesse,Couple with children,4 rooms,0.33457,74,8927,0.28181,0.40243
1319,1319,2003,Hesse,Couple with children,5 rooms,0.28421,71,8927,0.24258,0.34312
1320,1320,2003,Hesse,Couple with children,6 rooms,0.16147,35,8927,0.13261,0.19092
1321,1321,2003,"Rhineland-Palatinate, Saarland",Single-person household,2 rooms,0.48395,56,8927,0.4142,0.56233
1322,1322,2003,"Rhineland-Palatinate, Saarland",Single-person household,3 rooms,0.51605,51,8927,0.45855,0.57907
1323,1323,2003,"Rhineland-Palatinate, Saarland",Couple without children,3 rooms,0.38254,53,8927,0.32466,0.44682
1324,1324,2003,"Rhineland-Palatinate, Saarland",Couple without children,4 rooms,0.38079,49,8927,0.3284,0.42503
1325,1325,2003,"Rhineland-Palatinate, Saarland",Couple without children,5 rooms,0.23666,38,8927,0.17359,0.29499
1326,1326,2003,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,0.31093,68,8927,0.2656,0.35697
1327,1327,2003,"Rhineland-Palatinate, Saarland",Couple with children,5 rooms,0.27147,51,8927,0.22185,0.31637
1328,1328,2003,"Rhineland-Palatinate, Saarland",Couple with children,6 rooms,0.27489,50,8927,0.21512,0.3319
1329,1329,2003,"Rhineland-Palatinate, Saarland",Couple with children,7 rooms,0.14271,34,8927,0.10821,0.18238
1330,1330,2003,Baden-Wuerttemberg,Single-person household,2 rooms,0.48338,114,8927,0.43259,0.54812
1331,1331,2003,Baden-Wuerttemberg,Single-person household,3 rooms,0.35571,94,8927,0.31703,0.40413
1332,1332,2003,Baden-Wuerttemberg,Single-person household,4 rooms,0.16091,44,8927,0.13513,0.18645
1333,1333,2003,Baden-Wuerttemberg,Couple without children,2 rooms,0.09426,51,8927,0.0741,0.11517
1334,1334,2003,Baden-Wuerttemberg,Couple without children,3 rooms,0.35385,118,8927,0.3108,0.40281
1335,1335,2003,Baden-Wuerttemberg,Couple without children,4 rooms,0.28918,108,8927,0.25288,0.32482
1336,1336,2003,Baden-Wuerttemberg,Couple without children,5 rooms,0.17883,71,8927,0.14635,0.21518
1337,1337,2003,Baden-Wuerttemberg,Couple without children,6 rooms,0.08388,38,8927,0.06182,0.10857
1338,1338,2003,Baden-Wuerttemberg,Single parent,3 rooms,1.0,38,8927,0.786,1.2252
1339,1339,2003,Baden-Wuerttemberg,Couple with children,3 rooms,0.24843,117,8927,0.20925,0.2926
1340,1340,2003,Baden-Wuerttemberg,Couple with children,4 rooms,0.27047,134,8927,0.2407,0.30573
1341,1341,2003,Baden-Wuerttemberg,Couple with children,5 rooms,0.19786,104,8927,0.16976,0.22975
1342,1342,2003,Baden-Wuerttemberg,Couple with children,6 rooms,0.14783,87,8927,0.11806,0.17235
1343,1343,2003,Baden-Wuerttemberg,Couple with children,7 rooms,0.09406,51,8927,0.0728,0.11982
1344,1344,2003,Baden-Wuerttemberg,Couple with children,8 rooms,0.04135,34,8927,0.03281,0.05137
1345,1345,2003,Bavaria,Single-person household,1 room,0.10993,38,8927,0.09382,0.12729
1346,1346,2003,Bavaria,Single-person household,2 rooms,0.40014,135,8927,0.36338,0.42609
1347,1347,2003,Bavaria,Single-person household,3 rooms,0.31877,111,8927,0.29349,0.34402
1348,1348,2003,Bavaria,Single-person household,4 rooms,0.17116,55,8927,0.15174,0.18841
1349,1349,2003,Bavaria,Couple without children,2 rooms,0.1681,78,8927,0.14091,0.19929
1350,1350,2003,Bavaria,Couple without children,3 rooms,0.33887,143,8927,0.30283,0.38226
1351,1351,2003,Bavaria,Couple without children,4 rooms,0.23826,118,8927,0.21137,0.26884
1352,1352,2003,Bavaria,Couple without children,5 rooms,0.16426,79,8927,0.13723,0.19281
1353,1353,2003,Bavaria,Couple without children,6 rooms,0.09051,55,8927,0.07352,0.10983
1354,1354,2003,Bavaria,Single parent,3 rooms,1.0,36,8927,0.82431,1.1748
1355,1355,2003,Bavaria,Couple with children,3 rooms,0.19226,105,8927,0.16245,0.22534
1356,1356,2003,Bavaria,Couple with children,4 rooms,0.25746,132,8927,0.22801,0.29449
1357,1357,2003,Bavaria,Couple with children,5 rooms,0.2282,127,8927,0.19587,0.25866
1358,1358,2003,Bavaria,Couple with children,6 rooms,0.18253,115,8927,0.154,0.21153
1359,1359,2003,Bavaria,Couple with children,7 rooms,0.08745,58,8927,0.07008,0.10478
1360,1360,2003,Bavaria,Couple with children,8 rooms,0.05209,32,8927,0.03846,0.06836
1361,1361,2003,Berlin,Single-person household,1 room,0.19295,36,8927,0.15799,0.22132
1362,1362,2003,Berlin,Single-person household,2 rooms,0.52117,90,8927,0.468,0.57937
1363,1363,2003,Berlin,Single-person household,3 rooms,0.28588,52,8927,0.25673,0.32357
1364,1364,2003,Berlin,Couple without children,3 rooms,1.0,50,8927,0.83302,1.16498
1365,1365,2003,Berlin,Couple with children,3 rooms,0.67175,59,8927,0.55238,0.82415
1366,1366,2003,Berlin,Couple with children,4 rooms,0.32825,36,8927,0.25557,0.41206
1367,1367,2003,Brandenburg,Single-person household,2 rooms,0.6189,50,8927,0.54521,0.69357
1368,1368,2003,Brandenburg,Single-person household,3 rooms,0.3811,32,8927,0.31759,0.4445
1369,1369,2003,Brandenburg,Couple without children,3 rooms,0.78477,97,8927,0.69746,0.86291
1370,1370,2003,Brandenburg,Couple without children,4 rooms,0.21523,32,8927,0.17831,0.26516
1371,1371,2003,Brandenburg,Couple with children,3 rooms,0.41528,42,8927,0.31643,0.53497
1372,1372,2003,Brandenburg,Couple with children,4 rooms,0.58472,55,8927,0.47432,0.67006
1373,1373,2003,Mecklenburg-Western Pomerania,Single-person household,2 rooms,1.0,43,8927,0.87289,1.11139
1374,1374,2003,Mecklenburg-Western Pomerania,Couple without children,3 rooms,1.0,46,8927,0.87331,1.14519
1375,1375,2003,Saxony,Single-person household,2 rooms,0.68576,103,8927,0.62708,0.75116
1376,1376,2003,Saxony,Single-person household,3 rooms,0.31424,53,8927,0.27574,0.35939
1377,1377,2003,Saxony,Couple without children,2 rooms,0.26779,69,8927,0.23138,0.30392
1378,1378,2003,Saxony,Couple without children,3 rooms,0.53518,130,8927,0.48941,0.58612
1379,1379,2003,Saxony,Couple without children,4 rooms,0.19703,57,8927,0.16625,0.22723
1380,1380,2003,Saxony,Couple with children,3 rooms,0.39257,84,8927,0.33501,0.45394
1381,1381,2003,Saxony,Couple with children,4 rooms,0.34728,83,8927,0.29644,0.40378
1382,1382,2003,Saxony,Couple with children,5 rooms,0.16428,47,8927,0.1365,0.19661
1383,1383,2003,Saxony,Couple with children,6 rooms,0.09586,32,8927,0.07115,0.1294
1384,1384,2003,Saxony-Anhalt,Single-person household,2 rooms,0.57796,47,8927,0.4993,0.65376
1385,1385,2003,Saxony-Anhalt,Single-person household,3 rooms,0.42204,37,8927,0.36338,0.49553
1386,1386,2003,Saxony-Anhalt,Couple without children,2 rooms,0.20412,32,8927,0.16178,0.24395
1387,1387,2003,Saxony-Anhalt,Couple without children,3 rooms,0.53989,84,8927,0.4827,0.60505
1388,1388,2003,Saxony-Anhalt,Couple without children,4 rooms,0.25598,40,8927,0.2107,0.29767
1389,1389,2003,Saxony-Anhalt,Couple with children,3 rooms,0.2474,32,8927,0.19242,0.33426
1390,1390,2003,Saxony-Anhalt,Couple with children,4 rooms,0.47048,53,8927,0.38848,0.5681
1391,1391,2003,Saxony-Anhalt,Couple with children,5 rooms,0.28212,37,8927,0.21834,0.37095
1392,1392,2003,Thuringa,Single-person household,2 rooms,0.59847,55,8927,0.53473,0.66007
1393,1393,2003,Thuringa,Single-person household,3 rooms,0.40153,39,8927,0.34817,0.45978
1394,1394,2003,Thuringa,Couple without children,3 rooms,0.61627,59,8927,0.53118,0.72414
1395,1395,2003,Thuringa,Couple without children,4 rooms,0.38373,35,8927,0.32235,0.445
1396,1396,2003,Thuringa,Couple with children,3 rooms,0.34986,44,8927,0.29236,0.43913
1397,1397,2003,Thuringa,Couple with children,4 rooms,0.37091,53,8927,0.30411,0.44602
1398,1398,2003,Thuringa,Couple with children,5 rooms,0.27923,40,8927,0.20637,0.37743
1399,1399,2004,Schleswig-Holstein,Couple without children,3 rooms,0.42561,46,8629,0.35428,0.51335
1400,1400,2004,Schleswig-Holstein,Couple without children,4 rooms,0.33141,31,8629,0.24948,0.42096
1401,1401,2004,Schleswig-Holstein,Couple without children,5 rooms,0.24298,31,8629,0.17712,0.2999
1402,1402,2004,Schleswig-Holstein,Couple with children,5 rooms,1.0,40,8629,0.77114,1.25609
1403,1403,2004,Hamburg,Single-person household,2 rooms,1.0,32,8629,0.86078,1.14737
1404,1404,2004,Lower Saxony,Single-person household,2 rooms,0.47705,72,8629,0.42011,0.53789
1405,1405,2004,Lower Saxony,Single-person household,3 rooms,0.52295,75,8629,0.46199,0.58448
1406,1406,2004,Lower Saxony,Couple without children,3 rooms,0.31929,81,8629,0.27782,0.37098
1407,1407,2004,Lower Saxony,Couple without children,4 rooms,0.29062,80,8629,0.24763,0.34155
1408,1408,2004,Lower Saxony,Couple without children,5 rooms,0.25048,66,8629,0.21487,0.28263
1409,1409,2004,Lower Saxony,Couple without children,6 rooms,0.13962,35,8629,0.11361,0.16402
1410,1410,2004,Lower Saxony,Couple with children,3 rooms,0.23952,62,8629,0.19078,0.29644
1411,1411,2004,Lower Saxony,Couple with children,4 rooms,0.23535,79,8629,0.19602,0.29498
1412,1412,2004,Lower Saxony,Couple with children,5 rooms,0.2434,72,8629,0.20082,0.29153
1413,1413,2004,Lower Saxony,Couple with children,6 rooms,0.18674,72,8629,0.15064,0.22554
1414,1414,2004,Lower Saxony,Couple with children,7 rooms,0.09499,36,8629,0.06448,0.12673
1415,1415,2004,North Rhine-Westphalia,Single-person household,1 room,0.07635,47,8629,0.06534,0.08745
1416,1416,2004,North Rhine-Westphalia,Single-person household,2 rooms,0.41897,226,8629,0.39042,0.44527
1417,1417,2004,North Rhine-Westphalia,Single-person household,3 rooms,0.33068,176,8629,0.30806,0.35347
1418,1418,2004,North Rhine-Westphalia,Single-person household,4 rooms,0.11751,68,8629,0.10164,0.13144
1419,1419,2004,North Rhine-Westphalia,Single-person household,5 rooms,0.05649,37,8629,0.04514,0.0664
1420,1420,2004,North Rhine-Westphalia,Couple without children,2 rooms,0.15563,121,8629,0.13532,0.17978
1421,1421,2004,North Rhine-Westphalia,Couple without children,3 rooms,0.4032,291,8629,0.37206,0.43435
1422,1422,2004,North Rhine-Westphalia,Couple without children,4 rooms,0.23928,200,8629,0.22417,0.2624
1423,1423,2004,North Rhine-Westphalia,Couple without children,5 rooms,0.1243,114,8629,0.10736,0.13979
1424,1424,2004,North Rhine-Westphalia,Couple without children,6 rooms,0.07759,65,8629,0.06616,0.0937
1425,1425,2004,North Rhine-Westphalia,Single parent,3 rooms,1.0,63,8629,0.86797,1.1587
1426,1426,2004,North Rhine-Westphalia,Couple with children,3 rooms,0.28122,188,8629,0.25604,0.3078
1427,1427,2004,North Rhine-Westphalia,Couple with children,4 rooms,0.27717,207,8629,0.24419,0.30417
1428,1428,2004,North Rhine-Westphalia,Couple with children,5 rooms,0.25405,200,8629,0.22399,0.2865
1429,1429,2004,North Rhine-Westphalia,Couple with children,6 rooms,0.13188,113,8629,0.11075,0.16034
1430,1430,2004,North Rhine-Westphalia,Couple with children,7 rooms,0.05568,61,8629,0.04347,0.0704
1431,1431,2004,Hesse,Single-person household,2 rooms,0.53866,71,8629,0.47471,0.61053
1432,1432,2004,Hesse,Single-person household,3 rooms,0.46134,59,8629,0.40621,0.51826
1433,1433,2004,Hesse,Couple without children,2 rooms,0.16537,32,8629,0.13108,0.2087
1434,1434,2004,Hesse,Couple without children,3 rooms,0.36641,84,8629,0.31207,0.42015
1435,1435,2004,Hesse,Couple without children,4 rooms,0.25489,62,8629,0.21268,0.31127
1436,1436,2004,Hesse,Couple without children,5 rooms,0.21333,48,8629,0.17195,0.25535
1437,1437,2004,Hesse,Couple with children,3 rooms,0.23797,47,8629,0.19943,0.28959
1438,1438,2004,Hesse,Couple with children,4 rooms,0.36651,77,8629,0.30409,0.44515
1439,1439,2004,Hesse,Couple with children,5 rooms,0.25932,61,8629,0.21463,0.30496
1440,1440,2004,Hesse,Couple with children,6 rooms,0.1362,32,8629,0.10897,0.16564
1441,1441,2004,"Rhineland-Palatinate, Saarland",Single-person household,2 rooms,0.50441,60,8629,0.43926,0.57934
1442,1442,2004,"Rhineland-Palatinate, Saarland",Single-person household,3 rooms,0.49559,52,8629,0.43234,0.54884
1443,1443,2004,"Rhineland-Palatinate, Saarland",Couple without children,3 rooms,0.42641,54,8629,0.35964,0.50187
1444,1444,2004,"Rhineland-Palatinate, Saarland",Couple without children,4 rooms,0.27053,36,8629,0.22291,0.31705
1445,1445,2004,"Rhineland-Palatinate, Saarland",Couple without children,5 rooms,0.30306,42,8629,0.24776,0.37012
1446,1446,2004,"Rhineland-Palatinate, Saarland",Couple with children,3 rooms,0.17613,34,8629,0.12676,0.23388
1447,1447,2004,"Rhineland-Palatinate, Saarland",Couple with children,4 rooms,0.24912,52,8629,0.20533,0.30275
1448,1448,2004,"Rhineland-Palatinate, Saarland",Couple with children,5 rooms,0.35514,60,8629,0.28532,0.41632
1449,1449,2004,"Rhineland-Palatinate, Saarland",Couple with children,6 rooms,0.2196,50,8629,0.17551,0.26527
1450,1450,2004,Baden-Wuerttemberg,Single-person household,2 rooms,0.42521,101,8629,0.37205,0.47615
1451,1451,2004,Baden-Wuerttemberg,Single-person household,3 rooms,0.37807,102,8629,0.33947,0.42442
1452,1452,2004,Baden-Wuerttemberg,Single-person household,4 rooms,0.19672,47,8629,0.16881,0.22879
1453,1453,2004,Baden-Wuerttemberg,Couple without children,2 rooms,0.0995,57,8629,0.08207,0.11969
1454,1454,2004,Baden-Wuerttemberg,Couple without children,3 rooms,0.36679,115,8629,0.31998,0.4164
1455,1455,2004,Baden-Wuerttemberg,Couple without children,4 rooms,0.30123,113,8629,0.26073,0.33679
1456,1456,2004,Baden-Wuerttemberg,Couple without children,5 rooms,0.14019,59,8629,0.11357,0.16836
1457,1457,2004,Baden-Wuerttemberg,Couple without children,6 rooms,0.09229,40,8629,0.06405,0.11894
1458,1458,2004,Baden-Wuerttemberg,Single parent,3 rooms,1.0,38,8629,0.77966,1.25093
1459,1459,2004,Baden-Wuerttemberg,Couple with children,3 rooms,0.23311,113,8629,0.19493,0.2803
1460,1460,2004,Baden-Wuerttemberg,Couple with children,4 rooms,0.28583,123,8629,0.24754,0.32898
1461,1461,2004,Baden-Wuerttemberg,Couple with children,5 rooms,0.21404,100,8629,0.18186,0.25346
1462,1462,2004,Baden-Wuerttemberg,Couple with children,6 rooms,0.17481,84,8629,0.1433,0.20669
1463,1463,2004,Baden-Wuerttemberg,Couple with children,7 rooms,0.09222,51,8629,0.06712,0.11721
1464,1464,2004,Bavaria,Single-person household,1 room,0.10163,35,8629,0.08157,0.1209
1465,1465,2004,Bavaria,Single-person household,2 rooms,0.4062,137,8629,0.37485,0.43931
1466,1466,2004,Bavaria,Single-person household,3 rooms,0.28328,106,8629,0.25583,0.30912
1467,1467,2004,Bavaria,Single-person household,4 rooms,0.12229,43,8629,0.10601,0.13978
1468,1468,2004,Bavaria,Single-person household,5 rooms,0.08661,37,8629,0.07183,0.10121
1469,1469,2004,Bavaria,Couple without children,2 rooms,0.14712,67,8629,0.12076,0.17992
1470,1470,2004,Bavaria,Couple without children,3 rooms,0.36457,158,8629,0.3248,0.40081
1471,1471,2004,Bavaria,Couple without children,4 rooms,0.23779,112,8629,0.20829,0.26853
1472,1472,2004,Bavaria,Couple without children,5 rooms,0.1551,78,8629,0.13262,0.18601
1473,1473,2004,Bavaria,Couple without children,6 rooms,0.09541,57,8629,0.07456,0.1177
1474,1474,2004,Bavaria,Single parent,3 rooms,1.0,35,8629,0.84627,1.23437
