"plb0022_h","year","migback","sampreg","n","percent","lower_confidence","upper_confidence"
"Wehrpflicht/Zivildienst","1996","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1996","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1996","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1996","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1996","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1997","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2805","0.400883703383734","0.388830796481008","0.412936610286459"
"Voll erwerbstaetig","1997","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1649","0.415227488173745","0.398895584949156","0.431559391398335"
"Voll erwerbstaetig","1997","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1046","0.39821138877416","0.378461215503456","0.417961562044865"
"Voll erwerbstaetig","1997","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","38","0.259513373307912","0.184730937538326","0.334295809077497"
"Voll erwerbstaetig","1997","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","201","0.309277849841062","0.270755601588117","0.347800098094007"
"Voll erwerbstaetig","1997","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1997","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","603","0.0869956571669992","0.0800643963241727","0.0939269180098257"
"Teilzeitbeschaeftigung","1997","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","190","0.0511709000656836","0.0438678243925567","0.0584739757388106"
"Teilzeitbeschaeftigung","1997","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","157","0.0746647662637409","0.0640600392362731","0.0852694932912086"
"Teilzeitbeschaeftigung","1997","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1997","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","39","0.0940950153477931","0.0697612027694564","0.11842882792613"
"Teilzeitbeschaeftigung","1997","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1997","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","142","0.0183098976166266","0.0150126072119403","0.0216071880213128"
"Ausbildung/Lehre","1997","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","150","0.0295869820765292","0.0239709585802729","0.0352030055727855"
"Ausbildung/Lehre","1997","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","41","0.0196028797408059","0.0140097738606444","0.0251959856209674"
"Ausbildung/Lehre","1997","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1997","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","88","0.165592340063416","0.134611385969725","0.196573294157107"
"Ausbildung/Lehre","1997","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1997","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","178","0.0232507497699352","0.0195444797295431","0.0269570198103273"
"Geringfuegig erwerbstaetig","1997","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","32","0.00966241890325042","0.00642025597416394","0.0129045818323369"
"Geringfuegig erwerbstaetig","1997","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","38","0.0197652266595109","0.0141494730947922","0.0253809802242296"
"Geringfuegig erwerbstaetig","1997","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1997","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1997","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1997","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1997","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1997","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1997","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1997","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1997","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1997","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1997","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1997","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1997","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1997","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1997","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1997","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1997","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1997","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1997","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1997","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1997","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1997","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","2605","0.467976269283252","0.455704577125244","0.480247961441261"
"Nicht erwerbstaetig","1997","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1446","0.486126752269415","0.469561309816959","0.50269219472187"
"Nicht erwerbstaetig","1997","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1073","0.485936871143781","0.465772241789156","0.506101500498407"
"Nicht erwerbstaetig","1997","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","87","0.705333896380771","0.627561838037021","0.783105954724521"
"Nicht erwerbstaetig","1997","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","202","0.384980840295053","0.344425373341974","0.425536307248133"
"Nicht erwerbstaetig","1997","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1997","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1997","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1997","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1997","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1997","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1997","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1997","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1997","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","30","0.00822545851137688","0.0052319064812932","0.0112190105414606"
"Wehrpflicht/Zivildienst","1997","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1997","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1997","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1997","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1998","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","3281","0.395488438656772","0.384467998103224","0.40650887921032"
"Voll erwerbstaetig","1998","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1705","0.404145636283473","0.388418440291361","0.419872832275584"
"Voll erwerbstaetig","1998","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","1007","0.414479411676535","0.394359610314735","0.434599213038336"
"Voll erwerbstaetig","1998","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","30","0.226607798076061","0.151391504293998","0.301824091858124"
"Voll erwerbstaetig","1998","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","215","0.333329411729797","0.294932059748307","0.371726763711286"
"Voll erwerbstaetig","1998","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1998","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","719","0.0913357231533347","0.0848426272477053","0.0978288190589641"
"Teilzeitbeschaeftigung","1998","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","201","0.0508911962916069","0.0438476459849885","0.0579347465982252"
"Teilzeitbeschaeftigung","1998","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","158","0.075313745669132","0.0645358134848652","0.0860916778533988"
"Teilzeitbeschaeftigung","1998","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1998","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","32","0.0604266173009804","0.0410182812542572","0.0798349533477036"
"Teilzeitbeschaeftigung","1998","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1998","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","172","0.019230279358021","0.0161349556377502","0.0223256030782917"
"Ausbildung/Lehre","1998","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","166","0.0336447432901582","0.0278659214411864","0.03942356513913"
"Ausbildung/Lehre","1998","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","49","0.0239551933049128","0.017710144461438","0.0302002421483876"
"Ausbildung/Lehre","1998","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1998","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","85","0.134250062057927","0.106480930929948","0.162019193185906"
"Ausbildung/Lehre","1998","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1998","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","218","0.0235276036989747","0.0201113620108159","0.0269438453871335"
"Geringfuegig erwerbstaetig","1998","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","44","0.0109451510103093","0.00761063077602097","0.0142796712445975"
"Geringfuegig erwerbstaetig","1998","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","32","0.0128157588934187","0.00822195561729228","0.0174095621695452"
"Geringfuegig erwerbstaetig","1998","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1998","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1998","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1998","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1998","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1998","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1998","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1998","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1998","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1998","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1998","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1998","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1998","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1998","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1998","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1998","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1998","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1998","direkter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1998","direkter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1998","indirekter Migrationshintergrund","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1998","indirekter Migrationshintergrund","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1998","kein Migrationshintergrund","Westdeutschland, alte Bundeslaender","3144","0.46700724666313","0.4557624342084","0.478252059117859"
"Nicht erwerbstaetig","1998","kein Migrationshintergrund","Ostdeutschland, neue Bundeslaender","1600","0.495486627124325","0.479462860913356","0.511510393335293"
