"plb0022_h","year","migback","sex","n","percent","lower_confidence","upper_confidence"
"Voll erwerbstaetig","1998","indirekter Migrationshintergrund","weiblich","85","0.263270479602181","0.213013984050334","0.313526975154027"
"Teilzeitbeschaeftigung","1998","kein Migrationshintergrund","maennlich","87","0.022805862107936","0.0188182836699991","0.026793440545873"
"Teilzeitbeschaeftigung","1998","kein Migrationshintergrund","weiblich","833","0.137025887924618","0.128264744158416","0.14578703169082"
"Teilzeitbeschaeftigung","1998","direkter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","1998","direkter Migrationshintergrund","weiblich","147","0.128976127881029","0.110004342824397","0.14794791293766"
"Teilzeitbeschaeftigung","1998","indirekter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","1998","indirekter Migrationshintergrund","weiblich","","","",""
"Ausbildung/Lehre","1998","kein Migrationshintergrund","maennlich","202","0.0296612305884387","0.0251296277531477","0.0341928334237297"
"Ausbildung/Lehre","1998","kein Migrationshintergrund","weiblich","136","0.0157123912686523","0.0125439711508619","0.0188808113864427"
"Ausbildung/Lehre","1998","direkter Migrationshintergrund","maennlich","","","",""
"Ausbildung/Lehre","1998","direkter Migrationshintergrund","weiblich","","","",""
"Ausbildung/Lehre","1998","indirekter Migrationshintergrund","maennlich","47","0.152787947242438","0.112737455300208","0.192838439184667"
"Ausbildung/Lehre","1998","indirekter Migrationshintergrund","weiblich","45","0.123298153852983","0.0857800111840097","0.160816296521957"
"Geringfuegig erwerbstaetig","1998","kein Migrationshintergrund","maennlich","73","0.0144115537584615","0.0112280983545846","0.0175950091623385"
"Geringfuegig erwerbstaetig","1998","kein Migrationshintergrund","weiblich","189","0.026608259499591","0.0225079874503421","0.0307085315488398"
"Geringfuegig erwerbstaetig","1998","direkter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","1998","direkter Migrationshintergrund","weiblich","","","",""
"Geringfuegig erwerbstaetig","1998","indirekter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","1998","indirekter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","kein Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","kein Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","direkter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","direkter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","indirekter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","indirekter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","1998","kein Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","1998","kein Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","1998","direkter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","1998","direkter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","1998","indirekter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","1998","indirekter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","1998","kein Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","1998","kein Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","1998","direkter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","1998","direkter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","1998","indirekter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","1998","indirekter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","1998","kein Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","1998","kein Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","1998","direkter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","1998","direkter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","1998","indirekter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","1998","indirekter Migrationshintergrund","weiblich","","","",""
"Nicht erwerbstaetig","1998","kein Migrationshintergrund","maennlich","1698","0.352787794315692","0.340024120691935","0.365551467939449"
"Nicht erwerbstaetig","1998","kein Migrationshintergrund","weiblich","3046","0.583062421100554","0.570500569558895","0.595624272642214"
"Nicht erwerbstaetig","1998","direkter Migrationshintergrund","maennlich","429","0.388198297779814","0.360885447984653","0.415511147574974"
"Nicht erwerbstaetig","1998","direkter Migrationshintergrund","weiblich","705","0.585308207076296","0.557421738113968","0.613194676038624"
"Nicht erwerbstaetig","1998","indirekter Migrationshintergrund","maennlich","114","0.396974032593247","0.342509184003407","0.451438881183086"
"Nicht erwerbstaetig","1998","indirekter Migrationshintergrund","weiblich","128","0.488870021548821","0.431827401770214","0.545912641327429"
"Betriebliches Praktikum","1998","kein Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1998","kein Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","1998","direkter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1998","direkter Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","1998","indirekter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1998","indirekter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1998","kein Migrationshintergrund","maennlich","42","0.00568827625884011","0.0036794277562491","0.00769712476143112"
"Wehrpflicht/Zivildienst","1998","kein Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1998","direkter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","1998","direkter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1998","indirekter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","1998","indirekter Migrationshintergrund","weiblich","","","",""
"Voll erwerbstaetig","1999","kein Migrationshintergrund","maennlich","3218","0.58093281530081","0.567543990626692","0.594321639974928"
"Voll erwerbstaetig","1999","kein Migrationshintergrund","weiblich","1661","0.242271153115923","0.231163821331345","0.253378484900501"
"Voll erwerbstaetig","1999","direkter Migrationshintergrund","maennlich","681","0.570722125552586","0.541708046070118","0.599736205035053"
"Voll erwerbstaetig","1999","direkter Migrationshintergrund","weiblich","260","0.240420113189461","0.215235072644051","0.265605153734871"
"Voll erwerbstaetig","1999","indirekter Migrationshintergrund","maennlich","142","0.393947364409343","0.339642070530352","0.448252658288333"
"Voll erwerbstaetig","1999","indirekter Migrationshintergrund","weiblich","99","0.306713350720298","0.254619363161415","0.358807338279181"
"Teilzeitbeschaeftigung","1999","kein Migrationshintergrund","maennlich","96","0.023501112706453","0.0193903939778313","0.0276118314350747"
"Teilzeitbeschaeftigung","1999","kein Migrationshintergrund","weiblich","840","0.132893817388763","0.124093658555712","0.141693976221813"
"Teilzeitbeschaeftigung","1999","direkter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","1999","direkter Migrationshintergrund","weiblich","142","0.130004930723634","0.110184694088212","0.149825167359056"
"Teilzeitbeschaeftigung","1999","indirekter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","1999","indirekter Migrationshintergrund","weiblich","","","",""
"Ausbildung/Lehre","1999","kein Migrationshintergrund","maennlich","180","0.0275259088630634","0.0230862712077501","0.0319655465183768"
"Ausbildung/Lehre","1999","kein Migrationshintergrund","weiblich","145","0.0187319325751831","0.0152172419174912","0.0222466232328749"
"Ausbildung/Lehre","1999","direkter Migrationshintergrund","maennlich","","","",""
"Ausbildung/Lehre","1999","direkter Migrationshintergrund","weiblich","","","",""
"Ausbildung/Lehre","1999","indirekter Migrationshintergrund","maennlich","52","0.179192895874977","0.136569421865423","0.221816369884532"
"Ausbildung/Lehre","1999","indirekter Migrationshintergrund","weiblich","34","0.100216056082621","0.066292402745457","0.134139709419785"
"Geringfuegig erwerbstaetig","1999","kein Migrationshintergrund","maennlich","89","0.0165527024320165","0.0130905381451988","0.0200148667188342"
"Geringfuegig erwerbstaetig","1999","kein Migrationshintergrund","weiblich","274","0.0488106463756424","0.0432247515958346","0.0543965411554503"
"Geringfuegig erwerbstaetig","1999","direkter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","1999","direkter Migrationshintergrund","weiblich","44","0.0475840096352653","0.0350377467246022","0.0601302725459285"
"Geringfuegig erwerbstaetig","1999","indirekter Migrationshintergrund","maennlich","","","",""
"Geringfuegig erwerbstaetig","1999","indirekter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1999","kein Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1999","kein Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1999","direkter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1999","direkter Migrationshintergrund","weiblich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1999","indirekter Migrationshintergrund","maennlich","","","",""
"Altersteilzeit mit Arbeitszeit Null","1999","indirekter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","1999","kein Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","1999","kein Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","1999","direkter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","1999","direkter Migrationshintergrund","weiblich","","","",""
"Freiwilliger Wehrdienst","1999","indirekter Migrationshintergrund","maennlich","","","",""
"Freiwilliger Wehrdienst","1999","indirekter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","1999","kein Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","1999","kein Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","1999","direkter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","1999","direkter Migrationshintergrund","weiblich","","","",""
"FSJ/FOeJ/BFD","1999","indirekter Migrationshintergrund","maennlich","","","",""
"FSJ/FOeJ/BFD","1999","indirekter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","1999","kein Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","1999","kein Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","1999","direkter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","1999","direkter Migrationshintergrund","weiblich","","","",""
"Werkstatt fuer Behinderte","1999","indirekter Migrationshintergrund","maennlich","","","",""
"Werkstatt fuer Behinderte","1999","indirekter Migrationshintergrund","weiblich","","","",""
"Nicht erwerbstaetig","1999","kein Migrationshintergrund","maennlich","1586","0.343358026603001","0.330473288520475","0.356242764685527"
"Nicht erwerbstaetig","1999","kein Migrationshintergrund","weiblich","2788","0.555897395757158","0.54301665140777","0.568778140106547"
"Nicht erwerbstaetig","1999","direkter Migrationshintergrund","maennlich","386","0.372105434756569","0.343771717364678","0.40043915214846"
"Nicht erwerbstaetig","1999","direkter Migrationshintergrund","weiblich","642","0.56831433317109","0.539123355095584","0.597505311246595"
"Nicht erwerbstaetig","1999","indirekter Migrationshintergrund","maennlich","94","0.335818545709445","0.283330112743399","0.388306978675492"
"Nicht erwerbstaetig","1999","indirekter Migrationshintergrund","weiblich","133","0.489928438435659","0.433454675921533","0.546402200949785"
"Betriebliches Praktikum","1999","kein Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1999","kein Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","1999","direkter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1999","direkter Migrationshintergrund","weiblich","","","",""
"Betriebliches Praktikum","1999","indirekter Migrationshintergrund","maennlich","","","",""
"Betriebliches Praktikum","1999","indirekter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1999","kein Migrationshintergrund","maennlich","43","0.00695592184415159","0.00470064800358919","0.00921119568471399"
"Wehrpflicht/Zivildienst","1999","kein Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1999","direkter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","1999","direkter Migrationshintergrund","weiblich","","","",""
"Wehrpflicht/Zivildienst","1999","indirekter Migrationshintergrund","maennlich","","","",""
"Wehrpflicht/Zivildienst","1999","indirekter Migrationshintergrund","weiblich","","","",""
"Voll erwerbstaetig","2000","kein Migrationshintergrund","maennlich","5725","0.581106915763783","0.571241081559097","0.590972749968469"
"Voll erwerbstaetig","2000","kein Migrationshintergrund","weiblich","2689","0.236479214546611","0.228347002936145","0.244611426157078"
"Voll erwerbstaetig","2000","direkter Migrationshintergrund","maennlich","967","0.570307662785877","0.546363760994419","0.594251564577336"
"Voll erwerbstaetig","2000","direkter Migrationshintergrund","weiblich","393","0.23836631740142","0.218123832328942","0.258608802473898"
"Voll erwerbstaetig","2000","indirekter Migrationshintergrund","maennlich","189","0.431270162939288","0.383390080106543","0.479150245772034"
"Voll erwerbstaetig","2000","indirekter Migrationshintergrund","weiblich","124","0.286064339926196","0.242844331738668","0.329284348113723"
"Teilzeitbeschaeftigung","2000","kein Migrationshintergrund","maennlich","173","0.0218407965193474","0.0189180361846778","0.024763556854017"
"Teilzeitbeschaeftigung","2000","kein Migrationshintergrund","weiblich","1726","0.152130557039917","0.145257111891554","0.15900400218828"
"Teilzeitbeschaeftigung","2000","direkter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","2000","direkter Migrationshintergrund","weiblich","265","0.160403791978989","0.14296923714348","0.177838346814498"
"Teilzeitbeschaeftigung","2000","indirekter Migrationshintergrund","maennlich","","","",""
"Teilzeitbeschaeftigung","2000","indirekter Migrationshintergrund","weiblich","41","0.104863432947816","0.0755625889070447","0.134164276988586"
"Ausbildung/Lehre","2000","kein Migrationshintergrund","maennlich","297","0.0254452486753308","0.0222963356377599","0.0285941617129017"
