"plb0022_h","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"Geringfuegig erwerbstaetig","1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","59","0.0279511469862128","0.0203151554451831","0.0355871385272425"
"Geringfuegig erwerbstaetig","1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","49","0.0513619377832394","0.0366264189695637","0.066097456596915"
"Geringfuegig erwerbstaetig","1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Nicht erwerbstaetig","1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","483","0.73060180303405","0.697899668841558","0.763303937226541"
"Nicht erwerbstaetig","1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","113","0.859615430118085","0.800128133595847","0.919102726640322"
"Nicht erwerbstaetig","1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","2184","0.54918912797595","0.534898440285646","0.563479815666253"
"Nicht erwerbstaetig","1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","788","0.753209390330016","0.728409248789088","0.778009531870944"
"Nicht erwerbstaetig","1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","585","0.394663646289302","0.372020669793669","0.417306622784935"
"Nicht erwerbstaetig","1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","333","0.30063288586399","0.27572634325837","0.325539428469611"
"Nicht erwerbstaetig","1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","314","0.346961536497077","0.315185150296143","0.378737922698011"
"Nicht erwerbstaetig","1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","64","0.377791723082687","0.304910149353571","0.450673296811803"
"Nicht erwerbstaetig","1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","194","0.24007069897999","0.212692904491251","0.267448493468728"
"Nicht erwerbstaetig","1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","228","0.33122075368744","0.299392807707222","0.363048699667657"
"Betriebliches Praktikum","1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Betriebliches Praktikum","1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Betriebliches Praktikum","1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1997","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1997","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1997","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1997","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1997","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1997","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1997","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1997","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1997","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Wehrpflicht/Zivildienst","1997","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1998","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","159","0.210752398571733","0.180517925679355","0.240986871464111"
"Voll erwerbstaetig","1998","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Voll erwerbstaetig","1998","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1964","0.330917393049584","0.31794084813941","0.343893937959758"
"Voll erwerbstaetig","1998","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","295","0.193098014145872","0.170736546110032","0.215459482181711"
"Voll erwerbstaetig","1998","Realschulabschluss","Westdeutschland, alte Bundeslaender","959","0.443301582264898","0.421518968884317","0.465084195645479"
"Voll erwerbstaetig","1998","Realschulabschluss","Ostdeutschland, neue Bundeslaender","817","0.565452602383019","0.539523874052378","0.591381330713661"
"Voll erwerbstaetig","1998","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","422","0.412684442367355","0.382032636604536","0.443336248130174"
"Voll erwerbstaetig","1998","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","75","0.443644126395058","0.368961886143014","0.518326366647103"
"Voll erwerbstaetig","1998","AkademikerInnen","Westdeutschland, alte Bundeslaender","741","0.635799192742922","0.607465143199842","0.664133242286002"
"Voll erwerbstaetig","1998","AkademikerInnen","Ostdeutschland, neue Bundeslaender","510","0.509586781677309","0.476387462756665","0.542786100597954"
"Teilzeitbeschaeftigung","1998","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","32","0.0360900495677916","0.0222632561515358","0.0499168429840473"
"Teilzeitbeschaeftigung","1998","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1998","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","412","0.0776076953714426","0.070229168967629","0.0849862217752562"
"Teilzeitbeschaeftigung","1998","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","31","0.0229373925509591","0.0144566430418774","0.0314181420600407"
"Teilzeitbeschaeftigung","1998","Realschulabschluss","Westdeutschland, alte Bundeslaender","218","0.104320890049507","0.0909175753825919","0.117724204716422"
"Teilzeitbeschaeftigung","1998","Realschulabschluss","Ostdeutschland, neue Bundeslaender","94","0.0655306676543014","0.0525866421470509","0.0784746931615518"
"Teilzeitbeschaeftigung","1998","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","94","0.110667236382366","0.0911349563405531","0.130199516424179"
"Teilzeitbeschaeftigung","1998","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Teilzeitbeschaeftigung","1998","AkademikerInnen","Westdeutschland, alte Bundeslaender","110","0.109324469322107","0.0909507676594672","0.127698170984746"
"Teilzeitbeschaeftigung","1998","AkademikerInnen","Ostdeutschland, neue Bundeslaender","73","0.079945144265949","0.0619339745026512","0.0979563140292467"
"Ausbildung/Lehre","1998","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","1998","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1998","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","121","0.0172253819260561","0.0136372301712144","0.0208135336808978"
"Ausbildung/Lehre","1998","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","33","0.0178604960079818","0.0103575060791945","0.025363485936769"
"Ausbildung/Lehre","1998","Realschulabschluss","Westdeutschland, alte Bundeslaender","113","0.0450817098361443","0.0359839672497771","0.0541794524225115"
"Ausbildung/Lehre","1998","Realschulabschluss","Ostdeutschland, neue Bundeslaender","96","0.0535398272760251","0.0417650095834634","0.0653146449685868"
"Ausbildung/Lehre","1998","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","40","0.0415709449777341","0.0291433755596266","0.0539985143958416"
"Ausbildung/Lehre","1998","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Ausbildung/Lehre","1998","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Ausbildung/Lehre","1998","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1998","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1998","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1998","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","106","0.0174483218386508","0.0138374344929873","0.0210592091843142"
"Geringfuegig erwerbstaetig","1998","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1998","Realschulabschluss","Westdeutschland, alte Bundeslaender","60","0.023206416438421","0.0166047163782857","0.0298081164985562"
"Geringfuegig erwerbstaetig","1998","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1998","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","51","0.0518403247510167","0.038036931497564","0.0656437180044694"
"Geringfuegig erwerbstaetig","1998","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1998","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Geringfuegig erwerbstaetig","1998","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Altersteilzeit mit Arbeitszeit Null","1998","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1998","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1998","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1998","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1998","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1998","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1998","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1998","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1998","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1998","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"Freiwilliger Wehrdienst","1998","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1998","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1998","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1998","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1998","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1998","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1998","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1998","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1998","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1998","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"FSJ/FOeJ/BFD","1998","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1998","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1998","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1998","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"Werkstatt fuer Behinderte","1998","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
