"erwst","year","age_gr","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht erwerbstätig","1997","46-65","kein Migrationshintergrund","1252","0.455799167723159","0.437663221967446","0.473935113478872"
"nicht erwerbstätig","1997","46-65","direkter Migrationshintergrund","459","0.474368396035495","0.442446934120699","0.506289857950291"
"nicht erwerbstätig","1997","46-65","indirekter Migrationshintergrund","3","","",""
"nicht erwerbstätig","1997","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1997","66","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","1997","66","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","1997","66","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1997","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1997","17-29","kein Migrationshintergrund","325","0.148418620972596","0.13312197150272","0.163715270442471"
"Andere","1997","17-29","direkter Migrationshintergrund","43","0.106722791560619","0.0790144446461795","0.134431138475058"
"Andere","1997","17-29","indirekter Migrationshintergrund","100","0.227546509156753","0.189883425631762","0.265209592681745"
"Andere","1997","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1997","30-45","kein Migrationshintergrund","104","0.0292438698677282","0.0236418689098472","0.0348458708256091"
"Andere","1997","30-45","direkter Migrationshintergrund","25","","",""
"Andere","1997","30-45","indirekter Migrationshintergrund","2","","",""
"Andere","1997","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1997","46-65","kein Migrationshintergrund","60","0.0183302841057661","0.0134455476401729","0.0232150205713592"
"Andere","1997","46-65","direkter Migrationshintergrund","10","","",""
"Andere","1997","46-65","indirekter Migrationshintergrund","","","",""
"Andere","1997","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1997","66","kein Migrationshintergrund","","","",""
"Andere","1997","66","direkter Migrationshintergrund","","","",""
"Andere","1997","66","indirekter Migrationshintergrund","","","",""
"Andere","1997","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1998","17-29","kein Migrationshintergrund","914","0.401724146933284","0.381435730047059","0.422012563819509"
"voll erwerbstätig","1998","17-29","direkter Migrationshintergrund","165","0.369935287670541","0.32456631752416","0.415304257816922"
"voll erwerbstätig","1998","17-29","indirekter Migrationshintergrund","160","0.298020775106449","0.25731438209024","0.338727168122657"
"voll erwerbstätig","1998","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1998","30-45","kein Migrationshintergrund","2522","0.63053607343565","0.615489913512309","0.645582233358991"
"voll erwerbstätig","1998","30-45","direkter Migrationshintergrund","457","0.564418489681595","0.529732938753824","0.599104040609365"
"voll erwerbstätig","1998","30-45","indirekter Migrationshintergrund","53","0.550993415017827","0.447657176945811","0.654329653089842"
"voll erwerbstätig","1998","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1998","46-65","kein Migrationshintergrund","1526","0.433040507011042","0.416489674010057","0.449591340012028"
"voll erwerbstätig","1998","46-65","direkter Migrationshintergrund","408","0.459130431793427","0.427120292531243","0.491140571055612"
"voll erwerbstätig","1998","46-65","indirekter Migrationshintergrund","7","","",""
"voll erwerbstätig","1998","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1998","66","kein Migrationshintergrund","","","",""
"voll erwerbstätig","1998","66","direkter Migrationshintergrund","","","",""
"voll erwerbstätig","1998","66","indirekter Migrationshintergrund","","","",""
"voll erwerbstätig","1998","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1998","17-29","kein Migrationshintergrund","85","0.0448363235331817","0.0362721126912192","0.0534005343751441"
"Teilzeit","1998","17-29","direkter Migrationshintergrund","16","","",""
"Teilzeit","1998","17-29","indirekter Migrationshintergrund","14","","",""
"Teilzeit","1998","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1998","30-45","kein Migrationshintergrund","482","0.135186807887288","0.124527893021712","0.145845722752863"
"Teilzeit","1998","30-45","direkter Migrationshintergrund","80","0.124823676690026","0.101702521543117","0.147944831836934"
"Teilzeit","1998","30-45","indirekter Migrationshintergrund","11","","",""
"Teilzeit","1998","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1998","46-65","kein Migrationshintergrund","337","0.0962467751639086","0.0863953831052296","0.106098167222588"
"Teilzeit","1998","46-65","direkter Migrationshintergrund","65","0.0732802396253726","0.0565408004865035","0.0900196787642417"
"Teilzeit","1998","46-65","indirekter Migrationshintergrund","6","","",""
"Teilzeit","1998","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1998","66","kein Migrationshintergrund","","","",""
"Teilzeit","1998","66","direkter Migrationshintergrund","","","",""
"Teilzeit","1998","66","indirekter Migrationshintergrund","","","",""
"Teilzeit","1998","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1998","17-29","kein Migrationshintergrund","864","0.391058364310569","0.370863447027906","0.411253281593232"
"nicht erwerbstätig","1998","17-29","direkter Migrationshintergrund","207","0.451968335637514","0.405199097712098","0.49873757356293"
"nicht erwerbstätig","1998","17-29","indirekter Migrationshintergrund","212","0.473048044505849","0.428614049924297","0.517482039087401"
"nicht erwerbstätig","1998","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1998","30-45","kein Migrationshintergrund","813","0.202637567908956","0.190106948166145","0.215168187651768"
"nicht erwerbstätig","1998","30-45","direkter Migrationshintergrund","224","0.276521411822356","0.245232498033789","0.307810325610922"
"nicht erwerbstätig","1998","30-45","indirekter Migrationshintergrund","22","","",""
"nicht erwerbstätig","1998","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1998","46-65","kein Migrationshintergrund","1501","0.448639430114848","0.432026503289772","0.465252356939925"
"nicht erwerbstätig","1998","46-65","direkter Migrationshintergrund","447","0.458617020282009","0.426609602858421","0.490624437705597"
"nicht erwerbstätig","1998","46-65","indirekter Migrationshintergrund","5","","",""
"nicht erwerbstätig","1998","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1998","66","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","1998","66","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","1998","66","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1998","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1998","17-29","kein Migrationshintergrund","380","0.162381165222965","0.147118706649157","0.177643623796774"
"Andere","1998","17-29","direkter Migrationshintergrund","47","0.130485448016905","0.0988318611059817","0.162139034927828"
"Andere","1998","17-29","indirekter Migrationshintergrund","99","0.205569362091703","0.169604002388491","0.241534721794914"
"Andere","1998","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1998","30-45","kein Migrationshintergrund","136","0.0316395507681059","0.0261829979961675","0.0370961035400442"
"Andere","1998","30-45","direkter Migrationshintergrund","24","","",""
"Andere","1998","30-45","indirekter Migrationshintergrund","3","","",""
"Andere","1998","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1998","46-65","kein Migrationshintergrund","79","0.0220732877102005","0.0171657206107701","0.0269808548096309"
"Andere","1998","46-65","direkter Migrationshintergrund","11","","",""
"Andere","1998","46-65","indirekter Migrationshintergrund","1","","",""
"Andere","1998","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1998","66","kein Migrationshintergrund","","","",""
"Andere","1998","66","direkter Migrationshintergrund","","","",""
"Andere","1998","66","indirekter Migrationshintergrund","","","",""
"Andere","1998","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1999","17-29","kein Migrationshintergrund","853","0.392804000710413","0.372029743909215","0.413578257511611"
"voll erwerbstätig","1999","17-29","direkter Migrationshintergrund","146","0.416518594947113","0.366150573753955","0.466886616140272"
"voll erwerbstätig","1999","17-29","indirekter Migrationshintergrund","170","0.319224505001095","0.277607134166442","0.360841875835748"
"voll erwerbstätig","1999","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1999","30-45","kein Migrationshintergrund","2508","0.645795001016057","0.630734377043243","0.660855624988871"
"voll erwerbstätig","1999","30-45","direkter Migrationshintergrund","431","0.556393544538294","0.520598558187311","0.592188530889276"
"voll erwerbstätig","1999","30-45","indirekter Migrationshintergrund","63","0.546920709553849","0.448863442734092","0.644977976373606"
"voll erwerbstätig","1999","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1999","46-65","kein Migrationshintergrund","1493","0.44057112739038","0.423691479807608","0.457450774973152"
"voll erwerbstätig","1999","46-65","direkter Migrationshintergrund","358","0.464653552498839","0.43108502752968","0.498222077467998"
"voll erwerbstätig","1999","46-65","indirekter Migrationshintergrund","6","","",""
"voll erwerbstätig","1999","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"voll erwerbstätig","1999","66","kein Migrationshintergrund","","","",""
"voll erwerbstätig","1999","66","direkter Migrationshintergrund","","","",""
"voll erwerbstätig","1999","66","indirekter Migrationshintergrund","","","",""
"voll erwerbstätig","1999","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1999","17-29","kein Migrationshintergrund","101","0.0498786286853509","0.0406184388509486","0.0591388185197532"
"Teilzeit","1999","17-29","direkter Migrationshintergrund","16","","",""
"Teilzeit","1999","17-29","indirekter Migrationshintergrund","16","","",""
"Teilzeit","1999","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1999","30-45","kein Migrationshintergrund","493","0.127655612409853","0.11714731816178","0.138163906657926"
"Teilzeit","1999","30-45","direkter Migrationshintergrund","76","0.127064872782752","0.103069032137806","0.151060713427697"
"Teilzeit","1999","30-45","indirekter Migrationshintergrund","10","","",""
"Teilzeit","1999","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1999","46-65","kein Migrationshintergrund","327","0.0982118433205952","0.0880933205066232","0.108330366134567"
"Teilzeit","1999","46-65","direkter Migrationshintergrund","60","0.0760258689277343","0.0581872689278557","0.0938644689276128"
"Teilzeit","1999","46-65","indirekter Migrationshintergrund","5","","",""
"Teilzeit","1999","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1999","66","kein Migrationshintergrund","","","",""
"Teilzeit","1999","66","direkter Migrationshintergrund","","","",""
"Teilzeit","1999","66","indirekter Migrationshintergrund","","","",""
"Teilzeit","1999","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1999","17-29","kein Migrationshintergrund","766","0.367930804578871","0.347417365236913","0.388444243920828"
"nicht erwerbstätig","1999","17-29","direkter Migrationshintergrund","161","0.402640499512081","0.352533223088114","0.452747775936047"
"nicht erwerbstätig","1999","17-29","indirekter Migrationshintergrund","197","0.430902174708608","0.386693512002232","0.475110837414985"
"nicht erwerbstätig","1999","17-29","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1999","30-45","kein Migrationshintergrund","689","0.175084509156637","0.163117189985901","0.187051828327373"
"nicht erwerbstätig","1999","30-45","direkter Migrationshintergrund","205","0.268334710245571","0.236410005858776","0.300259414632365"
"nicht erwerbstätig","1999","30-45","indirekter Migrationshintergrund","19","","",""
"nicht erwerbstätig","1999","30-45","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1999","46-65","kein Migrationshintergrund","1408","0.431527605101973","0.414687612283048","0.448367597920897"
"nicht erwerbstätig","1999","46-65","direkter Migrationshintergrund","410","0.428288447504639","0.394983647586455","0.461593247422822"
"nicht erwerbstätig","1999","46-65","indirekter Migrationshintergrund","7","","",""
"nicht erwerbstätig","1999","46-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1999","66","kein Migrationshintergrund","","","",""
"nicht erwerbstätig","1999","66","direkter Migrationshintergrund","","","",""
"nicht erwerbstätig","1999","66","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig","1999","66","Migrationshintergrund - n. w. differenzierbar","","","",""
"Andere","1999","17-29","kein Migrationshintergrund","403","0.189386566025365","0.172719675719622","0.206053456331108"
"Andere","1999","17-29","direkter Migrationshintergrund","45","0.144222530094642","0.10832858773659","0.180116472452694"
"Andere","1999","17-29","indirekter Migrationshintergrund","99","0.224430342321377","0.18718467474118","0.261676009901573"
