"pli0097_h","year","bildungsniveau","sampreg","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Min 1x pro Monat","2019","AkademikerIn","Ostdeutschland","97","0.0440865188363815","0.0339865083528971","0.0541865293198658"
"Seltener","2019","(noch) kein Abschluss","Westdeutschland","55","0.055884655191858","0.038439702644829","0.0733296077388869"
"Seltener","2019","(noch) kein Abschluss","Ostdeutschland","9","","",""
"Seltener","2019","Hauptschule","Westdeutschland","400","0.0810501351777372","0.073660802349093","0.0884394680063814"
"Seltener","2019","Hauptschule","Ostdeutschland","37","0.0482946534757071","0.034545516628236","0.0620437903231781"
"Seltener","2019","Realschule","Westdeutschland","443","0.0975317889179587","0.0889065685692987","0.106157009266619"
"Seltener","2019","Realschule","Ostdeutschland","166","0.0786795775304706","0.067291027671011","0.0900681273899302"
"Seltener","2019","(Fach-)Abitur","Westdeutschland","383","0.109909672768635","0.0995784892396536","0.120240856297616"
"Seltener","2019","(Fach-)Abitur","Ostdeutschland","64","0.111798841098438","0.086605534405904","0.136992147790973"
"Seltener","2019","AkademikerIn","Westdeutschland","722","0.109943454242997","0.101594609806506","0.118292298679487"
"Seltener","2019","AkademikerIn","Ostdeutschland","191","0.115062620706982","0.0993632216668711","0.130762019747094"
"Nie","2019","(noch) kein Abschluss","Westdeutschland","588","0.926509582120166","0.906691971435485","0.946327192804847"
"Nie","2019","(noch) kein Abschluss","Ostdeutschland","95","0.850138966977467","0.781539499588585","0.918738434366348"
"Nie","2019","Hauptschule","Westdeutschland","4722","0.898961899694088","0.890801796021933","0.907122003366244"
"Nie","2019","Hauptschule","Ostdeutschland","882","0.943176720663272","0.928329870133939","0.958023571192605"
"Nie","2019","Realschule","Westdeutschland","3927","0.870647748156322","0.860891352940139","0.880404143372506"
"Nie","2019","Realschule","Ostdeutschland","1913","0.904676635800849","0.892255010155695","0.917098261446004"
"Nie","2019","(Fach-)Abitur","Westdeutschland","3007","0.856298355955076","0.84471168958394","0.867885022326212"
"Nie","2019","(Fach-)Abitur","Ostdeutschland","512","0.857651213387983","0.829716572480752","0.885585854295213"
"Nie","2019","AkademikerIn","Westdeutschland","4324","0.833793920177133","0.823858512410701","0.843729327943565"
"Nie","2019","AkademikerIn","Ostdeutschland","1248","0.810649481069547","0.79137381331377","0.829925148825324"
