"pgcasmin","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"(1b) general elementary school","1992","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1b) general elementary school","1992","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1992","Hauptschulabschluss","kein Migrationshintergrund","3605","0.699732230405727","0.687030785234955","0.7124336755765"
"(1c) basic vocational qualification","1992","Hauptschulabschluss","direkter Migrationshintergrund","621","0.51399310435109","0.487746544110678","0.540239664591503"
"(1c) basic vocational qualification","1992","Hauptschulabschluss","indirekter Migrationshintergrund","69","0.370119618151928","0.301464742591111","0.438774493712744"
"(1c) basic vocational qualification","1992","Realschulabschluss","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1992","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1992","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1992","AkademikerInnen","kein Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1992","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1992","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1992","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1992","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1992","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1992","Realschulabschluss","kein Migrationshintergrund","433","0.154577544654299","0.141358795240171","0.167796294068428"
"(2b) intermediate general qualification","1992","Realschulabschluss","direkter Migrationshintergrund","59","0.282531076666408","0.21276846040994","0.352293692922877"
"(2b) intermediate general qualification","1992","Realschulabschluss","indirekter Migrationshintergrund","53","0.513160865085572","0.405631136366132","0.620690593805012"
"(2b) intermediate general qualification","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1992","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1992","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1992","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1992","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","1992","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1992","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1992","Realschulabschluss","kein Migrationshintergrund","2440","0.845422455345701","0.832203705931572","0.858641204759829"
"(2a) intermediate vocational","1992","Realschulabschluss","direkter Migrationshintergrund","101","0.717468923333592","0.647706307077123","0.78723153959006"
"(2a) intermediate vocational","1992","Realschulabschluss","indirekter Migrationshintergrund","30","0.486839134914428","0.379309406194988","0.594368863633868"
"(2a) intermediate vocational","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1992","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2a) intermediate vocational","1992","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1992","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1992","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1992","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1992","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1992","Realschulabschluss","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1992","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1992","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1992","(Fach-)Abitur","kein Migrationshintergrund","264","0.405787419114001","0.368239522218848","0.443335316009154"
"(2c_gen) general maturity certificate","1992","(Fach-)Abitur","direkter Migrationshintergrund","92","0.356279581683876","0.291353520416073","0.421205642951679"
"(2c_gen) general maturity certificate","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1992","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1992","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1992","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1992","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1992","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1992","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1992","Realschulabschluss","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1992","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1992","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1992","(Fach-)Abitur","kein Migrationshintergrund","393","0.594212580885999","0.556664683990846","0.631760477781152"
"(2c_voc) vocational maturity certificate","1992","(Fach-)Abitur","direkter Migrationshintergrund","117","0.643720418316124","0.578794357048321","0.708646479583927"
"(2c_voc) vocational maturity certificate","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1992","AkademikerInnen","kein Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1992","AkademikerInnen","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1992","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1992","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","1992","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1992","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1992","Realschulabschluss","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","1992","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1992","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(3a) lower tertiary education","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1992","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1992","AkademikerInnen","kein Migrationshintergrund","823","0.467331892407461","0.44229074489096","0.492373039923961"
"(3a) lower tertiary education","1992","AkademikerInnen","direkter Migrationshintergrund","47","0.369545873821049","0.287203752753399","0.451887994888699"
"(3a) lower tertiary education","1992","AkademikerInnen","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1992","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","1992","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1992","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1992","Hauptschulabschluss","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","1992","Hauptschulabschluss","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1992","Hauptschulabschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1992","Realschulabschluss","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","1992","Realschulabschluss","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1992","Realschulabschluss","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1992","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"(3b) higher tertiary education","1992","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
