"pgcasmin","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"(2a) intermediate vocational","1992","66 und älter","Realschulabschluss","162","0.830109947455261","0.777535848315392","0.88268404659513"
"(2a) intermediate vocational","1992","66 und älter","(Fach-)Abitur","","","",""
"(2a) intermediate vocational","1992","66 und älter","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","1992","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","1992","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","1992","16-34 Jahre alt","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","1992","16-34 Jahre alt","(Fach-)Abitur","327","0.530999433447289","0.491332373373417","0.570666493521161"
"(2c_gen) general maturity certificate","1992","16-34 Jahre alt","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","1992","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","1992","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","1992","35-65 Jahre alt","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","1992","35-65 Jahre alt","(Fach-)Abitur","49","0.16640347660698","0.120235883699961","0.212571069513998"
"(2c_gen) general maturity certificate","1992","35-65 Jahre alt","AkademikerInnen","","","",""
"(2c_gen) general maturity certificate","1992","66 und älter","(noch) kein Abschluss","","","",""
"(2c_gen) general maturity certificate","1992","66 und älter","Hauptschulabschluss","","","",""
"(2c_gen) general maturity certificate","1992","66 und älter","Realschulabschluss","","","",""
"(2c_gen) general maturity certificate","1992","66 und älter","(Fach-)Abitur","","","",""
"(2c_gen) general maturity certificate","1992","66 und älter","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","1992","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","1992","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1992","16-34 Jahre alt","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1992","16-34 Jahre alt","(Fach-)Abitur","281","0.469000566552711","0.42933350647884","0.508667626626583"
"(2c_voc) vocational maturity certificate","1992","16-34 Jahre alt","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","1992","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","1992","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1992","35-65 Jahre alt","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1992","35-65 Jahre alt","(Fach-)Abitur","201","0.83359652339302","0.787428930486002","0.879764116300039"
"(2c_voc) vocational maturity certificate","1992","35-65 Jahre alt","AkademikerInnen","","","",""
"(2c_voc) vocational maturity certificate","1992","66 und älter","(noch) kein Abschluss","","","",""
"(2c_voc) vocational maturity certificate","1992","66 und älter","Hauptschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1992","66 und älter","Realschulabschluss","","","",""
"(2c_voc) vocational maturity certificate","1992","66 und älter","(Fach-)Abitur","40","0.79579382205825","0.680545693436078","0.911041950680422"
"(2c_voc) vocational maturity certificate","1992","66 und älter","AkademikerInnen","","","",""
"(3a) lower tertiary education","1992","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","1992","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","1992","16-34 Jahre alt","Realschulabschluss","","","",""
"(3a) lower tertiary education","1992","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","1992","16-34 Jahre alt","AkademikerInnen","251","0.482622487502511","0.436247029390117","0.528997945614906"
"(3a) lower tertiary education","1992","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","1992","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","1992","35-65 Jahre alt","Realschulabschluss","","","",""
"(3a) lower tertiary education","1992","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","1992","35-65 Jahre alt","AkademikerInnen","556","0.440394354440438","0.41112394030763","0.469664768573245"
"(3a) lower tertiary education","1992","66 und älter","(noch) kein Abschluss","","","",""
"(3a) lower tertiary education","1992","66 und älter","Hauptschulabschluss","","","",""
"(3a) lower tertiary education","1992","66 und älter","Realschulabschluss","","","",""
"(3a) lower tertiary education","1992","66 und älter","(Fach-)Abitur","","","",""
"(3a) lower tertiary education","1992","66 und älter","AkademikerInnen","64","0.534527002803606","0.440885815253563","0.62816819035365"
"(3b) higher tertiary education","1992","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","1992","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","1992","16-34 Jahre alt","Realschulabschluss","","","",""
"(3b) higher tertiary education","1992","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","1992","16-34 Jahre alt","AkademikerInnen","195","0.517377512497489","0.471002054385095","0.563752970609883"
"(3b) higher tertiary education","1992","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","1992","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","1992","35-65 Jahre alt","Realschulabschluss","","","",""
"(3b) higher tertiary education","1992","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","1992","35-65 Jahre alt","AkademikerInnen","549","0.559605645559562","0.530335231426755","0.58887605969237"
"(3b) higher tertiary education","1992","66 und älter","(noch) kein Abschluss","","","",""
"(3b) higher tertiary education","1992","66 und älter","Hauptschulabschluss","","","",""
"(3b) higher tertiary education","1992","66 und älter","Realschulabschluss","","","",""
"(3b) higher tertiary education","1992","66 und älter","(Fach-)Abitur","","","",""
"(3b) higher tertiary education","1992","66 und älter","AkademikerInnen","45","0.465472997196394","0.37183180964635","0.559114184746437"
"(0) in school","1993","16-34 Jahre alt","(noch) kein Abschluss","129","0.500952255952573","0.449230878396479","0.552673633508667"
"(0) in school","1993","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(0) in school","1993","16-34 Jahre alt","Realschulabschluss","","","",""
"(0) in school","1993","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(0) in school","1993","16-34 Jahre alt","AkademikerInnen","","","",""
"(0) in school","1993","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(0) in school","1993","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(0) in school","1993","35-65 Jahre alt","Realschulabschluss","","","",""
"(0) in school","1993","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(0) in school","1993","35-65 Jahre alt","AkademikerInnen","","","",""
"(0) in school","1993","66 und älter","(noch) kein Abschluss","","","",""
"(0) in school","1993","66 und älter","Hauptschulabschluss","","","",""
"(0) in school","1993","66 und älter","Realschulabschluss","","","",""
"(0) in school","1993","66 und älter","(Fach-)Abitur","","","",""
"(0) in school","1993","66 und älter","AkademikerInnen","","","",""
"(1a) inadequately completed","1993","16-34 Jahre alt","(noch) kein Abschluss","230","0.499047744047427","0.447326366491333","0.550769121603521"
"(1a) inadequately completed","1993","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(1a) inadequately completed","1993","16-34 Jahre alt","Realschulabschluss","","","",""
"(1a) inadequately completed","1993","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1a) inadequately completed","1993","16-34 Jahre alt","AkademikerInnen","","","",""
"(1a) inadequately completed","1993","35-65 Jahre alt","(noch) kein Abschluss","470","1","1","1"
"(1a) inadequately completed","1993","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(1a) inadequately completed","1993","35-65 Jahre alt","Realschulabschluss","","","",""
"(1a) inadequately completed","1993","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1a) inadequately completed","1993","35-65 Jahre alt","AkademikerInnen","","","",""
"(1a) inadequately completed","1993","66 und älter","(noch) kein Abschluss","","","",""
"(1a) inadequately completed","1993","66 und älter","Hauptschulabschluss","","","",""
"(1a) inadequately completed","1993","66 und älter","Realschulabschluss","","","",""
"(1a) inadequately completed","1993","66 und älter","(Fach-)Abitur","","","",""
"(1a) inadequately completed","1993","66 und älter","AkademikerInnen","","","",""
"(1b) general elementary school","1993","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(1b) general elementary school","1993","16-34 Jahre alt","Hauptschulabschluss","627","0.327550428391185","0.3044456182445","0.350655238537869"
"(1b) general elementary school","1993","16-34 Jahre alt","Realschulabschluss","","","",""
"(1b) general elementary school","1993","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1b) general elementary school","1993","16-34 Jahre alt","AkademikerInnen","","","",""
"(1b) general elementary school","1993","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(1b) general elementary school","1993","35-65 Jahre alt","Hauptschulabschluss","1110","0.271002923806131","0.25667726778063","0.285328579831633"
"(1b) general elementary school","1993","35-65 Jahre alt","Realschulabschluss","","","",""
"(1b) general elementary school","1993","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1b) general elementary school","1993","35-65 Jahre alt","AkademikerInnen","","","",""
"(1b) general elementary school","1993","66 und älter","(noch) kein Abschluss","","","",""
"(1b) general elementary school","1993","66 und älter","Hauptschulabschluss","470","0.43404225993449","0.40485883756348","0.463225682305499"
"(1b) general elementary school","1993","66 und älter","Realschulabschluss","","","",""
"(1b) general elementary school","1993","66 und älter","(Fach-)Abitur","","","",""
"(1b) general elementary school","1993","66 und älter","AkademikerInnen","","","",""
"(1c) basic vocational qualification","1993","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","1993","16-34 Jahre alt","Hauptschulabschluss","958","0.672449571608815","0.649344761462131","0.6955543817555"
"(1c) basic vocational qualification","1993","16-34 Jahre alt","Realschulabschluss","","","",""
"(1c) basic vocational qualification","1993","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","1993","16-34 Jahre alt","AkademikerInnen","","","",""
"(1c) basic vocational qualification","1993","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","1993","35-65 Jahre alt","Hauptschulabschluss","2588","0.728997076193869","0.714671420168367","0.74332273221937"
"(1c) basic vocational qualification","1993","35-65 Jahre alt","Realschulabschluss","","","",""
"(1c) basic vocational qualification","1993","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","1993","35-65 Jahre alt","AkademikerInnen","","","",""
"(1c) basic vocational qualification","1993","66 und älter","(noch) kein Abschluss","","","",""
"(1c) basic vocational qualification","1993","66 und älter","Hauptschulabschluss","638","0.565957740065511","0.536774317694501","0.59514116243652"
"(1c) basic vocational qualification","1993","66 und älter","Realschulabschluss","","","",""
"(1c) basic vocational qualification","1993","66 und älter","(Fach-)Abitur","","","",""
"(1c) basic vocational qualification","1993","66 und älter","AkademikerInnen","","","",""
"(2b) intermediate general qualification","1993","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","1993","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","1993","16-34 Jahre alt","Realschulabschluss","422","0.229798937111245","0.210065531806786","0.249532342415704"
"(2b) intermediate general qualification","1993","16-34 Jahre alt","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","1993","16-34 Jahre alt","AkademikerInnen","","","",""
"(2b) intermediate general qualification","1993","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","1993","35-65 Jahre alt","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","1993","35-65 Jahre alt","Realschulabschluss","69","0.0774827843530036","0.0621435913422995","0.0928219773637077"
"(2b) intermediate general qualification","1993","35-65 Jahre alt","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","1993","35-65 Jahre alt","AkademikerInnen","","","",""
"(2b) intermediate general qualification","1993","66 und älter","(noch) kein Abschluss","","","",""
"(2b) intermediate general qualification","1993","66 und älter","Hauptschulabschluss","","","",""
"(2b) intermediate general qualification","1993","66 und älter","Realschulabschluss","31","0.158156092482428","0.107202626895476","0.20910955806938"
"(2b) intermediate general qualification","1993","66 und älter","(Fach-)Abitur","","","",""
"(2b) intermediate general qualification","1993","66 und älter","AkademikerInnen","","","",""
"(2a) intermediate vocational","1993","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"(2a) intermediate vocational","1993","16-34 Jahre alt","Hauptschulabschluss","","","",""
"(2a) intermediate vocational","1993","16-34 Jahre alt","Realschulabschluss","1324","0.770201062888755","0.750467657584296","0.789934468193214"
