"pgcasmin","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"(0) in school","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1993","16-34 Jahre alt","kein Migrationshintergrund","104","0.0231707196911289","0.0182238601034092","0.0281175792788485"
"(1a) inadequately completed","1993","16-34 Jahre alt","direkter Migrationshintergrund","103","0.101576602089504","0.0802531129479412","0.122900091231067"
"(1a) inadequately completed","1993","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1993","35-65 Jahre alt","kein Migrationshintergrund","31","0.00611729858878039","0.00399267360409972","0.00824192357346105"
"(1a) inadequately completed","1993","35-65 Jahre alt","direkter Migrationshintergrund","438","0.178880150614832","0.159420308690317","0.198339992539347"
"(1a) inadequately completed","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1993","66 und älter","kein Migrationshintergrund","","","",""
"(1a) inadequately completed","1993","66 und älter","direkter Migrationshintergrund","","","",""
"(1a) inadequately completed","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1993","16-34 Jahre alt","kein Migrationshintergrund","240","0.0738007067546058","0.0652039830215073","0.0823974304877044"
"(1b) general elementary school","1993","16-34 Jahre alt","direkter Migrationshintergrund","267","0.270772318988832","0.239406646228754","0.30213799174891"
"(1b) general elementary school","1993","16-34 Jahre alt","indirekter Migrationshintergrund","120","0.29761688391584","0.25325256446521","0.34198120336647"
"(1b) general elementary school","1993","35-65 Jahre alt","kein Migrationshintergrund","668","0.147530292211729","0.137867225944296","0.157193358479162"
"(1b) general elementary school","1993","35-65 Jahre alt","direkter Migrationshintergrund","436","0.246948604247805","0.225052313375126","0.268844895120483"
"(1b) general elementary school","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1b) general elementary school","1993","66 und älter","kein Migrationshintergrund","429","0.320106568952352","0.29505334074268","0.345159797162025"
"(1b) general elementary school","1993","66 und älter","direkter Migrationshintergrund","41","0.315668345797728","0.242966222208983","0.388370469386474"
"(1b) general elementary school","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1993","16-34 Jahre alt","kein Migrationshintergrund","704","0.214369453412755","0.200875440600511","0.227863466224999"
"(1c) basic vocational qualification","1993","16-34 Jahre alt","direkter Migrationshintergrund","190","0.237317381199872","0.207287224376268","0.267347538023476"
"(1c) basic vocational qualification","1993","16-34 Jahre alt","indirekter Migrationshintergrund","64","0.105481614938466","0.0756757979742761","0.135287431902655"
"(1c) basic vocational qualification","1993","35-65 Jahre alt","kein Migrationshintergrund","2202","0.452289709311173","0.438727867244816","0.465851551377531"
"(1c) basic vocational qualification","1993","35-65 Jahre alt","direkter Migrationshintergrund","372","0.307300164773012","0.283873584551442","0.330726744994582"
"(1c) basic vocational qualification","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(1c) basic vocational qualification","1993","66 und älter","kein Migrationshintergrund","583","0.42014070698702","0.39363406755753","0.446647346416511"
"(1c) basic vocational qualification","1993","66 und älter","direkter Migrationshintergrund","52","0.35021125553295","0.275592258570889","0.42483025249501"
"(1c) basic vocational qualification","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1993","16-34 Jahre alt","kein Migrationshintergrund","316","0.0833523117056353","0.0742634282294325","0.0924411951818381"
"(2b) intermediate general qualification","1993","16-34 Jahre alt","direkter Migrationshintergrund","33","0.045110587820197","0.0304606195494794","0.0597605560909145"
"(2b) intermediate general qualification","1993","16-34 Jahre alt","indirekter Migrationshintergrund","73","0.196271375580385","0.157732307339657","0.234810443821112"
"(2b) intermediate general qualification","1993","35-65 Jahre alt","kein Migrationshintergrund","54","0.0123458736563049","0.0093370396132906","0.0153547076993193"
"(2b) intermediate general qualification","1993","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1993","66 und älter","kein Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1993","66 und älter","direkter Migrationshintergrund","","","",""
"(2b) intermediate general qualification","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1993","16-34 Jahre alt","kein Migrationshintergrund","1246","0.315855552249418","0.300570439436804","0.331140665062032"
"(2a) intermediate vocational","1993","16-34 Jahre alt","direkter Migrationshintergrund","47","0.0923949920130726","0.0719543957659487","0.112835588260197"
"(2a) intermediate vocational","1993","16-34 Jahre alt","indirekter Migrationshintergrund","31","0.0856506445517628","0.0584962947182081","0.112804994385317"
"(2a) intermediate vocational","1993","35-65 Jahre alt","kein Migrationshintergrund","1055","0.181648332293234","0.171142739280157","0.19215392530631"
"(2a) intermediate vocational","1993","35-65 Jahre alt","direkter Migrationshintergrund","39","0.0563879822643335","0.0446756073502957","0.0681003571783713"
"(2a) intermediate vocational","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1993","66 und älter","kein Migrationshintergrund","148","0.13605768727002","0.117645732761663","0.154469641778378"
"(2a) intermediate vocational","1993","66 und älter","direkter Migrationshintergrund","","","",""
"(2a) intermediate vocational","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1993","16-34 Jahre alt","kein Migrationshintergrund","255","0.0816369582169881","0.0726336712374786","0.0906402451964976"
"(2c_gen) general maturity certificate","1993","16-34 Jahre alt","direkter Migrationshintergrund","56","0.0765409502860042","0.0577747370090453","0.095307163562963"
"(2c_gen) general maturity certificate","1993","16-34 Jahre alt","indirekter Migrationshintergrund","35","0.0826917357992349","0.05596741251639","0.10941605908208"
"(2c_gen) general maturity certificate","1993","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1993","35-65 Jahre alt","direkter Migrationshintergrund","34","0.0248432437932373","0.0169401647707725","0.0327463228157021"
"(2c_gen) general maturity certificate","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1993","66 und älter","kein Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1993","66 und älter","direkter Migrationshintergrund","","","",""
"(2c_gen) general maturity certificate","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1993","16-34 Jahre alt","kein Migrationshintergrund","235","0.0757960631245","0.0670932888605828","0.0844988373884172"
"(2c_voc) vocational maturity certificate","1993","16-34 Jahre alt","direkter Migrationshintergrund","37","0.0904452498376168","0.0701997638419818","0.110690735833252"
"(2c_voc) vocational maturity certificate","1993","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1993","35-65 Jahre alt","kein Migrationshintergrund","125","0.0280626309768153","0.0235625719377346","0.0325626900158959"
"(2c_voc) vocational maturity certificate","1993","35-65 Jahre alt","direkter Migrationshintergrund","70","0.0546844379989264","0.0431399351009467","0.0662289408969061"
"(2c_voc) vocational maturity certificate","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1993","66 und älter","kein Migrationshintergrund","33","0.0253578967168911","0.016915316862389","0.0338004765713933"
"(2c_voc) vocational maturity certificate","1993","66 und älter","direkter Migrationshintergrund","","","",""
"(2c_voc) vocational maturity certificate","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1993","16-34 Jahre alt","kein Migrationshintergrund","219","0.0531367677334328","0.0457612641186135","0.0605122713482521"
"(3a) lower tertiary education","1993","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1993","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1993","35-65 Jahre alt","kein Migrationshintergrund","522","0.0733598498686678","0.0662555766945895","0.080464123042746"
"(3a) lower tertiary education","1993","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1993","66 und älter","kein Migrationshintergrund","62","0.03513511391575","0.0252473084744186","0.0450229193570814"
"(3a) lower tertiary education","1993","66 und älter","direkter Migrationshintergrund","","","",""
"(3a) lower tertiary education","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1993","16-34 Jahre alt","kein Migrationshintergrund","161","0.0517477147823871","0.0444639145841379","0.0590315149806363"
"(3b) higher tertiary education","1993","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1993","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1993","35-65 Jahre alt","kein Migrationshintergrund","500","0.0943397055379412","0.0863750902876101","0.102304320788272"
"(3b) higher tertiary education","1993","35-65 Jahre alt","direkter Migrationshintergrund","59","0.0713339603585279","0.0582652447605331","0.0844026759565227"
"(3b) higher tertiary education","1993","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1993","66 und älter","kein Migrationshintergrund","39","0.0291248429915179","0.0200943913935368","0.038155294589499"
"(3b) higher tertiary education","1993","66 und älter","direkter Migrationshintergrund","","","",""
"(3b) higher tertiary education","1993","66 und älter","indirekter Migrationshintergrund","","","",""
"(0) in school","1994","16-34 Jahre alt","kein Migrationshintergrund","134","0.0402173477458179","0.0337010017674261","0.0467336937242097"
"(0) in school","1994","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"(0) in school","1994","16-34 Jahre alt","indirekter Migrationshintergrund","58","0.198660865165675","0.160180657879568","0.237141072451781"
"(0) in school","1994","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"(0) in school","1994","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"(0) in school","1994","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"(0) in school","1994","66 und älter","kein Migrationshintergrund","","","",""
"(0) in school","1994","66 und älter","direkter Migrationshintergrund","","","",""
"(0) in school","1994","66 und älter","indirekter Migrationshintergrund","","","",""
"(1a) inadequately completed","1994","16-34 Jahre alt","kein Migrationshintergrund","74","0.0174100161210008","0.0130719444136028","0.0217480878283989"
"(1a) inadequately completed","1994","16-34 Jahre alt","direkter Migrationshintergrund","96","0.0988160104449139","0.0766301600352045","0.121001860854623"
"(1a) inadequately completed","1994","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
