"pli0091_h","year","age_gr","migback","n","percent","lower_confidence","upper_confidence"
"Nie","1998","66 +","direkter Migrationshintergrund","217","0.845811167919127","0.800683415459016","0.890938920379239"
"Nie","1998","66 +","indirekter Migrationshintergrund","5","","",""
"Nie","1998","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1999","17-34","kein Migrationshintergrund","","","",""
"Taeglich","1999","17-34","direkter Migrationshintergrund","","","",""
"Taeglich","1999","17-34","indirekter Migrationshintergrund","","","",""
"Taeglich","1999","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1999","35-65","kein Migrationshintergrund","","","",""
"Taeglich","1999","35-65","direkter Migrationshintergrund","","","",""
"Taeglich","1999","35-65","indirekter Migrationshintergrund","","","",""
"Taeglich","1999","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1999","66 +","kein Migrationshintergrund","","","",""
"Taeglich","1999","66 +","direkter Migrationshintergrund","","","",""
"Taeglich","1999","66 +","indirekter Migrationshintergrund","","","",""
"Taeglich","1999","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1999","17-34","kein Migrationshintergrund","648","0.193762358017254","0.180469128869155","0.207055587165353"
"Min 1x pro Woche","1999","17-34","direkter Migrationshintergrund","49","0.0892159925397745","0.0670097392167237","0.111422245862825"
"Min 1x pro Woche","1999","17-34","indirekter Migrationshintergrund","147","0.27595920399856","0.238431343958574","0.313487064038545"
"Min 1x pro Woche","1999","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1999","35-65","kein Migrationshintergrund","194","0.0378474849223353","0.0329720279333111","0.0427229419113594"
"Min 1x pro Woche","1999","35-65","direkter Migrationshintergrund","28","","",""
"Min 1x pro Woche","1999","35-65","indirekter Migrationshintergrund","1","","",""
"Min 1x pro Woche","1999","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1999","66 +","kein Migrationshintergrund","22","","",""
"Min 1x pro Woche","1999","66 +","direkter Migrationshintergrund","1","","",""
"Min 1x pro Woche","1999","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1999","17-34","kein Migrationshintergrund","1160","0.345765286637761","0.329768905729837","0.361761667545685"
"Min 1x pro Monat","1999","17-34","direkter Migrationshintergrund","138","0.254112875426362","0.220197539230397","0.288028211622327"
"Min 1x pro Monat","1999","17-34","indirekter Migrationshintergrund","230","0.416805113522412","0.37541246528483","0.458197761759994"
"Min 1x pro Monat","1999","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1999","35-65","kein Migrationshintergrund","814","0.142014441115959","0.133096161165682","0.150932721066235"
"Min 1x pro Monat","1999","35-65","direkter Migrationshintergrund","98","0.107236767516316","0.0904942339350988","0.123979301097533"
"Min 1x pro Monat","1999","35-65","indirekter Migrationshintergrund","10","","",""
"Min 1x pro Monat","1999","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1999","66 +","kein Migrationshintergrund","43","0.0265271996048461","0.018448640431389","0.0346057587783031"
"Min 1x pro Monat","1999","66 +","direkter Migrationshintergrund","1","","",""
"Min 1x pro Monat","1999","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1999","17-34","kein Migrationshintergrund","1371","0.399901669956261","0.383425659147403","0.416377680765119"
"Seltener","1999","17-34","direkter Migrationshintergrund","266","0.411023180636774","0.372694091822267","0.449352269451282"
"Seltener","1999","17-34","indirekter Migrationshintergrund","128","0.237546256499373","0.201816448225281","0.273276064773466"
"Seltener","1999","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1999","35-65","kein Migrationshintergrund","3194","0.520610224070711","0.507846553470198","0.533373894671224"
"Seltener","1999","35-65","direkter Migrationshintergrund","470","0.405812963564963","0.379242097034523","0.432383830095402"
"Seltener","1999","35-65","indirekter Migrationshintergrund","29","","",""
"Seltener","1999","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1999","66 +","kein Migrationshintergrund","301","0.182698170210027","0.163272114425441","0.202124225994613"
"Seltener","1999","66 +","direkter Migrationshintergrund","34","0.184511990401017","0.135740498462186","0.233283482339848"
"Seltener","1999","66 +","indirekter Migrationshintergrund","3","","",""
"Seltener","1999","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1999","17-34","kein Migrationshintergrund","217","0.060570685388724","0.0525478561562194","0.0685935146212286"
"Nie","1999","17-34","direkter Migrationshintergrund","180","0.24564795139709","0.21211360497961","0.27918229781457"
"Nie","1999","17-34","indirekter Migrationshintergrund","40","0.0696894259796551","0.0483124011264538","0.0910664508328564"
"Nie","1999","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1999","35-65","kein Migrationshintergrund","1683","0.299527849890995","0.287825073728586","0.311230626053405"
"Nie","1999","35-65","direkter Migrationshintergrund","716","0.469249581592331","0.442245569541188","0.496253593643473"
"Nie","1999","35-65","indirekter Migrationshintergrund","12","","",""
"Nie","1999","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1999","66 +","kein Migrationshintergrund","1154","0.777330667567114","0.756415593755093","0.798245741379135"
"Nie","1999","66 +","direkter Migrationshintergrund","207","0.805818663405982","0.756083063793552","0.855554263018413"
"Nie","1999","66 +","indirekter Migrationshintergrund","3","","",""
"Nie","1999","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2000","17-34","kein Migrationshintergrund","","","",""
"Taeglich","2000","17-34","direkter Migrationshintergrund","","","",""
"Taeglich","2000","17-34","indirekter Migrationshintergrund","","","",""
"Taeglich","2000","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2000","35-65","kein Migrationshintergrund","","","",""
"Taeglich","2000","35-65","direkter Migrationshintergrund","","","",""
"Taeglich","2000","35-65","indirekter Migrationshintergrund","","","",""
"Taeglich","2000","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2000","66 +","kein Migrationshintergrund","","","",""
"Taeglich","2000","66 +","direkter Migrationshintergrund","","","",""
"Taeglich","2000","66 +","indirekter Migrationshintergrund","","","",""
"Taeglich","2000","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2000","17-34","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","17-34","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","17-34","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2000","35-65","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","35-65","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","35-65","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2000","66 +","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","66 +","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2000","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2000","17-34","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","17-34","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","17-34","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2000","35-65","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","35-65","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","35-65","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2000","66 +","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","66 +","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2000","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2000","17-34","kein Migrationshintergrund","","","",""
"Seltener","2000","17-34","direkter Migrationshintergrund","","","",""
"Seltener","2000","17-34","indirekter Migrationshintergrund","","","",""
"Seltener","2000","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2000","35-65","kein Migrationshintergrund","","","",""
"Seltener","2000","35-65","direkter Migrationshintergrund","","","",""
"Seltener","2000","35-65","indirekter Migrationshintergrund","","","",""
"Seltener","2000","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2000","66 +","kein Migrationshintergrund","","","",""
"Seltener","2000","66 +","direkter Migrationshintergrund","","","",""
"Seltener","2000","66 +","indirekter Migrationshintergrund","","","",""
"Seltener","2000","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2000","17-34","kein Migrationshintergrund","","","",""
"Nie","2000","17-34","direkter Migrationshintergrund","","","",""
"Nie","2000","17-34","indirekter Migrationshintergrund","","","",""
"Nie","2000","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2000","35-65","kein Migrationshintergrund","","","",""
"Nie","2000","35-65","direkter Migrationshintergrund","","","",""
"Nie","2000","35-65","indirekter Migrationshintergrund","","","",""
"Nie","2000","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","2000","66 +","kein Migrationshintergrund","","","",""
"Nie","2000","66 +","direkter Migrationshintergrund","","","",""
"Nie","2000","66 +","indirekter Migrationshintergrund","","","",""
"Nie","2000","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2001","17-34","kein Migrationshintergrund","","","",""
"Taeglich","2001","17-34","direkter Migrationshintergrund","","","",""
"Taeglich","2001","17-34","indirekter Migrationshintergrund","","","",""
"Taeglich","2001","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2001","35-65","kein Migrationshintergrund","","","",""
"Taeglich","2001","35-65","direkter Migrationshintergrund","","","",""
"Taeglich","2001","35-65","indirekter Migrationshintergrund","","","",""
"Taeglich","2001","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2001","66 +","kein Migrationshintergrund","","","",""
"Taeglich","2001","66 +","direkter Migrationshintergrund","","","",""
"Taeglich","2001","66 +","indirekter Migrationshintergrund","","","",""
"Taeglich","2001","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2001","17-34","kein Migrationshintergrund","951","0.2001952969621","0.188823055293956","0.211567538630243"
"Min 1x pro Woche","2001","17-34","direkter Migrationshintergrund","96","0.126030937731131","0.103315151227394","0.148746724234868"
"Min 1x pro Woche","2001","17-34","indirekter Migrationshintergrund","165","0.269985040943119","0.235563255547354","0.304406826338885"
"Min 1x pro Woche","2001","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2001","35-65","kein Migrationshintergrund","364","0.0363520616223572","0.0327439949500201","0.0399601282946942"
"Min 1x pro Woche","2001","35-65","direkter Migrationshintergrund","47","0.0261518690923231","0.0186620412543395","0.0336416969303067"
"Min 1x pro Woche","2001","35-65","indirekter Migrationshintergrund","6","","",""
"Min 1x pro Woche","2001","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","2001","66 +","kein Migrationshintergrund","39","0.0133270103797714","0.00923182472745546","0.0174221960320873"
"Min 1x pro Woche","2001","66 +","direkter Migrationshintergrund","5","","",""
"Min 1x pro Woche","2001","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2001","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2001","17-34","kein Migrationshintergrund","1753","0.371196933035864","0.357466422576003","0.384927443495725"
"Min 1x pro Monat","2001","17-34","direkter Migrationshintergrund","193","0.242798314895336","0.213450904529579","0.272145725261094"
"Min 1x pro Monat","2001","17-34","indirekter Migrationshintergrund","212","0.310592676679084","0.274714429802179","0.346470923555988"
"Min 1x pro Monat","2001","17-34","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2001","35-65","kein Migrationshintergrund","1504","0.149357123452377","0.14248584674522","0.156228400159535"
"Min 1x pro Monat","2001","35-65","direkter Migrationshintergrund","154","0.088925935286401","0.0755671824851866","0.102284688087615"
"Min 1x pro Monat","2001","35-65","indirekter Migrationshintergrund","19","","",""
"Min 1x pro Monat","2001","35-65","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","2001","66 +","kein Migrationshintergrund","106","0.0347797347261746","0.0282364328705083","0.041323036581841"
"Min 1x pro Monat","2001","66 +","direkter Migrationshintergrund","7","","",""
"Min 1x pro Monat","2001","66 +","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2001","66 +","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","2001","17-34","kein Migrationshintergrund","1733","0.359926887530745","0.346285796548112","0.373567978513379"
"Seltener","2001","17-34","direkter Migrationshintergrund","322","0.386540354248883","0.353210640424217","0.41987006807355"
