year,migback,pgisced97,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No migration background,Upper Secondary Level,SPD,0.19979,1846,9745,0.19186,0.20773
2003,No migration background,Upper Secondary Level,CDU/CSU,0.21873,2140,9745,0.21052,0.22694
2003,No migration background,Upper Secondary Level,FDP,0.01468,138,9745,0.01229,0.01707
2003,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.02500,241,9745,0.02190,0.02810
2003,No migration background,Upper Secondary Level,PDS/Linke,0.01210,141,9745,0.00993,0.01427
2003,No migration background,Upper Secondary Level,Far right parties,0.00358,39,9745,0.00239,0.00476
2003,No migration background,Upper Secondary Level,Others,0.00444,45,9745,0.00312,0.00576
2003,No migration background,Upper Secondary Level,Party combinations,0.00429,45,9745,0.00299,0.00559
2003,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.40898,381,824,0.37539,0.44257
2003,No migration background,Post-secondary Non-tertiary Level,SPD,0.19600,170,824,0.16888,0.22313
2003,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.22753,196,824,0.19888,0.25617
2003,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.09879,77,824,0.07841,0.11918
2003,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.42092,655,1452,0.39551,0.44632
2003,No migration background,First Stage of Tertiary Education,SPD,0.20540,300,1452,0.18461,0.22619
2003,No migration background,First Stage of Tertiary Education,CDU/CSU,0.26186,390,1452,0.23923,0.28448
2003,No migration background,First Stage of Tertiary Education,FDP,0.02681,38,1452,0.01850,0.03512
2003,No migration background,First Stage of Tertiary Education,Bündnis90/Grüne,0.04908,69,1452,0.03797,0.06020
2003,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.34321,1322,3876,0.32826,0.35816
2003,No migration background,Second Stage of Tertiary Education,SPD,0.19274,747,3876,0.18032,0.20516
2003,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.23663,993,3876,0.22325,0.25001
2003,No migration background,Second Stage of Tertiary Education,FDP,0.04108,170,3876,0.03483,0.04732
2003,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.11078,435,3876,0.10089,0.12066
2003,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.04471,168,3876,0.03820,0.05122
2003,No migration background,Second Stage of Tertiary Education,Party combinations,0.01322,41,3876,0.00962,0.01681
2003,Direct migration background,Pre-primary Level,Not leaning towards specific party,0.66259,37,37,0.50813,0.81704
2003,Direct migration background,Primary Level,Not leaning towards specific party,0.84343,141,141,0.78324,0.90363
2003,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.73903,505,649,0.70522,0.77284
2003,Direct migration background,Lower Secondary Level,SPD,0.13677,79,649,0.11032,0.16323
2003,Direct migration background,Lower Secondary Level,CDU/CSU,0.10101,65,649,0.07780,0.12421
2003,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.66480,642,940,0.63461,0.69500
2003,Direct migration background,Upper Secondary Level,SPD,0.10754,113,940,0.08772,0.12735
2003,Direct migration background,Upper Secondary Level,CDU/CSU,0.18543,185,940,0.16058,0.21029
2003,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.63416,151,189,0.56531,0.70302
2003,Direct migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.14554,38,189,0.09513,0.19595
2003,Direct migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.54729,77,113,0.45510,0.63948
2003,Direct migration background,First Stage of Tertiary Education,CDU/CSU,0.22968,36,113,0.15178,0.30758
2003,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.55352,198,337,0.50036,0.60667
2003,Direct migration background,Second Stage of Tertiary Education,SPD,0.15974,63,337,0.12056,0.19891
2003,Direct migration background,Second Stage of Tertiary Education,CDU/CSU,0.18467,76,337,0.14318,0.22616
2003,Indirect migration background,Pre-primary Level,Not leaning towards specific party,0.75560,49,49,0.63403,0.87717
2003,Indirect migration background,Lower Secondary Level,Not leaning towards specific party,0.78076,149,149,0.71410,0.84741
2003,Indirect migration background,Upper Secondary Level,Not leaning towards specific party,0.63903,203,295,0.58413,0.69393
2003,Indirect migration background,Upper Secondary Level,SPD,0.16994,58,295,0.12700,0.21287
2003,Indirect migration background,Upper Secondary Level,CDU/CSU,0.10976,34,295,0.07403,0.14550
2004,No migration background,Pre-primary Level,Not leaning towards specific party,0.74854,365,445,0.70818,0.78890
2004,No migration background,Pre-primary Level,SPD,0.06589,38,445,0.04282,0.08897
2004,No migration background,Pre-primary Level,CDU/CSU,0.09841,42,445,0.07070,0.12612
2004,No migration background,Primary Level,Not leaning towards specific party,0.76790,65,65,0.66447,0.87134
2004,No migration background,Lower Secondary Level,Not leaning towards specific party,0.65310,1199,1698,0.63045,0.67575
2004,No migration background,Lower Secondary Level,SPD,0.14942,237,1698,0.13246,0.16639
2004,No migration background,Lower Secondary Level,CDU/CSU,0.16414,262,1698,0.14651,0.18176
2004,No migration background,Upper Secondary Level,Not leaning towards specific party,0.59029,5662,9451,0.58037,0.60020
2004,No migration background,Upper Secondary Level,SPD,0.15859,1420,9451,0.15122,0.16595
2004,No migration background,Upper Secondary Level,CDU/CSU,0.18673,1797,9451,0.17887,0.19459
2004,No migration background,Upper Secondary Level,FDP,0.01386,128,9451,0.01150,0.01622
2004,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.01906,197,9451,0.01631,0.02182
2004,No migration background,Upper Secondary Level,PDS/Linke,0.01382,154,9451,0.01147,0.01618
2004,No migration background,Upper Secondary Level,Far right parties,0.00450,46,9451,0.00315,0.00585
2004,No migration background,Upper Secondary Level,Others,0.00508,47,9451,0.00365,0.00652
2004,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.49562,441,835,0.46169,0.52956
2004,No migration background,Post-secondary Non-tertiary Level,SPD,0.16288,151,835,0.13782,0.18794
2004,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.20321,176,835,0.17590,0.23052
2004,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.08661,67,835,0.06752,0.10570
2004,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.48007,726,1378,0.45368,0.50646
2004,No migration background,First Stage of Tertiary Education,SPD,0.18722,248,1378,0.16661,0.20782
2004,No migration background,First Stage of Tertiary Education,CDU/CSU,0.23559,334,1378,0.21317,0.25800
2004,No migration background,First Stage of Tertiary Education,Bündnis90/Grüne,0.04771,70,1378,0.03645,0.05897
2004,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.41070,1543,3821,0.39509,0.42630
2004,No migration background,Second Stage of Tertiary Education,SPD,0.15429,610,3821,0.14283,0.16574
2004,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.23301,933,3821,0.21960,0.24641
2004,No migration background,Second Stage of Tertiary Education,FDP,0.04000,155,3821,0.03379,0.04622
2004,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.10348,401,3821,0.09383,0.11314
2004,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.04561,179,3821,0.03899,0.05222
2004,Direct migration background,Pre-primary Level,Not leaning towards specific party,0.84193,51,51,0.74081,0.94305
2004,Direct migration background,Primary Level,Not leaning towards specific party,0.82872,132,132,0.76420,0.89324
2004,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.77796,503,609,0.74493,0.81100
2004,Direct migration background,Lower Secondary Level,SPD,0.10898,55,609,0.08421,0.13375
2004,Direct migration background,Lower Secondary Level,CDU/CSU,0.09588,51,609,0.07248,0.11929
2004,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.70400,651,916,0.67442,0.73358
2004,Direct migration background,Upper Secondary Level,SPD,0.09058,96,916,0.07199,0.10918
2004,Direct migration background,Upper Secondary Level,CDU/CSU,0.17207,169,916,0.14761,0.19653
2004,Direct migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.68193,153,188,0.61518,0.74868
2004,Direct migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.14301,35,188,0.09283,0.19318
2004,Direct migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.60321,86,86,0.49920,0.70722
2004,Direct migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.58025,205,316,0.52575,0.63475
2004,Direct migration background,Second Stage of Tertiary Education,SPD,0.12222,49,316,0.08605,0.15840
2004,Direct migration background,Second Stage of Tertiary Education,CDU/CSU,0.18394,62,316,0.14116,0.22673
2004,Indirect migration background,Pre-primary Level,Not leaning towards specific party,0.88105,67,67,0.80294,0.95915
2004,Indirect migration background,Lower Secondary Level,Not leaning towards specific party,0.86571,164,164,0.81337,0.91806
2004,Indirect migration background,Upper Secondary Level,Not leaning towards specific party,0.66995,213,303,0.61691,0.72298
2004,Indirect migration background,Upper Secondary Level,SPD,0.14028,53,303,0.10111,0.17944
2004,Indirect migration background,Upper Secondary Level,CDU/CSU,0.11912,37,303,0.08259,0.15566
2004,Indirect migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.69214,34,34,0.53464,0.84964
2005,No migration background,Pre-primary Level,Not leaning towards specific party,0.73315,359,479,0.69350,0.77280
2005,No migration background,Pre-primary Level,SPD,0.08882,41,479,0.06331,0.11432
2005,No migration background,Pre-primary Level,CDU/CSU,0.08207,48,479,0.05746,0.10667
2005,No migration background,Pre-primary Level,Bündnis90/Grüne,0.04672,31,479,0.02780,0.06565
2005,No migration background,Primary Level,Not leaning towards specific party,0.66970,59,59,0.54866,0.79074
2005,No migration background,Lower Secondary Level,Not leaning towards specific party,0.63072,1062,1565,0.60680,0.65464
2005,No migration background,Lower Secondary Level,SPD,0.16120,252,1565,0.14298,0.17943
2005,No migration background,Lower Secondary Level,CDU/CSU,0.16522,251,1565,0.14681,0.18362
2005,No migration background,Upper Secondary Level,Not leaning towards specific party,0.56389,5149,8985,0.55364,0.57414
2005,No migration background,Upper Secondary Level,SPD,0.17042,1480,8985,0.16264,0.17819
2005,No migration background,Upper Secondary Level,CDU/CSU,0.18550,1676,8985,0.17746,0.19354
2005,No migration background,Upper Secondary Level,FDP,0.01217,131,8985,0.00990,0.01444
2005,No migration background,Upper Secondary Level,Bündnis90/Grüne,0.02367,213,8985,0.02053,0.02681
2005,No migration background,Upper Secondary Level,PDS/Linke,0.01553,167,8985,0.01297,0.01809
2005,No migration background,Upper Secondary Level,Far right parties,0.01013,86,8985,0.00806,0.01220
2005,No migration background,Upper Secondary Level,Others,0.00688,52,8985,0.00517,0.00859
2005,No migration background,Upper Secondary Level,Party combinations,0.00466,31,8985,0.00325,0.00606
2005,No migration background,Post-secondary Non-tertiary Level,Not leaning towards specific party,0.47295,415,805,0.43844,0.50746
2005,No migration background,Post-secondary Non-tertiary Level,SPD,0.17318,151,805,0.14703,0.19934
2005,No migration background,Post-secondary Non-tertiary Level,CDU/CSU,0.18887,173,805,0.16181,0.21592
2005,No migration background,Post-secondary Non-tertiary Level,Bündnis90/Grüne,0.09220,66,805,0.07220,0.11220
2005,No migration background,First Stage of Tertiary Education,Not leaning towards specific party,0.49623,701,1313,0.46918,0.52329
2005,No migration background,First Stage of Tertiary Education,SPD,0.19469,252,1313,0.17326,0.21611
2005,No migration background,First Stage of Tertiary Education,CDU/CSU,0.21371,302,1313,0.19153,0.23589
2005,No migration background,First Stage of Tertiary Education,Bündnis90/Grüne,0.04173,58,1313,0.03091,0.05255
2005,No migration background,Second Stage of Tertiary Education,Not leaning towards specific party,0.37258,1393,3718,0.35703,0.38812
2005,No migration background,Second Stage of Tertiary Education,SPD,0.18247,675,3718,0.17005,0.19488
2005,No migration background,Second Stage of Tertiary Education,CDU/CSU,0.22377,873,3718,0.21038,0.23717
2005,No migration background,Second Stage of Tertiary Education,FDP,0.03556,148,3718,0.02961,0.04151
2005,No migration background,Second Stage of Tertiary Education,Bündnis90/Grüne,0.12277,415,3718,0.11222,0.13332
2005,No migration background,Second Stage of Tertiary Education,PDS/Linke,0.04484,178,3718,0.03819,0.05149
2005,No migration background,Second Stage of Tertiary Education,Party combinations,0.00685,36,3718,0.00419,0.00950
2005,Direct migration background,Pre-primary Level,Not leaning towards specific party,0.85627,48,48,0.75597,0.95656
2005,Direct migration background,Primary Level,Not leaning towards specific party,0.77781,122,122,0.70374,0.85189
2005,Direct migration background,Lower Secondary Level,Not leaning towards specific party,0.76805,455,562,0.73312,0.80298
2005,Direct migration background,Lower Secondary Level,SPD,0.12927,60,562,0.10151,0.15704
2005,Direct migration background,Lower Secondary Level,CDU/CSU,0.09285,47,562,0.06884,0.11687
2005,Direct migration background,Upper Secondary Level,Not leaning towards specific party,0.68013,570,844,0.64864,0.71162
2005,Direct migration background,Upper Secondary Level,SPD,0.12076,126,844,0.09876,0.14276
