"party","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"PDS/Linke","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","1997","66 und älter","kein Migrationshintergrund","50","0.0235249901548397","0.0154639052061121","0.0315860751035672"
"PDS/Linke","1997","66 und älter","direkter Migrationshintergrund","","","",""
"PDS/Linke","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","1997","16-34 Jahre alt","kein Migrationshintergrund","46","0.0141728610909786","0.010148462492032","0.0181972596899252"
"Rechtsextrem","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","1997","35-65 Jahre alt","kein Migrationshintergrund","38","0.00768293420601582","0.00529869979871968","0.010067168613312"
"Rechtsextrem","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","1997","66 und älter","kein Migrationshintergrund","","","",""
"Rechtsextrem","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Rechtsextrem","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"AfD","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","1997","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","1997","66 und älter","kein Migrationshintergrund","","","",""
"AfD","1997","66 und älter","direkter Migrationshintergrund","","","",""
"AfD","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"Sonstige","1997","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Sonstige","1997","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","1997","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","1997","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Sonstige","1997","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","1997","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","1997","66 und älter","kein Migrationshintergrund","","","",""
"Sonstige","1997","66 und älter","direkter Migrationshintergrund","","","",""
"Sonstige","1997","66 und älter","indirekter Migrationshintergrund","","","",""
"keine PI","1998","16-34 Jahre alt","kein Migrationshintergrund","2465","0.649367502758714","0.633782463947236","0.664952541570191"
"keine PI","1998","16-34 Jahre alt","direkter Migrationshintergrund","567","0.787064862570026","0.757078726443534","0.817050998696518"
"keine PI","1998","16-34 Jahre alt","indirekter Migrationshintergrund","432","0.725197253507872","0.688057398046319","0.762337108969425"
"keine PI","1998","35-65 Jahre alt","kein Migrationshintergrund","3088","0.465469696234284","0.452868325432049","0.47807106703652"
"keine PI","1998","35-65 Jahre alt","direkter Migrationshintergrund","980","0.616661833307159","0.591593311094252","0.641730355520067"
"keine PI","1998","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"keine PI","1998","66 und älter","kein Migrationshintergrund","716","0.415044135967289","0.391072508398622","0.439015763535956"
"keine PI","1998","66 und älter","direkter Migrationshintergrund","141","0.515370967882524","0.453910491607857","0.57683144415719"
"keine PI","1998","66 und älter","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1998","16-34 Jahre alt","kein Migrationshintergrund","317","0.0951320957292009","0.0855492906485195","0.104714900809882"
"CDU/CSU","1998","16-34 Jahre alt","direkter Migrationshintergrund","43","0.0520760123742751","0.0358019042410476","0.0683501205075027"
"CDU/CSU","1998","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1998","35-65 Jahre alt","kein Migrationshintergrund","1022","0.191795849841313","0.181849446644649","0.201742253037976"
"CDU/CSU","1998","35-65 Jahre alt","direkter Migrationshintergrund","165","0.145414649946539","0.127238748034454","0.163590551858625"
"CDU/CSU","1998","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1998","66 und älter","kein Migrationshintergrund","401","0.267437154288004","0.24590328133528","0.288971027240727"
"CDU/CSU","1998","66 und älter","direkter Migrationshintergrund","66","0.29719252624431","0.240988379355376","0.353396673133244"
"CDU/CSU","1998","66 und älter","indirekter Migrationshintergrund","","","",""
"SPD","1998","16-34 Jahre alt","kein Migrationshintergrund","452","0.142520549895555","0.131102626225145","0.153938473565966"
"SPD","1998","16-34 Jahre alt","direkter Migrationshintergrund","77","0.105032005879444","0.0825747771760774","0.12748923458281"
"SPD","1998","16-34 Jahre alt","indirekter Migrationshintergrund","76","0.132446429844099","0.10424508116223","0.160647778525967"
"SPD","1998","35-65 Jahre alt","kein Migrationshintergrund","1354","0.245922088505811","0.235042992774579","0.256801184237043"
"SPD","1998","35-65 Jahre alt","direkter Migrationshintergrund","250","0.191187603295522","0.170912273294984","0.211462933296059"
"SPD","1998","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"SPD","1998","66 und älter","kein Migrationshintergrund","399","0.253682831719434","0.232514039232329","0.274851624206539"
"SPD","1998","66 und älter","direkter Migrationshintergrund","38","0.159860020968837","0.114791117547356","0.204928924390318"
"SPD","1998","66 und älter","indirekter Migrationshintergrund","","","",""
"FDP","1998","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"FDP","1998","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","1998","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","1998","35-65 Jahre alt","kein Migrationshintergrund","80","0.0158408903007491","0.0126865512613701","0.0189952293401281"
"FDP","1998","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","1998","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","1998","66 und älter","kein Migrationshintergrund","","","",""
"FDP","1998","66 und älter","direkter Migrationshintergrund","","","",""
"FDP","1998","66 und älter","indirekter Migrationshintergrund","","","",""
"Grüne","1998","16-34 Jahre alt","kein Migrationshintergrund","201","0.062691117040816","0.054773747774821","0.070608486306811"
"Grüne","1998","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Grüne","1998","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grüne","1998","35-65 Jahre alt","kein Migrationshintergrund","267","0.0515577794978774","0.0459712967609661","0.0571442622347888"
"Grüne","1998","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Grüne","1998","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grüne","1998","66 und älter","kein Migrationshintergrund","","","",""
"Grüne","1998","66 und älter","direkter Migrationshintergrund","","","",""
"Grüne","1998","66 und älter","indirekter Migrationshintergrund","","","",""
"PDS/Linke","1998","16-34 Jahre alt","kein Migrationshintergrund","63","0.0142628833666989","0.0103901218815405","0.0181356448518572"
"PDS/Linke","1998","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","1998","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","1998","35-65 Jahre alt","kein Migrationshintergrund","136","0.0145664798370785","0.0115397274689792","0.0175932322051778"
"PDS/Linke","1998","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"PDS/Linke","1998","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"PDS/Linke","1998","66 und älter","kein Migrationshintergrund","52","0.0214071236181897","0.0143655615038831","0.0284486857324963"
"PDS/Linke","1998","66 und älter","direkter Migrationshintergrund","","","",""
"PDS/Linke","1998","66 und älter","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","1998","16-34 Jahre alt","kein Migrationshintergrund","45","0.013332556029843","0.00958646231044261","0.0170786497492434"
"Rechtsextrem","1998","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","1998","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","1998","35-65 Jahre alt","kein Migrationshintergrund","40","0.00747302351320714","0.00529729224345002","0.00964875478296425"
"Rechtsextrem","1998","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Rechtsextrem","1998","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Rechtsextrem","1998","66 und älter","kein Migrationshintergrund","","","",""
"Rechtsextrem","1998","66 und älter","direkter Migrationshintergrund","","","",""
"Rechtsextrem","1998","66 und älter","indirekter Migrationshintergrund","","","",""
"AfD","1998","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","1998","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","1998","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","1998","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"AfD","1998","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"AfD","1998","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"AfD","1998","66 und älter","kein Migrationshintergrund","","","",""
"AfD","1998","66 und älter","direkter Migrationshintergrund","","","",""
"AfD","1998","66 und älter","indirekter Migrationshintergrund","","","",""
"Sonstige","1998","16-34 Jahre alt","kein Migrationshintergrund","33","0.0116765505528751","0.00816787377761823","0.015185227328132"
"Sonstige","1998","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","1998","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","1998","35-65 Jahre alt","kein Migrationshintergrund","32","0.00737419226968017","0.00521278837831862","0.00953559616104173"
"Sonstige","1998","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Sonstige","1998","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Sonstige","1998","66 und älter","kein Migrationshintergrund","","","",""
"Sonstige","1998","66 und älter","direkter Migrationshintergrund","","","",""
"Sonstige","1998","66 und älter","indirekter Migrationshintergrund","","","",""
"keine PI","1999","16-34 Jahre alt","kein Migrationshintergrund","2098","0.58041977705638","0.563875771489769","0.596963782622992"
"keine PI","1999","16-34 Jahre alt","direkter Migrationshintergrund","482","0.779454244300735","0.747281921542467","0.811626567059004"
"keine PI","1999","16-34 Jahre alt","indirekter Migrationshintergrund","410","0.689557247261647","0.650995078416009","0.728119416107285"
"keine PI","1999","35-65 Jahre alt","kein Migrationshintergrund","2793","0.437107437892818","0.424451564049673","0.449763311735963"
"keine PI","1999","35-65 Jahre alt","direkter Migrationshintergrund","876","0.590951590595048","0.564538308458036","0.617364872732059"
"keine PI","1999","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"keine PI","1999","66 und älter","kein Migrationshintergrund","610","0.373610240512862","0.349650400022194","0.397570081003531"
"keine PI","1999","66 und älter","direkter Migrationshintergrund","147","0.52845721898324","0.466824221717872","0.590090216248608"
"keine PI","1999","66 und älter","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1999","16-34 Jahre alt","kein Migrationshintergrund","452","0.148510543880918","0.136589059245879","0.160432028515957"
"CDU/CSU","1999","16-34 Jahre alt","direkter Migrationshintergrund","58","0.0832498075309015","0.0618132583026429","0.10468635675916"
"CDU/CSU","1999","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1999","35-65 Jahre alt","kein Migrationshintergrund","1185","0.220335475173388","0.209760450630953","0.230910499715823"
"CDU/CSU","1999","35-65 Jahre alt","direkter Migrationshintergrund","168","0.160311231933537","0.140600615303495","0.18002184856358"
"CDU/CSU","1999","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1999","66 und älter","kein Migrationshintergrund","461","0.318861464520584","0.295779596364194","0.341943332676974"
"CDU/CSU","1999","66 und älter","direkter Migrationshintergrund","60","0.275060050301851","0.219926926962504","0.330193173641199"
"CDU/CSU","1999","66 und älter","indirekter Migrationshintergrund","","","",""
"SPD","1999","16-34 Jahre alt","kein Migrationshintergrund","506","0.161316421117707","0.148985360834111","0.173647481401304"
"SPD","1999","16-34 Jahre alt","direkter Migrationshintergrund","71","0.0988430483770299","0.0756845158792439","0.122001580874816"
"SPD","1999","16-34 Jahre alt","indirekter Migrationshintergrund","90","0.196372657575472","0.163263099317887","0.229482215833057"
"SPD","1999","35-65 Jahre alt","kein Migrationshintergrund","1408","0.255791383909695","0.244659322681005","0.266923445138386"
"SPD","1999","35-65 Jahre alt","direkter Migrationshintergrund","244","0.206244654732838","0.184507948020456","0.227981361445219"
"SPD","1999","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"SPD","1999","66 und älter","kein Migrationshintergrund","390","0.249372030266321","0.227943693939106","0.270800366593536"
"SPD","1999","66 und älter","direkter Migrationshintergrund","37","0.167739985146454","0.121608691276774","0.213871279016135"
"SPD","1999","66 und älter","indirekter Migrationshintergrund","","","",""
"FDP","1999","16-34 Jahre alt","kein Migrationshintergrund","33","0.0103019058220326","0.00691680025932567","0.0136870113847395"
"FDP","1999","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","1999","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","1999","35-65 Jahre alt","kein Migrationshintergrund","80","0.0175044307936793","0.0141584412422105","0.0208504203451481"
"FDP","1999","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"FDP","1999","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"FDP","1999","66 und älter","kein Migrationshintergrund","","","",""
"FDP","1999","66 und älter","direkter Migrationshintergrund","","","",""
"FDP","1999","66 und älter","indirekter Migrationshintergrund","","","",""
"Grüne","1999","16-34 Jahre alt","kein Migrationshintergrund","176","0.0582719509603662","0.0504186074516147","0.0661252944691177"
"Grüne","1999","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Grüne","1999","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Grüne","1999","35-65 Jahre alt","kein Migrationshintergrund","216","0.041197273965871","0.036126384388195","0.0462681635435469"
