year,bula_h,migback,party,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
1998,Baden-Wuerttemberg,No migration background,SPD,0.18974,200,1013,0.16558,0.21389
1998,Baden-Wuerttemberg,No migration background,CDU/CSU,0.20425,200,1013,0.17941,0.22909
1998,Baden-Wuerttemberg,No migration background,Bündnis90/Grüne,0.05623,60,1013,0.04203,0.07042
1998,Baden-Wuerttemberg,Direct migration background,Not leaning towards specific party,0.66064,438,568,0.62166,0.69961
1998,Baden-Wuerttemberg,Direct migration background,SPD,0.14904,84,568,0.11972,0.17835
1998,Baden-Wuerttemberg,Direct migration background,CDU/CSU,0.13943,46,568,0.11092,0.16795
1998,Baden-Wuerttemberg,Indirect migration background,Not leaning towards specific party,0.75029,130,130,0.67560,0.82499
1998,Bavaria,No migration background,Not leaning towards specific party,0.50992,801,1389,0.48362,0.53622
1998,Bavaria,No migration background,SPD,0.18813,238,1389,0.16757,0.20869
1998,Bavaria,No migration background,CDU/CSU,0.23730,304,1389,0.21492,0.25968
1998,Bavaria,No migration background,Bündnis90/Grüne,0.03266,46,1389,0.02331,0.04201
1998,Bavaria,Direct migration background,Not leaning towards specific party,0.69903,269,339,0.65013,0.74793
1998,Bavaria,Direct migration background,SPD,0.15550,39,339,0.11687,0.19413
1998,Bavaria,Direct migration background,CDU/CSU,0.11046,31,339,0.07705,0.14388
1998,Bavaria,Indirect migration background,Not leaning towards specific party,0.71552,62,62,0.60230,0.82874
1998,Berlin,No migration background,Not leaning towards specific party,0.49643,237,416,0.44832,0.54453
1998,Berlin,No migration background,SPD,0.20028,82,416,0.16177,0.23878
1998,Berlin,No migration background,CDU/CSU,0.12086,51,416,0.08949,0.15222
1998,Berlin,No migration background,Bündnis90/Grüne,0.10753,46,416,0.07772,0.13733
1998,Berlin,Direct migration background,Not leaning towards specific party,0.56105,31,31,0.38346,0.73863
1998,Brandenburg,No migration background,Not leaning towards specific party,0.63542,385,560,0.59552,0.67532
1998,Brandenburg,No migration background,SPD,0.14533,84,560,0.11611,0.17455
1998,Brandenburg,No migration background,CDU/CSU,0.08568,47,560,0.06248,0.10888
1998,Brandenburg,No migration background,PDS/Linke,0.07849,44,560,0.05619,0.10078
1998,Mecklenburg-Western Pomerania,No migration background,Not leaning towards specific party,0.67238,275,355,0.62349,0.72127
1998,Mecklenburg-Western Pomerania,No migration background,SPD,0.10542,35,355,0.07343,0.13741
1998,Mecklenburg-Western Pomerania,No migration background,CDU/CSU,0.12014,45,355,0.08627,0.15401
1998,Saxony,No migration background,Not leaning towards specific party,0.69731,794,1101,0.67016,0.72446
1998,Saxony,No migration background,SPD,0.09144,107,1101,0.07440,0.10847
1998,Saxony,No migration background,CDU/CSU,0.10727,111,1101,0.08899,0.12556
1998,Saxony,No migration background,Bündnis90/Grüne,0.03180,32,1101,0.02143,0.04218
1998,Saxony,No migration background,PDS/Linke,0.04912,57,1101,0.03635,0.06190
1998,Saxony-Anhalt,No migration background,Not leaning towards specific party,0.68489,452,626,0.64846,0.72131
1998,Saxony-Anhalt,No migration background,SPD,0.12326,79,626,0.09749,0.14903
1998,Saxony-Anhalt,No migration background,CDU/CSU,0.08954,60,626,0.06715,0.11192
1998,Saxony-Anhalt,No migration background,PDS/Linke,0.05617,35,626,0.03812,0.07422
1998,Thuringa,No migration background,Not leaning towards specific party,0.71538,521,647,0.68058,0.75017
1998,Thuringa,No migration background,SPD,0.09921,61,647,0.07616,0.12227
1998,Thuringa,No migration background,CDU/CSU,0.09750,65,647,0.07462,0.12037
1999,Schleswig-Holstein,No migration background,Not leaning towards specific party,0.38253,119,267,0.32413,0.44094
1999,Schleswig-Holstein,No migration background,SPD,0.29976,88,267,0.24470,0.35482
1999,Schleswig-Holstein,No migration background,CDU/CSU,0.22981,60,267,0.17925,0.28037
1999,Hamburg,No migration background,Not leaning towards specific party,0.36922,41,78,0.26143,0.47701
1999,Hamburg,No migration background,SPD,0.35534,37,78,0.24844,0.46225
1999,Lower Saxony,No migration background,Not leaning towards specific party,0.40490,401,899,0.37279,0.43700
1999,Lower Saxony,No migration background,SPD,0.29223,271,899,0.26248,0.32197
1999,Lower Saxony,No migration background,CDU/CSU,0.23983,196,899,0.21191,0.26776
1999,Lower Saxony,No migration background,Bündnis90/Grüne,0.03059,31,899,0.01932,0.04185
1999,Lower Saxony,Direct migration background,Not leaning towards specific party,0.44037,86,172,0.36596,0.51478
1999,Lower Saxony,Direct migration background,SPD,0.25585,40,172,0.19045,0.32125
1999,Lower Saxony,Direct migration background,CDU/CSU,0.28105,46,172,0.21368,0.34843
1999,Lower Saxony,Indirect migration background,Not leaning towards specific party,0.69146,36,36,0.53844,0.84449
1999,Bremen,No migration background,Not leaning towards specific party,0.46196,31,31,0.28356,0.64037
1999,North Rhine-Westphalia,No migration background,Not leaning towards specific party,0.41340,841,1893,0.39121,0.43559
1999,North Rhine-Westphalia,No migration background,SPD,0.27624,532,1893,0.25609,0.29639
1999,North Rhine-Westphalia,No migration background,CDU/CSU,0.23348,440,1893,0.21442,0.25254
1999,North Rhine-Westphalia,No migration background,Bündnis90/Grüne,0.03638,80,1893,0.02794,0.04481
1999,North Rhine-Westphalia,Direct migration background,Not leaning towards specific party,0.62088,382,542,0.58000,0.66177
1999,North Rhine-Westphalia,Direct migration background,SPD,0.16186,85,542,0.13082,0.19289
1999,North Rhine-Westphalia,Direct migration background,CDU/CSU,0.17622,75,542,0.14411,0.20832
1999,North Rhine-Westphalia,Indirect migration background,Not leaning towards specific party,0.59747,107,146,0.51764,0.67729
1999,North Rhine-Westphalia,Indirect migration background,SPD,0.23302,39,146,0.16421,0.30183
1999,Hesse,No migration background,Not leaning towards specific party,0.41556,264,573,0.37517,0.45595
1999,Hesse,No migration background,SPD,0.27104,164,573,0.23462,0.30747
1999,Hesse,No migration background,CDU/CSU,0.20694,113,573,0.17374,0.24014
1999,Hesse,No migration background,Bündnis90/Grüne,0.04838,32,573,0.03080,0.06596
1999,Hesse,Direct migration background,Not leaning towards specific party,0.67589,168,202,0.61118,0.74060
1999,Hesse,Direct migration background,SPD,0.14921,34,202,0.09995,0.19846
1999,Hesse,Indirect migration background,Not leaning towards specific party,0.68520,46,46,0.54951,0.82090
1999,"Rhineland-Palatinate, Saarland",No migration background,Not leaning towards specific party,0.46064,283,562,0.41939,0.50188
1999,"Rhineland-Palatinate, Saarland",No migration background,SPD,0.25262,153,562,0.21666,0.28857
1999,"Rhineland-Palatinate, Saarland",No migration background,CDU/CSU,0.23531,126,562,0.20021,0.27041
1999,"Rhineland-Palatinate, Saarland",Direct migration background,Not leaning towards specific party,0.67153,96,96,0.57708,0.76597
1999,Baden-Wuerttemberg,No migration background,Not leaning towards specific party,0.45712,479,966,0.42569,0.48855
1999,Baden-Wuerttemberg,No migration background,SPD,0.18435,195,966,0.15988,0.20882
1999,Baden-Wuerttemberg,No migration background,CDU/CSU,0.26183,240,966,0.23409,0.28956
1999,Baden-Wuerttemberg,No migration background,Bündnis90/Grüne,0.04877,52,966,0.03518,0.06236
1999,Baden-Wuerttemberg,Direct migration background,Not leaning towards specific party,0.67187,407,533,0.63197,0.71177
1999,Baden-Wuerttemberg,Direct migration background,SPD,0.17246,83,533,0.14036,0.20456
1999,Baden-Wuerttemberg,Direct migration background,CDU/CSU,0.11693,43,533,0.08962,0.14423
1999,Baden-Wuerttemberg,Indirect migration background,Not leaning towards specific party,0.69562,129,129,0.61591,0.77534
1999,Bavaria,No migration background,Not leaning towards specific party,0.44886,675,1347,0.42228,0.47543
1999,Bavaria,No migration background,SPD,0.19053,248,1347,0.16955,0.21151
1999,Bavaria,No migration background,CDU/CSU,0.30888,391,1347,0.28420,0.33357
1999,Bavaria,No migration background,Bündnis90/Grüne,0.02395,33,1347,0.01578,0.03212
1999,Bavaria,Direct migration background,Not leaning towards specific party,0.65350,228,311,0.60053,0.70648
1999,Bavaria,Direct migration background,SPD,0.15904,40,311,0.11833,0.19976
1999,Bavaria,Direct migration background,CDU/CSU,0.15280,43,311,0.11274,0.19285
1999,Bavaria,Indirect migration background,Not leaning towards specific party,0.63178,58,58,0.50657,0.75699
1999,Berlin,No migration background,Not leaning towards specific party,0.43138,207,398,0.38266,0.48010
1999,Berlin,No migration background,SPD,0.21376,90,398,0.17343,0.25408
1999,Berlin,No migration background,CDU/CSU,0.16677,61,398,0.13010,0.20344
1999,Berlin,No migration background,Bündnis90/Grüne,0.09888,40,398,0.06952,0.12825
1999,Brandenburg,No migration background,Not leaning towards specific party,0.57010,338,548,0.52862,0.61159
1999,Brandenburg,No migration background,SPD,0.18665,107,548,0.15400,0.21930
1999,Brandenburg,No migration background,CDU/CSU,0.08432,48,548,0.06103,0.10761
1999,Brandenburg,No migration background,PDS/Linke,0.11334,55,548,0.08678,0.13991
1999,Mecklenburg-Western Pomerania,No migration background,Not leaning towards specific party,0.60603,239,342,0.55417,0.65789
1999,Mecklenburg-Western Pomerania,No migration background,SPD,0.15453,48,342,0.11617,0.19290
1999,Mecklenburg-Western Pomerania,No migration background,CDU/CSU,0.14408,55,342,0.10681,0.18136
1999,Saxony,No migration background,Not leaning towards specific party,0.60754,692,1055,0.57806,0.63702
1999,Saxony,No migration background,SPD,0.13599,146,1055,0.11530,0.15668
1999,Saxony,No migration background,CDU/CSU,0.14364,146,1055,0.12247,0.16482
1999,Saxony,No migration background,PDS/Linke,0.06427,71,1055,0.04947,0.07908
1999,Saxony-Anhalt,No migration background,Not leaning towards specific party,0.62765,414,626,0.58975,0.66555
1999,Saxony-Anhalt,No migration background,SPD,0.16839,102,626,0.13906,0.19773
1999,Saxony-Anhalt,No migration background,CDU/CSU,0.10183,74,626,0.07812,0.12554
1999,Saxony-Anhalt,No migration background,PDS/Linke,0.06254,36,626,0.04356,0.08152
1999,Thuringa,No migration background,Not leaning towards specific party,0.61958,450,665,0.58266,0.65651
1999,Thuringa,No migration background,SPD,0.12631,81,665,0.10104,0.15157
1999,Thuringa,No migration background,CDU/CSU,0.15260,99,665,0.12525,0.17995
1999,Thuringa,No migration background,PDS/Linke,0.05727,35,665,0.03959,0.07494
2000,Schleswig-Holstein,No migration background,Not leaning towards specific party,0.46635,315,596,0.42626,0.50643
2000,Schleswig-Holstein,No migration background,SPD,0.25029,152,596,0.21548,0.28509
2000,Schleswig-Holstein,No migration background,CDU/CSU,0.22501,129,596,0.19145,0.25856
2000,Schleswig-Holstein,Direct migration background,Not leaning towards specific party,0.65282,48,48,0.51671,0.78893
2000,Hamburg,No migration background,Not leaning towards specific party,0.33466,83,221,0.27230,0.39701
2000,Hamburg,No migration background,SPD,0.37894,99,221,0.31484,0.44305
2000,Hamburg,No migration background,CDU/CSU,0.15967,39,221,0.11127,0.20808
2000,Lower Saxony,No migration background,Not leaning towards specific party,0.42407,750,1643,0.40017,0.44798
2000,Lower Saxony,No migration background,SPD,0.28266,478,1643,0.26088,0.30444
2000,Lower Saxony,No migration background,CDU/CSU,0.22658,358,1643,0.20633,0.24683
2000,Lower Saxony,No migration background,Bündnis90/Grüne,0.03304,57,1643,0.02439,0.04169
2000,Lower Saxony,Direct migration background,Not leaning towards specific party,0.63275,143,239,0.57150,0.69399
2000,Lower Saxony,Direct migration background,SPD,0.17373,45,239,0.12559,0.22186
2000,Lower Saxony,Direct migration background,CDU/CSU,0.16094,51,239,0.11425,0.20763
2000,Lower Saxony,Indirect migration background,Not leaning towards specific party,0.71314,39,39,0.56933,0.85695
2000,Bremen,No migration background,Not leaning towards specific party,0.35987,54,109,0.26935,0.45039
2000,Bremen,No migration background,SPD,0.38109,55,109,0.28949,0.47268
2000,North Rhine-Westphalia,No migration background,Not leaning towards specific party,0.42782,1731,3885,0.41226,0.44338
2000,North Rhine-Westphalia,No migration background,SPD,0.28428,1098,3885,0.27010,0.29847
2000,North Rhine-Westphalia,No migration background,CDU/CSU,0.21486,826,3885,0.20194,0.22777
2000,North Rhine-Westphalia,No migration background,FDP,0.01770,63,3885,0.01355,0.02184
2000,North Rhine-Westphalia,No migration background,Bündnis90/Grüne,0.04023,167,3885,0.03405,0.04641
2000,North Rhine-Westphalia,Direct migration background,Not leaning towards specific party,0.69958,632,862,0.66896,0.73020
2000,North Rhine-Westphalia,Direct migration background,SPD,0.13317,112,862,0.11047,0.15586
2000,North Rhine-Westphalia,Direct migration background,CDU/CSU,0.13620,118,862,0.11329,0.15911
2000,North Rhine-Westphalia,Indirect migration background,Not leaning towards specific party,0.63817,160,201,0.57157,0.70477
2000,North Rhine-Westphalia,Indirect migration background,SPD,0.17645,41,201,0.12362,0.22928
2000,Hesse,No migration background,Not leaning towards specific party,0.47940,599,1170,0.45076,0.50804
2000,Hesse,No migration background,SPD,0.23573,279,1170,0.21139,0.26006
2000,Hesse,No migration background,CDU/CSU,0.19779,229,1170,0.17495,0.22062
2000,Hesse,No migration background,Bündnis90/Grüne,0.04405,63,1170,0.03229,0.05582
2000,Hesse,Direct migration background,Not leaning towards specific party,0.67716,255,345,0.62775,0.72657
2000,Hesse,Direct migration background,SPD,0.14666,49,345,0.10927,0.18404
2000,Hesse,Direct migration background,CDU/CSU,0.13748,41,345,0.10109,0.17387
2000,Hesse,Indirect migration background,Not leaning towards specific party,0.79325,68,68,0.69628,0.89022
2000,"Rhineland-Palatinate, Saarland",No migration background,Not leaning towards specific party,0.51426,616,1105,0.48478,0.54374
2000,"Rhineland-Palatinate, Saarland",No migration background,SPD,0.23246,270,1105,0.20754,0.25738
2000,"Rhineland-Palatinate, Saarland",No migration background,CDU/CSU,0.18926,219,1105,0.16615,0.21236
2000,"Rhineland-Palatinate, Saarland",Direct migration background,Not leaning towards specific party,0.64399,153,233,0.58238,0.70561
2000,"Rhineland-Palatinate, Saarland",Direct migration background,SPD,0.11513,32,233,0.07406,0.15620
2000,"Rhineland-Palatinate, Saarland",Direct migration background,CDU/CSU,0.20711,48,233,0.15497,0.25926
2000,Baden-Wuerttemberg,No migration background,Not leaning towards specific party,0.53223,1053,1902,0.50980,0.55466
2000,Baden-Wuerttemberg,No migration background,SPD,0.17760,346,1902,0.16042,0.19478
2000,Baden-Wuerttemberg,No migration background,CDU/CSU,0.20715,379,1902,0.18893,0.22536
2000,Baden-Wuerttemberg,No migration background,FDP,0.01889,32,1902,0.01277,0.02501
2000,Baden-Wuerttemberg,No migration background,Bündnis90/Grüne,0.04539,92,1902,0.03603,0.05475
2000,Baden-Wuerttemberg,Direct migration background,Not leaning towards specific party,0.68621,541,742,0.65280,0.71962
2000,Baden-Wuerttemberg,Direct migration background,SPD,0.14004,126,742,0.11506,0.16503
2000,Baden-Wuerttemberg,Direct migration background,CDU/CSU,0.12713,75,742,0.10315,0.15112
2000,Baden-Wuerttemberg,Indirect migration background,Not leaning towards specific party,0.74512,178,178,0.68091,0.80932
2000,Bavaria,No migration background,Not leaning towards specific party,0.53133,1528,2705,0.51252,0.55014
2000,Bavaria,No migration background,SPD,0.16393,427,2705,0.14997,0.17788
2000,Bavaria,No migration background,CDU/CSU,0.24984,678,2705,0.23352,0.26616
2000,Bavaria,No migration background,Bündnis90/Grüne,0.02683,72,2705,0.02074,0.03292
2000,Bavaria,Direct migration background,Not leaning towards specific party,0.64463,317,443,0.60001,0.68925
2000,Bavaria,Direct migration background,SPD,0.13621,53,443,0.10423,0.16819
2000,Bavaria,Direct migration background,CDU/CSU,0.17961,73,443,0.14382,0.21539
2000,Bavaria,Indirect migration background,Not leaning towards specific party,0.71417,77,77,0.61259,0.81575
