"plh0033","year","bula_h","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Grosse Sorgen","1996","Baden-Wuerttemberg","indirekter Migrationshintergrund","34","0.235595071996457","0.163200506560742","0.307989637432173"
"Grosse Sorgen","1996","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1996","Bayern","kein Migrationshintergrund","140","","",""
"Grosse Sorgen","1996","Bayern","direkter Migrationshintergrund","89","0.216136221036774","0.174587133435409","0.257685308638139"
"Grosse Sorgen","1996","Bayern","indirekter Migrationshintergrund","18","","",""
"Grosse Sorgen","1996","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1996","Saarland","kein Migrationshintergrund","","","",""
"Grosse Sorgen","1996","Saarland","direkter Migrationshintergrund","","","",""
"Grosse Sorgen","1996","Saarland","indirekter Migrationshintergrund","","","",""
"Grosse Sorgen","1996","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1996","Berlin","kein Migrationshintergrund","108","","",""
"Grosse Sorgen","1996","Berlin","direkter Migrationshintergrund","27","","",""
"Grosse Sorgen","1996","Berlin","indirekter Migrationshintergrund","7","0.317749501359834","0.108393381673755","0.527105621045914"
"Grosse Sorgen","1996","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1996","Brandenburg","kein Migrationshintergrund","146","","",""
"Grosse Sorgen","1996","Brandenburg","direkter Migrationshintergrund","2","","",""
"Grosse Sorgen","1996","Brandenburg","indirekter Migrationshintergrund","2","","",""
"Grosse Sorgen","1996","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1996","Mecklenburg-Vorpommern","kein Migrationshintergrund","94","0.257146972864878","0.213432561413125","0.300861384316632"
"Grosse Sorgen","1996","Mecklenburg-Vorpommern","direkter Migrationshintergrund","2","","",""
"Grosse Sorgen","1996","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","1","","",""
"Grosse Sorgen","1996","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1996","Sachsen","kein Migrationshintergrund","220","","",""
"Grosse Sorgen","1996","Sachsen","direkter Migrationshintergrund","8","0.196846287643475","0.075138291348306","0.318554283938644"
"Grosse Sorgen","1996","Sachsen","indirekter Migrationshintergrund","1","","",""
"Grosse Sorgen","1996","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1996","Sachsen-Anhalt","kein Migrationshintergrund","166","","",""
"Grosse Sorgen","1996","Sachsen-Anhalt","direkter Migrationshintergrund","9","0.259396858195299","0.112069377197759","0.406724339192839"
"Grosse Sorgen","1996","Sachsen-Anhalt","indirekter Migrationshintergrund","1","","",""
"Grosse Sorgen","1996","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Grosse Sorgen","1996","Thueringen","kein Migrationshintergrund","139","","",""
"Grosse Sorgen","1996","Thueringen","direkter Migrationshintergrund","6","0.113701345573845","-0.00831956572792848","0.235722256875619"
"Grosse Sorgen","1996","Thueringen","indirekter Migrationshintergrund","2","","",""
"Grosse Sorgen","1996","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1996","Schleswig-Holstein","kein Migrationshintergrund","139","","",""
"Einige Sorgen","1996","Schleswig-Holstein","direkter Migrationshintergrund","16","","",""
"Einige Sorgen","1996","Schleswig-Holstein","indirekter Migrationshintergrund","5","0.254444886786975","-0.0301083806115089","0.538998154185459"
"Einige Sorgen","1996","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1996","Hamburg","kein Migrationshintergrund","54","0.584311312422335","0.484681247251908","0.683941377592763"
"Einige Sorgen","1996","Hamburg","direkter Migrationshintergrund","12","","",""
"Einige Sorgen","1996","Hamburg","indirekter Migrationshintergrund","3","","",""
"Einige Sorgen","1996","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1996","Niedersachsen","kein Migrationshintergrund","395","0.455430625376979","0.421155789288758","0.489705461465199"
"Einige Sorgen","1996","Niedersachsen","direkter Migrationshintergrund","85","0.456998605649678","0.386352322555793","0.527644888743562"
"Einige Sorgen","1996","Niedersachsen","indirekter Migrationshintergrund","18","","",""
"Einige Sorgen","1996","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1996","Bremen","kein Migrationshintergrund","34","0.478795583488697","0.36177070942374","0.595820457553655"
"Einige Sorgen","1996","Bremen","direkter Migrationshintergrund","6","0.281842096721085","0.0846697543428186","0.479014439099352"
"Einige Sorgen","1996","Bremen","indirekter Migrationshintergrund","1","","",""
"Einige Sorgen","1996","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1996","Nordrhein-Westfalen","kein Migrationshintergrund","889","0.521136530595068","0.497610115263271","0.544662945926865"
"Einige Sorgen","1996","Nordrhein-Westfalen","direkter Migrationshintergrund","337","0.5486851455834","0.51042973846924","0.58694055269756"
"Einige Sorgen","1996","Nordrhein-Westfalen","indirekter Migrationshintergrund","88","0.55478291870766","0.478251804999852","0.631314032415467"
"Einige Sorgen","1996","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1996","Hessen","kein Migrationshintergrund","277","","",""
"Einige Sorgen","1996","Hessen","direkter Migrationshintergrund","169","","",""
"Einige Sorgen","1996","Hessen","indirekter Migrationshintergrund","32","0.546969193313195","0.414200245917447","0.679738140708942"
"Einige Sorgen","1996","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1996","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","282","","",""
"Einige Sorgen","1996","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","79","0.464517334045083","0.388875242932766","0.5401594251574"
"Einige Sorgen","1996","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","11","","",""
"Einige Sorgen","1996","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1996","Baden-Wuerttemberg","kein Migrationshintergrund","513","0.517289658009846","0.485497121074316","0.549082194945376"
"Einige Sorgen","1996","Baden-Wuerttemberg","direkter Migrationshintergrund","308","0.51090349806173","0.471524062860834","0.550282933262627"
"Einige Sorgen","1996","Baden-Wuerttemberg","indirekter Migrationshintergrund","62","0.503339254466706","0.418044672658766","0.588633836274646"
"Einige Sorgen","1996","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1996","Bayern","kein Migrationshintergrund","666","0.540843563490212","0.512518340674806","0.569168786305619"
"Einige Sorgen","1996","Bayern","direkter Migrationshintergrund","214","","",""
"Einige Sorgen","1996","Bayern","indirekter Migrationshintergrund","49","0.5327627842506","0.427923482856983","0.637602085644217"
"Einige Sorgen","1996","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1996","Saarland","kein Migrationshintergrund","","","",""
"Einige Sorgen","1996","Saarland","direkter Migrationshintergrund","","","",""
"Einige Sorgen","1996","Saarland","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1996","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1996","Berlin","kein Migrationshintergrund","235","","",""
"Einige Sorgen","1996","Berlin","direkter Migrationshintergrund","44","0.55568968692677","0.446806089071678","0.664573284781862"
"Einige Sorgen","1996","Berlin","indirekter Migrationshintergrund","9","0.585967094235012","0.364491776205112","0.807442412264913"
"Einige Sorgen","1996","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1996","Brandenburg","kein Migrationshintergrund","334","0.541045748201315","0.500350983442171","0.581740512960459"
"Einige Sorgen","1996","Brandenburg","direkter Migrationshintergrund","10","","",""
"Einige Sorgen","1996","Brandenburg","indirekter Migrationshintergrund","1","","",""
"Einige Sorgen","1996","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1996","Mecklenburg-Vorpommern","kein Migrationshintergrund","213","","",""
"Einige Sorgen","1996","Mecklenburg-Vorpommern","direkter Migrationshintergrund","7","0.578854916676012","0.287076959659321","0.870632873692703"
"Einige Sorgen","1996","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Einige Sorgen","1996","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1996","Sachsen","kein Migrationshintergrund","600","0.544479118567171","0.514470222693006","0.574488014441335"
"Einige Sorgen","1996","Sachsen","direkter Migrationshintergrund","25","","",""
"Einige Sorgen","1996","Sachsen","indirekter Migrationshintergrund","7","0.844295632749596","0.593048701515067","1.09554256398412"
"Einige Sorgen","1996","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1996","Sachsen-Anhalt","kein Migrationshintergrund","377","0.582765353330581","0.544502725283245","0.621027981377917"
"Einige Sorgen","1996","Sachsen-Anhalt","direkter Migrationshintergrund","14","","",""
"Einige Sorgen","1996","Sachsen-Anhalt","indirekter Migrationshintergrund","1","","",""
"Einige Sorgen","1996","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Einige Sorgen","1996","Thueringen","kein Migrationshintergrund","397","0.612458965138718","0.574385700833687","0.650532229443749"
"Einige Sorgen","1996","Thueringen","direkter Migrationshintergrund","14","","",""
"Einige Sorgen","1996","Thueringen","indirekter Migrationshintergrund","1","","",""
"Einige Sorgen","1996","Thueringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1996","Schleswig-Holstein","kein Migrationshintergrund","84","0.34088299571585","0.281407632253608","0.400358359178092"
"Keine Sorgen","1996","Schleswig-Holstein","direkter Migrationshintergrund","7","0.193741664890451","0.0498956898102932","0.337587639970609"
"Keine Sorgen","1996","Schleswig-Holstein","indirekter Migrationshintergrund","2","","",""
"Keine Sorgen","1996","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1996","Hamburg","kein Migrationshintergrund","27","","",""
"Keine Sorgen","1996","Hamburg","direkter Migrationshintergrund","3","","",""
"Keine Sorgen","1996","Hamburg","indirekter Migrationshintergrund","2","","",""
"Keine Sorgen","1996","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1996","Niedersachsen","kein Migrationshintergrund","272","","",""
"Keine Sorgen","1996","Niedersachsen","direkter Migrationshintergrund","41","0.286363749944522","0.222253292001761","0.350474207887284"
"Keine Sorgen","1996","Niedersachsen","indirekter Migrationshintergrund","8","0.245407440465542","0.102842022680397","0.387972858250688"
"Keine Sorgen","1996","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1996","Bremen","kein Migrationshintergrund","23","","",""
"Keine Sorgen","1996","Bremen","direkter Migrationshintergrund","6","0.469478685544253","0.250756693992702","0.688200677095804"
"Keine Sorgen","1996","Bremen","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1996","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1996","Nordrhein-Westfalen","kein Migrationshintergrund","577","0.336105389826835","0.313858901961619","0.35835187769205"
"Keine Sorgen","1996","Nordrhein-Westfalen","direkter Migrationshintergrund","120","","",""
"Keine Sorgen","1996","Nordrhein-Westfalen","indirekter Migrationshintergrund","37","0.256359138321731","0.189123952725582","0.323594323917881"
"Keine Sorgen","1996","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1996","Hessen","kein Migrationshintergrund","213","","",""
"Keine Sorgen","1996","Hessen","direkter Migrationshintergrund","60","0.283897033480882","0.231732502574036","0.336061564387727"
"Keine Sorgen","1996","Hessen","indirekter Migrationshintergrund","12","","",""
"Keine Sorgen","1996","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1996","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","145","","",""
"Keine Sorgen","1996","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","38","0.259285344339619","0.192818614946721","0.325752073732516"
"Keine Sorgen","1996","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","4","0.242666058067803","0.0388812246675219","0.446450891468084"
"Keine Sorgen","1996","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1996","Baden-Wuerttemberg","kein Migrationshintergrund","313","0.352664250250823","0.322265166110247","0.383063334391399"
"Keine Sorgen","1996","Baden-Wuerttemberg","direkter Migrationshintergrund","127","","",""
"Keine Sorgen","1996","Baden-Wuerttemberg","indirekter Migrationshintergrund","36","0.261065673536837","0.186138572086344","0.33599277498733"
"Keine Sorgen","1996","Baden-Wuerttemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1996","Bayern","kein Migrationshintergrund","383","0.336829001935255","0.309964755325274","0.363693248545235"
"Keine Sorgen","1996","Bayern","direkter Migrationshintergrund","74","0.269305077113591","0.224526763742543","0.314083390484639"
"Keine Sorgen","1996","Bayern","indirekter Migrationshintergrund","20","","",""
"Keine Sorgen","1996","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1996","Saarland","kein Migrationshintergrund","","","",""
"Keine Sorgen","1996","Saarland","direkter Migrationshintergrund","","","",""
"Keine Sorgen","1996","Saarland","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1996","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1996","Berlin","kein Migrationshintergrund","98","0.26276284963327","0.221684367891539","0.303841331375"
"Keine Sorgen","1996","Berlin","direkter Migrationshintergrund","9","0.139270750413261","0.0634014051643941","0.215140095662128"
"Keine Sorgen","1996","Berlin","indirekter Migrationshintergrund","3","","",""
"Keine Sorgen","1996","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1996","Brandenburg","kein Migrationshintergrund","96","0.20799627444235","0.174850494736968","0.241142054147733"
"Keine Sorgen","1996","Brandenburg","direkter Migrationshintergrund","5","0.362070105492579","0.133612067983248","0.59052814300191"
"Keine Sorgen","1996","Brandenburg","indirekter Migrationshintergrund","1","","",""
"Keine Sorgen","1996","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1996","Mecklenburg-Vorpommern","kein Migrationshintergrund","77","0.228170613707724","0.186197325929594","0.270143901485854"
"Keine Sorgen","1996","Mecklenburg-Vorpommern","direkter Migrationshintergrund","2","","",""
"Keine Sorgen","1996","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Keine Sorgen","1996","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Keine Sorgen","1996","Sachsen","kein Migrationshintergrund","238","","",""
"Keine Sorgen","1996","Sachsen","direkter Migrationshintergrund","8","0.205835748803229","0.0820781907727167","0.329593306833742"
"Keine Sorgen","1996","Sachsen","indirekter Migrationshintergrund","","","",""
