"plh0012_h","year","migback","n","percent","lower_confidence","upper_confidence"
"CDU/FDP","1996","indirekter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","1996","kein Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","1996","direkter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","1996","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","1996","kein Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","1996","direkter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","1996","indirekter Migrationshintergrund","","","",""
"SPD/Die Linke","1996","kein Migrationshintergrund","","","",""
"SPD/Die Linke","1996","direkter Migrationshintergrund","","","",""
"SPD/Die Linke","1996","indirekter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","1996","kein Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","1996","direkter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","1996","indirekter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","1996","kein Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","1996","direkter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","1996","indirekter Migrationshintergrund","","","",""
"CDU/Die Linke","1996","kein Migrationshintergrund","","","",""
"CDU/Die Linke","1996","direkter Migrationshintergrund","","","",""
"CDU/Die Linke","1996","indirekter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","1996","kein Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","1996","direkter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","1996","indirekter Migrationshintergrund","","","",""
"CSU/FDP","1996","kein Migrationshintergrund","","","",""
"CSU/FDP","1996","direkter Migrationshintergrund","","","",""
"CSU/FDP","1996","indirekter Migrationshintergrund","","","",""
"Gruene/FDP","1996","kein Migrationshintergrund","","","",""
"Gruene/FDP","1996","direkter Migrationshintergrund","","","",""
"Gruene/FDP","1996","indirekter Migrationshintergrund","","","",""
"FDP/Die Linke","1996","kein Migrationshintergrund","","","",""
"FDP/Die Linke","1996","direkter Migrationshintergrund","","","",""
"FDP/Die Linke","1996","indirekter Migrationshintergrund","","","",""
"FDP/NPD","1996","kein Migrationshintergrund","","","",""
"FDP/NPD","1996","direkter Migrationshintergrund","","","",""
"FDP/NPD","1996","indirekter Migrationshintergrund","","","",""
"Piratenpartei","1996","kein Migrationshintergrund","","","",""
"Piratenpartei","1996","direkter Migrationshintergrund","","","",""
"Piratenpartei","1996","indirekter Migrationshintergrund","","","",""
"AfD","1996","kein Migrationshintergrund","","","",""
"AfD","1996","direkter Migrationshintergrund","","","",""
"AfD","1996","indirekter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","1996","kein Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","1996","direkter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","1996","indirekter Migrationshintergrund","","","",""
"SPD/AfD","1996","kein Migrationshintergrund","","","",""
"SPD/AfD","1996","direkter Migrationshintergrund","","","",""
"SPD/AfD","1996","indirekter Migrationshintergrund","","","",""
"SPD","1997","kein Migrationshintergrund","1708","0.418691836046932","0.403808822657196","0.433574849436668"
"SPD","1997","direkter Migrationshintergrund","370","0.446653217812101","0.410564765708717","0.482741669915484"
"SPD","1997","indirekter Migrationshintergrund","65","0.351396133221583","0.268691210148542","0.434101056294624"
"CDU","1997","kein Migrationshintergrund","1372","0.333335973797129","0.319114813945374","0.347557133648885"
"CDU","1997","direkter Migrationshintergrund","245","0.359494170820305","0.324661097293595","0.394327244347014"
"CDU","1997","indirekter Migrationshintergrund","","","",""
"CSU","1997","kein Migrationshintergrund","277","0.0711678764181072","0.0634116401134689","0.0789241127227455"
"CSU","1997","direkter Migrationshintergrund","34","0.0673800715856908","0.0491829621648866","0.0855771810064949"
"CSU","1997","indirekter Migrationshintergrund","","","",""
"FDP","1997","kein Migrationshintergrund","99","0.0261510224147473","0.0213367511458948","0.0309652936835998"
"FDP","1997","direkter Migrationshintergrund","","","",""
"FDP","1997","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene","1997","kein Migrationshintergrund","408","0.0920247246880342","0.0833044595523873","0.100744989823681"
"Buendnis90/Gruene","1997","direkter Migrationshintergrund","47","0.0664701230144927","0.0483874895585903","0.0845527564703951"
"Buendnis90/Gruene","1997","indirekter Migrationshintergrund","35","0.334518837016754","0.252781350491458","0.41625632354205"
"Die Linke","1997","kein Migrationshintergrund","227","0.0315116851135547","0.0262415297110131","0.0367818405160963"
"Die Linke","1997","direkter Migrationshintergrund","","","",""
"Die Linke","1997","indirekter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","1997","kein Migrationshintergrund","90","0.0180666779779054","0.0140485795983045","0.0220847763575062"
"NPD/Republikaner/Die Rechte","1997","direkter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","1997","indirekter Migrationshintergrund","","","",""
"Andere","1997","kein Migrationshintergrund","40","0.00905020354359006","0.00619330107214963","0.0119071060150305"
"Andere","1997","direkter Migrationshintergrund","","","",""
"Andere","1997","indirekter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","1997","kein Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","1997","direkter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","1997","indirekter Migrationshintergrund","","","",""
"SPD/CDU","1997","kein Migrationshintergrund","","","",""
"SPD/CDU","1997","direkter Migrationshintergrund","","","",""
"SPD/CDU","1997","indirekter Migrationshintergrund","","","",""
"SPD/FDP","1997","kein Migrationshintergrund","","","",""
"SPD/FDP","1997","direkter Migrationshintergrund","","","",""
"SPD/FDP","1997","indirekter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","1997","kein Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","1997","direkter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","1997","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1997","kein Migrationshintergrund","","","",""
"CDU/CSU","1997","direkter Migrationshintergrund","","","",""
"CDU/CSU","1997","indirekter Migrationshintergrund","","","",""
"CDU/FDP","1997","kein Migrationshintergrund","","","",""
"CDU/FDP","1997","direkter Migrationshintergrund","","","",""
"CDU/FDP","1997","indirekter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","1997","kein Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","1997","direkter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","1997","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","1997","kein Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","1997","direkter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","1997","indirekter Migrationshintergrund","","","",""
"SPD/Die Linke","1997","kein Migrationshintergrund","","","",""
"SPD/Die Linke","1997","direkter Migrationshintergrund","","","",""
"SPD/Die Linke","1997","indirekter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","1997","kein Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","1997","direkter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","1997","indirekter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","1997","kein Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","1997","direkter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","1997","indirekter Migrationshintergrund","","","",""
"CDU/Die Linke","1997","kein Migrationshintergrund","","","",""
"CDU/Die Linke","1997","direkter Migrationshintergrund","","","",""
"CDU/Die Linke","1997","indirekter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","1997","kein Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","1997","direkter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","1997","indirekter Migrationshintergrund","","","",""
"CSU/FDP","1997","kein Migrationshintergrund","","","",""
"CSU/FDP","1997","direkter Migrationshintergrund","","","",""
"CSU/FDP","1997","indirekter Migrationshintergrund","","","",""
"Gruene/FDP","1997","kein Migrationshintergrund","","","",""
"Gruene/FDP","1997","direkter Migrationshintergrund","","","",""
"Gruene/FDP","1997","indirekter Migrationshintergrund","","","",""
"FDP/Die Linke","1997","kein Migrationshintergrund","","","",""
"FDP/Die Linke","1997","direkter Migrationshintergrund","","","",""
"FDP/Die Linke","1997","indirekter Migrationshintergrund","","","",""
"FDP/NPD","1997","kein Migrationshintergrund","","","",""
"FDP/NPD","1997","direkter Migrationshintergrund","","","",""
"FDP/NPD","1997","indirekter Migrationshintergrund","","","",""
"Piratenpartei","1997","kein Migrationshintergrund","","","",""
"Piratenpartei","1997","direkter Migrationshintergrund","","","",""
"Piratenpartei","1997","indirekter Migrationshintergrund","","","",""
"AfD","1997","kein Migrationshintergrund","","","",""
"AfD","1997","direkter Migrationshintergrund","","","",""
"AfD","1997","indirekter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","1997","kein Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","1997","direkter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","1997","indirekter Migrationshintergrund","","","",""
"SPD/AfD","1997","kein Migrationshintergrund","","","",""
"SPD/AfD","1997","direkter Migrationshintergrund","","","",""
"SPD/AfD","1997","indirekter Migrationshintergrund","","","",""
"SPD","1998","kein Migrationshintergrund","2205","0.443570369152424","0.429763933007872","0.457376805296977"
"SPD","1998","direkter Migrationshintergrund","365","0.462252998397877","0.426011198948765","0.498494797846988"
"SPD","1998","indirekter Migrationshintergrund","88","0.455476225755355","0.375242213034456","0.535710238476254"
"CDU","1998","kein Migrationshintergrund","1438","0.300060666597263","0.28732475795205","0.312796575242476"
"CDU","1998","direkter Migrationshintergrund","244","0.357893957433622","0.32304727424032","0.392740640626925"
"CDU","1998","indirekter Migrationshintergrund","","","",""
"CSU","1998","kein Migrationshintergrund","280","0.0605516684179981","0.0539234821093379","0.0671798547266583"
"CSU","1998","direkter Migrationshintergrund","","","",""
"CSU","1998","indirekter Migrationshintergrund","","","",""
"FDP","1998","kein Migrationshintergrund","115","0.0284873807024857","0.023864148746004","0.0331106126589673"
"FDP","1998","direkter Migrationshintergrund","","","",""
"FDP","1998","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene","1998","kein Migrationshintergrund","459","0.0875004096500397","0.0796477534699353","0.0953530658301441"
"Buendnis90/Gruene","1998","direkter Migrationshintergrund","50","0.0720528436726221","0.0532567296470308","0.0908489576982133"
"Buendnis90/Gruene","1998","indirekter Migrationshintergrund","","","",""
"Die Linke","1998","kein Migrationshintergrund","233","0.029352810332432","0.0246619689757289","0.0340436516891351"
"Die Linke","1998","direkter Migrationshintergrund","","","",""
"Die Linke","1998","indirekter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","1998","kein Migrationshintergrund","89","0.0180640328003178","0.0143628192697621","0.0217652463308735"
"NPD/Republikaner/Die Rechte","1998","direkter Migrationshintergrund","","","",""
"NPD/Republikaner/Die Rechte","1998","indirekter Migrationshintergrund","","","",""
"Andere","1998","kein Migrationshintergrund","73","0.0161041672392724","0.0126060134606804","0.0196023210178643"
"Andere","1998","direkter Migrationshintergrund","","","",""
"Andere","1998","indirekter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","1998","kein Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","1998","direkter Migrationshintergrund","","","",""
"SPD/Buendnis90/Gruene","1998","indirekter Migrationshintergrund","","","",""
"SPD/CDU","1998","kein Migrationshintergrund","","","",""
"SPD/CDU","1998","direkter Migrationshintergrund","","","",""
"SPD/CDU","1998","indirekter Migrationshintergrund","","","",""
"SPD/FDP","1998","kein Migrationshintergrund","","","",""
"SPD/FDP","1998","direkter Migrationshintergrund","","","",""
"SPD/FDP","1998","indirekter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","1998","kein Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","1998","direkter Migrationshintergrund","","","",""
"SPD/DVU(Rep/NPD)","1998","indirekter Migrationshintergrund","","","",""
"CDU/CSU","1998","kein Migrationshintergrund","","","",""
"CDU/CSU","1998","direkter Migrationshintergrund","","","",""
"CDU/CSU","1998","indirekter Migrationshintergrund","","","",""
"CDU/FDP","1998","kein Migrationshintergrund","","","",""
"CDU/FDP","1998","direkter Migrationshintergrund","","","",""
"CDU/FDP","1998","indirekter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","1998","kein Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","1998","direkter Migrationshintergrund","","","",""
"CDU/Buendnis90/Gruene","1998","indirekter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","1998","kein Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","1998","direkter Migrationshintergrund","","","",""
"Buendnis90/Gruene/Die Linke","1998","indirekter Migrationshintergrund","","","",""
"SPD/Die Linke","1998","kein Migrationshintergrund","","","",""
"SPD/Die Linke","1998","direkter Migrationshintergrund","","","",""
"SPD/Die Linke","1998","indirekter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","1998","kein Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","1998","direkter Migrationshintergrund","","","",""
"Gruene/DVU(Rep/NPD)","1998","indirekter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","1998","kein Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","1998","direkter Migrationshintergrund","","","",""
"Die Linke /DVU(Rep/NPD)","1998","indirekter Migrationshintergrund","","","",""
"CDU/Die Linke","1998","kein Migrationshintergrund","","","",""
"CDU/Die Linke","1998","direkter Migrationshintergrund","","","",""
"CDU/Die Linke","1998","indirekter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","1998","kein Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","1998","direkter Migrationshintergrund","","","",""
"CDU/DVU(Rep/NPD)","1998","indirekter Migrationshintergrund","","","",""
"CSU/FDP","1998","kein Migrationshintergrund","","","",""
"CSU/FDP","1998","direkter Migrationshintergrund","","","",""
"CSU/FDP","1998","indirekter Migrationshintergrund","","","",""
"Gruene/FDP","1998","kein Migrationshintergrund","","","",""
"Gruene/FDP","1998","direkter Migrationshintergrund","","","",""
"Gruene/FDP","1998","indirekter Migrationshintergrund","","","",""
"FDP/Die Linke","1998","kein Migrationshintergrund","","","",""
"FDP/Die Linke","1998","direkter Migrationshintergrund","","","",""
"FDP/Die Linke","1998","indirekter Migrationshintergrund","","","",""
"FDP/NPD","1998","kein Migrationshintergrund","","","",""
"FDP/NPD","1998","direkter Migrationshintergrund","","","",""
"FDP/NPD","1998","indirekter Migrationshintergrund","","","",""
"Piratenpartei","1998","kein Migrationshintergrund","","","",""
"Piratenpartei","1998","direkter Migrationshintergrund","","","",""
"Piratenpartei","1998","indirekter Migrationshintergrund","","","",""
"AfD","1998","kein Migrationshintergrund","","","",""
"AfD","1998","direkter Migrationshintergrund","","","",""
"AfD","1998","indirekter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","1998","kein Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","1998","direkter Migrationshintergrund","","","",""
"CDU+/oder CSU/AfD","1998","indirekter Migrationshintergrund","","","",""
