year,pgisced97,regtyp,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,Lower Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.03598,67,1842,0.02747,0.04448
2003,Lower Secondary Level,Urban regions,Not Employed,0.62949,1084,1842,0.60743,0.65155
2003,Lower Secondary Level,Rural regions,Full-Time Employment,0.12238,106,855,0.10040,0.14436
2003,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.05483,51,855,0.03956,0.07010
2003,Lower Secondary Level,Rural regions,Vocational Training,0.12227,145,855,0.10030,0.14424
2003,Lower Secondary Level,Rural regions,Not Employed,0.67306,553,855,0.64159,0.70452
2003,Upper Secondary Level,Urban regions,Full-Time Employment,0.37267,2721,7075,0.36140,0.38394
2003,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.10121,803,7075,0.09418,0.10824
2003,Upper Secondary Level,Urban regions,Vocational Training,0.00941,78,7075,0.00716,0.01166
2003,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.04092,319,7075,0.03630,0.04554
2003,Upper Secondary Level,Urban regions,Not Employed,0.47570,3154,7075,0.46407,0.48734
2003,Upper Secondary Level,Rural regions,Full-Time Employment,0.38872,1615,4028,0.37366,0.40377
2003,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.09665,409,4028,0.08753,0.10578
2003,Upper Secondary Level,Rural regions,Vocational Training,0.01257,64,4028,0.00913,0.01602
2003,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.03643,151,4028,0.03065,0.04222
2003,Upper Secondary Level,Rural regions,Not Employed,0.46509,1789,4028,0.44968,0.48049
2003,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.46426,429,871,0.43112,0.49740
2003,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.13497,129,871,0.11226,0.15767
2003,Post-secondary Non-tertiary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.05535,42,871,0.04016,0.07055
2003,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.32867,271,871,0.29745,0.35988
2003,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.46986,133,227,0.40479,0.53493
2003,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.38684,94,227,0.32335,0.45034
2003,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.48784,555,1040,0.45745,0.51823
2003,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.10076,131,1040,0.08245,0.11906
2003,First Stage of Tertiary Education,Urban regions,Not Employed,0.38977,354,1040,0.36012,0.41943
2003,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.46957,307,593,0.42937,0.50977
2003,First Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.11374,71,593,0.08816,0.13931
2003,First Stage of Tertiary Education,Rural regions,Not Employed,0.37853,215,593,0.33946,0.41760
2003,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.55963,1818,3089,0.54212,0.57714
2003,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.10232,375,3089,0.09163,0.11301
2003,Second Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.03349,83,3089,0.02714,0.03983
2003,Second Stage of Tertiary Education,Urban regions,Not Employed,0.30288,813,3089,0.28668,0.31909
2003,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.50310,726,1231,0.47516,0.53104
2003,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.10807,137,1231,0.09072,0.12542
2003,Second Stage of Tertiary Education,Rural regions,Not Employed,0.36093,368,1231,0.33409,0.38777
2004,No answer / don't know,Urban regions,Vocational Training,0.28223,52,145,0.20872,0.35574
2004,No answer / don't know,Urban regions,Not Employed,0.50091,93,145,0.41924,0.58257
2004,No answer / don't know,Rural regions,Not Employed,0.42116,35,35,0.25519,0.58712
2004,Pre-primary Level,Urban regions,Not Employed,0.93625,407,407,0.91248,0.96001
2004,Pre-primary Level,Rural regions,Not Employed,0.92040,185,185,0.88129,0.95951
2004,Primary Level,Urban regions,Full-Time Employment,0.21993,45,179,0.15908,0.28078
2004,Primary Level,Urban regions,Not Employed,0.68217,134,179,0.61376,0.75058
2004,Primary Level,Rural regions,Not Employed,0.70728,42,42,0.56800,0.84656
2004,Lower Secondary Level,Urban regions,Full-Time Employment,0.17365,314,1729,0.15579,0.19151
2004,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.06472,119,1729,0.05312,0.07632
2004,Lower Secondary Level,Urban regions,Vocational Training,0.09483,190,1729,0.08102,0.10865
2004,Lower Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.02737,56,1729,0.01968,0.03507
2004,Lower Secondary Level,Urban regions,Not Employed,0.63507,1050,1729,0.61237,0.65777
2004,Lower Secondary Level,Rural regions,Full-Time Employment,0.14350,104,808,0.11931,0.16769
2004,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.05754,48,808,0.04147,0.07361
2004,Lower Secondary Level,Rural regions,Vocational Training,0.12343,143,808,0.10073,0.14612
2004,Lower Secondary Level,Rural regions,Not Employed,0.64494,513,808,0.61192,0.67796
2004,Upper Secondary Level,Urban regions,Full-Time Employment,0.36795,2582,6840,0.35652,0.37938
2004,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.09953,763,6840,0.09244,0.10663
2004,Upper Secondary Level,Urban regions,Vocational Training,0.01228,93,6840,0.00967,0.01489
2004,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.04780,352,6840,0.04274,0.05285
2004,Upper Secondary Level,Urban regions,Not Employed,0.47185,3050,6840,0.46002,0.48368
2004,Upper Secondary Level,Rural regions,Full-Time Employment,0.37381,1539,3937,0.35869,0.38892
2004,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.08832,384,3937,0.07945,0.09718
2004,Upper Secondary Level,Rural regions,Vocational Training,0.00967,53,3937,0.00661,0.01273
2004,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.03776,167,3937,0.03180,0.04371
2004,Upper Secondary Level,Rural regions,Not Employed,0.48987,1794,3937,0.47425,0.50549
2004,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.47158,435,886,0.43870,0.50447
2004,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.13916,128,886,0.11635,0.16196
2004,Post-secondary Non-tertiary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.07010,52,886,0.05328,0.08692
2004,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.31749,271,886,0.28682,0.34816
2004,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.44088,127,221,0.37528,0.50649
2004,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.38588,94,221,0.32155,0.45021
2004,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.50201,536,1041,0.47162,0.53240
2004,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.10233,126,1041,0.08391,0.12075
2004,First Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.03215,36,1041,0.02143,0.04287
2004,First Stage of Tertiary Education,Urban regions,Not Employed,0.36311,343,1041,0.33389,0.39234
2004,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.48762,304,571,0.44659,0.52866
2004,First Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.09588,68,571,0.07171,0.12006
2004,First Stage of Tertiary Education,Rural regions,Not Employed,0.38069,199,571,0.34083,0.42056
2004,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.55520,1791,3038,0.53753,0.57288
2004,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.09906,359,3038,0.08843,0.10968
2004,Second Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.03203,91,3038,0.02576,0.03829
2004,Second Stage of Tertiary Education,Urban regions,Not Employed,0.31135,797,3038,0.29489,0.32782
2004,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.49007,699,1251,0.46236,0.51778
2004,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.10583,140,1251,0.08878,0.12289
2004,Second Stage of Tertiary Education,Rural regions,"Marginal, Irregular Part-Time Employment",0.03345,37,1251,0.02349,0.04342
2004,Second Stage of Tertiary Education,Rural regions,Not Employed,0.36909,375,1251,0.34234,0.39584
2005,No answer / don't know,Urban regions,Vocational Training,0.26024,56,167,0.19349,0.32699
2005,No answer / don't know,Urban regions,Not Employed,0.54073,111,167,0.46492,0.61654
2005,No answer / don't know,Rural regions,Vocational Training,0.33924,38,85,0.23799,0.44049
2005,No answer / don't know,Rural regions,Not Employed,0.47457,47,85,0.36778,0.58136
2005,Pre-primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.07099,33,442,0.04702,0.09496
2005,Pre-primary Level,Urban regions,Not Employed,0.91955,409,442,0.89416,0.94493
2005,Pre-primary Level,Rural regions,Not Employed,0.93891,191,191,0.90485,0.97296
2005,Primary Level,Urban regions,Full-Time Employment,0.17427,33,160,0.11530,0.23323
2005,Primary Level,Urban regions,Not Employed,0.63617,127,160,0.56139,0.71095
2005,Primary Level,Rural regions,Not Employed,0.67580,44,44,0.53590,0.81571
2005,Lower Secondary Level,Urban regions,Full-Time Employment,0.16768,275,1623,0.14950,0.18586
2005,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.06475,113,1623,0.05277,0.07672
2005,Lower Secondary Level,Urban regions,Vocational Training,0.09426,176,1623,0.08004,0.10848
2005,Lower Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.04503,72,1623,0.03494,0.05512
2005,Lower Secondary Level,Urban regions,Not Employed,0.62283,987,1623,0.59925,0.64642
2005,Lower Secondary Level,Rural regions,Full-Time Employment,0.15851,110,734,0.13207,0.18495
2005,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.06009,42,734,0.04288,0.07729
2005,Lower Secondary Level,Rural regions,Vocational Training,0.10807,102,734,0.08559,0.13054
2005,Lower Secondary Level,Rural regions,Not Employed,0.65277,480,734,0.61831,0.68724
2005,Upper Secondary Level,Urban regions,Full-Time Employment,0.37266,2436,6495,0.36090,0.38442
2005,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.10289,720,6495,0.09550,0.11028
2005,Upper Secondary Level,Urban regions,Vocational Training,0.01108,79,6495,0.00854,0.01363
2005,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.04943,339,6495,0.04416,0.05470
2005,Upper Secondary Level,Urban regions,Not Employed,0.46334,2921,6495,0.45121,0.47546
2005,Upper Secondary Level,Rural regions,Full-Time Employment,0.37639,1438,3747,0.36088,0.39191
2005,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.08963,362,3747,0.08048,0.09878
2005,Upper Secondary Level,Rural regions,Vocational Training,0.01335,44,3747,0.00968,0.01703
2005,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.04590,181,3747,0.03919,0.05260
2005,Upper Secondary Level,Rural regions,Not Employed,0.47377,1722,3747,0.45778,0.48976
2005,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.47656,428,863,0.44322,0.50990
2005,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.15103,126,863,0.12713,0.17493
2005,Post-secondary Non-tertiary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.06298,55,863,0.04676,0.07919
2005,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.30944,254,863,0.27858,0.34029
2005,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.41804,119,244,0.35602,0.48006
2005,Post-secondary Non-tertiary Level,Rural regions,Regular Part-Time Employment,0.09839,31,244,0.06094,0.13584
2005,Post-secondary Non-tertiary Level,Rural regions,Not Employed,0.39756,94,244,0.33603,0.45910
2005,First Stage of Tertiary Education,Urban regions,Full-Time Employment,0.50964,508,990,0.47848,0.54079
2005,First Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.09758,117,990,0.07909,0.11607
2005,First Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.03200,38,990,0.02103,0.04297
2005,First Stage of Tertiary Education,Urban regions,Not Employed,0.36078,327,990,0.33085,0.39071
2005,First Stage of Tertiary Education,Rural regions,Full-Time Employment,0.47435,277,550,0.43258,0.51612
2005,First Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.10362,68,550,0.07813,0.12911
2005,First Stage of Tertiary Education,Rural regions,Not Employed,0.38506,205,550,0.34436,0.42577
2005,Second Stage of Tertiary Education,Urban regions,Full-Time Employment,0.53321,1663,2953,0.51521,0.55121
2005,Second Stage of Tertiary Education,Urban regions,Regular Part-Time Employment,0.10680,348,2953,0.09566,0.11794
2005,Second Stage of Tertiary Education,Urban regions,"Marginal, Irregular Part-Time Employment",0.03813,102,2953,0.03123,0.04504
2005,Second Stage of Tertiary Education,Urban regions,Not Employed,0.32058,840,2953,0.30375,0.33742
2005,Second Stage of Tertiary Education,Rural regions,Full-Time Employment,0.49609,658,1209,0.46790,0.52429
2005,Second Stage of Tertiary Education,Rural regions,Regular Part-Time Employment,0.11011,139,1209,0.09245,0.12776
2005,Second Stage of Tertiary Education,Rural regions,"Marginal, Irregular Part-Time Employment",0.04538,46,1209,0.03364,0.05711
2005,Second Stage of Tertiary Education,Rural regions,Not Employed,0.34812,366,1209,0.32126,0.37498
2006,No answer / don't know,Urban regions,Vocational Training,0.21170,49,169,0.14992,0.27347
2006,No answer / don't know,Urban regions,Not Employed,0.55356,120,169,0.47839,0.62874
2006,No answer / don't know,Rural regions,Vocational Training,0.26782,38,90,0.17582,0.35982
2006,No answer / don't know,Rural regions,Not Employed,0.49140,52,90,0.38753,0.59526
2006,Pre-primary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.16983,75,423,0.13401,0.20566
2006,Pre-primary Level,Urban regions,Not Employed,0.79643,348,423,0.75801,0.83484
2006,Pre-primary Level,Rural regions,Not Employed,0.86469,175,175,0.81387,0.91552
2006,Primary Level,Urban regions,Not Employed,0.71886,124,124,0.63941,0.79831
2006,Primary Level,Rural regions,Not Employed,0.61932,43,43,0.47247,0.76617
2006,Lower Secondary Level,Urban regions,Full-Time Employment,0.16010,262,1656,0.14243,0.17777
2006,Lower Secondary Level,Urban regions,Regular Part-Time Employment,0.06802,124,1656,0.05589,0.08015
2006,Lower Secondary Level,Urban regions,Vocational Training,0.08408,149,1656,0.07071,0.09745
2006,Lower Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.03924,67,1656,0.02989,0.04860
2006,Lower Secondary Level,Urban regions,Not Employed,0.64284,1054,1656,0.61976,0.66593
2006,Lower Secondary Level,Rural regions,Full-Time Employment,0.15129,113,869,0.12745,0.17513
2006,Lower Secondary Level,Rural regions,Regular Part-Time Employment,0.04752,46,869,0.03337,0.06168
2006,Lower Secondary Level,Rural regions,Vocational Training,0.11240,121,869,0.09139,0.13342
2006,Lower Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.03509,42,869,0.02285,0.04734
2006,Lower Secondary Level,Rural regions,Not Employed,0.65270,547,869,0.62103,0.68437
2006,Upper Secondary Level,Urban regions,Full-Time Employment,0.36424,2520,6987,0.35295,0.37552
2006,Upper Secondary Level,Urban regions,Regular Part-Time Employment,0.10147,769,6987,0.09439,0.10855
2006,Upper Secondary Level,Urban regions,Vocational Training,0.01290,88,6987,0.01025,0.01554
2006,Upper Secondary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.05010,375,6987,0.04498,0.05521
2006,Upper Secondary Level,Urban regions,Not Employed,0.47061,3235,6987,0.45891,0.48232
2006,Upper Secondary Level,Rural regions,Full-Time Employment,0.37720,1511,4093,0.36235,0.39205
2006,Upper Secondary Level,Rural regions,Regular Part-Time Employment,0.09046,413,4093,0.08167,0.09925
2006,Upper Secondary Level,Rural regions,Vocational Training,0.01064,45,4093,0.00750,0.01379
2006,Upper Secondary Level,Rural regions,"Marginal, Irregular Part-Time Employment",0.05410,222,4093,0.04717,0.06103
2006,Upper Secondary Level,Rural regions,Not Employed,0.46681,1902,4093,0.45152,0.48209
2006,Post-secondary Non-tertiary Level,Urban regions,Full-Time Employment,0.45910,433,912,0.42674,0.49146
2006,Post-secondary Non-tertiary Level,Urban regions,Regular Part-Time Employment,0.15690,146,912,0.13328,0.18052
2006,Post-secondary Non-tertiary Level,Urban regions,"Marginal, Irregular Part-Time Employment",0.05923,50,912,0.04390,0.07456
2006,Post-secondary Non-tertiary Level,Urban regions,Not Employed,0.31998,283,912,0.28969,0.35028
2006,Post-secondary Non-tertiary Level,Rural regions,Full-Time Employment,0.50917,140,275,0.44998,0.56836
