year,migback,pgisced97,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,Direct migration background,Primary Level,Not Employed,0.68651,128,171,0.61677,0.75625
2002,Direct migration background,Lower Secondary Level,Full-Time Employment,0.29847,217,681,0.26407,0.33286
2002,Direct migration background,Lower Secondary Level,Regular Part-Time Employment,0.06814,52,681,0.04920,0.08708
2002,Direct migration background,Lower Secondary Level,Vocational Training,0.06544,34,681,0.04685,0.08403
2002,Direct migration background,Lower Secondary Level,Not Employed,0.52010,378,681,0.48255,0.55766
2002,Direct migration background,Upper Secondary Level,Full-Time Employment,0.43408,459,1009,0.40348,0.46467
2002,Direct migration background,Upper Secondary Level,Regular Part-Time Employment,0.09039,86,1009,0.07269,0.10809
2002,Direct migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.04134,38,1009,0.02905,0.05363
2002,Direct migration background,Upper Secondary Level,Not Employed,0.42234,426,1009,0.39185,0.45284
2002,Direct migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.46128,119,211,0.39386,0.52870
2002,Direct migration background,Post-secondary Non-tertiary Level,Not Employed,0.38419,92,211,0.31841,0.44998
2002,Direct migration background,First Stage of Tertiary Education,Full-Time Employment,0.50424,79,131,0.41830,0.59019
2002,Direct migration background,First Stage of Tertiary Education,Not Employed,0.34941,52,131,0.26745,0.43137
2002,Direct migration background,Second Stage of Tertiary Education,Full-Time Employment,0.43421,206,379,0.38425,0.48418
2002,Direct migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.11249,43,379,0.08064,0.14434
2002,Direct migration background,Second Stage of Tertiary Education,Not Employed,0.41327,130,379,0.36363,0.46291
2002,Indirect migration background,Pre-primary Level,Not Employed,0.88914,70,70,0.81507,0.96322
2002,Indirect migration background,Lower Secondary Level,Full-Time Employment,0.22445,46,184,0.16400,0.28490
2002,Indirect migration background,Lower Secondary Level,Vocational Training,0.35307,58,184,0.28383,0.42232
2002,Indirect migration background,Lower Secondary Level,Not Employed,0.35915,80,184,0.28964,0.42866
2002,Indirect migration background,Upper Secondary Level,Full-Time Employment,0.46990,157,263,0.40946,0.53033
2002,Indirect migration background,Upper Secondary Level,Not Employed,0.34740,106,263,0.28974,0.40505
2002,Indirect migration background,Second Stage of Tertiary Education,Full-Time Employment,0.78372,51,51,0.66960,0.89784
2003,No migration background,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.06737,38,493,0.04522,0.08952
2003,No migration background,Pre-primary Level,Not Employed,0.91235,455,493,0.88736,0.93734
2003,No migration background,Primary Level,Not Employed,0.62802,61,61,0.50572,0.75032
2003,No migration background,Lower Secondary Level,Full-Time Employment,0.13303,232,1884,0.11769,0.14837
2003,No migration background,Lower Secondary Level,Regular Part-Time Employment,0.05136,102,1884,0.04139,0.06133
2003,No migration background,Lower Secondary Level,Vocational Training,0.10359,287,1884,0.08982,0.11735
2003,No migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.02961,62,1884,0.02195,0.03727
2003,No migration background,Lower Secondary Level,Not Employed,0.68007,1201,1884,0.65900,0.70113
2003,No migration background,Upper Secondary Level,Full-Time Employment,0.37223,3771,9808,0.36266,0.38180
2003,No migration background,Upper Secondary Level,Regular Part-Time Employment,0.09783,1076,9808,0.09195,0.10371
2003,No migration background,Upper Secondary Level,Vocational Training,0.00987,120,9808,0.00791,0.01183
2003,No migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.04086,427,9808,0.03695,0.04478
2003,No migration background,Upper Secondary Level,Not Employed,0.47893,4414,9808,0.46905,0.48882
2003,No migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.47781,441,876,0.44472,0.51091
2003,No migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.11956,117,876,0.09806,0.14105
2003,No migration background,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.05958,49,876,0.04390,0.07527
2003,No migration background,Post-secondary Non-tertiary Level,Not Employed,0.33426,269,876,0.30300,0.36552
2003,No migration background,First Stage of Tertiary Education,Full-Time Employment,0.48335,775,1502,0.45807,0.50863
2003,No migration background,First Stage of Tertiary Education,Regular Part-Time Employment,0.10218,178,1502,0.08686,0.11750
2003,No migration background,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02671,46,1502,0.01856,0.03487
2003,No migration background,First Stage of Tertiary Education,Not Employed,0.38723,503,1502,0.36258,0.41187
2003,No migration background,Second Stage of Tertiary Education,Full-Time Employment,0.55357,2311,3914,0.53799,0.56914
2003,No migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.10610,466,3914,0.09645,0.11575
2003,No migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02875,94,3914,0.02351,0.03398
2003,No migration background,Second Stage of Tertiary Education,Not Employed,0.30916,1043,3914,0.29468,0.32364
2003,Direct migration background,Pre-primary Level,Not Employed,0.88713,44,44,0.79255,0.98171
2003,Direct migration background,Primary Level,Full-Time Employment,0.21645,39,158,0.15203,0.28087
2003,Direct migration background,Primary Level,Not Employed,0.70665,119,158,0.63543,0.77787
2003,Direct migration background,Lower Secondary Level,Full-Time Employment,0.26362,193,613,0.22872,0.29853
2003,Direct migration background,Lower Secondary Level,Regular Part-Time Employment,0.07496,58,613,0.05410,0.09583
2003,Direct migration background,Lower Secondary Level,Not Employed,0.57373,362,613,0.53455,0.61291
2003,Direct migration background,Upper Secondary Level,Full-Time Employment,0.41278,415,930,0.38112,0.44444
2003,Direct migration background,Upper Secondary Level,Regular Part-Time Employment,0.11324,98,930,0.09286,0.13362
2003,Direct migration background,Upper Secondary Level,Not Employed,0.44202,417,930,0.41008,0.47395
2003,Direct migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.42141,101,183,0.34967,0.49315
2003,Direct migration background,Post-secondary Non-tertiary Level,Not Employed,0.36928,82,183,0.29916,0.43939
2003,Direct migration background,First Stage of Tertiary Education,Full-Time Employment,0.41471,61,119,0.32581,0.50360
2003,Direct migration background,First Stage of Tertiary Education,Not Employed,0.42423,58,119,0.33506,0.51341
2003,Direct migration background,Second Stage of Tertiary Education,Full-Time Employment,0.45472,184,355,0.40285,0.50659
2003,Direct migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.09549,42,355,0.06488,0.12611
2003,Direct migration background,Second Stage of Tertiary Education,Not Employed,0.40342,129,355,0.35231,0.45452
2003,Indirect migration background,Pre-primary Level,Not Employed,0.82639,61,61,0.73055,0.92224
2003,Indirect migration background,Lower Secondary Level,Full-Time Employment,0.19865,40,165,0.13758,0.25971
2003,Indirect migration background,Lower Secondary Level,Vocational Training,0.28676,51,165,0.21754,0.35597
2003,Indirect migration background,Lower Secondary Level,Not Employed,0.43872,74,165,0.36277,0.51466
2003,Indirect migration background,Upper Secondary Level,Full-Time Employment,0.46614,150,300,0.40959,0.52268
2003,Indirect migration background,Upper Secondary Level,Regular Part-Time Employment,0.11643,38,300,0.08008,0.15279
2003,Indirect migration background,Upper Secondary Level,Not Employed,0.33242,112,300,0.27902,0.38582
2003,Indirect migration background,Second Stage of Tertiary Education,Full-Time Employment,0.80678,49,49,0.69508,0.91848
2004,No migration background,Pre-primary Level,Not Employed,0.92757,459,459,0.90383,0.95131
2004,No migration background,Primary Level,Not Employed,0.65301,56,56,0.52720,0.77881
2004,No migration background,Lower Secondary Level,Full-Time Employment,0.13463,212,1767,0.11871,0.15055
2004,No migration background,Lower Secondary Level,Regular Part-Time Employment,0.05714,105,1767,0.04632,0.06797
2004,No migration background,Lower Secondary Level,Vocational Training,0.10966,268,1767,0.09509,0.12424
2004,No migration background,Lower Secondary Level,"Marginal, Irregular Part-Time Employment",0.03263,60,1767,0.02434,0.04091
2004,No migration background,Lower Secondary Level,Not Employed,0.66340,1122,1767,0.64136,0.68544
2004,No migration background,Upper Secondary Level,Full-Time Employment,0.36258,3585,9507,0.35292,0.37224
2004,No migration background,Upper Secondary Level,Regular Part-Time Employment,0.09531,1019,9507,0.08941,0.10122
2004,No migration background,Upper Secondary Level,Vocational Training,0.01052,123,9507,0.00847,0.01257
2004,No migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.04437,463,9507,0.04023,0.04851
2004,No migration background,Upper Secondary Level,Not Employed,0.48655,4317,9507,0.47650,0.49660
2004,No migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.45933,432,886,0.42650,0.49217
2004,No migration background,Post-secondary Non-tertiary Level,Regular Part-Time Employment,0.11960,119,886,0.09822,0.14098
2004,No migration background,Post-secondary Non-tertiary Level,"Marginal, Irregular Part-Time Employment",0.08340,63,886,0.06518,0.10161
2004,No migration background,Post-secondary Non-tertiary Level,Not Employed,0.33682,272,886,0.30568,0.36795
2004,No migration background,First Stage of Tertiary Education,Full-Time Employment,0.49836,754,1457,0.47268,0.52404
2004,No migration background,First Stage of Tertiary Education,Regular Part-Time Employment,0.09322,168,1457,0.07829,0.10816
2004,No migration background,First Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.03394,54,1457,0.02464,0.04324
2004,No migration background,First Stage of Tertiary Education,Not Employed,0.37364,481,1457,0.34879,0.39849
2004,No migration background,Second Stage of Tertiary Education,Full-Time Employment,0.55339,2266,3871,0.53773,0.56905
2004,No migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.10236,460,3871,0.09281,0.11191
2004,No migration background,Second Stage of Tertiary Education,"Marginal, Irregular Part-Time Employment",0.02952,108,3871,0.02419,0.03485
2004,No migration background,Second Stage of Tertiary Education,Not Employed,0.31347,1037,3871,0.29886,0.32809
2004,Direct migration background,Pre-primary Level,Not Employed,0.87533,53,53,0.78554,0.96512
2004,Direct migration background,Primary Level,Full-Time Employment,0.21939,35,149,0.15272,0.28606
2004,Direct migration background,Primary Level,Not Employed,0.71683,114,149,0.64425,0.78942
2004,Direct migration background,Lower Secondary Level,Full-Time Employment,0.25107,167,583,0.21584,0.28630
2004,Direct migration background,Lower Secondary Level,Regular Part-Time Employment,0.08132,52,583,0.05911,0.10353
2004,Direct migration background,Lower Secondary Level,Not Employed,0.61733,364,583,0.57784,0.65682
2004,Direct migration background,Upper Secondary Level,Full-Time Employment,0.42507,402,936,0.39339,0.45676
2004,Direct migration background,Upper Secondary Level,Regular Part-Time Employment,0.08669,85,936,0.06865,0.10472
2004,Direct migration background,Upper Secondary Level,"Marginal, Irregular Part-Time Employment",0.04164,35,936,0.02884,0.05445
2004,Direct migration background,Upper Secondary Level,Not Employed,0.43791,414,936,0.40611,0.46971
2004,Direct migration background,Post-secondary Non-tertiary Level,Full-Time Employment,0.49812,108,188,0.42646,0.56979
2004,Direct migration background,Post-secondary Non-tertiary Level,Not Employed,0.32117,80,188,0.25425,0.38810
2004,Direct migration background,First Stage of Tertiary Education,Full-Time Employment,0.44618,59,114,0.35452,0.53783
2004,Direct migration background,First Stage of Tertiary Education,Not Employed,0.38990,55,114,0.29997,0.47982
2004,Direct migration background,Second Stage of Tertiary Education,Full-Time Employment,0.40210,177,337,0.34967,0.45453
2004,Direct migration background,Second Stage of Tertiary Education,Regular Part-Time Employment,0.09429,36,337,0.06304,0.12554
2004,Direct migration background,Second Stage of Tertiary Education,Not Employed,0.43848,124,337,0.38543,0.49154
2004,Indirect migration background,Pre-primary Level,Not Employed,0.98616,80,80,0.96039,1.01192
2004,Indirect migration background,Lower Secondary Level,Full-Time Employment,0.19803,39,168,0.13758,0.25847
2004,Indirect migration background,Lower Secondary Level,Vocational Training,0.31340,52,168,0.24305,0.38376
2004,Indirect migration background,Lower Secondary Level,Not Employed,0.40679,77,168,0.33229,0.48130
2004,Indirect migration background,Upper Secondary Level,Full-Time Employment,0.42375,134,290,0.36678,0.48072
2004,Indirect migration background,Upper Secondary Level,Regular Part-Time Employment,0.13940,43,290,0.09946,0.17933
2004,Indirect migration background,Upper Secondary Level,Not Employed,0.33422,113,290,0.27983,0.38860
2004,Indirect migration background,Second Stage of Tertiary Education,Full-Time Employment,0.78476,47,47,0.66599,0.90353
2005,No migration background,Pre-primary Level,"Marginal, Irregular Part-Time Employment",0.06616,34,496,0.04426,0.08805
