year,migback,quintil_oecd,pgemplst,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2003,No migration background,3rd Quintile,Vocational Training,0.02217,89,3456,0.01726,0.02708
2003,No migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.03658,141,3456,0.03032,0.04284
2003,No migration background,3rd Quintile,Not Employed,0.46561,1555,3456,0.44898,0.48224
2003,No migration background,4th Quintile,Full-Time Employment,0.46900,1831,3917,0.45337,0.48463
2003,No migration background,4th Quintile,Regular Part-Time Employment,0.10465,455,3917,0.09506,0.11423
2003,No migration background,4th Quintile,Vocational Training,0.01857,92,3917,0.01435,0.02280
2003,No migration background,4th Quintile,"Marginal, Irregular Part-Time Employment",0.03256,136,3917,0.02700,0.03812
2003,No migration background,4th Quintile,Not Employed,0.37466,1403,3917,0.35950,0.38982
2003,No migration background,5th Quintile,Full-Time Employment,0.53112,3139,5853,0.51833,0.54390
2003,No migration background,5th Quintile,Regular Part-Time Employment,0.10058,690,5853,0.09287,0.10828
2003,No migration background,5th Quintile,Vocational Training,0.01093,95,5853,0.00826,0.01359
2003,No migration background,5th Quintile,"Marginal, Irregular Part-Time Employment",0.03476,200,5853,0.03006,0.03945
2003,No migration background,5th Quintile,Not Employed,0.32243,1729,5853,0.31045,0.33441
2003,Direct migration background,1st Quintile,Full-Time Employment,0.17411,149,745,0.14687,0.20136
2003,Direct migration background,1st Quintile,Regular Part-Time Employment,0.08405,59,745,0.06411,0.10399
2003,Direct migration background,1st Quintile,Not Employed,0.68197,537,745,0.64850,0.71543
2003,Direct migration background,2nd Quintile,Full-Time Employment,0.35164,211,570,0.31241,0.39088
2003,Direct migration background,2nd Quintile,Regular Part-Time Employment,0.11281,65,570,0.08681,0.13880
2003,Direct migration background,2nd Quintile,Not Employed,0.45819,294,570,0.41725,0.49913
2003,Direct migration background,3rd Quintile,Full-Time Employment,0.48458,228,435,0.43756,0.53160
2003,Direct migration background,3rd Quintile,Regular Part-Time Employment,0.09467,46,435,0.06713,0.12222
2003,Direct migration background,3rd Quintile,Not Employed,0.36429,161,435,0.31901,0.40956
2003,Direct migration background,4th Quintile,Full-Time Employment,0.48332,210,396,0.43403,0.53260
2003,Direct migration background,4th Quintile,Regular Part-Time Employment,0.11264,48,396,0.08147,0.14382
2003,Direct migration background,4th Quintile,Not Employed,0.36297,138,396,0.31555,0.41039
2003,Direct migration background,5th Quintile,Full-Time Employment,0.61557,199,336,0.56348,0.66766
2003,Direct migration background,5th Quintile,Regular Part-Time Employment,0.07573,36,336,0.04740,0.10406
2003,Direct migration background,5th Quintile,Not Employed,0.28909,101,336,0.24054,0.33763
2003,Indirect migration background,1st Quintile,Not Employed,0.59688,108,108,0.50393,0.68982
2003,Indirect migration background,2nd Quintile,Full-Time Employment,0.29793,48,111,0.21246,0.38340
2003,Indirect migration background,2nd Quintile,Not Employed,0.41679,63,111,0.32465,0.50892
2003,Indirect migration background,3rd Quintile,Full-Time Employment,0.40113,63,114,0.31076,0.49151
2003,Indirect migration background,3rd Quintile,Not Employed,0.27391,51,114,0.19168,0.35614
2003,Indirect migration background,4th Quintile,Full-Time Employment,0.52760,69,104,0.43119,0.62402
2003,Indirect migration background,4th Quintile,Not Employed,0.23072,35,104,0.14936,0.31208
2003,Indirect migration background,5th Quintile,Full-Time Employment,0.60219,83,129,0.51740,0.68698
2003,Indirect migration background,5th Quintile,Not Employed,0.28530,46,129,0.20707,0.36352
2004,No migration background,1st Quintile,Full-Time Employment,0.14648,376,2311,0.13206,0.16090
2004,No migration background,1st Quintile,Regular Part-Time Employment,0.07683,196,2311,0.06597,0.08770
2004,No migration background,1st Quintile,Vocational Training,0.03871,105,2311,0.03084,0.04657
2004,No migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.06599,149,2311,0.05586,0.07611
2004,No migration background,1st Quintile,Not Employed,0.66620,1485,2311,0.64697,0.68543
2004,No migration background,2nd Quintile,Full-Time Employment,0.26714,849,2995,0.25129,0.28299
2004,No migration background,2nd Quintile,Regular Part-Time Employment,0.08418,266,2995,0.07423,0.09412
2004,No migration background,2nd Quintile,Vocational Training,0.02719,87,2995,0.02136,0.03301
2004,No migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.04482,146,2995,0.03741,0.05224
2004,No migration background,2nd Quintile,Not Employed,0.57497,1647,2995,0.55726,0.59268
2004,No migration background,3rd Quintile,Full-Time Employment,0.36356,1249,3383,0.34735,0.37978
2004,No migration background,3rd Quintile,Regular Part-Time Employment,0.09029,319,3383,0.08063,0.09995
2004,No migration background,3rd Quintile,Vocational Training,0.02187,88,3383,0.01694,0.02680
2004,No migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.03836,146,3383,0.03189,0.04484
2004,No migration background,3rd Quintile,Not Employed,0.48535,1581,3383,0.46850,0.50219
2004,No migration background,4th Quintile,Full-Time Employment,0.44755,1743,3863,0.43186,0.46323
2004,No migration background,4th Quintile,Regular Part-Time Employment,0.10186,437,3863,0.09232,0.11140
2004,No migration background,4th Quintile,Vocational Training,0.01880,96,3863,0.01452,0.02308
2004,No migration background,4th Quintile,"Marginal, Irregular Part-Time Employment",0.03595,145,3863,0.03008,0.04182
2004,No migration background,4th Quintile,Not Employed,0.39585,1442,3863,0.38043,0.41127
2004,No migration background,5th Quintile,Full-Time Employment,0.54264,3071,5704,0.52971,0.55557
2004,No migration background,5th Quintile,Regular Part-Time Employment,0.09413,669,5704,0.08655,0.10171
2004,No migration background,5th Quintile,Vocational Training,0.01121,88,5704,0.00848,0.01395
2004,No migration background,5th Quintile,"Marginal, Irregular Part-Time Employment",0.03206,205,5704,0.02749,0.03664
2004,No migration background,5th Quintile,Not Employed,0.31996,1671,5704,0.30785,0.33206
2004,Direct migration background,1st Quintile,Full-Time Employment,0.20721,146,722,0.17763,0.23680
2004,Direct migration background,1st Quintile,Regular Part-Time Employment,0.06948,50,722,0.05092,0.08804
2004,Direct migration background,1st Quintile,Not Employed,0.66617,526,722,0.63175,0.70059
2004,Direct migration background,2nd Quintile,Full-Time Employment,0.34617,218,588,0.30768,0.38466
2004,Direct migration background,2nd Quintile,Regular Part-Time Employment,0.11126,61,588,0.08582,0.13670
2004,Direct migration background,2nd Quintile,Not Employed,0.48032,309,588,0.43990,0.52074
2004,Direct migration background,3rd Quintile,Full-Time Employment,0.45014,207,423,0.40268,0.49761
2004,Direct migration background,3rd Quintile,Regular Part-Time Employment,0.10466,44,423,0.07546,0.13387
2004,Direct migration background,3rd Quintile,Not Employed,0.39353,172,423,0.34692,0.44014
2004,Direct migration background,4th Quintile,Full-Time Employment,0.51457,198,345,0.46176,0.56739
2004,Direct migration background,4th Quintile,Regular Part-Time Employment,0.09433,39,345,0.06344,0.12521
2004,Direct migration background,4th Quintile,Not Employed,0.36028,108,345,0.30955,0.41101
2004,Direct migration background,5th Quintile,Full-Time Employment,0.56407,183,330,0.51048,0.61765
2004,Direct migration background,5th Quintile,Regular Part-Time Employment,0.09301,37,330,0.06163,0.12440
2004,Direct migration background,5th Quintile,Not Employed,0.31337,110,330,0.26324,0.36349
2004,Indirect migration background,1st Quintile,Full-Time Employment,0.13874,32,132,0.07954,0.19793
2004,Indirect migration background,1st Quintile,Not Employed,0.52898,100,132,0.44350,0.61446
2004,Indirect migration background,2nd Quintile,Full-Time Employment,0.27774,40,114,0.19516,0.36033
2004,Indirect migration background,2nd Quintile,Not Employed,0.41992,74,114,0.32892,0.51092
2004,Indirect migration background,3rd Quintile,Full-Time Employment,0.32868,62,137,0.24973,0.40762
2004,Indirect migration background,3rd Quintile,Not Employed,0.45778,75,137,0.37405,0.54151
2004,Indirect migration background,4th Quintile,Full-Time Employment,0.48063,63,98,0.38120,0.58006
2004,Indirect migration background,4th Quintile,Not Employed,0.21476,35,98,0.13303,0.29648
2004,Indirect migration background,5th Quintile,Full-Time Employment,0.59392,81,125,0.50748,0.68036
2004,Indirect migration background,5th Quintile,Not Employed,0.27970,44,125,0.20070,0.35871
2005,No migration background,1st Quintile,Full-Time Employment,0.15238,356,2227,0.13745,0.16731
2005,No migration background,1st Quintile,Regular Part-Time Employment,0.07858,170,2227,0.06740,0.08975
2005,No migration background,1st Quintile,Vocational Training,0.03610,88,2227,0.02835,0.04385
2005,No migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.05832,136,2227,0.04859,0.06806
2005,No migration background,1st Quintile,Not Employed,0.66761,1477,2227,0.64804,0.68718
2005,No migration background,2nd Quintile,Full-Time Employment,0.26422,788,2926,0.24824,0.28020
2005,No migration background,2nd Quintile,Regular Part-Time Employment,0.08210,251,2926,0.07215,0.09205
2005,No migration background,2nd Quintile,Vocational Training,0.02660,95,2926,0.02077,0.03243
2005,No migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.04353,142,2926,0.03614,0.05093
2005,No migration background,2nd Quintile,Not Employed,0.58171,1650,2926,0.56384,0.59959
2005,No migration background,3rd Quintile,Full-Time Employment,0.36458,1151,3169,0.34782,0.38134
2005,No migration background,3rd Quintile,Regular Part-Time Employment,0.10406,348,3169,0.09343,0.11469
2005,No migration background,3rd Quintile,Vocational Training,0.02285,76,3169,0.01764,0.02805
2005,No migration background,3rd Quintile,"Marginal, Irregular Part-Time Employment",0.03898,124,3169,0.03224,0.04571
2005,No migration background,3rd Quintile,Not Employed,0.46819,1470,3169,0.45082,0.48557
2005,No migration background,4th Quintile,Full-Time Employment,0.43936,1681,3784,0.42354,0.45517
2005,No migration background,4th Quintile,Regular Part-Time Employment,0.10588,437,3784,0.09608,0.11569
2005,No migration background,4th Quintile,Vocational Training,0.02262,91,3784,0.01788,0.02736
2005,No migration background,4th Quintile,"Marginal, Irregular Part-Time Employment",0.04600,166,3784,0.03933,0.05268
2005,No migration background,4th Quintile,Not Employed,0.38495,1409,3784,0.36944,0.40046
2005,No migration background,5th Quintile,Full-Time Employment,0.55144,2873,5374,0.53814,0.56474
2005,No migration background,5th Quintile,Regular Part-Time Employment,0.09246,605,5374,0.08471,0.10020
2005,No migration background,5th Quintile,Vocational Training,0.01067,67,5374,0.00792,0.01342
2005,No migration background,5th Quintile,"Marginal, Irregular Part-Time Employment",0.03714,218,5374,0.03209,0.04220
2005,No migration background,5th Quintile,Not Employed,0.30829,1611,5374,0.29594,0.32064
2005,Direct migration background,1st Quintile,Full-Time Employment,0.16826,119,693,0.14038,0.19613
2005,Direct migration background,1st Quintile,Regular Part-Time Employment,0.07633,41,693,0.05655,0.09611
2005,Direct migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.05675,36,693,0.03951,0.07399
2005,Direct migration background,1st Quintile,Not Employed,0.67116,497,693,0.63616,0.70616
2005,Direct migration background,2nd Quintile,Full-Time Employment,0.35243,186,541,0.31214,0.39272
2005,Direct migration background,2nd Quintile,Regular Part-Time Employment,0.07841,42,541,0.05574,0.10108
2005,Direct migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.05092,32,541,0.03237,0.06946
2005,Direct migration background,2nd Quintile,Not Employed,0.49535,281,541,0.45317,0.53752
2005,Direct migration background,3rd Quintile,Full-Time Employment,0.43353,182,397,0.38472,0.48234
2005,Direct migration background,3rd Quintile,Regular Part-Time Employment,0.15073,59,397,0.11549,0.18597
2005,Direct migration background,3rd Quintile,Not Employed,0.36149,156,397,0.31417,0.40880
2005,Direct migration background,4th Quintile,Full-Time Employment,0.45961,173,336,0.40624,0.51298
2005,Direct migration background,4th Quintile,Regular Part-Time Employment,0.12405,46,336,0.08875,0.15935
2005,Direct migration background,4th Quintile,Not Employed,0.35079,117,336,0.29969,0.40190
2005,Direct migration background,5th Quintile,Full-Time Employment,0.58934,178,312,0.53466,0.64401
2005,Direct migration background,5th Quintile,Regular Part-Time Employment,0.08183,32,312,0.05137,0.11230
2005,Direct migration background,5th Quintile,Not Employed,0.27986,102,312,0.22996,0.32975
2005,Indirect migration background,1st Quintile,Full-Time Employment,0.18666,39,158,0.12571,0.24761
2005,Indirect migration background,1st Quintile,Not Employed,0.56537,119,158,0.48782,0.64291
2005,Indirect migration background,2nd Quintile,Full-Time Employment,0.24233,36,115,0.16367,0.32099
2005,Indirect migration background,2nd Quintile,Not Employed,0.50202,79,115,0.41023,0.59380
2005,Indirect migration background,3rd Quintile,Full-Time Employment,0.39406,67,128,0.30907,0.47904
2005,Indirect migration background,3rd Quintile,Not Employed,0.38774,61,128,0.30300,0.47248
2005,Indirect migration background,4th Quintile,Full-Time Employment,0.53613,78,124,0.44800,0.62427
2005,Indirect migration background,4th Quintile,Not Employed,0.24365,46,124,0.16778,0.31952
2005,Indirect migration background,5th Quintile,Full-Time Employment,0.57646,77,124,0.48913,0.66378
2005,Indirect migration background,5th Quintile,Not Employed,0.28974,47,124,0.20957,0.36991
2006,No migration background,1st Quintile,Full-Time Employment,0.13979,306,2171,0.12520,0.15438
2006,No migration background,1st Quintile,Regular Part-Time Employment,0.07288,179,2171,0.06194,0.08382
2006,No migration background,1st Quintile,Vocational Training,0.04205,95,2171,0.03361,0.05050
2006,No migration background,1st Quintile,"Marginal, Irregular Part-Time Employment",0.08671,184,2171,0.07487,0.09856
2006,No migration background,1st Quintile,Not Employed,0.64882,1407,2171,0.62873,0.66890
2006,No migration background,2nd Quintile,Full-Time Employment,0.26517,745,2739,0.24864,0.28171
2006,No migration background,2nd Quintile,Regular Part-Time Employment,0.07556,224,2739,0.06566,0.08546
2006,No migration background,2nd Quintile,Vocational Training,0.02643,79,2739,0.02042,0.03244
2006,No migration background,2nd Quintile,"Marginal, Irregular Part-Time Employment",0.04606,142,2739,0.03820,0.05391
2006,No migration background,2nd Quintile,Not Employed,0.58291,1549,2739,0.56445,0.60138
2006,No migration background,3rd Quintile,Full-Time Employment,0.38299,1129,3076,0.36581,0.40017
2006,No migration background,3rd Quintile,Regular Part-Time Employment,0.09461,318,3076,0.08427,0.10496
