"pli0089","year","bildungsniveau","migback","n","percent","lower_confidence","upper_confidence"
"Nie","2001","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2001","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2001","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2001","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2001","Realschule","kein Migrationshintergrund","","","",""
"Nie","2001","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2001","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2001","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2001","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2001","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2001","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2001","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2001","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","2002","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","2002","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","2002","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","2002","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","2002","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","2002","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2002","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","2002","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","2002","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2002","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","2002","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","2002","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","2002","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","2002","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","2002","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2002","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2002","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","2002","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","2002","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","2002","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","2002","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","2002","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","2002","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","2002","Realschule","kein Migrationshintergrund","","","",""
"Seltener","2002","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","2002","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","2002","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","2002","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","2002","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","2002","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","2002","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","2002","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2002","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","2002","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","2002","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2002","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","2002","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","2002","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","2002","Realschule","kein Migrationshintergrund","","","",""
"Nie","2002","Realschule","direkter Migrationshintergrund","","","",""
"Nie","2002","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","2002","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","2002","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","2002","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","2002","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","2002","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","2002","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","2003","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","2003","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","2003","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","2003","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","2003","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2003","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","2003","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","2003","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","2003","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","2003","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","2003","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","2003","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","2003","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","2003","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2003","(noch) kein Abschluss","kein Migrationshintergrund","78","0.103151707064619","0.0783556929725371","0.127947721156701"
"Min 1x pro Woche","2003","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2003","Hauptschule","kein Migrationshintergrund","272","0.0389075340803467","0.0343059791463405","0.0435090890143529"
"Min 1x pro Woche","2003","Hauptschule","direkter Migrationshintergrund","62","0.0459209396033235","0.0347388459293108","0.0571030332773363"
"Min 1x pro Woche","2003","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2003","Realschule","kein Migrationshintergrund","296","0.0491761454108853","0.0433682931333337","0.0549839976884368"
"Min 1x pro Woche","2003","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2003","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2003","(Fach-)Abitur","kein Migrationshintergrund","127","0.0658138192103839","0.0545392358387429","0.0770884025820249"
"Min 1x pro Woche","2003","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2003","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","2003","AkademikerIn","kein Migrationshintergrund","140","0.0367101995369614","0.0308022941894304","0.0426181048844923"
"Min 1x pro Woche","2003","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","2003","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2003","(noch) kein Abschluss","kein Migrationshintergrund","107","0.173223948800359","0.142372036856656","0.204075860744063"
"Min 1x pro Monat","2003","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2003","Hauptschule","kein Migrationshintergrund","412","0.0576760710084735","0.0521284968676058","0.0632236451493413"
"Min 1x pro Monat","2003","Hauptschule","direkter Migrationshintergrund","72","0.0443579574126571","0.0333588117159834","0.0553571031093308"
"Min 1x pro Monat","2003","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2003","Realschule","kein Migrationshintergrund","471","0.0910051507612793","0.0832800885980417","0.0987302129245168"
"Min 1x pro Monat","2003","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2003","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2003","(Fach-)Abitur","kein Migrationshintergrund","223","0.108568688727806","0.0944230854225722","0.12271429203304"
"Min 1x pro Monat","2003","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2003","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","2003","AkademikerIn","kein Migrationshintergrund","296","0.0791622504852948","0.070679976456399","0.0876445245141906"
"Min 1x pro Monat","2003","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","2003","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","2003","(noch) kein Abschluss","kein Migrationshintergrund","193","0.317693206865131","0.279737421361498","0.355648992368764"
"Seltener","2003","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","32","0.28994621091822","0.189251853879358","0.390640567957082"
"Seltener","2003","Hauptschule","kein Migrationshintergrund","1649","0.234107528392398","0.224031328797584","0.244183727987212"
"Seltener","2003","Hauptschule","direkter Migrationshintergrund","216","0.150455981923673","0.131356427577951","0.169555536269395"
"Seltener","2003","Hauptschule","indirekter Migrationshintergrund","61","0.210935741248404","0.160763615105918","0.26110786739089"
"Seltener","2003","Realschule","kein Migrationshintergrund","1800","0.348134883810564","0.33533986505803","0.360929902563097"
"Seltener","2003","Realschule","direkter Migrationshintergrund","58","0.304245204803544","0.241869577959413","0.366620831647675"
"Seltener","2003","Realschule","indirekter Migrationshintergrund","57","0.263764909367136","0.203144782994837","0.324385035739434"
"Seltener","2003","(Fach-)Abitur","kein Migrationshintergrund","701","0.366675398180327","0.344763535291747","0.388587261068906"
"Seltener","2003","(Fach-)Abitur","direkter Migrationshintergrund","88","0.218172449723501","0.177899554928869","0.258445344518132"
"Seltener","2003","(Fach-)Abitur","indirekter Migrationshintergrund","44","0.368702153580331","0.287318684588243","0.450085622572419"
"Seltener","2003","AkademikerIn","kein Migrationshintergrund","1394","0.339258422054883","0.324383907116072","0.354132936993694"
"Seltener","2003","AkademikerIn","direkter Migrationshintergrund","96","0.269726974769856","0.224196049189825","0.315257900349888"
"Seltener","2003","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","2003","(noch) kein Abschluss","kein Migrationshintergrund","196","0.401465723139637","0.361503198150938","0.441428248128336"
"Nie","2003","(noch) kein Abschluss","direkter Migrationshintergrund","181","0.769508091212212","0.714961855178749","0.824054327245675"
"Nie","2003","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","2003","Hauptschule","kein Migrationshintergrund","4445","0.668627442385128","0.657426474812175","0.67982840995808"
"Nie","2003","Hauptschule","direkter Migrationshintergrund","995","0.758609357325944","0.735748375718392","0.781470338933495"
"Nie","2003","Hauptschule","indirekter Migrationshintergrund","150","0.613794400769079","0.553918511461313","0.673670290076846"
"Nie","2003","Realschule","kein Migrationshintergrund","2756","0.511236352846776","0.497810292423978","0.524662413269575"
"Nie","2003","Realschule","direkter Migrationshintergrund","124","0.576724864359833","0.509740928163275","0.64370880055639"
"Nie","2003","Realschule","indirekter Migrationshintergrund","97","0.451261238316257","0.382807541516262","0.519714935116252"
"Nie","2003","(Fach-)Abitur","kein Migrationshintergrund","801","0.455953814106091","0.433307186035002","0.47860044217718"
"Nie","2003","(Fach-)Abitur","direkter Migrationshintergrund","265","0.666794964697699","0.620831861527921","0.712758067867477"
"Nie","2003","(Fach-)Abitur","indirekter Migrationshintergrund","68","0.476961748242808","0.392707907425674","0.561215589059943"
"Nie","2003","AkademikerIn","kein Migrationshintergrund","2060","0.544564968917919","0.528919098043616","0.560210839792222"
"Nie","2003","AkademikerIn","direkter Migrationshintergrund","237","0.638767518061252","0.58948799815279","0.688047037969714"
"Nie","2003","AkademikerIn","indirekter Migrationshintergrund","33","0.484060287358337","0.360656916724536","0.607463657992138"
