"hgeqpgar","year","bula_h","quintil","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","2002","Bremen","3","25","","",""
"Ja","2002","Bremen","4","22","","",""
"Ja","2002","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2002","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2002","Nordrhein-Westfalen","2","781","0.578162699523879","0.551399271280492","0.604926127767267"
"Ja","2002","Nordrhein-Westfalen","3","829","0.676816223123713","0.650365549097591","0.703266897149836"
"Ja","2002","Nordrhein-Westfalen","4","922","0.665200317632264","0.639007416304851","0.691393218959677"
"Ja","2002","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2002","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2002","Hessen","2","262","","",""
"Ja","2002","Hessen","3","303","0.763780460625476","0.721296533038582","0.806264388212369"
"Ja","2002","Hessen","4","357","0.68182504238058","0.639536316134164","0.724113768626996"
"Ja","2002","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2002","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2002","Rheinland-Pfalz,Saarland","2","371","0.813632695529606","0.778239426878365","0.849025964180848"
"Ja","2002","Rheinland-Pfalz,Saarland","3","275","","",""
"Ja","2002","Rheinland-Pfalz,Saarland","4","296","","",""
"Ja","2002","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2002","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2002","Baden-Wuerttemberg","2","453","0.635735650258934","0.601156983765426","0.670314316752442"
"Ja","2002","Baden-Wuerttemberg","3","508","0.640189636211932","0.606679504403933","0.67369976801993"
"Ja","2002","Baden-Wuerttemberg","4","545","0.664759320887978","0.631284983786784","0.698233657989173"
"Ja","2002","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2002","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2002","Bayern","2","593","0.660264443940373","0.628936615688673","0.691592272192072"
"Ja","2002","Bayern","3","593","0.698994146517147","0.666720988052009","0.731267304982284"
"Ja","2002","Bayern","4","701","0.734469001119802","0.705760501258816","0.763177500980787"
"Ja","2002","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2002","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2002","Saarland","2","","","",""
"Ja","2002","Saarland","3","","","",""
"Ja","2002","Saarland","4","","","",""
"Ja","2002","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2002","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Ja","2002","Berlin","2","33","0.182536640576389","0.124124566844024","0.240948714308754"
"Ja","2002","Berlin","3","37","0.162918573602601","0.111738342150924","0.214098805054279"
"Ja","2002","Berlin","4","62","0.188861025744858","0.13816788998344","0.239554161506276"
"Ja","2002","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Ja","2002","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2002","Brandenburg","2","185","","",""
"Ja","2002","Brandenburg","3","156","","",""
"Ja","2002","Brandenburg","4","117","","",""
"Ja","2002","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2002","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2002","Mecklenburg-Vorpommern","2","98","0.553997609428036","0.480560716180056","0.627434502676017"
"Ja","2002","Mecklenburg-Vorpommern","3","67","0.431376089692785","0.349041697395393","0.513710481990177"
"Ja","2002","Mecklenburg-Vorpommern","4","60","0.572971264953067","0.470205594774619","0.675736935131515"
"Ja","2002","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2002","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2002","Sachsen","2","305","0.557016326422778","0.514484868494621","0.599547784350934"
"Ja","2002","Sachsen","3","269","","",""
"Ja","2002","Sachsen","4","151","","",""
"Ja","2002","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2002","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2002","Sachsen-Anhalt","2","232","","",""
"Ja","2002","Sachsen-Anhalt","3","183","","",""
"Ja","2002","Sachsen-Anhalt","4","124","","",""
"Ja","2002","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2002","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2002","Thueringen","2","190","","",""
"Ja","2002","Thueringen","3","165","","",""
"Ja","2002","Thueringen","4","119","","",""
"Ja","2002","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","Schleswig-Holstein","2","48","0.255732542382928","0.191821030867503","0.319644053898352"
"Nein","2002","Schleswig-Holstein","3","36","0.224079278109335","0.162823422073402","0.285335134145267"
"Nein","2002","Schleswig-Holstein","4","39","0.222751849877329","0.165371536664352","0.280132163090305"
"Nein","2002","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","Hamburg","2","42","0.656073456160752","0.538776458080478","0.773370454241025"
"Nein","2002","Hamburg","3","39","0.586069229982198","0.471502838938283","0.700635621026114"
"Nein","2002","Hamburg","4","36","0.582698811136899","0.48025164143318","0.685145980840618"
"Nein","2002","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","Niedersachsen","2","137","","",""
"Nein","2002","Niedersachsen","3","115","","",""
"Nein","2002","Niedersachsen","4","88","0.158783299025394","0.128239496731742","0.189327101319047"
"Nein","2002","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","Bremen","2","17","","",""
"Nein","2002","Bremen","3","18","","",""
"Nein","2002","Bremen","4","14","","",""
"Nein","2002","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","Nordrhein-Westfalen","2","527","0.421837300476121","0.395073872232733","0.448600728719508"
"Nein","2002","Nordrhein-Westfalen","3","372","0.323183776876287","0.296733102850164","0.349634450902409"
"Nein","2002","Nordrhein-Westfalen","4","325","0.334799682367736","0.308606781040323","0.360992583695149"
"Nein","2002","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","Hessen","2","164","","",""
"Nein","2002","Hessen","3","81","0.236219539374524","0.193735611787631","0.278703466961418"
"Nein","2002","Hessen","4","109","","",""
"Nein","2002","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","Rheinland-Pfalz,Saarland","2","94","0.186367304470394","0.150974035819152","0.221760573121635"
"Nein","2002","Rheinland-Pfalz,Saarland","3","92","0.302613796240307","0.255613986860031","0.349613605620584"
"Nein","2002","Rheinland-Pfalz,Saarland","4","63","0.20738888656559","0.165449344375776","0.249328428755404"
"Nein","2002","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","Baden-Wuerttemberg","2","291","","",""
"Nein","2002","Baden-Wuerttemberg","3","280","","",""
"Nein","2002","Baden-Wuerttemberg","4","219","","",""
"Nein","2002","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","Bayern","2","285","","",""
"Nein","2002","Bayern","3","183","","",""
"Nein","2002","Bayern","4","208","","",""
"Nein","2002","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","Saarland","2","","","",""
"Nein","2002","Saarland","3","","","",""
"Nein","2002","Saarland","4","","","",""
"Nein","2002","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","Berlin","2","135","","",""
"Nein","2002","Berlin","3","163","","",""
"Nein","2002","Berlin","4","167","","",""
"Nein","2002","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","Brandenburg","2","132","","",""
"Nein","2002","Brandenburg","3","104","","",""
"Nein","2002","Brandenburg","4","56","0.352287143273694","0.281106043255958","0.42346824329143"
"Nein","2002","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","Mecklenburg-Vorpommern","2","78","0.446002390571964","0.372565497323983","0.519439283819944"
"Nein","2002","Mecklenburg-Vorpommern","3","72","0.568623910307215","0.486289518009823","0.650958302604607"
"Nein","2002","Mecklenburg-Vorpommern","4","29","","",""
"Nein","2002","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","Sachsen","2","219","","",""
"Nein","2002","Sachsen","3","170","","",""
"Nein","2002","Sachsen","4","105","","",""
"Nein","2002","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","Sachsen-Anhalt","2","102","","",""
"Nein","2002","Sachsen-Anhalt","3","92","0.313237295396963","0.258419466877436","0.368055123916491"
"Nein","2002","Sachsen-Anhalt","4","62","0.446339622453055","0.374898863105023","0.517780381801087"
"Nein","2002","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Nein","2002","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2002","Thueringen","2","118","","",""
"Nein","2002","Thueringen","3","97","0.372395968545254","0.313857306357064","0.430934630733444"
"Nein","2002","Thueringen","4","43","0.37216949487102","0.297733640597431","0.446605349144609"
"Nein","2002","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","Schleswig-Holstein","2","137","","",""
"Ja","2003","Schleswig-Holstein","3","108","","",""
"Ja","2003","Schleswig-Holstein","4","186","","",""
"Ja","2003","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","Hamburg","2","19","","",""
"Ja","2003","Hamburg","3","40","0.441108059111198","0.336169454441128","0.546046663781269"
"Ja","2003","Hamburg","4","44","0.327955115580112","0.226342528339183","0.429567702821042"
"Ja","2003","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","Niedersachsen","2","383","0.742775184994063","0.705874125703826","0.7796762442843"
"Ja","2003","Niedersachsen","3","453","0.828093618946476","0.796446258928446","0.859740978964506"
"Ja","2003","Niedersachsen","4","458","0.86497861066238","0.835661794080764","0.894295427243996"
"Ja","2003","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","Bremen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","Bremen","2","11","","",""
"Ja","2003","Bremen","3","25","","",""
"Ja","2003","Bremen","4","18","","",""
"Ja","2003","Bremen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","Nordrhein-Westfalen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","Nordrhein-Westfalen","2","765","0.58735909152864","0.559924327481709","0.614793855575572"
"Ja","2003","Nordrhein-Westfalen","3","904","0.697083680607277","0.671558594916685","0.722608766297868"
"Ja","2003","Nordrhein-Westfalen","4","940","0.660854225543761","0.634939290819702","0.68676916026782"
"Ja","2003","Nordrhein-Westfalen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","Hessen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","Hessen","2","234","","",""
"Ja","2003","Hessen","3","266","","",""
"Ja","2003","Hessen","4","325","0.736106497368237","0.694154771026688","0.778058223709786"
"Ja","2003","Hessen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","Rheinland-Pfalz,Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","Rheinland-Pfalz,Saarland","2","252","","",""
"Ja","2003","Rheinland-Pfalz,Saarland","3","279","","",""
"Ja","2003","Rheinland-Pfalz,Saarland","4","308","0.755851454304038","0.712256224382944","0.799446684225133"
"Ja","2003","Rheinland-Pfalz,Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","Baden-Wuerttemberg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","Baden-Wuerttemberg","2","408","0.624024458605978","0.587292806483663","0.660756110728293"
"Ja","2003","Baden-Wuerttemberg","3","585","0.703480681508711","0.672315210042798","0.734646152974624"
"Ja","2003","Baden-Wuerttemberg","4","506","0.639017118724287","0.604982810838449","0.673051426610126"
"Ja","2003","Baden-Wuerttemberg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","Bayern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","Bayern","2","648","0.710244579892542","0.68032279561256","0.740166364172523"
"Ja","2003","Bayern","3","659","0.731423042235558","0.701852357085556","0.76099372738556"
"Ja","2003","Bayern","4","676","0.714382811262425","0.683890385718842","0.744875236806008"
"Ja","2003","Bayern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","Saarland","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","Saarland","2","","","",""
"Ja","2003","Saarland","3","","","",""
"Ja","2003","Saarland","4","","","",""
"Ja","2003","Saarland","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","Berlin","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","Berlin","2","19","","",""
"Ja","2003","Berlin","3","45","0.191914199990211","0.137336480385512","0.246491919594911"
"Ja","2003","Berlin","4","71","0.223018620889458","0.167505315912138","0.278531925866777"
"Ja","2003","Berlin","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","Brandenburg","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","Brandenburg","2","154","","",""
"Ja","2003","Brandenburg","3","161","","",""
"Ja","2003","Brandenburg","4","135","","",""
"Ja","2003","Brandenburg","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","Mecklenburg-Vorpommern","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","Mecklenburg-Vorpommern","2","89","0.579987795257318","0.504449609566178","0.655525980948459"
"Ja","2003","Mecklenburg-Vorpommern","3","64","0.503869364254556","0.414412335886652","0.59332639262246"
"Ja","2003","Mecklenburg-Vorpommern","4","60","0.473492119562842","0.372556842426142","0.574427396699543"
"Ja","2003","Mecklenburg-Vorpommern","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","Sachsen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","Sachsen","2","319","0.583304420955637","0.540047570152806","0.626561271758468"
"Ja","2003","Sachsen","3","238","","",""
"Ja","2003","Sachsen","4","183","","",""
"Ja","2003","Sachsen","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","Sachsen-Anhalt","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","Sachsen-Anhalt","2","188","","",""
"Ja","2003","Sachsen-Anhalt","3","162","","",""
"Ja","2003","Sachsen-Anhalt","4","130","","",""
"Ja","2003","Sachsen-Anhalt","5 Einkommensstärkstes Quintil","","","",""
"Ja","2003","Thueringen","1 Einkommensschwächstes Quintil","","","",""
"Ja","2003","Thueringen","2","193","","",""
"Ja","2003","Thueringen","3","193","","",""
"Ja","2003","Thueringen","4","128","","",""
"Ja","2003","Thueringen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2003","Schleswig-Holstein","1 Einkommensschwächstes Quintil","","","",""
"Nein","2003","Schleswig-Holstein","2","42","0.266042129479113","0.201308143531555","0.330776115426672"
"Nein","2003","Schleswig-Holstein","3","28","","",""
"Nein","2003","Schleswig-Holstein","4","47","0.229063405756828","0.175105222625733","0.283021588887922"
"Nein","2003","Schleswig-Holstein","5 Einkommensstärkstes Quintil","","","",""
"Nein","2003","Hamburg","1 Einkommensschwächstes Quintil","","","",""
"Nein","2003","Hamburg","2","37","0.694142251756522","0.573461484928065","0.814823018584979"
"Nein","2003","Hamburg","3","46","0.558891940888802","0.453953336218731","0.663830545558872"
"Nein","2003","Hamburg","4","38","0.672044884419888","0.570432297178958","0.773657471660817"
"Nein","2003","Hamburg","5 Einkommensstärkstes Quintil","","","",""
"Nein","2003","Niedersachsen","1 Einkommensschwächstes Quintil","","","",""
"Nein","2003","Niedersachsen","2","156","","",""
"Nein","2003","Niedersachsen","3","93","0.171906381053524","0.140259021035494","0.203553741071554"
"Nein","2003","Niedersachsen","4","64","0.13502138933762","0.105704572756004","0.164338205919236"
"Nein","2003","Niedersachsen","5 Einkommensstärkstes Quintil","","","",""
"Nein","2003","Bremen","1 Einkommensschwächstes Quintil","","","",""
