"pgstib","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"NE: Rentner/Rentnerin","1996","Ostdeutschland, neue Bundeslaender","maennlich","294","0.22988055755806","0.210212167141699","0.249548947974422"
"NE: Rentner/Rentnerin","1996","Ostdeutschland, neue Bundeslaender","weiblich","489","0.366983200615811","0.345519035994394","0.388447365237229"
"NE: Wehr- und Zivildienst","1996","Westdeutschland, alte Bundeslaender","maennlich","30","0.00810302318413782","0.00549664176266747","0.0107094046056082"
"NE: Wehr- und Zivildienst","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: Wehr- und Zivildienst","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: Wehr- und Zivildienst","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1996","Westdeutschland, alte Bundeslaender","maennlich","144","0.0267245020143011","0.0220357868229257","0.0314132172056765"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1996","Westdeutschland, alte Bundeslaender","weiblich","116","0.017317946209286","0.0136522086080639","0.020983683810508"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1996","Ostdeutschland, neue Bundeslaender","maennlich","82","0.0368401130611374","0.0280347285297451","0.0456454975925298"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1996","Ostdeutschland, neue Bundeslaender","weiblich","81","0.0280703313607058","0.0207146235412353","0.0354260391801762"
"Auszubildende, gewerblich-technisch (ab 2000)","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Volontäre, Praktikanten","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Volontäre, Praktikanten","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Volontäre, Praktikanten","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Volontäre, Praktikanten","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Aspiranten (1990 Ost)","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Aspiranten (1990 Ost)","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Aspiranten (1990 Ost)","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Aspiranten (1990 Ost)","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"ungelernter Arbeiter","1996","Westdeutschland, alte Bundeslaender","maennlich","131","0.0183984554868901","0.0144914911499355","0.0223054198238446"
"ungelernter Arbeiter","1996","Westdeutschland, alte Bundeslaender","weiblich","206","0.0309849365689094","0.0261158528870724","0.0358540202507464"
"ungelernter Arbeiter","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"ungelernter Arbeiter","1996","Ostdeutschland, neue Bundeslaender","weiblich","32","0.0145519737848467","0.00921910258730434","0.0198848449823891"
"angelernter Arbeiter","1996","Westdeutschland, alte Bundeslaender","maennlich","494","0.0706413059464892","0.0631922336381452","0.0780903782548333"
"angelernter Arbeiter","1996","Westdeutschland, alte Bundeslaender","weiblich","341","0.0454509554802101","0.0395979719628943","0.0513039389975258"
"angelernter Arbeiter","1996","Ostdeutschland, neue Bundeslaender","maennlich","95","0.0542805762020054","0.0436894526420987","0.0648716997619122"
"angelernter Arbeiter","1996","Ostdeutschland, neue Bundeslaender","weiblich","72","0.0309418672041122","0.0232304987415774","0.0386532356666471"
"gelernte und Facharbeiter","1996","Westdeutschland, alte Bundeslaender","maennlich","698","0.123990621578933","0.114409200125978","0.133572043031888"
"gelernte und Facharbeiter","1996","Westdeutschland, alte Bundeslaender","weiblich","96","0.0159556942649955","0.0124346470557577","0.0194767414742334"
"gelernte und Facharbeiter","1996","Ostdeutschland, neue Bundeslaender","maennlich","400","0.214314022121845","0.195132262233638","0.233495782010052"
"gelernte und Facharbeiter","1996","Ostdeutschland, neue Bundeslaender","weiblich","106","0.0494748645875887","0.0398175275003101","0.0591322016748673"
"Vorarbeiter, Kolonnenführer","1996","Westdeutschland, alte Bundeslaender","maennlich","111","0.0242597953456275","0.0197868683108617","0.0287327223803933"
"Vorarbeiter, Kolonnenführer","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Vorarbeiter, Kolonnenführer","1996","Ostdeutschland, neue Bundeslaender","maennlich","61","0.0281385399842944","0.0204083242291369","0.0358687557394519"
"Vorarbeiter, Kolonnenführer","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Meister, Polier","1996","Westdeutschland, alte Bundeslaender","maennlich","39","0.00686844823170966","0.00446732830635619","0.00926956815706312"
"Meister, Polier","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Meister, Polier","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Meister, Polier","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt ohne Mitarbeiter (ab 2000)","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 1-9 Mitarbeiter (ab 2000)","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"selbständiger Landwirt 10+ Mitarbeiter (ab 2000)","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker","1996","Westdeutschland, alte Bundeslaender","maennlich","67","0.0176274221024191","0.0138016978434688","0.0214531463613694"
"Freiberufler, Akademiker","1996","Westdeutschland, alte Bundeslaender","weiblich","41","0.00980063656202327","0.00703245142578151","0.012568821698265"
"Freiberufler, Akademiker","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker ohne Mitarbeiter (ab 2000)","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker, 1-9 Mitarbeiter (ab 2000)","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Freiberufler, Akademiker, 10+ Mitarbeiter (ab 2000)","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"sonstige selbständiger","1996","Westdeutschland, alte Bundeslaender","maennlich","206","0.0480579239324975","0.0418396634356449","0.0542761844293501"
"sonstige selbständiger","1996","Westdeutschland, alte Bundeslaender","weiblich","76","0.0165321016723753","0.0129490687657056","0.020115134579045"
"sonstige selbständiger","1996","Ostdeutschland, neue Bundeslaender","maennlich","78","0.0419280633430431","0.0325591306995459","0.0512969959865403"
"sonstige selbständiger","1996","Ostdeutschland, neue Bundeslaender","weiblich","36","0.0171059911665847","0.0113315395565573","0.0228804427766121"
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"sonstige selbständiger, ohne Mitarbeiter (ab 1997)","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"mithelfende Familienangehörige","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"mithelfende Familienangehörige","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"mithelfende Familienangehörige","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"mithelfende Familienangehörige","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","1996","Westdeutschland, alte Bundeslaender","maennlich","49","0.0129932507754606","0.00970094534188728","0.016285556209034"
"Angestellte, Industrie- und Werkmeister","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Angestellte, Industrie- und Werkmeister","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Angestellte, Industrie- und Werkmeister","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1996","Westdeutschland, alte Bundeslaender","maennlich","51","0.0111035678839931","0.00805716155991199","0.0141499742080742"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1996","Westdeutschland, alte Bundeslaender","weiblich","171","0.0268943140213097","0.0223484450925103","0.031440182950109"
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1996","Ostdeutschland, neue Bundeslaender","weiblich","50","0.0206758062799652","0.0143388932068599","0.0270127193530705"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1996","Westdeutschland, alte Bundeslaender","maennlich","85","0.0191789807669109","0.0151915900705011","0.0231663714633206"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1996","Westdeutschland, alte Bundeslaender","weiblich","288","0.0570641505762957","0.0505459244757862","0.0635823766768053"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1996","Ostdeutschland, neue Bundeslaender","maennlich","30","0.0137936115704505","0.00834153988529129","0.0192456832556098"
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1996","Ostdeutschland, neue Bundeslaender","weiblich","115","0.0500428278002432","0.0403331187844541","0.0597525368160324"
