"pgstib","year","alter_gr","migback","n","percent","lower_confidence","upper_confidence"
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1986","66 und älter","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1986","66 und älter","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 1-9 Mitarbeiter (ab 1997)","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1986","66 und älter","kein Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1986","66 und älter","direkter Migrationshintergrund","","","",""
"sonstige selbständiger, 10+ Mitarbeiter","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1986","35-65 Jahre alt","kein Migrationshintergrund","35","0.00909821536858869","0.00606852601901271","0.0121279047181647"
"mithelfende Familienangehörige","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1986","66 und älter","kein Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1986","66 und älter","direkter Migrationshintergrund","","","",""
"mithelfende Familienangehörige","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1986","35-65 Jahre alt","kein Migrationshintergrund","35","0.00884958271474269","0.00586120238633862","0.0118379630431468"
"Angestellte, Industrie- und Werkmeister","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1986","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, Industrie- und Werkmeister","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1986","16-34 Jahre alt","kein Migrationshintergrund","190","0.068314351533238","0.0590585979337574","0.0775701051327186"
"Angestellte, einfache Tätigkeit (bis 1990)","1986","16-34 Jahre alt","direkter Migrationshintergrund","40","0.0476392143638968","0.0350917107839015","0.0601867179438922"
"Angestellte, einfache Tätigkeit (bis 1990)","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1986","35-65 Jahre alt","kein Migrationshintergrund","215","0.0540206807571453","0.046807521252692","0.0612338402615986"
"Angestellte, einfache Tätigkeit (bis 1990)","1986","35-65 Jahre alt","direkter Migrationshintergrund","33","0.0226462005656775","0.01556787152344","0.0297245296079149"
"Angestellte, einfache Tätigkeit (bis 1990)","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1986","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit (bis 1990)","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1986","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit ohne Ausbildungsabschluss (ab 1991)","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1986","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, einfache Tätigkeit mit Ausbildungsabschluss (ab 1991)","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeit","1986","16-34 Jahre alt","kein Migrationshintergrund","432","0.153623719546301","0.140394568150944","0.166852870941657"
"Angestellte, qualifizierte Tätigkeit","1986","16-34 Jahre alt","direkter Migrationshintergrund","42","0.0744111984061608","0.0589514480781661","0.0898709487341556"
"Angestellte, qualifizierte Tätigkeit","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeit","1986","35-65 Jahre alt","kein Migrationshintergrund","517","0.135777313181163","0.124847037266487","0.146707589095839"
"Angestellte, qualifizierte Tätigkeit","1986","35-65 Jahre alt","direkter Migrationshintergrund","57","0.0696874722153947","0.057573154477037","0.0818017899537524"
"Angestellte, qualifizierte Tätigkeit","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeit","1986","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeit","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, qualifizierte Tätigkeit","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1986","16-34 Jahre alt","kein Migrationshintergrund","104","0.0368878672497731","0.0299727219998574","0.0438030124996887"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1986","35-65 Jahre alt","kein Migrationshintergrund","209","0.053207902281887","0.0460461372334924","0.0603696673302816"
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1986","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, hochqualifizierte Tätigkeit oder Leitungsfunktion","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1986","35-65 Jahre alt","kein Migrationshintergrund","53","0.0128717293021633","0.00927498195205498","0.0164684766522716"
"Angestellte, umfassende Führungsaufgaben","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1986","66 und älter","kein Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Angestellte, umfassende Führungsaufgaben","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1986","66 und älter","kein Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Geschäftsführender Gesellschafter und vergl. Angestellte im eigenen Betrieb (ab 2019)","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1986","35-65 Jahre alt","kein Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1986","66 und älter","kein Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Beamte, einfacher Dienst","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1986","16-34 Jahre alt","kein Migrationshintergrund","77","0.0282385568801533","0.0221610957820598","0.0343160179782468"
"Beamte, mittlerer Dienst","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1986","35-65 Jahre alt","kein Migrationshintergrund","77","0.0201604492084236","0.0156757608055562","0.0246451376112911"
"Beamte, mittlerer Dienst","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1986","66 und älter","kein Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Beamte, mittlerer Dienst","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Beamte, gehobener Dienst","1986","16-34 Jahre alt","kein Migrationshintergrund","33","0.0109964452350882","0.0071704344426009","0.0148224560275755"
"Beamte, gehobener Dienst","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Beamte, gehobener Dienst","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Beamte, gehobener Dienst","1986","35-65 Jahre alt","kein Migrationshintergrund","111","0.0268872383174719","0.0217259351368917","0.0320485414980521"
"Beamte, gehobener Dienst","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Beamte, gehobener Dienst","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Beamte, gehobener Dienst","1986","66 und älter","kein Migrationshintergrund","","","",""
"Beamte, gehobener Dienst","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Beamte, gehobener Dienst","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"Beamte, höherer Dienst","1986","16-34 Jahre alt","kein Migrationshintergrund","","","",""
"Beamte, höherer Dienst","1986","16-34 Jahre alt","direkter Migrationshintergrund","","","",""
"Beamte, höherer Dienst","1986","16-34 Jahre alt","indirekter Migrationshintergrund","","","",""
"Beamte, höherer Dienst","1986","35-65 Jahre alt","kein Migrationshintergrund","77","0.017817046032016","0.0135960131462529","0.022038078917779"
"Beamte, höherer Dienst","1986","35-65 Jahre alt","direkter Migrationshintergrund","","","",""
"Beamte, höherer Dienst","1986","35-65 Jahre alt","indirekter Migrationshintergrund","","","",""
"Beamte, höherer Dienst","1986","66 und älter","kein Migrationshintergrund","","","",""
"Beamte, höherer Dienst","1986","66 und älter","direkter Migrationshintergrund","","","",""
"Beamte, höherer Dienst","1986","66 und älter","indirekter Migrationshintergrund","","","",""
"nicht erwerbstätig (NE): keine weitere Angaben","1987","16-34 Jahre alt","kein Migrationshintergrund","276","0.0931984105693117","0.0824573681005859","0.103939453038038"
