"pgstib","year","bildungsniveau","sex","n","percent","lower_confidence","upper_confidence"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1991","Realschulabschluss","maennlich","74","0.0461214929130999","0.0352918456675589","0.0569511401586409"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1991","Realschulabschluss","weiblich","82","0.0400525974958851","0.0307724454691124","0.0493327495226579"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1991","(Fach-)Abitur","maennlich","127","0.250064897721693","0.212517845344721","0.287611950098666"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1991","(Fach-)Abitur","weiblich","69","0.154568822532287","0.118174925242263","0.190962719822311"
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1991","AkademikerInnen","maennlich","","","",""
"NE: in Ausbildung, inkl. Weiterbildung, Berufsausbildung, Lehre","1991","AkademikerInnen","weiblich","","","",""
"NE: arbeitslos gemeldet","1991","(noch) kein Abschluss","maennlich","","","",""
"NE: arbeitslos gemeldet","1991","(noch) kein Abschluss","weiblich","","","",""
"NE: arbeitslos gemeldet","1991","Hauptschulabschluss","maennlich","176","0.0477619402825217","0.0404557860343203","0.0550680945307231"
"NE: arbeitslos gemeldet","1991","Hauptschulabschluss","weiblich","135","0.0258391211763638","0.0205964286832785","0.0310818136694492"
"NE: arbeitslos gemeldet","1991","Realschulabschluss","maennlich","46","0.020850660626162","0.0134733090963819","0.0282280121559421"
"NE: arbeitslos gemeldet","1991","Realschulabschluss","weiblich","103","0.040724298252284","0.0313699280005862","0.0500786685039818"
"NE: arbeitslos gemeldet","1991","(Fach-)Abitur","maennlich","","","",""
"NE: arbeitslos gemeldet","1991","(Fach-)Abitur","weiblich","","","",""
"NE: arbeitslos gemeldet","1991","AkademikerInnen","maennlich","38","0.0328100271781924","0.0213363722190199","0.044283682137365"
"NE: arbeitslos gemeldet","1991","AkademikerInnen","weiblich","42","0.05159575556182","0.0358376544054397","0.0673538567182002"
"NE: Rentner/Rentnerin","1991","(noch) kein Abschluss","maennlich","41","0.093903725622045","0.0650647121581793","0.122742739085911"
"NE: Rentner/Rentnerin","1991","(noch) kein Abschluss","weiblich","47","0.121340719205899","0.0924885100174555","0.150192928394343"
"NE: Rentner/Rentnerin","1991","Hauptschulabschluss","maennlich","594","0.256104978090387","0.241151578986829","0.271058377193946"
"NE: Rentner/Rentnerin","1991","Hauptschulabschluss","weiblich","998","0.387552605472871","0.371453568431102","0.403651642514641"
"NE: Rentner/Rentnerin","1991","Realschulabschluss","maennlich","85","0.105341018263336","0.0894904944188448","0.121191542107826"
"NE: Rentner/Rentnerin","1991","Realschulabschluss","weiblich","167","0.176710616717131","0.158658688095871","0.19476254533839"
"NE: Rentner/Rentnerin","1991","(Fach-)Abitur","maennlich","38","0.107936068388524","0.0810319399041069","0.13484019687294"
"NE: Rentner/Rentnerin","1991","(Fach-)Abitur","weiblich","","","",""
"NE: Rentner/Rentnerin","1991","AkademikerInnen","maennlich","108","0.142090975807209","0.119603202007967","0.164578749606452"
"NE: Rentner/Rentnerin","1991","AkademikerInnen","weiblich","72","0.144539466513019","0.119490295132285","0.169588637893752"
"NE: Wehr- und Zivildienst","1991","(noch) kein Abschluss","maennlich","","","",""
"NE: Wehr- und Zivildienst","1991","(noch) kein Abschluss","weiblich","","","",""
"NE: Wehr- und Zivildienst","1991","Hauptschulabschluss","maennlich","","","",""
"NE: Wehr- und Zivildienst","1991","Hauptschulabschluss","weiblich","","","",""
"NE: Wehr- und Zivildienst","1991","Realschulabschluss","maennlich","34","0.0205277505109533","0.0132065407677706","0.0278489602541359"
"NE: Wehr- und Zivildienst","1991","Realschulabschluss","weiblich","","","",""
"NE: Wehr- und Zivildienst","1991","(Fach-)Abitur","maennlich","","","",""
"NE: Wehr- und Zivildienst","1991","(Fach-)Abitur","weiblich","","","",""
"NE: Wehr- und Zivildienst","1991","AkademikerInnen","maennlich","","","",""
"NE: Wehr- und Zivildienst","1991","AkademikerInnen","weiblich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1991","(noch) kein Abschluss","maennlich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1991","(noch) kein Abschluss","weiblich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1991","Hauptschulabschluss","maennlich","107","0.0241493851145506","0.018890183778241","0.0294085864508601"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1991","Hauptschulabschluss","weiblich","62","0.0144642485537779","0.0105189097564471","0.0184095873511086"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1991","Realschulabschluss","maennlich","97","0.0531964761875065","0.0416090370540674","0.0647839153209455"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1991","Realschulabschluss","weiblich","109","0.0491299878822991","0.0389005932583015","0.0593593825062968"
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1991","(Fach-)Abitur","maennlich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1991","(Fach-)Abitur","weiblich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1991","AkademikerInnen","maennlich","","","",""
"Auszubildende (1984-1999), Lehrlinge (1990 Ost)","1991","AkademikerInnen","weiblich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1991","(noch) kein Abschluss","maennlich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1991","(noch) kein Abschluss","weiblich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1991","Hauptschulabschluss","maennlich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1991","Hauptschulabschluss","weiblich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1991","Realschulabschluss","maennlich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1991","Realschulabschluss","weiblich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1991","(Fach-)Abitur","maennlich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1991","(Fach-)Abitur","weiblich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1991","AkademikerInnen","maennlich","","","",""
"Auszubildende, gewerblich-technisch (ab 2000)","1991","AkademikerInnen","weiblich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1991","(noch) kein Abschluss","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1991","(noch) kein Abschluss","weiblich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1991","Hauptschulabschluss","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1991","Hauptschulabschluss","weiblich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1991","Realschulabschluss","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1991","Realschulabschluss","weiblich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1991","(Fach-)Abitur","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1991","(Fach-)Abitur","weiblich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1991","AkademikerInnen","maennlich","","","",""
"Auszubildende, kaufmännisch (ab 2000)","1991","AkademikerInnen","weiblich","","","",""
"Volontäre, Praktikanten","1991","(noch) kein Abschluss","maennlich","","","",""
"Volontäre, Praktikanten","1991","(noch) kein Abschluss","weiblich","","","",""
"Volontäre, Praktikanten","1991","Hauptschulabschluss","maennlich","","","",""
"Volontäre, Praktikanten","1991","Hauptschulabschluss","weiblich","","","",""
"Volontäre, Praktikanten","1991","Realschulabschluss","maennlich","","","",""
"Volontäre, Praktikanten","1991","Realschulabschluss","weiblich","","","",""
"Volontäre, Praktikanten","1991","(Fach-)Abitur","maennlich","","","",""
"Volontäre, Praktikanten","1991","(Fach-)Abitur","weiblich","","","",""
"Volontäre, Praktikanten","1991","AkademikerInnen","maennlich","","","",""
"Volontäre, Praktikanten","1991","AkademikerInnen","weiblich","","","",""
"Aspiranten (1990 Ost)","1991","(noch) kein Abschluss","maennlich","","","",""
"Aspiranten (1990 Ost)","1991","(noch) kein Abschluss","weiblich","","","",""
"Aspiranten (1990 Ost)","1991","Hauptschulabschluss","maennlich","","","",""
"Aspiranten (1990 Ost)","1991","Hauptschulabschluss","weiblich","","","",""
"Aspiranten (1990 Ost)","1991","Realschulabschluss","maennlich","","","",""
"Aspiranten (1990 Ost)","1991","Realschulabschluss","weiblich","","","",""
"Aspiranten (1990 Ost)","1991","(Fach-)Abitur","maennlich","","","",""
"Aspiranten (1990 Ost)","1991","(Fach-)Abitur","weiblich","","","",""
"Aspiranten (1990 Ost)","1991","AkademikerInnen","maennlich","","","",""
"Aspiranten (1990 Ost)","1991","AkademikerInnen","weiblich","","","",""
"ungelernter Arbeiter","1991","(noch) kein Abschluss","maennlich","53","0.126519725858035","0.0936529208824978","0.159386530833572"
"ungelernter Arbeiter","1991","(noch) kein Abschluss","weiblich","75","0.0998625073363558","0.0733701137617194","0.126354900910992"
"ungelernter Arbeiter","1991","Hauptschulabschluss","maennlich","140","0.0250763245851781","0.0197196860872537","0.0304329630831026"
"ungelernter Arbeiter","1991","Hauptschulabschluss","weiblich","246","0.0505145023815099","0.0432776055587911","0.0577513992042287"
"ungelernter Arbeiter","1991","Realschulabschluss","maennlich","","","",""
"ungelernter Arbeiter","1991","Realschulabschluss","weiblich","","","",""
"ungelernter Arbeiter","1991","(Fach-)Abitur","maennlich","","","",""
"ungelernter Arbeiter","1991","(Fach-)Abitur","weiblich","","","",""
"ungelernter Arbeiter","1991","AkademikerInnen","maennlich","","","",""
"ungelernter Arbeiter","1991","AkademikerInnen","weiblich","","","",""
"angelernter Arbeiter","1991","(noch) kein Abschluss","maennlich","110","0.199085161916612","0.159606317496914","0.23856400633631"
"angelernter Arbeiter","1991","(noch) kein Abschluss","weiblich","71","0.0950497880836402","0.069134654063371","0.120964922103909"
"angelernter Arbeiter","1991","Hauptschulabschluss","maennlich","510","0.113618292841035","0.102746288666826","0.124490297015244"
"angelernter Arbeiter","1991","Hauptschulabschluss","weiblich","345","0.07324154531627","0.0646323571262555","0.0818507335062845"
"angelernter Arbeiter","1991","Realschulabschluss","maennlich","72","0.0378282902588827","0.0279779609740399","0.0476786195437254"
"angelernter Arbeiter","1991","Realschulabschluss","weiblich","53","0.0240652497633075","0.0168121841428546","0.0313183153837603"
"angelernter Arbeiter","1991","(Fach-)Abitur","maennlich","40","0.0487540010738655","0.0300820717956441","0.0674259303520869"
"angelernter Arbeiter","1991","(Fach-)Abitur","weiblich","","","",""
"angelernter Arbeiter","1991","AkademikerInnen","maennlich","","","",""
"angelernter Arbeiter","1991","AkademikerInnen","weiblich","","","",""
"gelernte und Facharbeiter","1991","(noch) kein Abschluss","maennlich","39","0.0792320076014109","0.052527950191896","0.105936065010926"
"gelernte und Facharbeiter","1991","(noch) kein Abschluss","weiblich","","","",""
"gelernte und Facharbeiter","1991","Hauptschulabschluss","maennlich","808","0.217196019215972","0.203069748275398","0.231322290156545"
"gelernte und Facharbeiter","1991","Hauptschulabschluss","weiblich","137","0.0268208721762669","0.0214822029383842","0.0321595414141497"
"gelernte und Facharbeiter","1991","Realschulabschluss","maennlich","461","0.251414639973263","0.229015463729202","0.273813816217324"
"gelernte und Facharbeiter","1991","Realschulabschluss","weiblich","137","0.0480052607354408","0.0378876557511989","0.0581228657196828"
"gelernte und Facharbeiter","1991","(Fach-)Abitur","maennlich","46","0.0624627562804821","0.0414809690981859","0.0834445434627782"
"gelernte und Facharbeiter","1991","(Fach-)Abitur","weiblich","","","",""
"gelernte und Facharbeiter","1991","AkademikerInnen","maennlich","","","",""
"gelernte und Facharbeiter","1991","AkademikerInnen","weiblich","","","",""
"Vorarbeiter, Kolonnenführer","1991","(noch) kein Abschluss","maennlich","","","",""
"Vorarbeiter, Kolonnenführer","1991","(noch) kein Abschluss","weiblich","","","",""
"Vorarbeiter, Kolonnenführer","1991","Hauptschulabschluss","maennlich","119","0.0388095887166848","0.032192768673071","0.0454264087602985"
"Vorarbeiter, Kolonnenführer","1991","Hauptschulabschluss","weiblich","","","",""
"Vorarbeiter, Kolonnenführer","1991","Realschulabschluss","maennlich","","","",""
"Vorarbeiter, Kolonnenführer","1991","Realschulabschluss","weiblich","","","",""
"Vorarbeiter, Kolonnenführer","1991","(Fach-)Abitur","maennlich","","","",""
"Vorarbeiter, Kolonnenführer","1991","(Fach-)Abitur","weiblich","","","",""
"Vorarbeiter, Kolonnenführer","1991","AkademikerInnen","maennlich","","","",""
"Vorarbeiter, Kolonnenführer","1991","AkademikerInnen","weiblich","","","",""
"Meister, Polier","1991","(noch) kein Abschluss","maennlich","","","",""
"Meister, Polier","1991","(noch) kein Abschluss","weiblich","","","",""
"Meister, Polier","1991","Hauptschulabschluss","maennlich","52","0.0170306191651174","0.0125980012024346","0.0214632371278002"
"Meister, Polier","1991","Hauptschulabschluss","weiblich","","","",""
"Meister, Polier","1991","Realschulabschluss","maennlich","","","",""
"Meister, Polier","1991","Realschulabschluss","weiblich","","","",""
"Meister, Polier","1991","(Fach-)Abitur","maennlich","","","",""
"Meister, Polier","1991","(Fach-)Abitur","weiblich","","","",""
"Meister, Polier","1991","AkademikerInnen","maennlich","","","",""
"Meister, Polier","1991","AkademikerInnen","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1991","(noch) kein Abschluss","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1991","(noch) kein Abschluss","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1991","Hauptschulabschluss","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1991","Hauptschulabschluss","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1991","Realschulabschluss","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1991","Realschulabschluss","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1991","(Fach-)Abitur","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1991","(Fach-)Abitur","weiblich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1991","AkademikerInnen","maennlich","","","",""
"Arbeiter in der Landwirtschaft (1990 Ost)","1991","AkademikerInnen","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1991","(noch) kein Abschluss","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1991","(noch) kein Abschluss","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1991","Hauptschulabschluss","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1991","Hauptschulabschluss","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1991","Realschulabschluss","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1991","Realschulabschluss","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1991","(Fach-)Abitur","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1991","(Fach-)Abitur","weiblich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1991","AkademikerInnen","maennlich","","","",""
"Facharbeiter in der Landwirtschaft (1990 Ost)","1991","AkademikerInnen","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1991","(noch) kein Abschluss","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1991","(noch) kein Abschluss","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1991","Hauptschulabschluss","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1991","Hauptschulabschluss","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1991","Realschulabschluss","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1991","Realschulabschluss","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1991","(Fach-)Abitur","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1991","(Fach-)Abitur","weiblich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1991","AkademikerInnen","maennlich","","","",""
"Brigadier, Meister in der Landwirtschaft (1990 Ost)","1991","AkademikerInnen","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1991","(noch) kein Abschluss","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1991","(noch) kein Abschluss","weiblich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1991","Hauptschulabschluss","maennlich","","","",""
"höhere Leitungsfunktion in der Landwirtschaft (1990 Ost)","1991","Hauptschulabschluss","weiblich","","","",""
