"ple0044_h","year","bula_h","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Ja","1998","Bayern","direkter Migrationshintergrund","230","0.697273753273006","0.647778814509494","0.746768692036518"
"Ja","1998","Bayern","indirekter Migrationshintergrund","53","0.656238672896742","0.551503159918358","0.760974185875127"
"Ja","1998","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1998","Saarland","kein Migrationshintergrund","","","",""
"Ja","1998","Saarland","direkter Migrationshintergrund","","","",""
"Ja","1998","Saarland","indirekter Migrationshintergrund","","","",""
"Ja","1998","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1998","Berlin","kein Migrationshintergrund","292","0.690256144469546","0.64700253831011","0.733509750628982"
"Ja","1998","Berlin","direkter Migrationshintergrund","35","0.763847278359585","0.643696325958036","0.883998230761135"
"Ja","1998","Berlin","indirekter Migrationshintergrund","14","","",""
"Ja","1998","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1998","Brandenburg","kein Migrationshintergrund","396","0.709010432072114","0.671819607918081","0.746201256226147"
"Ja","1998","Brandenburg","direkter Migrationshintergrund","12","","",""
"Ja","1998","Brandenburg","indirekter Migrationshintergrund","2","","",""
"Ja","1998","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1998","Mecklenburg-Vorpommern","kein Migrationshintergrund","249","0.690370796269089","0.643638584893002","0.737103007645176"
"Ja","1998","Mecklenburg-Vorpommern","direkter Migrationshintergrund","8","","",""
"Ja","1998","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","2","","",""
"Ja","1998","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1998","Sachsen","kein Migrationshintergrund","706","0.683354653647708","0.655727013913368","0.710982293382049"
"Ja","1998","Sachsen","direkter Migrationshintergrund","28","","",""
"Ja","1998","Sachsen","indirekter Migrationshintergrund","6","","",""
"Ja","1998","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1998","Sachsen-Anhalt","kein Migrationshintergrund","421","0.722138844676591","0.686822306565463","0.757455382787718"
"Ja","1998","Sachsen-Anhalt","direkter Migrationshintergrund","25","","",""
"Ja","1998","Sachsen-Anhalt","indirekter Migrationshintergrund","3","","",""
"Ja","1998","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1998","Thüringen","kein Migrationshintergrund","459","0.730175051563819","0.696590358983759","0.76375974414388"
"Ja","1998","Thüringen","direkter Migrationshintergrund","20","","",""
"Ja","1998","Thüringen","indirekter Migrationshintergrund","3","","",""
"Ja","1998","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1999","Schleswig-Holstein","kein Migrationshintergrund","103","0.326146917094108","0.271333840432695","0.38095999375552"
"Nein","1999","Schleswig-Holstein","direkter Migrationshintergrund","7","","",""
"Nein","1999","Schleswig-Holstein","indirekter Migrationshintergrund","5","","",""
"Nein","1999","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1999","Hamburg","kein Migrationshintergrund","24","","",""
"Nein","1999","Hamburg","direkter Migrationshintergrund","3","","",""
"Nein","1999","Hamburg","indirekter Migrationshintergrund","4","","",""
"Nein","1999","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1999","Niedersachsen","kein Migrationshintergrund","284","0.299017776071947","0.268922438673744","0.329113113470149"
"Nein","1999","Niedersachsen","direkter Migrationshintergrund","68","0.388228767582731","0.315184116647801","0.461273418517661"
"Nein","1999","Niedersachsen","indirekter Migrationshintergrund","16","","",""
"Nein","1999","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1999","Bremen","kein Migrationshintergrund","21","","",""
"Nein","1999","Bremen","direkter Migrationshintergrund","1","","",""
"Nein","1999","Bremen","indirekter Migrationshintergrund","2","","",""
"Nein","1999","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1999","Nordrhein-Westfalen","kein Migrationshintergrund","616","0.293783366839571","0.273339863696576","0.314226869982565"
"Nein","1999","Nordrhein-Westfalen","direkter Migrationshintergrund","159","0.329250028008576","0.289503043086585","0.368997012930567"
"Nein","1999","Nordrhein-Westfalen","indirekter Migrationshintergrund","53","0.295301809943961","0.223253738040473","0.367349881847448"
"Nein","1999","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1999","Hessen","kein Migrationshintergrund","167","0.258980737125326","0.223662189940539","0.294299284310112"
"Nein","1999","Hessen","direkter Migrationshintergrund","65","0.303931075406915","0.243152512550279","0.364709638263551"
"Nein","1999","Hessen","indirekter Migrationshintergrund","19","","",""
"Nein","1999","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1999","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","135","0.214758156664891","0.181452483323891","0.248063830005892"
"Nein","1999","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","43","0.303618740277608","0.22825405376934","0.378983426785875"
"Nein","1999","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","5","","",""
"Nein","1999","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1999","Baden-Württemberg","kein Migrationshintergrund","292","0.268654496432558","0.240888382601667","0.29642061026345"
"Nein","1999","Baden-Württemberg","direkter Migrationshintergrund","107","0.205553294359403","0.171084528435963","0.240022060282843"
"Nein","1999","Baden-Württemberg","indirekter Migrationshintergrund","39","0.216875156928637","0.15178607672034","0.281964237136934"
"Nein","1999","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1999","Bayern","kein Migrationshintergrund","431","0.29629276198963","0.271715536208078","0.320869987771183"
"Nein","1999","Bayern","direkter Migrationshintergrund","85","0.288438381523359","0.237427884056235","0.339448878990483"
"Nein","1999","Bayern","indirekter Migrationshintergrund","27","","",""
"Nein","1999","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1999","Saarland","kein Migrationshintergrund","","","",""
"Nein","1999","Saarland","direkter Migrationshintergrund","","","",""
"Nein","1999","Saarland","indirekter Migrationshintergrund","","","",""
"Nein","1999","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1999","Berlin","kein Migrationshintergrund","138","0.308677971388894","0.264964785325029","0.352391157452759"
"Nein","1999","Berlin","direkter Migrationshintergrund","14","","",""
"Nein","1999","Berlin","indirekter Migrationshintergrund","7","","",""
"Nein","1999","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1999","Brandenburg","kein Migrationshintergrund","175","0.30960452803129","0.271001185477803","0.348207870584777"
"Nein","1999","Brandenburg","direkter Migrationshintergrund","2","","",""
"Nein","1999","Brandenburg","indirekter Migrationshintergrund","","","",""
"Nein","1999","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1999","Mecklenburg-Vorpommern","kein Migrationshintergrund","128","0.321584363300124","0.273862260920921","0.369306465679328"
"Nein","1999","Mecklenburg-Vorpommern","direkter Migrationshintergrund","2","","",""
"Nein","1999","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"Nein","1999","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1999","Sachsen","kein Migrationshintergrund","377","0.323033483334036","0.294961257225709","0.351105709442363"
"Nein","1999","Sachsen","direkter Migrationshintergrund","9","","",""
"Nein","1999","Sachsen","indirekter Migrationshintergrund","3","","",""
"Nein","1999","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1999","Sachsen-Anhalt","kein Migrationshintergrund","217","0.313022167282573","0.276982693430408","0.349061641134738"
"Nein","1999","Sachsen-Anhalt","direkter Migrationshintergrund","2","","",""
"Nein","1999","Sachsen-Anhalt","indirekter Migrationshintergrund","2","","",""
"Nein","1999","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nein","1999","Thüringen","kein Migrationshintergrund","202","0.260343922066106","0.226865516979761","0.293822327152451"
"Nein","1999","Thüringen","direkter Migrationshintergrund","2","","",""
"Nein","1999","Thüringen","indirekter Migrationshintergrund","1","","",""
"Nein","1999","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1999","Schleswig-Holstein","kein Migrationshintergrund","178","0.673853082905892","0.61904000624448","0.728666159567305"
"Ja","1999","Schleswig-Holstein","direkter Migrationshintergrund","13","","",""
"Ja","1999","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"Ja","1999","Schleswig-Holstein","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1999","Hamburg","kein Migrationshintergrund","68","0.778799173290564","0.6939865900706","0.863611756510528"
"Ja","1999","Hamburg","direkter Migrationshintergrund","17","","",""
"Ja","1999","Hamburg","indirekter Migrationshintergrund","7","","",""
"Ja","1999","Hamburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1999","Niedersachsen","kein Migrationshintergrund","605","0.700982223928053","0.670886886529851","0.731077561326256"
"Ja","1999","Niedersachsen","direkter Migrationshintergrund","103","0.611771232417268","0.538726581482339","0.684815883352198"
"Ja","1999","Niedersachsen","indirekter Migrationshintergrund","33","0.687494155609594","0.55771240494312","0.817275906276069"
"Ja","1999","Niedersachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1999","Bremen","kein Migrationshintergrund","47","0.738451586114056","0.633996234858557","0.842906937369555"
"Ja","1999","Bremen","direkter Migrationshintergrund","12","","",""
"Ja","1999","Bremen","indirekter Migrationshintergrund","2","","",""
"Ja","1999","Bremen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1999","Nordrhein-Westfalen","kein Migrationshintergrund","1291","0.706216633160429","0.685773130017435","0.726660136303424"
"Ja","1999","Nordrhein-Westfalen","direkter Migrationshintergrund","378","0.670749971991424","0.631002987069433","0.710496956913415"
"Ja","1999","Nordrhein-Westfalen","indirekter Migrationshintergrund","101","0.70469819005604","0.632650118152552","0.776746261959527"
"Ja","1999","Nordrhein-Westfalen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1999","Hessen","kein Migrationshintergrund","424","0.741019262874674","0.705700715689888","0.776337810059461"
"Ja","1999","Hessen","direkter Migrationshintergrund","155","0.696068924593085","0.635290361736449","0.756847487449721"
"Ja","1999","Hessen","indirekter Migrationshintergrund","37","0.766836725459198","0.656088799298982","0.877584651619415"
"Ja","1999","Hessen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1999","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","449","0.785241843335109","0.751936169994108","0.818547516676109"
"Ja","1999","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","100","0.696381259722392","0.621016573214125","0.77174594623066"
"Ja","1999","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","13","","",""
"Ja","1999","Rheinland-Pfalz,Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1999","Baden-Württemberg","kein Migrationshintergrund","687","0.731345503567442","0.70357938973655","0.759111617398333"
"Ja","1999","Baden-Württemberg","direkter Migrationshintergrund","421","0.794446705640597","0.759977939717157","0.828915471564037"
"Ja","1999","Baden-Württemberg","indirekter Migrationshintergrund","115","0.783124843071363","0.718035762863066","0.84821392327966"
"Ja","1999","Baden-Württemberg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1999","Bayern","kein Migrationshintergrund","895","0.70370723801037","0.679130012228817","0.728284463791922"
"Ja","1999","Bayern","direkter Migrationshintergrund","218","0.711561618476641","0.660551121009517","0.762572115943765"
"Ja","1999","Bayern","indirekter Migrationshintergrund","54","0.59218171542195","0.485161351071429","0.69920207977247"
"Ja","1999","Bayern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1999","Saarland","kein Migrationshintergrund","","","",""
"Ja","1999","Saarland","direkter Migrationshintergrund","","","",""
"Ja","1999","Saarland","indirekter Migrationshintergrund","","","",""
"Ja","1999","Saarland","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1999","Berlin","kein Migrationshintergrund","291","0.691322028611106","0.647608842547241","0.735035214674971"
"Ja","1999","Berlin","direkter Migrationshintergrund","28","","",""
"Ja","1999","Berlin","indirekter Migrationshintergrund","14","","",""
"Ja","1999","Berlin","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1999","Brandenburg","kein Migrationshintergrund","376","0.69039547196871","0.651792129415223","0.728998814522197"
"Ja","1999","Brandenburg","direkter Migrationshintergrund","13","","",""
"Ja","1999","Brandenburg","indirekter Migrationshintergrund","3","","",""
"Ja","1999","Brandenburg","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1999","Mecklenburg-Vorpommern","kein Migrationshintergrund","240","0.678415636699876","0.630693534320672","0.726137739079079"
"Ja","1999","Mecklenburg-Vorpommern","direkter Migrationshintergrund","7","","",""
"Ja","1999","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","1","","",""
"Ja","1999","Mecklenburg-Vorpommern","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1999","Sachsen","kein Migrationshintergrund","689","0.676966516665964","0.648894290557637","0.705038742774291"
"Ja","1999","Sachsen","direkter Migrationshintergrund","22","","",""
"Ja","1999","Sachsen","indirekter Migrationshintergrund","2","","",""
"Ja","1999","Sachsen","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1999","Sachsen-Anhalt","kein Migrationshintergrund","419","0.686977832717427","0.650938358865262","0.723017306569592"
"Ja","1999","Sachsen-Anhalt","direkter Migrationshintergrund","26","","",""
"Ja","1999","Sachsen-Anhalt","indirekter Migrationshintergrund","5","","",""
"Ja","1999","Sachsen-Anhalt","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ja","1999","Thüringen","kein Migrationshintergrund","458","0.739656077933894","0.706177672847549","0.773134483020239"
"Ja","1999","Thüringen","direkter Migrationshintergrund","19","","",""
"Ja","1999","Thüringen","indirekter Migrationshintergrund","2","","",""
"Ja","1999","Thüringen","Migrationshintergrund - n. w. differenzierbar","","","",""
