"religion","year","bildungsniveau","sampreg","n","percent","lower_confidence","upper_confidence"
"katholisch","2018","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2018","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2018","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2018","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2018","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2018","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2018","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2018","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"katholisch","2018","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2018","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2018","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2018","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2018","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2018","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2018","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2018","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2018","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2018","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"evangelisch","2018","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2018","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","115","0.659474470330222","0.589661632786252","0.729287307874192"
"islamische Religionsgemeinschaft","2018","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2018","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","64","0.555045313974481","0.454582282959962","0.655508344989001"
"islamische Religionsgemeinschaft","2018","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2018","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2018","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2018","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","41","0.221394962869045","0.119676315502879","0.32311361023521"
"islamische Religionsgemeinschaft","2018","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2018","AkademikerInnen","Westdeutschland, alte Bundeslaender","32","0.210805614362828","0.102016788075998","0.319594440649658"
"islamische Religionsgemeinschaft","2018","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2018","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2018","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2018","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2018","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2018","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2018","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2018","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2018","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"konfessionslos","2018","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"konfessionslos","2018","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2018","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","50","0.215082946640933","0.15455215844313","0.275613734838735"
"andere","2018","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2018","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2018","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2018","Realschulabschluss","Westdeutschland, alte Bundeslaender","","","",""
"andere","2018","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2018","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","","","",""
"andere","2018","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2018","AkademikerInnen","Westdeutschland, alte Bundeslaender","","","",""
"andere","2018","AkademikerInnen","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2019","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","190","0.214049743422713","0.195928398376146","0.23217108846928"
"katholisch","2019","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2019","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1876","0.35900432965388","0.346752394063132","0.371256265244627"
"katholisch","2019","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","36","0.0307080588883527","0.0201616399959221","0.0412544777807833"
"katholisch","2019","Realschulabschluss","Westdeutschland, alte Bundeslaender","1435","0.29781897104251","0.284548963311894","0.311088978773125"
"katholisch","2019","Realschulabschluss","Ostdeutschland, neue Bundeslaender","85","0.0261587112289318","0.0194058862164121","0.0329115362414516"
"katholisch","2019","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1078","0.302695387493589","0.288463271765585","0.316927503221593"
"katholisch","2019","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"katholisch","2019","AkademikerInnen","Westdeutschland, alte Bundeslaender","1532","0.288509344847197","0.276941714207441","0.300076975486952"
"katholisch","2019","AkademikerInnen","Ostdeutschland, neue Bundeslaender","102","0.0530917235670836","0.0423541029876173","0.0638293441465499"
"evangelisch","2019","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","167","0.164016478715246","0.147656672907519","0.180376284522973"
"evangelisch","2019","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"evangelisch","2019","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1706","0.328092966833423","0.316101277528477","0.340084656138369"
"evangelisch","2019","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","166","0.183158727253869","0.159514007069567","0.206803447438171"
"evangelisch","2019","Realschulabschluss","Westdeutschland, alte Bundeslaender","1494","0.332039105857573","0.318373131953157","0.345705079761988"
"evangelisch","2019","Realschulabschluss","Ostdeutschland, neue Bundeslaender","378","0.173193232025254","0.157182886595466","0.189203577455043"
"evangelisch","2019","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","1086","0.298134474620792","0.283963870983623","0.312305078257962"
"evangelisch","2019","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","125","0.210509949193227","0.17966411819168","0.241355780194775"
"evangelisch","2019","AkademikerInnen","Westdeutschland, alte Bundeslaender","1633","0.295250001155529","0.283603583339889","0.306896418971169"
"evangelisch","2019","AkademikerInnen","Ostdeutschland, neue Bundeslaender","362","0.226276475355325","0.206238525349075","0.246314425361575"
"islamische Religionsgemeinschaft","2019","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","1086","0.333995229611049","0.313157790399721","0.354832668822376"
"islamische Religionsgemeinschaft","2019","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","169","0.127327919671215","0.0894176189953863","0.165238220347043"
"islamische Religionsgemeinschaft","2019","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","834","0.071306795178595","0.0647343207248674","0.0778792696323226"
"islamische Religionsgemeinschaft","2019","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","95","0.0158927332202226","0.0082478289826201","0.0235376374578252"
"islamische Religionsgemeinschaft","2019","Realschulabschluss","Westdeutschland, alte Bundeslaender","140","0.0261981975682744","0.0215632860895159","0.0308331090470329"
"islamische Religionsgemeinschaft","2019","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"islamische Religionsgemeinschaft","2019","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","559","0.0610264967854587","0.0536109840589692","0.0684420095119482"
"islamische Religionsgemeinschaft","2019","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","65","0.00905711377116934","0.00188898077284076","0.0162252467694979"
"islamische Religionsgemeinschaft","2019","AkademikerInnen","Westdeutschland, alte Bundeslaender","488","0.0189487953563928","0.0154676952628305","0.0224298954499551"
"islamische Religionsgemeinschaft","2019","AkademikerInnen","Ostdeutschland, neue Bundeslaender","71","0.00853867748551492","0.00413237934911753","0.0129449756219123"
"konfessionslos","2019","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","170","0.179857938582685","0.162889382331877","0.196826494833494"
"konfessionslos","2019","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","84","0.663918942299057","0.610197283540452","0.717640601057661"
"konfessionslos","2019","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","1123","0.203306416990674","0.193027472595577","0.213585361385771"
"konfessionslos","2019","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","699","0.756253062395635","0.730007572066683","0.782498552724586"
"konfessionslos","2019","Realschulabschluss","Westdeutschland, alte Bundeslaender","1364","0.319412744584822","0.305883034925538","0.332942454244107"
"konfessionslos","2019","Realschulabschluss","Ostdeutschland, neue Bundeslaender","1650","0.789378013627477","0.772126484439064","0.806629542815891"
"konfessionslos","2019","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","985","0.270681806255273","0.256917847810629","0.284445764699916"
"konfessionslos","2019","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","433","0.712291160180554","0.678038665219361","0.746543655141748"
"konfessionslos","2019","AkademikerInnen","Westdeutschland, alte Bundeslaender","1920","0.349538426462396","0.33736429025101","0.361712562673781"
"konfessionslos","2019","AkademikerInnen","Ostdeutschland, neue Bundeslaender","1105","0.703390940983227","0.681516786434513","0.725265095531942"
"andere","2019","(noch) kein Abschluss","Westdeutschland, alte Bundeslaender","355","0.108080609668307","0.094363195871472","0.121798023465142"
"andere","2019","(noch) kein Abschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2019","Hauptschulabschluss","Westdeutschland, alte Bundeslaender","350","0.038289491343428","0.0333884395376574","0.0431905431491987"
"andere","2019","Hauptschulabschluss","Ostdeutschland, neue Bundeslaender","32","0.0139874182419208","0.00680845809266048","0.0211663783911812"
"andere","2019","Realschulabschluss","Westdeutschland, alte Bundeslaender","129","0.0245309809468209","0.0200421355433009","0.0290198263503409"
"andere","2019","Realschulabschluss","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2019","(Fach-)Abitur","Westdeutschland, alte Bundeslaender","295","0.0674618348448868","0.0596918946167196","0.075231775073054"
"andere","2019","(Fach-)Abitur","Ostdeutschland, neue Bundeslaender","","","",""
"andere","2019","AkademikerInnen","Westdeutschland, alte Bundeslaender","320","0.0477534321784862","0.0423089463212961","0.0531979180356762"
"andere","2019","AkademikerInnen","Ostdeutschland, neue Bundeslaender","35","0.00870218260884869","0.00425426374502977","0.0131501014726676"
