"religion","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"islamische Religionsgemeinschaft","1997","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Thueringen","kein Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Thueringen","direkter Migrationshintergrund","","","",""
"islamische Religionsgemeinschaft","1997","Thueringen","indirekter Migrationshintergrund","","","",""
"konfessionslos","1997","Schleswig-Holstein","kein Migrationshintergrund","72","0.293734526351696","0.236349062710916","0.351119989992475"
"konfessionslos","1997","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"konfessionslos","1997","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"konfessionslos","1997","Hamburg","kein Migrationshintergrund","39","0.343844588462887","0.24730819472718","0.440380982198594"
"konfessionslos","1997","Hamburg","direkter Migrationshintergrund","","","",""
"konfessionslos","1997","Hamburg","indirekter Migrationshintergrund","","","",""
"konfessionslos","1997","Niedersachsen","kein Migrationshintergrund","180","0.209701244316046","0.181509108056626","0.237893380575466"
"konfessionslos","1997","Niedersachsen","direkter Migrationshintergrund","32","0.236707017928834","0.175784409508209","0.297629626349458"
"konfessionslos","1997","Niedersachsen","indirekter Migrationshintergrund","","","",""
"konfessionslos","1997","Bremen","kein Migrationshintergrund","","","",""
"konfessionslos","1997","Bremen","direkter Migrationshintergrund","","","",""
"konfessionslos","1997","Bremen","indirekter Migrationshintergrund","","","",""
"konfessionslos","1997","Nordrhein-Westfalen","kein Migrationshintergrund","250","0.131381251657478","0.115490130910545","0.147272372404411"
"konfessionslos","1997","Nordrhein-Westfalen","direkter Migrationshintergrund","39","0.0746669654524818","0.0535995731151758","0.0957343577897878"
"konfessionslos","1997","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"konfessionslos","1997","Hessen","kein Migrationshintergrund","87","0.160987793106204","0.129550217090887","0.192425369121522"
"konfessionslos","1997","Hessen","direkter Migrationshintergrund","","","",""
"konfessionslos","1997","Hessen","indirekter Migrationshintergrund","","","",""
"konfessionslos","1997","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","37","0.0670124444795183","0.0456441000823548","0.0883807888766818"
"konfessionslos","1997","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"konfessionslos","1997","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"konfessionslos","1997","Baden-Wuerttemberg","kein Migrationshintergrund","106","0.132584898081356","0.110963055264855","0.154206740897857"
"konfessionslos","1997","Baden-Wuerttemberg","direkter Migrationshintergrund","36","0.104108123191132","0.0801651438723835","0.12805110250988"
"konfessionslos","1997","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"konfessionslos","1997","Bayern","kein Migrationshintergrund","143","0.115231900312052","0.0970979133081911","0.133365887315913"
"konfessionslos","1997","Bayern","direkter Migrationshintergrund","34","0.115475870908901","0.0818975531574012","0.1490541886604"
"konfessionslos","1997","Bayern","indirekter Migrationshintergrund","","","",""
"konfessionslos","1997","Saarland","kein Migrationshintergrund","","","",""
"konfessionslos","1997","Saarland","direkter Migrationshintergrund","","","",""
"konfessionslos","1997","Saarland","indirekter Migrationshintergrund","","","",""
"konfessionslos","1997","Berlin","kein Migrationshintergrund","270","0.565531355260138","0.518405288943624","0.612657421576651"
"konfessionslos","1997","Berlin","direkter Migrationshintergrund","","","",""
"konfessionslos","1997","Berlin","indirekter Migrationshintergrund","","","",""
"konfessionslos","1997","Brandenburg","kein Migrationshintergrund","450","0.746566521842942","0.711105567506105","0.78202747617978"
"konfessionslos","1997","Brandenburg","direkter Migrationshintergrund","","","",""
"konfessionslos","1997","Brandenburg","indirekter Migrationshintergrund","","","",""
"konfessionslos","1997","Mecklenburg-Vorpommern","kein Migrationshintergrund","272","0.70667030864131","0.660341879900319","0.752998737382301"
"konfessionslos","1997","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"konfessionslos","1997","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"konfessionslos","1997","Sachsen","kein Migrationshintergrund","694","0.626076681194009","0.596769112660383","0.655384249727636"
"konfessionslos","1997","Sachsen","direkter Migrationshintergrund","","","",""
"konfessionslos","1997","Sachsen","indirekter Migrationshintergrund","","","",""
"konfessionslos","1997","Sachsen-Anhalt","kein Migrationshintergrund","493","0.784394100545767","0.752332364736619","0.816455836354915"
"konfessionslos","1997","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"konfessionslos","1997","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"konfessionslos","1997","Thueringen","kein Migrationshintergrund","381","0.629562122253235","0.591762164915032","0.667362079591439"
"konfessionslos","1997","Thueringen","direkter Migrationshintergrund","","","",""
"konfessionslos","1997","Thueringen","indirekter Migrationshintergrund","","","",""
"andere","1997","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"andere","1997","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"andere","1997","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"andere","1997","Hamburg","kein Migrationshintergrund","","","",""
"andere","1997","Hamburg","direkter Migrationshintergrund","","","",""
"andere","1997","Hamburg","indirekter Migrationshintergrund","","","",""
"andere","1997","Niedersachsen","kein Migrationshintergrund","","","",""
"andere","1997","Niedersachsen","direkter Migrationshintergrund","66","0.21650453035087","0.157473681713764","0.275535378987977"
"andere","1997","Niedersachsen","indirekter Migrationshintergrund","","","",""
"andere","1997","Bremen","kein Migrationshintergrund","","","",""
"andere","1997","Bremen","direkter Migrationshintergrund","","","",""
"andere","1997","Bremen","indirekter Migrationshintergrund","","","",""
"andere","1997","Nordrhein-Westfalen","kein Migrationshintergrund","30","0.0159135309921041","0.010026814262773","0.0218002477214352"
"andere","1997","Nordrhein-Westfalen","direkter Migrationshintergrund","287","0.337151236903843","0.29926189145269","0.375040582354995"
"andere","1997","Nordrhein-Westfalen","indirekter Migrationshintergrund","90","0.415544941586918","0.341680639838625","0.489409243335212"
"andere","1997","Hessen","kein Migrationshintergrund","","","",""
"andere","1997","Hessen","direkter Migrationshintergrund","100","0.287184792647049","0.232399164802416","0.341970420491682"
"andere","1997","Hessen","indirekter Migrationshintergrund","","","",""
"andere","1997","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"andere","1997","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","47","0.302974166548716","0.233894399041245","0.372053934056187"
"andere","1997","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"andere","1997","Baden-Wuerttemberg","kein Migrationshintergrund","33","0.0284936196156934","0.0178857340396977","0.0391015051916892"
"andere","1997","Baden-Wuerttemberg","direkter Migrationshintergrund","283","0.26718554504463","0.232494963893724","0.301876126195535"
"andere","1997","Baden-Wuerttemberg","indirekter Migrationshintergrund","72","0.324329388865469","0.247870582897751","0.400788194833188"
"andere","1997","Bayern","kein Migrationshintergrund","","","",""
"andere","1997","Bayern","direkter Migrationshintergrund","130","0.2893890971804","0.241744299754543","0.337033894606258"
"andere","1997","Bayern","indirekter Migrationshintergrund","","","",""
"andere","1997","Saarland","kein Migrationshintergrund","","","",""
"andere","1997","Saarland","direkter Migrationshintergrund","","","",""
"andere","1997","Saarland","indirekter Migrationshintergrund","","","",""
"andere","1997","Berlin","kein Migrationshintergrund","","","",""
"andere","1997","Berlin","direkter Migrationshintergrund","","","",""
"andere","1997","Berlin","indirekter Migrationshintergrund","","","",""
"andere","1997","Brandenburg","kein Migrationshintergrund","","","",""
"andere","1997","Brandenburg","direkter Migrationshintergrund","","","",""
"andere","1997","Brandenburg","indirekter Migrationshintergrund","","","",""
"andere","1997","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"andere","1997","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"andere","1997","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"andere","1997","Sachsen","kein Migrationshintergrund","","","",""
"andere","1997","Sachsen","direkter Migrationshintergrund","","","",""
"andere","1997","Sachsen","indirekter Migrationshintergrund","","","",""
"andere","1997","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"andere","1997","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"andere","1997","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"andere","1997","Thueringen","kein Migrationshintergrund","","","",""
"andere","1997","Thueringen","direkter Migrationshintergrund","","","",""
"andere","1997","Thueringen","indirekter Migrationshintergrund","","","",""
"katholisch","1998","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"katholisch","1998","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"katholisch","1998","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"katholisch","1998","Hamburg","kein Migrationshintergrund","","","",""
"katholisch","1998","Hamburg","direkter Migrationshintergrund","","","",""
"katholisch","1998","Hamburg","indirekter Migrationshintergrund","","","",""
"katholisch","1998","Niedersachsen","kein Migrationshintergrund","","","",""
"katholisch","1998","Niedersachsen","direkter Migrationshintergrund","","","",""
"katholisch","1998","Niedersachsen","indirekter Migrationshintergrund","","","",""
"katholisch","1998","Bremen","kein Migrationshintergrund","","","",""
"katholisch","1998","Bremen","direkter Migrationshintergrund","","","",""
"katholisch","1998","Bremen","indirekter Migrationshintergrund","","","",""
"katholisch","1998","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"katholisch","1998","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"katholisch","1998","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"katholisch","1998","Hessen","kein Migrationshintergrund","","","",""
"katholisch","1998","Hessen","direkter Migrationshintergrund","","","",""
"katholisch","1998","Hessen","indirekter Migrationshintergrund","","","",""
"katholisch","1998","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"katholisch","1998","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"katholisch","1998","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"katholisch","1998","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"katholisch","1998","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"katholisch","1998","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"katholisch","1998","Bayern","kein Migrationshintergrund","","","",""
"katholisch","1998","Bayern","direkter Migrationshintergrund","","","",""
"katholisch","1998","Bayern","indirekter Migrationshintergrund","","","",""
"katholisch","1998","Saarland","kein Migrationshintergrund","","","",""
"katholisch","1998","Saarland","direkter Migrationshintergrund","","","",""
"katholisch","1998","Saarland","indirekter Migrationshintergrund","","","",""
"katholisch","1998","Berlin","kein Migrationshintergrund","","","",""
"katholisch","1998","Berlin","direkter Migrationshintergrund","","","",""
"katholisch","1998","Berlin","indirekter Migrationshintergrund","","","",""
"katholisch","1998","Brandenburg","kein Migrationshintergrund","","","",""
"katholisch","1998","Brandenburg","direkter Migrationshintergrund","","","",""
"katholisch","1998","Brandenburg","indirekter Migrationshintergrund","","","",""
"katholisch","1998","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"katholisch","1998","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"katholisch","1998","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"katholisch","1998","Sachsen","kein Migrationshintergrund","","","",""
"katholisch","1998","Sachsen","direkter Migrationshintergrund","","","",""
"katholisch","1998","Sachsen","indirekter Migrationshintergrund","","","",""
"katholisch","1998","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"katholisch","1998","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"katholisch","1998","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"katholisch","1998","Thueringen","kein Migrationshintergrund","","","",""
"katholisch","1998","Thueringen","direkter Migrationshintergrund","","","",""
"katholisch","1998","Thueringen","indirekter Migrationshintergrund","","","",""
"evangelisch","1998","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"evangelisch","1998","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"evangelisch","1998","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"evangelisch","1998","Hamburg","kein Migrationshintergrund","","","",""
"evangelisch","1998","Hamburg","direkter Migrationshintergrund","","","",""
"evangelisch","1998","Hamburg","indirekter Migrationshintergrund","","","",""
