year,age_gr,quintil_oecd,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2022,30-45 y.,5th Quintile,Born in Germany or immigrated <1950,0.82512,520,673,0.79640,0.85384
2022,30-45 y.,5th Quintile,Not born in Germany,0.17488,153,673,0.14616,0.20360
2022,46-65 y.,1st Quintile,Born in Germany or immigrated <1950,0.66216,582,1200,0.63539,0.68893
2022,46-65 y.,1st Quintile,Not born in Germany,0.33784,618,1200,0.31107,0.36461
2022,46-65 y.,2nd Quintile,Born in Germany or immigrated <1950,0.73513,745,999,0.70775,0.76251
2022,46-65 y.,2nd Quintile,Not born in Germany,0.26487,254,999,0.23749,0.29225
2022,46-65 y.,3rd Quintile,Born in Germany or immigrated <1950,0.84437,884,1056,0.82249,0.86624
2022,46-65 y.,3rd Quintile,Not born in Germany,0.15563,172,1056,0.13376,0.17751
2022,46-65 y.,4th Quintile,Born in Germany or immigrated <1950,0.86806,1158,1317,0.84978,0.88634
2022,46-65 y.,4th Quintile,Not born in Germany,0.13194,159,1317,0.11366,0.15022
2022,46-65 y.,5th Quintile,Born in Germany or immigrated <1950,0.90172,2080,2245,0.88941,0.91404
2022,46-65 y.,5th Quintile,Not born in Germany,0.09828,165,2245,0.08596,0.11059
2022,66 and older,1st Quintile,Born in Germany or immigrated <1950,0.79106,461,599,0.75847,0.82364
2022,66 and older,1st Quintile,Not born in Germany,0.20894,138,599,0.17636,0.24153
2022,66 and older,2nd Quintile,Born in Germany or immigrated <1950,0.91810,724,788,0.89894,0.93726
2022,66 and older,2nd Quintile,Not born in Germany,0.08190,64,788,0.06274,0.10106
2022,66 and older,3rd Quintile,Born in Germany or immigrated <1950,0.92130,663,721,0.90163,0.94097
2022,66 and older,3rd Quintile,Not born in Germany,0.07870,58,721,0.05903,0.09837
2022,66 and older,4th Quintile,Born in Germany or immigrated <1950,0.94101,594,594,0.92204,0.95997
2022,66 and older,5th Quintile,Born in Germany or immigrated <1950,0.93476,749,791,0.91754,0.95198
2022,66 and older,5th Quintile,Not born in Germany,0.06524,42,791,0.04802,0.08246
