"germborn","year","bildungsniveau","bula_h","n","percent","lower_confidence_percent","upper_confidence_percent"
"nicht in Deutschland geboren","1994","Hauptschule","Schleswig-Holstein","13","","",""
"nicht in Deutschland geboren","1994","Hauptschule","Hamburg","20","","",""
"nicht in Deutschland geboren","1994","Hauptschule","Niedersachsen","68","0.0751955153593467","0.0520346728589883","0.098356357859705"
"nicht in Deutschland geboren","1994","Hauptschule","Bremen","8","0.105653864968347","0.0228966879294853","0.188411042007209"
"nicht in Deutschland geboren","1994","Hauptschule","Nordrhein-Westfalen","293","","",""
"nicht in Deutschland geboren","1994","Hauptschule","Hessen","159","","",""
"nicht in Deutschland geboren","1994","Hauptschule","Rheinland-Pfalz,Saarland","57","0.0859006390023788","0.0585761336750434","0.113225144329714"
"nicht in Deutschland geboren","1994","Hauptschule","Baden-Wuerttemberg","351","0.202822252498774","0.177293063112311","0.228351441885237"
"nicht in Deutschland geboren","1994","Hauptschule","Bayern","185","","",""
"nicht in Deutschland geboren","1994","Hauptschule","Saarland","","","",""
"nicht in Deutschland geboren","1994","Hauptschule","Berlin","35","0.128257224993336","0.0782861185591023","0.17822833142757"
"nicht in Deutschland geboren","1994","Hauptschule","Brandenburg","10","","",""
"nicht in Deutschland geboren","1994","Hauptschule","Mecklenburg-Vorpommern","4","0.0288669887502854","-0.000252673310008746","0.0579866508105796"
"nicht in Deutschland geboren","1994","Hauptschule","Sachsen","24","","",""
"nicht in Deutschland geboren","1994","Hauptschule","Sachsen-Anhalt","23","","",""
"nicht in Deutschland geboren","1994","Hauptschule","Thueringen","15","","",""
"nicht in Deutschland geboren","1994","Realschule","Schleswig-Holstein","1","","",""
"nicht in Deutschland geboren","1994","Realschule","Hamburg","1","","",""
"nicht in Deutschland geboren","1994","Realschule","Niedersachsen","9","0.0343651018817355","0.0105095550513267","0.0582206487121442"
"nicht in Deutschland geboren","1994","Realschule","Bremen","1","","",""
"nicht in Deutschland geboren","1994","Realschule","Nordrhein-Westfalen","38","0.0829870882846097","0.0572985604233764","0.108675616145843"
"nicht in Deutschland geboren","1994","Realschule","Hessen","15","","",""
"nicht in Deutschland geboren","1994","Realschule","Rheinland-Pfalz,Saarland","2","","",""
"nicht in Deutschland geboren","1994","Realschule","Baden-Wuerttemberg","19","","",""
"nicht in Deutschland geboren","1994","Realschule","Bayern","28","","",""
"nicht in Deutschland geboren","1994","Realschule","Saarland","","","",""
"nicht in Deutschland geboren","1994","Realschule","Berlin","8","0.0624465136781627","0.0242309864341787","0.100662040922147"
"nicht in Deutschland geboren","1994","Realschule","Brandenburg","1","","",""
"nicht in Deutschland geboren","1994","Realschule","Mecklenburg-Vorpommern","4","0.0227511006075668","-0.000281286622318612","0.0457834878374523"
"nicht in Deutschland geboren","1994","Realschule","Sachsen","5","0.0208293646863447","0.00697185433212255","0.0346868750405668"
"nicht in Deutschland geboren","1994","Realschule","Sachsen-Anhalt","2","","",""
"nicht in Deutschland geboren","1994","Realschule","Thueringen","4","0.0346064041963745","0.0120391736666906","0.0571736347260584"
"nicht in Deutschland geboren","1994","(Fach-)Abitur","Schleswig-Holstein","4","0.0839619823268992","-0.0247496902571061","0.192673654910905"
"nicht in Deutschland geboren","1994","(Fach-)Abitur","Hamburg","6","0.438316002405009","0.178405539973883","0.698226464836135"
"nicht in Deutschland geboren","1994","(Fach-)Abitur","Niedersachsen","16","","",""
"nicht in Deutschland geboren","1994","(Fach-)Abitur","Bremen","2","","",""
"nicht in Deutschland geboren","1994","(Fach-)Abitur","Nordrhein-Westfalen","54","0.119497075183869","0.0798395536596951","0.159154596708042"
"nicht in Deutschland geboren","1994","(Fach-)Abitur","Hessen","21","","",""
"nicht in Deutschland geboren","1994","(Fach-)Abitur","Rheinland-Pfalz,Saarland","11","","",""
"nicht in Deutschland geboren","1994","(Fach-)Abitur","Baden-Wuerttemberg","39","0.194557908096192","0.126509492181827","0.262606324010558"
"nicht in Deutschland geboren","1994","(Fach-)Abitur","Bayern","22","","",""
"nicht in Deutschland geboren","1994","(Fach-)Abitur","Saarland","","","",""
"nicht in Deutschland geboren","1994","(Fach-)Abitur","Berlin","13","","",""
"nicht in Deutschland geboren","1994","(Fach-)Abitur","Brandenburg","","","",""
"nicht in Deutschland geboren","1994","(Fach-)Abitur","Mecklenburg-Vorpommern","1","","",""
"nicht in Deutschland geboren","1994","(Fach-)Abitur","Sachsen","1","","",""
"nicht in Deutschland geboren","1994","(Fach-)Abitur","Sachsen-Anhalt","1","","",""
"nicht in Deutschland geboren","1994","(Fach-)Abitur","Thueringen","1","","",""
"nicht in Deutschland geboren","1994","AkademikerIn","Schleswig-Holstein","2","","",""
"nicht in Deutschland geboren","1994","AkademikerIn","Hamburg","","","",""
"nicht in Deutschland geboren","1994","AkademikerIn","Niedersachsen","5","0.104204288535568","0.0368319175788136","0.171576659492323"
"nicht in Deutschland geboren","1994","AkademikerIn","Bremen","1","","",""
"nicht in Deutschland geboren","1994","AkademikerIn","Nordrhein-Westfalen","22","","",""
"nicht in Deutschland geboren","1994","AkademikerIn","Hessen","17","","",""
"nicht in Deutschland geboren","1994","AkademikerIn","Rheinland-Pfalz,Saarland","3","","",""
"nicht in Deutschland geboren","1994","AkademikerIn","Baden-Wuerttemberg","15","","",""
"nicht in Deutschland geboren","1994","AkademikerIn","Bayern","22","","",""
"nicht in Deutschland geboren","1994","AkademikerIn","Saarland","","","",""
"nicht in Deutschland geboren","1994","AkademikerIn","Berlin","10","","",""
"nicht in Deutschland geboren","1994","AkademikerIn","Brandenburg","6","0.0502027697956781","0.0146606457176032","0.0857448938737531"
"nicht in Deutschland geboren","1994","AkademikerIn","Mecklenburg-Vorpommern","2","","",""
"nicht in Deutschland geboren","1994","AkademikerIn","Sachsen","8","0.0504861060725181","0.0230702602847247","0.0779019518603115"
"nicht in Deutschland geboren","1994","AkademikerIn","Sachsen-Anhalt","6","0.0683368046520047","0.0282239933393726","0.108449615964637"
"nicht in Deutschland geboren","1994","AkademikerIn","Thueringen","5","0.0847548732944983","0.0345023192387398","0.135007427350257"
"in Deutschland geboren oder immigr.<1950","1995","(noch) kein Abschluss","Schleswig-Holstein","9","0.871483697049314","0.696179296287246","1.04678809781138"
"in Deutschland geboren oder immigr.<1950","1995","(noch) kein Abschluss","Hamburg","4","0.600839679359535","0.238052396198077","0.963626962520993"
"in Deutschland geboren oder immigr.<1950","1995","(noch) kein Abschluss","Niedersachsen","18","","",""
"in Deutschland geboren oder immigr.<1950","1995","(noch) kein Abschluss","Bremen","2","","",""
"in Deutschland geboren oder immigr.<1950","1995","(noch) kein Abschluss","Nordrhein-Westfalen","70","0.544465801343029","0.478507140426645","0.610424462259413"
"in Deutschland geboren oder immigr.<1950","1995","(noch) kein Abschluss","Hessen","17","","",""
"in Deutschland geboren oder immigr.<1950","1995","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","9","0.307722972958766","0.172869618514622","0.442576327402911"
"in Deutschland geboren oder immigr.<1950","1995","(noch) kein Abschluss","Baden-Wuerttemberg","42","0.358493375895583","0.294687692530169","0.422299059260996"
"in Deutschland geboren oder immigr.<1950","1995","(noch) kein Abschluss","Bayern","36","0.511132990806086","0.415061674077787","0.607204307534385"
"in Deutschland geboren oder immigr.<1950","1995","(noch) kein Abschluss","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","1995","(noch) kein Abschluss","Berlin","15","","",""
"in Deutschland geboren oder immigr.<1950","1995","(noch) kein Abschluss","Brandenburg","22","","",""
"in Deutschland geboren oder immigr.<1950","1995","(noch) kein Abschluss","Mecklenburg-Vorpommern","18","","",""
"in Deutschland geboren oder immigr.<1950","1995","(noch) kein Abschluss","Sachsen","31","0.894892686030852","0.791804100514468","0.997981271547237"
"in Deutschland geboren oder immigr.<1950","1995","(noch) kein Abschluss","Sachsen-Anhalt","19","","",""
"in Deutschland geboren oder immigr.<1950","1995","(noch) kein Abschluss","Thueringen","14","","",""
"in Deutschland geboren oder immigr.<1950","1995","Hauptschule","Schleswig-Holstein","124","","",""
"in Deutschland geboren oder immigr.<1950","1995","Hauptschule","Hamburg","49","0.92414466486104","0.860746930805251","0.987542398916829"
"in Deutschland geboren oder immigr.<1950","1995","Hauptschule","Niedersachsen","415","0.895912020030896","0.869486570723096","0.922337469338696"
"in Deutschland geboren oder immigr.<1950","1995","Hauptschule","Bremen","44","0.860867304312954","0.768560457082532","0.953174151543375"
"in Deutschland geboren oder immigr.<1950","1995","Hauptschule","Nordrhein-Westfalen","912","0.850521572102476","0.830723586809485","0.870319557395468"
"in Deutschland geboren oder immigr.<1950","1995","Hauptschule","Hessen","304","0.792770646823929","0.756204726534485","0.829336567113373"
"in Deutschland geboren oder immigr.<1950","1995","Hauptschule","Rheinland-Pfalz,Saarland","341","0.868343128687757","0.836714287393145","0.899971969982369"
"in Deutschland geboren oder immigr.<1950","1995","Hauptschule","Baden-Wuerttemberg","595","0.785547067928171","0.75954282453209","0.811551311324253"
"in Deutschland geboren oder immigr.<1950","1995","Hauptschule","Bayern","687","0.869943470054574","0.847882024841072","0.892004915268076"
"in Deutschland geboren oder immigr.<1950","1995","Hauptschule","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","1995","Hauptschule","Berlin","133","","",""
"in Deutschland geboren oder immigr.<1950","1995","Hauptschule","Brandenburg","172","","",""
"in Deutschland geboren oder immigr.<1950","1995","Hauptschule","Mecklenburg-Vorpommern","117","","",""
"in Deutschland geboren oder immigr.<1950","1995","Hauptschule","Sachsen","353","0.944661691485814","0.921582079244181","0.967741303727448"
"in Deutschland geboren oder immigr.<1950","1995","Hauptschule","Sachsen-Anhalt","224","","",""
"in Deutschland geboren oder immigr.<1950","1995","Hauptschule","Thueringen","232","","",""
"in Deutschland geboren oder immigr.<1950","1995","Realschule","Schleswig-Holstein","73","0.971628822764851","0.933800149990752","1.00945749553895"
"in Deutschland geboren oder immigr.<1950","1995","Realschule","Hamburg","24","","",""
"in Deutschland geboren oder immigr.<1950","1995","Realschule","Niedersachsen","225","","",""
"in Deutschland geboren oder immigr.<1950","1995","Realschule","Bremen","17","","",""
"in Deutschland geboren oder immigr.<1950","1995","Realschule","Nordrhein-Westfalen","430","0.917857376830373","0.893138382076016","0.942576371584729"
"in Deutschland geboren oder immigr.<1950","1995","Realschule","Hessen","143","","",""
"in Deutschland geboren oder immigr.<1950","1995","Realschule","Rheinland-Pfalz,Saarland","101","","",""
"in Deutschland geboren oder immigr.<1950","1995","Realschule","Baden-Wuerttemberg","250","","",""
"in Deutschland geboren oder immigr.<1950","1995","Realschule","Bayern","296","","",""
"in Deutschland geboren oder immigr.<1950","1995","Realschule","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","1995","Realschule","Berlin","153","","",""
"in Deutschland geboren oder immigr.<1950","1995","Realschule","Brandenburg","212","","",""
"in Deutschland geboren oder immigr.<1950","1995","Realschule","Mecklenburg-Vorpommern","160","","",""
"in Deutschland geboren oder immigr.<1950","1995","Realschule","Sachsen","394","0.97865382829959","0.964471870392254","0.992835786206926"
"in Deutschland geboren oder immigr.<1950","1995","Realschule","Sachsen-Anhalt","234","","",""
"in Deutschland geboren oder immigr.<1950","1995","Realschule","Thueringen","244","","",""
"in Deutschland geboren oder immigr.<1950","1995","(Fach-)Abitur","Schleswig-Holstein","20","","",""
"in Deutschland geboren oder immigr.<1950","1995","(Fach-)Abitur","Hamburg","11","","",""
"in Deutschland geboren oder immigr.<1950","1995","(Fach-)Abitur","Niedersachsen","76","0.747061891869014","0.666194762595291","0.827929021142738"
"in Deutschland geboren oder immigr.<1950","1995","(Fach-)Abitur","Bremen","6","0.60514721209178","0.302179593113116","0.908114831070443"
"in Deutschland geboren oder immigr.<1950","1995","(Fach-)Abitur","Nordrhein-Westfalen","202","","",""
"in Deutschland geboren oder immigr.<1950","1995","(Fach-)Abitur","Hessen","54","0.771772058352539","0.681482406777423","0.862061709927654"
"in Deutschland geboren oder immigr.<1950","1995","(Fach-)Abitur","Rheinland-Pfalz,Saarland","30","0.707903439480305","0.586620016963907","0.829186861996702"
"in Deutschland geboren oder immigr.<1950","1995","(Fach-)Abitur","Baden-Wuerttemberg","93","0.777192958998239","0.710376440771213","0.844009477225265"
"in Deutschland geboren oder immigr.<1950","1995","(Fach-)Abitur","Bayern","93","0.736548142707723","0.662240684063902","0.810855601351543"
"in Deutschland geboren oder immigr.<1950","1995","(Fach-)Abitur","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","1995","(Fach-)Abitur","Berlin","27","","",""
"in Deutschland geboren oder immigr.<1950","1995","(Fach-)Abitur","Brandenburg","23","","",""
"in Deutschland geboren oder immigr.<1950","1995","(Fach-)Abitur","Mecklenburg-Vorpommern","14","","",""
"in Deutschland geboren oder immigr.<1950","1995","(Fach-)Abitur","Sachsen","51","0.948402102540282","0.888276606022371","1.00852759905819"
"in Deutschland geboren oder immigr.<1950","1995","(Fach-)Abitur","Sachsen-Anhalt","28","","",""
"in Deutschland geboren oder immigr.<1950","1995","(Fach-)Abitur","Thueringen","20","","",""
"in Deutschland geboren oder immigr.<1950","1995","AkademikerIn","Schleswig-Holstein","20","","",""
"in Deutschland geboren oder immigr.<1950","1995","AkademikerIn","Hamburg","15","","",""
"in Deutschland geboren oder immigr.<1950","1995","AkademikerIn","Niedersachsen","81","0.79503030340001","0.714696395452747","0.875364211347274"
"in Deutschland geboren oder immigr.<1950","1995","AkademikerIn","Bremen","3","","",""
"in Deutschland geboren oder immigr.<1950","1995","AkademikerIn","Nordrhein-Westfalen","225","","",""
"in Deutschland geboren oder immigr.<1950","1995","AkademikerIn","Hessen","87","0.802989260812902","0.729328042346119","0.876650479279686"
"in Deutschland geboren oder immigr.<1950","1995","AkademikerIn","Rheinland-Pfalz,Saarland","44","0.909606783085425","0.830909856961399","0.988303709209452"
"in Deutschland geboren oder immigr.<1950","1995","AkademikerIn","Baden-Wuerttemberg","103","","",""
"in Deutschland geboren oder immigr.<1950","1995","AkademikerIn","Bayern","146","","",""
"in Deutschland geboren oder immigr.<1950","1995","AkademikerIn","Saarland","","","",""
"in Deutschland geboren oder immigr.<1950","1995","AkademikerIn","Berlin","131","","",""
"in Deutschland geboren oder immigr.<1950","1995","AkademikerIn","Brandenburg","134","","",""
"in Deutschland geboren oder immigr.<1950","1995","AkademikerIn","Mecklenburg-Vorpommern","90","0.980703362656728","0.952593169683308","1.00881355563015"
"in Deutschland geboren oder immigr.<1950","1995","AkademikerIn","Sachsen","225","","",""
"in Deutschland geboren oder immigr.<1950","1995","AkademikerIn","Sachsen-Anhalt","145","","",""
"in Deutschland geboren oder immigr.<1950","1995","AkademikerIn","Thueringen","112","","",""
"nicht in Deutschland geboren","1995","(noch) kein Abschluss","Schleswig-Holstein","5","0.128516302950686","-0.046788097811383","0.303820703712754"
