year,pgisced97,quintil_oecd,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2000,Primary Level,1st Quintile,Not born in Germany,0.84238,87,87,0.76537,0.91940
2000,Primary Level,2nd Quintile,Not born in Germany,0.73661,54,54,0.61803,0.85520
2000,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.70764,455,716,0.67430,0.74098
2000,Lower Secondary Level,1st Quintile,Not born in Germany,0.28994,261,716,0.25668,0.32319
2000,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.77569,356,500,0.73909,0.81229
2000,Lower Secondary Level,2nd Quintile,Not born in Germany,0.22431,144,500,0.18771,0.26091
2000,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.80045,274,359,0.75905,0.84185
2000,Lower Secondary Level,3rd Quintile,Not born in Germany,0.19955,85,359,0.15815,0.24095
2000,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.75052,199,277,0.69947,0.80157
2000,Lower Secondary Level,4th Quintile,Not born in Germany,0.24948,78,277,0.19843,0.30053
2000,Lower Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.84527,119,152,0.78759,0.90296
2000,Lower Secondary Level,5th Quintile,Not born in Germany,0.15473,33,152,0.09704,0.21241
2000,Upper Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.84277,1060,1304,0.82300,0.86253
2000,Upper Secondary Level,1st Quintile,Not born in Germany,0.15723,244,1304,0.13747,0.17700
2000,Upper Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.87702,1327,1549,0.86066,0.89338
2000,Upper Secondary Level,2nd Quintile,Not born in Germany,0.12298,222,1549,0.10662,0.13934
2000,Upper Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.92104,1365,1501,0.90740,0.93469
2000,Upper Secondary Level,3rd Quintile,Not born in Germany,0.07896,136,1501,0.06531,0.09260
2000,Upper Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.91494,1313,1438,0.90051,0.92936
2000,Upper Secondary Level,4th Quintile,Not born in Germany,0.08506,125,1438,0.07064,0.09949
2000,Upper Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.93445,1029,1102,0.91983,0.94907
2000,Upper Secondary Level,5th Quintile,Not born in Germany,0.06555,73,1102,0.05093,0.08017
2000,Post-secondary Non-tertiary Level,1st Quintile,Born in Germany or immigrated <1950,0.52161,52,115,0.42991,0.61331
2000,Post-secondary Non-tertiary Level,1st Quintile,Not born in Germany,0.47839,63,115,0.38669,0.57009
2000,Post-secondary Non-tertiary Level,2nd Quintile,Born in Germany or immigrated <1950,0.55859,48,85,0.45239,0.66478
2000,Post-secondary Non-tertiary Level,2nd Quintile,Not born in Germany,0.44141,37,85,0.33522,0.54761
2000,Post-secondary Non-tertiary Level,3rd Quintile,Born in Germany or immigrated <1950,0.84114,99,99,0.76877,0.91352
2000,Post-secondary Non-tertiary Level,4th Quintile,Born in Germany or immigrated <1950,0.82242,116,116,0.75257,0.89227
2000,Post-secondary Non-tertiary Level,5th Quintile,Born in Germany or immigrated <1950,0.89340,127,127,0.83951,0.94728
2000,First Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.84575,103,103,0.77565,0.91584
2000,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.90123,201,201,0.85988,0.94258
2000,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.89558,251,251,0.85768,0.93349
2000,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.88913,253,253,0.85037,0.92790
2000,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.89651,226,226,0.85671,0.93631
2000,Second Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.80168,111,111,0.72717,0.87620
2000,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.84528,210,241,0.79953,0.89104
2000,Second Stage of Tertiary Education,2nd Quintile,Not born in Germany,0.15472,31,241,0.10896,0.20047
2000,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.85145,328,370,0.81517,0.88774
2000,Second Stage of Tertiary Education,3rd Quintile,Not born in Germany,0.14855,42,370,0.11226,0.18483
2000,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.88470,455,492,0.85645,0.91295
2000,Second Stage of Tertiary Education,4th Quintile,Not born in Germany,0.11530,37,492,0.08705,0.14355
2000,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.91009,779,836,0.89069,0.92949
2000,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.08991,57,836,0.07051,0.10931
2001,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.70614,91,91,0.61203,0.80025
2001,Pre-primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.90693,112,112,0.85289,0.96098
2001,Pre-primary Level,3rd Quintile,Born in Germany or immigrated <1950,0.92450,94,94,0.87081,0.97820
2001,Pre-primary Level,4th Quintile,Born in Germany or immigrated <1950,0.97488,104,104,0.94466,1.00510
2001,Pre-primary Level,5th Quintile,Born in Germany or immigrated <1950,0.97587,93,93,0.94451,1.00723
2001,Primary Level,1st Quintile,Born in Germany or immigrated <1950,0.31790,48,147,0.24236,0.39343
2001,Primary Level,1st Quintile,Not born in Germany,0.68210,99,147,0.60657,0.75764
2001,Primary Level,2nd Quintile,Not born in Germany,0.58897,62,62,0.46549,0.71244
2001,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.73172,678,1000,0.70425,0.75920
2001,Lower Secondary Level,1st Quintile,Not born in Germany,0.26828,322,1000,0.24080,0.29575
2001,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.79244,592,784,0.76403,0.82084
2001,Lower Secondary Level,2nd Quintile,Not born in Germany,0.20756,192,784,0.17916,0.23597
2001,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.76135,444,593,0.72701,0.79569
2001,Lower Secondary Level,3rd Quintile,Not born in Germany,0.23865,149,593,0.20431,0.27299
2001,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.87384,395,464,0.84360,0.90408
2001,Lower Secondary Level,4th Quintile,Not born in Germany,0.12616,69,464,0.09592,0.15640
2001,Lower Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.87625,201,241,0.83459,0.91791
2001,Lower Secondary Level,5th Quintile,Not born in Germany,0.12375,40,241,0.08209,0.16541
2001,Upper Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.84515,1691,2020,0.82937,0.86093
2001,Upper Secondary Level,1st Quintile,Not born in Germany,0.15485,329,2020,0.13907,0.17063
2001,Upper Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.89400,2195,2490,0.88191,0.90609
2001,Upper Secondary Level,2nd Quintile,Not born in Germany,0.10600,295,2490,0.09391,0.11809
2001,Upper Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.92491,2415,2631,0.91484,0.93498
2001,Upper Secondary Level,3rd Quintile,Not born in Germany,0.07509,216,2631,0.06502,0.08516
2001,Upper Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.93965,2335,2491,0.93030,0.94901
2001,Upper Secondary Level,4th Quintile,Not born in Germany,0.06035,156,2491,0.05099,0.06970
2001,Upper Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.95822,1850,1941,0.94932,0.96712
2001,Upper Secondary Level,5th Quintile,Not born in Germany,0.04178,91,1941,0.03288,0.05068
2001,Post-secondary Non-tertiary Level,1st Quintile,Born in Germany or immigrated <1950,0.55710,84,159,0.47965,0.63456
2001,Post-secondary Non-tertiary Level,1st Quintile,Not born in Germany,0.44290,75,159,0.36544,0.52035
2001,Post-secondary Non-tertiary Level,2nd Quintile,Born in Germany or immigrated <1950,0.66123,118,189,0.59357,0.72888
2001,Post-secondary Non-tertiary Level,2nd Quintile,Not born in Germany,0.33877,71,189,0.27112,0.40643
2001,Post-secondary Non-tertiary Level,3rd Quintile,Born in Germany or immigrated <1950,0.75456,152,203,0.69522,0.81391
2001,Post-secondary Non-tertiary Level,3rd Quintile,Not born in Germany,0.24544,51,203,0.18609,0.30478
2001,Post-secondary Non-tertiary Level,4th Quintile,Born in Germany or immigrated <1950,0.89585,205,205,0.85393,0.93777
2001,Post-secondary Non-tertiary Level,5th Quintile,Born in Germany or immigrated <1950,0.91631,255,255,0.88226,0.95037
2001,First Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.83049,123,123,0.76391,0.89707
2001,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.91908,265,296,0.88796,0.95020
2001,First Stage of Tertiary Education,2nd Quintile,Not born in Germany,0.08092,31,296,0.04980,0.11204
2001,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.88729,364,405,0.85645,0.91813
2001,First Stage of Tertiary Education,3rd Quintile,Not born in Germany,0.11271,41,405,0.08187,0.14355
2001,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.92336,393,425,0.89804,0.94868
2001,First Stage of Tertiary Education,4th Quintile,Not born in Germany,0.07664,32,425,0.05132,0.10196
2001,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.91839,367,367,0.89034,0.94644
2001,Second Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.68568,171,238,0.62658,0.74479
2001,Second Stage of Tertiary Education,1st Quintile,Not born in Germany,0.31432,67,238,0.25521,0.37342
2001,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.79905,299,358,0.75749,0.84062
2001,Second Stage of Tertiary Education,2nd Quintile,Not born in Germany,0.20095,59,358,0.15938,0.24251
2001,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.86048,490,547,0.83141,0.88954
2001,Second Stage of Tertiary Education,3rd Quintile,Not born in Germany,0.13952,57,547,0.11046,0.16859
2001,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.88253,775,854,0.86092,0.90414
2001,Second Stage of Tertiary Education,4th Quintile,Not born in Germany,0.11747,79,854,0.09586,0.13908
2001,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.93114,1454,1553,0.91854,0.94374
2001,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.06886,99,1553,0.05626,0.08146
2002,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.72901,81,81,0.63161,0.82641
2002,Pre-primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.80847,90,90,0.72671,0.89022
2002,Pre-primary Level,3rd Quintile,Born in Germany or immigrated <1950,0.94199,121,121,0.90016,0.98381
2002,Pre-primary Level,4th Quintile,Born in Germany or immigrated <1950,0.91911,89,89,0.86214,0.97608
2002,Pre-primary Level,5th Quintile,Born in Germany or immigrated <1950,0.98049,108,108,0.95429,1.00670
2002,Primary Level,1st Quintile,Born in Germany or immigrated <1950,0.34552,45,130,0.26345,0.42758
2002,Primary Level,1st Quintile,Not born in Germany,0.65448,85,130,0.57242,0.73655
2002,Primary Level,2nd Quintile,Not born in Germany,0.62934,51,51,0.49546,0.76321
2002,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.73376,609,878,0.70450,0.76301
2002,Lower Secondary Level,1st Quintile,Not born in Germany,0.26624,269,878,0.23699,0.29550
2002,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.76224,523,714,0.73099,0.79349
2002,Lower Secondary Level,2nd Quintile,Not born in Germany,0.23776,191,714,0.20651,0.26901
2002,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.79868,387,503,0.76360,0.83376
2002,Lower Secondary Level,3rd Quintile,Not born in Germany,0.20132,116,503,0.16624,0.23640
2002,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.84311,367,450,0.80947,0.87675
2002,Lower Secondary Level,4th Quintile,Not born in Germany,0.15689,83,450,0.12325,0.19053
2002,Lower Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.86907,216,259,0.82791,0.91024
2002,Lower Secondary Level,5th Quintile,Not born in Germany,0.13093,43,259,0.08976,0.17209
2002,Upper Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.83650,1466,1763,0.81923,0.85377
2002,Upper Secondary Level,1st Quintile,Not born in Germany,0.16350,297,1763,0.14623,0.18077
2002,Upper Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.89395,1983,2256,0.88124,0.90665
2002,Upper Secondary Level,2nd Quintile,Not born in Germany,0.10605,273,2256,0.09335,0.11876
2002,Upper Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.93091,2182,2357,0.92067,0.94115
2002,Upper Secondary Level,3rd Quintile,Not born in Germany,0.06909,175,2357,0.05885,0.07933
2002,Upper Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.94470,2184,2322,0.93540,0.95400
2002,Upper Secondary Level,4th Quintile,Not born in Germany,0.05530,138,2322,0.04600,0.06460
2002,Upper Secondary Level,5th Quintile,Born in Germany or immigrated <1950,0.94687,2123,2242,0.93759,0.95616
2002,Upper Secondary Level,5th Quintile,Not born in Germany,0.05313,119,2242,0.04384,0.06241
2002,Post-secondary Non-tertiary Level,1st Quintile,Born in Germany or immigrated <1950,0.54808,99,171,0.47327,0.62289
2002,Post-secondary Non-tertiary Level,1st Quintile,Not born in Germany,0.45192,72,171,0.37711,0.52673
2002,Post-secondary Non-tertiary Level,2nd Quintile,Born in Germany or immigrated <1950,0.59150,98,167,0.51672,0.66627
2002,Post-secondary Non-tertiary Level,2nd Quintile,Not born in Germany,0.40850,69,167,0.33373,0.48328
2002,Post-secondary Non-tertiary Level,3rd Quintile,Born in Germany or immigrated <1950,0.76296,124,160,0.69685,0.82906
2002,Post-secondary Non-tertiary Level,3rd Quintile,Not born in Germany,0.23704,36,160,0.17094,0.30315
2002,Post-secondary Non-tertiary Level,4th Quintile,Born in Germany or immigrated <1950,0.88839,196,228,0.84743,0.92935
2002,Post-secondary Non-tertiary Level,4th Quintile,Not born in Germany,0.11161,32,228,0.07065,0.15257
2002,Post-secondary Non-tertiary Level,5th Quintile,Born in Germany or immigrated <1950,0.91146,280,280,0.87813,0.94480
2002,First Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.82947,124,124,0.76300,0.89594
2002,First Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.89249,246,285,0.85646,0.92851
2002,First Stage of Tertiary Education,2nd Quintile,Not born in Germany,0.10751,39,285,0.07149,0.14354
2002,First Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.91214,309,309,0.88053,0.94376
2002,First Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.89567,373,412,0.86612,0.92523
2002,First Stage of Tertiary Education,4th Quintile,Not born in Germany,0.10433,39,412,0.07477,0.13388
2002,First Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.93560,409,409,0.91178,0.95942
2002,Second Stage of Tertiary Education,1st Quintile,Born in Germany or immigrated <1950,0.65365,147,208,0.58884,0.71847
2002,Second Stage of Tertiary Education,1st Quintile,Not born in Germany,0.34635,61,208,0.28153,0.41116
2002,Second Stage of Tertiary Education,2nd Quintile,Born in Germany or immigrated <1950,0.75568,227,281,0.70535,0.80601
2002,Second Stage of Tertiary Education,2nd Quintile,Not born in Germany,0.24432,54,281,0.19399,0.29465
2002,Second Stage of Tertiary Education,3rd Quintile,Born in Germany or immigrated <1950,0.87943,437,483,0.85036,0.90850
2002,Second Stage of Tertiary Education,3rd Quintile,Not born in Germany,0.12057,46,483,0.09150,0.14964
2002,Second Stage of Tertiary Education,4th Quintile,Born in Germany or immigrated <1950,0.91130,754,813,0.89175,0.93086
2002,Second Stage of Tertiary Education,4th Quintile,Not born in Germany,0.08870,59,813,0.06914,0.10825
2002,Second Stage of Tertiary Education,5th Quintile,Born in Germany or immigrated <1950,0.91693,1505,1616,0.90347,0.93039
2002,Second Stage of Tertiary Education,5th Quintile,Not born in Germany,0.08307,111,1616,0.06961,0.09653
2003,Pre-primary Level,1st Quintile,Born in Germany or immigrated <1950,0.71279,78,78,0.61173,0.81385
2003,Pre-primary Level,2nd Quintile,Born in Germany or immigrated <1950,0.80661,88,88,0.72362,0.88961
2003,Pre-primary Level,3rd Quintile,Born in Germany or immigrated <1950,0.95128,106,106,0.91010,0.99246
2003,Pre-primary Level,4th Quintile,Born in Germany or immigrated <1950,0.94207,124,124,0.90079,0.98336
2003,Pre-primary Level,5th Quintile,Born in Germany or immigrated <1950,0.96588,171,171,0.93859,0.99317
2003,Primary Level,1st Quintile,Born in Germany or immigrated <1950,0.34081,47,131,0.25933,0.42229
2003,Primary Level,1st Quintile,Not born in Germany,0.65919,84,131,0.57771,0.74067
2003,Primary Level,2nd Quintile,Not born in Germany,0.54843,42,42,0.39610,0.70076
2003,Lower Secondary Level,1st Quintile,Born in Germany or immigrated <1950,0.74040,593,844,0.71080,0.76999
2003,Lower Secondary Level,1st Quintile,Not born in Germany,0.25960,251,844,0.23001,0.28920
2003,Lower Secondary Level,2nd Quintile,Born in Germany or immigrated <1950,0.78071,530,700,0.75004,0.81139
2003,Lower Secondary Level,2nd Quintile,Not born in Germany,0.21929,170,700,0.18861,0.24996
2003,Lower Secondary Level,3rd Quintile,Born in Germany or immigrated <1950,0.80612,378,485,0.77090,0.84134
2003,Lower Secondary Level,3rd Quintile,Not born in Germany,0.19388,107,485,0.15866,0.22910
2003,Lower Secondary Level,4th Quintile,Born in Germany or immigrated <1950,0.81205,325,417,0.77451,0.84960
