"corigin","year","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Brasilien","1999","4","","","",""
"Brasilien","1999","5 Einkommensstärkstes Quintil","","","",""
"Hongkong","1999","1 Einkommensschwächstes Quintil","","","",""
"Hongkong","1999","2","","","",""
"Hongkong","1999","3","","","",""
"Hongkong","1999","4","","","",""
"Hongkong","1999","5 Einkommensstärkstes Quintil","","","",""
"Peru","1999","1 Einkommensschwächstes Quintil","","","",""
"Peru","1999","2","","","",""
"Peru","1999","3","","","",""
"Peru","1999","4","","","",""
"Peru","1999","5 Einkommensstärkstes Quintil","","","",""
"Sri Lanka","1999","1 Einkommensschwächstes Quintil","","","",""
"Sri Lanka","1999","2","1","","",""
"Sri Lanka","1999","3","","","",""
"Sri Lanka","1999","4","1","","",""
"Sri Lanka","1999","5 Einkommensstärkstes Quintil","","","",""
"Nepal","1999","1 Einkommensschwächstes Quintil","","","",""
"Nepal","1999","2","","","",""
"Nepal","1999","3","","","",""
"Nepal","1999","4","","","",""
"Nepal","1999","5 Einkommensstärkstes Quintil","","","",""
"Marokko","1999","1 Einkommensschwächstes Quintil","2","","",""
"Marokko","1999","2","","","",""
"Marokko","1999","3","","","",""
"Marokko","1999","4","","","",""
"Marokko","1999","5 Einkommensstärkstes Quintil","","","",""
"China","1999","1 Einkommensschwächstes Quintil","","","",""
"China","1999","2","","","",""
"China","1999","3","","","",""
"China","1999","4","","","",""
"China","1999","5 Einkommensstärkstes Quintil","","","",""
"Irland","1999","1 Einkommensschwächstes Quintil","","","",""
"Irland","1999","2","","","",""
"Irland","1999","3","","","",""
"Irland","1999","4","","","",""
"Irland","1999","5 Einkommensstärkstes Quintil","","","",""
"Moldawien","1999","1 Einkommensschwächstes Quintil","","","",""
"Moldawien","1999","2","","","",""
"Moldawien","1999","3","1","","",""
"Moldawien","1999","4","","","",""
"Moldawien","1999","5 Einkommensstärkstes Quintil","","","",""
"Kasachstan","1999","1 Einkommensschwächstes Quintil","46","0.0119774382262255","0.00854209327139479","0.0154127831810562"
"Kasachstan","1999","2","24","","",""
"Kasachstan","1999","3","13","","",""
"Kasachstan","1999","4","2","","",""
"Kasachstan","1999","5 Einkommensstärkstes Quintil","","","",""
"Albanien","1999","1 Einkommensschwächstes Quintil","2","","",""
"Albanien","1999","2","","","",""
"Albanien","1999","3","","","",""
"Albanien","1999","4","2","","",""
"Albanien","1999","5 Einkommensstärkstes Quintil","","","",""
"Libanon","1999","1 Einkommensschwächstes Quintil","","","",""
"Libanon","1999","2","","","",""
"Libanon","1999","3","","","",""
"Libanon","1999","4","","","",""
"Libanon","1999","5 Einkommensstärkstes Quintil","","","",""
"Kirgistan","1999","1 Einkommensschwächstes Quintil","3","","",""
"Kirgistan","1999","2","1","","",""
"Kirgistan","1999","3","","","",""
"Kirgistan","1999","4","","","",""
"Kirgistan","1999","5 Einkommensstärkstes Quintil","","","",""
"Ukraine","1999","1 Einkommensschwächstes Quintil","11","","",""
"Ukraine","1999","2","8","","",""
"Ukraine","1999","3","","","",""
"Ukraine","1999","4","2","","",""
"Ukraine","1999","5 Einkommensstärkstes Quintil","","","",""
"Algerien","1999","1 Einkommensschwächstes Quintil","","","",""
"Algerien","1999","2","2","","",""
"Algerien","1999","3","","","",""
"Algerien","1999","4","","","",""
"Algerien","1999","5 Einkommensstärkstes Quintil","","","",""
"Mocambique","1999","1 Einkommensschwächstes Quintil","","","",""
"Mocambique","1999","2","","","",""
"Mocambique","1999","3","","","",""
"Mocambique","1999","4","","","",""
"Mocambique","1999","5 Einkommensstärkstes Quintil","","","",""
"Aegypten","1999","1 Einkommensschwächstes Quintil","","","",""
"Aegypten","1999","2","","","",""
"Aegypten","1999","3","","","",""
"Aegypten","1999","4","","","",""
"Aegypten","1999","5 Einkommensstärkstes Quintil","","","",""
"Tadschikistan","1999","1 Einkommensschwächstes Quintil","3","","",""
"Tadschikistan","1999","2","4","","",""
"Tadschikistan","1999","3","2","","",""
"Tadschikistan","1999","4","","","",""
"Tadschikistan","1999","5 Einkommensstärkstes Quintil","","","",""
"Vietnam","1999","1 Einkommensschwächstes Quintil","2","","",""
"Vietnam","1999","2","","","",""
"Vietnam","1999","3","","","",""
"Vietnam","1999","4","","","",""
"Vietnam","1999","5 Einkommensstärkstes Quintil","","","",""
"Somalia","1999","1 Einkommensschwächstes Quintil","","","",""
"Somalia","1999","2","","","",""
"Somalia","1999","3","","","",""
"Somalia","1999","4","","","",""
"Somalia","1999","5 Einkommensstärkstes Quintil","","","",""
"Pakistan","1999","1 Einkommensschwächstes Quintil","2","","",""
"Pakistan","1999","2","","","",""
"Pakistan","1999","3","","","",""
"Pakistan","1999","4","","","",""
"Pakistan","1999","5 Einkommensstärkstes Quintil","","","",""
"Südafrika","1999","1 Einkommensschwächstes Quintil","","","",""
"Südafrika","1999","2","","","",""
"Südafrika","1999","3","","","",""
"Südafrika","1999","4","","","",""
"Südafrika","1999","5 Einkommensstärkstes Quintil","","","",""
"Vereinigte Arabische Emirate","1999","1 Einkommensschwächstes Quintil","","","",""
"Vereinigte Arabische Emirate","1999","2","","","",""
"Vereinigte Arabische Emirate","1999","3","","","",""
"Vereinigte Arabische Emirate","1999","4","","","",""
"Vereinigte Arabische Emirate","1999","5 Einkommensstärkstes Quintil","","","",""
"El Salvador","1999","1 Einkommensschwächstes Quintil","","","",""
"El Salvador","1999","2","","","",""
"El Salvador","1999","3","","","",""
"El Salvador","1999","4","","","",""
"El Salvador","1999","5 Einkommensstärkstes Quintil","","","",""
"Eritrea","1999","1 Einkommensschwächstes Quintil","5","","",""
"Eritrea","1999","2","","","",""
"Eritrea","1999","3","","","",""
"Eritrea","1999","4","","","",""
"Eritrea","1999","5 Einkommensstärkstes Quintil","","","",""
"Jordanien","1999","1 Einkommensschwächstes Quintil","","","",""
"Jordanien","1999","2","","","",""
"Jordanien","1999","3","","","",""
"Jordanien","1999","4","","","",""
"Jordanien","1999","5 Einkommensstärkstes Quintil","","","",""
"Costa Rica","1999","1 Einkommensschwächstes Quintil","","","",""
"Costa Rica","1999","2","","","",""
"Costa Rica","1999","3","","","",""
"Costa Rica","1999","4","","","",""
"Costa Rica","1999","5 Einkommensstärkstes Quintil","","","",""
"Singapur","1999","1 Einkommensschwächstes Quintil","","","",""
"Singapur","1999","2","","","",""
"Singapur","1999","3","","","",""
"Singapur","1999","4","","","",""
"Singapur","1999","5 Einkommensstärkstes Quintil","","","",""
"Burkina Faso","1999","1 Einkommensschwächstes Quintil","","","",""
"Burkina Faso","1999","2","","","",""
"Burkina Faso","1999","3","","","",""
"Burkina Faso","1999","4","","","",""
"Burkina Faso","1999","5 Einkommensstärkstes Quintil","","","",""
"Sambia","1999","1 Einkommensschwächstes Quintil","","","",""
"Sambia","1999","2","","","",""
"Sambia","1999","3","","","",""
"Sambia","1999","4","","","",""
"Sambia","1999","5 Einkommensstärkstes Quintil","","","",""
"Ecuador","1999","1 Einkommensschwächstes Quintil","","","",""
"Ecuador","1999","2","","","",""
"Ecuador","1999","3","","","",""
"Ecuador","1999","4","","","",""
"Ecuador","1999","5 Einkommensstärkstes Quintil","","","",""
"Usbekistan","1999","1 Einkommensschwächstes Quintil","","","",""
"Usbekistan","1999","2","5","","",""
"Usbekistan","1999","3","4","","",""
"Usbekistan","1999","4","","","",""
"Usbekistan","1999","5 Einkommensstärkstes Quintil","","","",""
"Staatenlos","1999","1 Einkommensschwächstes Quintil","","","",""
"Staatenlos","1999","2","","","",""
"Staatenlos","1999","3","","","",""
"Staatenlos","1999","4","","","",""
"Staatenlos","1999","5 Einkommensstärkstes Quintil","","","",""
"Laos","1999","1 Einkommensschwächstes Quintil","","","",""
"Laos","1999","2","","","",""
"Laos","1999","3","","","",""
"Laos","1999","4","","","",""
"Laos","1999","5 Einkommensstärkstes Quintil","","","",""
"Estland","1999","1 Einkommensschwächstes Quintil","","","",""
"Estland","1999","2","","","",""
"Estland","1999","3","","","",""
"Estland","1999","4","","","",""
"Estland","1999","5 Einkommensstärkstes Quintil","","","",""
"Angola","1999","1 Einkommensschwächstes Quintil","","","",""
"Angola","1999","2","","","",""
"Angola","1999","3","","","",""
"Angola","1999","4","","","",""
"Angola","1999","5 Einkommensstärkstes Quintil","","","",""
"Lettland","1999","1 Einkommensschwächstes Quintil","2","","",""
"Lettland","1999","2","","","",""
"Lettland","1999","3","","","",""
"Lettland","1999","4","","","",""
"Lettland","1999","5 Einkommensstärkstes Quintil","","","",""
"Namibia","1999","1 Einkommensschwächstes Quintil","1","","",""
"Namibia","1999","2","","","",""
"Namibia","1999","3","","","",""
"Namibia","1999","4","","","",""
"Namibia","1999","5 Einkommensstärkstes Quintil","1","","",""
"Dominikanische Republik","1999","1 Einkommensschwächstes Quintil","","","",""
"Dominikanische Republik","1999","2","","","",""
"Dominikanische Republik","1999","3","","","",""
"Dominikanische Republik","1999","4","","","",""
"Dominikanische Republik","1999","5 Einkommensstärkstes Quintil","","","",""
"Nicaragua","1999","1 Einkommensschwächstes Quintil","","","",""
"Nicaragua","1999","2","","","",""
"Nicaragua","1999","3","","","",""
"Nicaragua","1999","4","","","",""
"Nicaragua","1999","5 Einkommensstärkstes Quintil","","","",""
"Kenia","1999","1 Einkommensschwächstes Quintil","","","",""
"Kenia","1999","2","","","",""
"Kenia","1999","3","","","",""
"Kenia","1999","4","","","",""
"Kenia","1999","5 Einkommensstärkstes Quintil","","","",""
"Libyen","1999","1 Einkommensschwächstes Quintil","","","",""
"Libyen","1999","2","","","",""
"Libyen","1999","3","","","",""
"Libyen","1999","4","","","",""
"Libyen","1999","5 Einkommensstärkstes Quintil","","","",""
"Botswana","1999","1 Einkommensschwächstes Quintil","1","","",""
"Botswana","1999","2","","","",""
"Botswana","1999","3","","","",""
"Botswana","1999","4","","","",""
"Botswana","1999","5 Einkommensstärkstes Quintil","","","",""
"Haiti","1999","1 Einkommensschwächstes Quintil","","","",""
"Haiti","1999","2","","","",""
"Haiti","1999","3","","","",""
"Haiti","1999","4","","","",""
"Haiti","1999","5 Einkommensstärkstes Quintil","","","",""
"Luxemburg","1999","1 Einkommensschwächstes Quintil","","","",""
"Luxemburg","1999","2","3","","",""
"Luxemburg","1999","3","1","","",""
"Luxemburg","1999","4","","","",""
"Luxemburg","1999","5 Einkommensstärkstes Quintil","","","",""
"Belgien","1999","1 Einkommensschwächstes Quintil","2","","",""
"Belgien","1999","2","1","","",""
"Belgien","1999","3","2","","",""
"Belgien","1999","4","","","",""
"Belgien","1999","5 Einkommensstärkstes Quintil","1","","",""
"Niederlande","1999","1 Einkommensschwächstes Quintil","5","","",""
"Niederlande","1999","2","5","","",""
"Niederlande","1999","3","1","","",""
"Niederlande","1999","4","","","",""
"Niederlande","1999","5 Einkommensstärkstes Quintil","1","","",""
"Kroatien","1999","1 Einkommensschwächstes Quintil","28","","",""
"Kroatien","1999","2","24","","",""
"Kroatien","1999","3","23","","",""
"Kroatien","1999","4","14","","",""
"Kroatien","1999","5 Einkommensstärkstes Quintil","3","","",""
"Bosnien/Herzegowina","1999","1 Einkommensschwächstes Quintil","28","","",""
"Bosnien/Herzegowina","1999","2","17","","",""
"Bosnien/Herzegowina","1999","3","20","","",""
"Bosnien/Herzegowina","1999","4","7","","",""
"Bosnien/Herzegowina","1999","5 Einkommensstärkstes Quintil","5","","",""
"Makedonien","1999","1 Einkommensschwächstes Quintil","1","","",""
"Makedonien","1999","2","9","","",""
"Makedonien","1999","3","2","","",""
"Makedonien","1999","4","1","","",""
"Makedonien","1999","5 Einkommensstärkstes Quintil","","","",""
"Slowenien","1999","1 Einkommensschwächstes Quintil","","","",""
"Slowenien","1999","2","8","","",""
"Slowenien","1999","3","5","","",""
"Slowenien","1999","4","","","",""
"Slowenien","1999","5 Einkommensstärkstes Quintil","","","",""
"Slowakei","1999","1 Einkommensschwächstes Quintil","","","",""
"Slowakei","1999","2","1","","",""
"Slowakei","1999","3","1","","",""
"Slowakei","1999","4","","","",""
"Slowakei","1999","5 Einkommensstärkstes Quintil","2","","",""
"Paraguay","1999","1 Einkommensschwächstes Quintil","2","","",""
"Paraguay","1999","2","1","","",""
"Paraguay","1999","3","","","",""
"Paraguay","1999","4","1","","",""
"Paraguay","1999","5 Einkommensstärkstes Quintil","","","",""
"Guinea","1999","1 Einkommensschwächstes Quintil","","","",""
"Guinea","1999","2","","","",""
"Guinea","1999","3","","","",""
"Guinea","1999","4","","","",""
"Guinea","1999","5 Einkommensstärkstes Quintil","","","",""
"Kuwait","1999","1 Einkommensschwächstes Quintil","","","",""
"Kuwait","1999","2","","","",""
"Kuwait","1999","3","","","",""
"Kuwait","1999","4","","","",""
"Kuwait","1999","5 Einkommensstärkstes Quintil","","","",""
"Elfenbeinkueste","1999","1 Einkommensschwächstes Quintil","","","",""
"Elfenbeinkueste","1999","2","","","",""
"Elfenbeinkueste","1999","3","","","",""
"Elfenbeinkueste","1999","4","","","",""
"Elfenbeinkueste","1999","5 Einkommensstärkstes Quintil","","","",""
"Malaysia_(128)","1999","1 Einkommensschwächstes Quintil","","","",""
"Malaysia_(128)","1999","2","","","",""
"Malaysia_(128)","1999","3","","","",""
"Malaysia_(128)","1999","4","","","",""
"Malaysia_(128)","1999","5 Einkommensstärkstes Quintil","","","",""
"Samoa","1999","1 Einkommensschwächstes Quintil","","","",""
"Samoa","1999","2","","","",""
"Samoa","1999","3","","","",""
"Samoa","1999","4","","","",""
"Samoa","1999","5 Einkommensstärkstes Quintil","","","",""
"Aserbaidschan","1999","1 Einkommensschwächstes Quintil","","","",""
"Aserbaidschan","1999","2","","","",""
"Aserbaidschan","1999","3","","","",""
"Aserbaidschan","1999","4","","","",""
"Aserbaidschan","1999","5 Einkommensstärkstes Quintil","","","",""
"Weissrussland","1999","1 Einkommensschwächstes Quintil","","","",""
"Weissrussland","1999","2","","","",""
"Weissrussland","1999","3","","","",""
"Weissrussland","1999","4","","","",""
"Weissrussland","1999","5 Einkommensstärkstes Quintil","1","","",""
"Uruguay","1999","1 Einkommensschwächstes Quintil","","","",""
"Uruguay","1999","2","","","",""
"Uruguay","1999","3","","","",""
"Uruguay","1999","4","","","",""
"Uruguay","1999","5 Einkommensstärkstes Quintil","","","",""
"Uganda","1999","1 Einkommensschwächstes Quintil","","","",""
"Uganda","1999","2","","","",""
"Uganda","1999","3","1","","",""
"Uganda","1999","4","","","",""
"Uganda","1999","5 Einkommensstärkstes Quintil","","","",""
"Mali","1999","1 Einkommensschwächstes Quintil","1","","",""
"Mali","1999","2","","","",""
"Mali","1999","3","","","",""
"Mali","1999","4","","","",""
"Mali","1999","5 Einkommensstärkstes Quintil","","","",""
"Kamerun","1999","1 Einkommensschwächstes Quintil","","","",""
"Kamerun","1999","2","","","",""
"Kamerun","1999","3","","","",""
"Kamerun","1999","4","","","",""
"Kamerun","1999","5 Einkommensstärkstes Quintil","","","",""
"Kosovo-Albaner","1999","1 Einkommensschwächstes Quintil","12","","",""
"Kosovo-Albaner","1999","2","11","","",""
"Kosovo-Albaner","1999","3","","","",""
"Kosovo-Albaner","1999","4","2","","",""
"Kosovo-Albaner","1999","5 Einkommensstärkstes Quintil","","","",""
"Georgien","1999","1 Einkommensschwächstes Quintil","","","",""
"Georgien","1999","2","","","",""
"Georgien","1999","3","","","",""
"Georgien","1999","4","","","",""
"Georgien","1999","5 Einkommensstärkstes Quintil","1","","",""
"Sudan","1999","1 Einkommensschwächstes Quintil","","","",""
"Sudan","1999","2","","","",""
"Sudan","1999","3","1","","",""
"Sudan","1999","4","","","",""
"Sudan","1999","5 Einkommensstärkstes Quintil","","","",""
"Kongo","1999","1 Einkommensschwächstes Quintil","","","",""
"Kongo","1999","2","","","",""
"Kongo","1999","3","","","",""
"Kongo","1999","4","","","",""
"Kongo","1999","5 Einkommensstärkstes Quintil","","","",""
"Togo","1999","1 Einkommensschwächstes Quintil","","","",""
"Togo","1999","2","","","",""
"Togo","1999","3","","","",""
"Togo","1999","4","","","",""
"Togo","1999","5 Einkommensstärkstes Quintil","","","",""
"Mongolei","1999","1 Einkommensschwächstes Quintil","","","",""
"Mongolei","1999","2","","","",""
"Mongolei","1999","3","","","",""
"Mongolei","1999","4","","","",""
"Mongolei","1999","5 Einkommensstärkstes Quintil","","","",""
"Litauen","1999","1 Einkommensschwächstes Quintil","1","","",""
"Litauen","1999","2","","","",""
"Litauen","1999","3","","","",""
"Litauen","1999","4","1","","",""
"Litauen","1999","5 Einkommensstärkstes Quintil","1","","",""
"Tschad","1999","1 Einkommensschwächstes Quintil","","","",""
"Tschad","1999","2","","","",""
"Tschad","1999","3","","","",""
"Tschad","1999","4","","","",""
"Tschad","1999","5 Einkommensstärkstes Quintil","","","",""
"Armenien","1999","1 Einkommensschwächstes Quintil","","","",""
