"corigin","year","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Benin","1992","direkter Migrationshintergrund","","","",""
"Benin","1992","indirekter Migrationshintergrund","","","",""
"Benin","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Philippinen","1992","kein Migrationshintergrund","","","",""
"Philippinen","1992","direkter Migrationshintergrund","4","","",""
"Philippinen","1992","indirekter Migrationshintergrund","","","",""
"Philippinen","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Israel","1992","kein Migrationshintergrund","","","",""
"Israel","1992","direkter Migrationshintergrund","","","",""
"Israel","1992","indirekter Migrationshintergrund","","","",""
"Israel","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Japan","1992","kein Migrationshintergrund","","","",""
"Japan","1992","direkter Migrationshintergrund","","","",""
"Japan","1992","indirekter Migrationshintergrund","","","",""
"Japan","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Australien","1992","kein Migrationshintergrund","","","",""
"Australien","1992","direkter Migrationshintergrund","2","","",""
"Australien","1992","indirekter Migrationshintergrund","","","",""
"Australien","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Indien","1992","kein Migrationshintergrund","","","",""
"Indien","1992","direkter Migrationshintergrund","","","",""
"Indien","1992","indirekter Migrationshintergrund","","","",""
"Indien","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Afghanistan","1992","kein Migrationshintergrund","","","",""
"Afghanistan","1992","direkter Migrationshintergrund","","","",""
"Afghanistan","1992","indirekter Migrationshintergrund","","","",""
"Afghanistan","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Thailand","1992","kein Migrationshintergrund","","","",""
"Thailand","1992","direkter Migrationshintergrund","","","",""
"Thailand","1992","indirekter Migrationshintergrund","","","",""
"Thailand","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Jamaika","1992","kein Migrationshintergrund","","","",""
"Jamaika","1992","direkter Migrationshintergrund","1","","",""
"Jamaika","1992","indirekter Migrationshintergrund","","","",""
"Jamaika","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Saudi-Arabien","1992","kein Migrationshintergrund","","","",""
"Saudi-Arabien","1992","direkter Migrationshintergrund","","","",""
"Saudi-Arabien","1992","indirekter Migrationshintergrund","","","",""
"Saudi-Arabien","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Aethiopien","1992","kein Migrationshintergrund","","","",""
"Aethiopien","1992","direkter Migrationshintergrund","","","",""
"Aethiopien","1992","indirekter Migrationshintergrund","","","",""
"Aethiopien","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kolumbien","1992","kein Migrationshintergrund","","","",""
"Kolumbien","1992","direkter Migrationshintergrund","","","",""
"Kolumbien","1992","indirekter Migrationshintergrund","","","",""
"Kolumbien","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ghana","1992","kein Migrationshintergrund","","","",""
"Ghana","1992","direkter Migrationshintergrund","1","","",""
"Ghana","1992","indirekter Migrationshintergrund","","","",""
"Ghana","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Bangla Desh","1992","kein Migrationshintergrund","","","",""
"Bangla Desh","1992","direkter Migrationshintergrund","1","","",""
"Bangla Desh","1992","indirekter Migrationshintergrund","","","",""
"Bangla Desh","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Venezuela","1992","kein Migrationshintergrund","","","",""
"Venezuela","1992","direkter Migrationshintergrund","1","","",""
"Venezuela","1992","indirekter Migrationshintergrund","","","",""
"Venezuela","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Tunesien","1992","kein Migrationshintergrund","","","",""
"Tunesien","1992","direkter Migrationshintergrund","1","","",""
"Tunesien","1992","indirekter Migrationshintergrund","","","",""
"Tunesien","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mauritius","1992","kein Migrationshintergrund","","","",""
"Mauritius","1992","direkter Migrationshintergrund","1","","",""
"Mauritius","1992","indirekter Migrationshintergrund","","","",""
"Mauritius","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nigeria","1992","kein Migrationshintergrund","","","",""
"Nigeria","1992","direkter Migrationshintergrund","1","","",""
"Nigeria","1992","indirekter Migrationshintergrund","","","",""
"Nigeria","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kanada","1992","kein Migrationshintergrund","","","",""
"Kanada","1992","direkter Migrationshintergrund","1","","",""
"Kanada","1992","indirekter Migrationshintergrund","","","",""
"Kanada","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Neuseeland","1992","kein Migrationshintergrund","","","",""
"Neuseeland","1992","direkter Migrationshintergrund","","","",""
"Neuseeland","1992","indirekter Migrationshintergrund","","","",""
"Neuseeland","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Tansania","1992","kein Migrationshintergrund","","","",""
"Tansania","1992","direkter Migrationshintergrund","","","",""
"Tansania","1992","indirekter Migrationshintergrund","","","",""
"Tansania","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Zypern","1992","kein Migrationshintergrund","","","",""
"Zypern","1992","direkter Migrationshintergrund","","","",""
"Zypern","1992","indirekter Migrationshintergrund","","","",""
"Zypern","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kuba","1992","kein Migrationshintergrund","","","",""
"Kuba","1992","direkter Migrationshintergrund","","","",""
"Kuba","1992","indirekter Migrationshintergrund","","","",""
"Kuba","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Irak","1992","kein Migrationshintergrund","","","",""
"Irak","1992","direkter Migrationshintergrund","","","",""
"Irak","1992","indirekter Migrationshintergrund","","","",""
"Irak","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Brasilien","1992","kein Migrationshintergrund","","","",""
"Brasilien","1992","direkter Migrationshintergrund","3","","",""
"Brasilien","1992","indirekter Migrationshintergrund","","","",""
"Brasilien","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Hongkong","1992","kein Migrationshintergrund","","","",""
"Hongkong","1992","direkter Migrationshintergrund","","","",""
"Hongkong","1992","indirekter Migrationshintergrund","","","",""
"Hongkong","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Peru","1992","kein Migrationshintergrund","","","",""
"Peru","1992","direkter Migrationshintergrund","","","",""
"Peru","1992","indirekter Migrationshintergrund","","","",""
"Peru","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Sri Lanka","1992","kein Migrationshintergrund","","","",""
"Sri Lanka","1992","direkter Migrationshintergrund","","","",""
"Sri Lanka","1992","indirekter Migrationshintergrund","","","",""
"Sri Lanka","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nepal","1992","kein Migrationshintergrund","","","",""
"Nepal","1992","direkter Migrationshintergrund","","","",""
"Nepal","1992","indirekter Migrationshintergrund","","","",""
"Nepal","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Marokko","1992","kein Migrationshintergrund","","","",""
"Marokko","1992","direkter Migrationshintergrund","","","",""
"Marokko","1992","indirekter Migrationshintergrund","","","",""
"Marokko","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"China","1992","kein Migrationshintergrund","","","",""
"China","1992","direkter Migrationshintergrund","","","",""
"China","1992","indirekter Migrationshintergrund","","","",""
"China","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Irland","1992","kein Migrationshintergrund","","","",""
"Irland","1992","direkter Migrationshintergrund","","","",""
"Irland","1992","indirekter Migrationshintergrund","","","",""
"Irland","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Moldawien","1992","kein Migrationshintergrund","","","",""
"Moldawien","1992","direkter Migrationshintergrund","","","",""
"Moldawien","1992","indirekter Migrationshintergrund","","","",""
"Moldawien","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kasachstan","1992","kein Migrationshintergrund","","","",""
"Kasachstan","1992","direkter Migrationshintergrund","","","",""
"Kasachstan","1992","indirekter Migrationshintergrund","","","",""
"Kasachstan","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Albanien","1992","kein Migrationshintergrund","","","",""
"Albanien","1992","direkter Migrationshintergrund","","","",""
"Albanien","1992","indirekter Migrationshintergrund","","","",""
"Albanien","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Libanon","1992","kein Migrationshintergrund","","","",""
"Libanon","1992","direkter Migrationshintergrund","","","",""
"Libanon","1992","indirekter Migrationshintergrund","","","",""
"Libanon","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Kirgistan","1992","kein Migrationshintergrund","","","",""
"Kirgistan","1992","direkter Migrationshintergrund","","","",""
"Kirgistan","1992","indirekter Migrationshintergrund","","","",""
"Kirgistan","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Ukraine","1992","kein Migrationshintergrund","","","",""
"Ukraine","1992","direkter Migrationshintergrund","1","","",""
"Ukraine","1992","indirekter Migrationshintergrund","","","",""
"Ukraine","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Algerien","1992","kein Migrationshintergrund","","","",""
"Algerien","1992","direkter Migrationshintergrund","1","","",""
"Algerien","1992","indirekter Migrationshintergrund","","","",""
"Algerien","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mocambique","1992","kein Migrationshintergrund","","","",""
"Mocambique","1992","direkter Migrationshintergrund","","","",""
"Mocambique","1992","indirekter Migrationshintergrund","","","",""
"Mocambique","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Aegypten","1992","kein Migrationshintergrund","","","",""
"Aegypten","1992","direkter Migrationshintergrund","","","",""
"Aegypten","1992","indirekter Migrationshintergrund","","","",""
"Aegypten","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Tadschikistan","1992","kein Migrationshintergrund","","","",""
"Tadschikistan","1992","direkter Migrationshintergrund","3","","",""
"Tadschikistan","1992","indirekter Migrationshintergrund","","","",""
"Tadschikistan","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vietnam","1992","kein Migrationshintergrund","","","",""
"Vietnam","1992","direkter Migrationshintergrund","","","",""
"Vietnam","1992","indirekter Migrationshintergrund","","","",""
"Vietnam","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Somalia","1992","kein Migrationshintergrund","","","",""
"Somalia","1992","direkter Migrationshintergrund","","","",""
"Somalia","1992","indirekter Migrationshintergrund","","","",""
"Somalia","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Pakistan","1992","kein Migrationshintergrund","","","",""
"Pakistan","1992","direkter Migrationshintergrund","","","",""
"Pakistan","1992","indirekter Migrationshintergrund","","","",""
"Pakistan","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Südafrika","1992","kein Migrationshintergrund","","","",""
"Südafrika","1992","direkter Migrationshintergrund","","","",""
"Südafrika","1992","indirekter Migrationshintergrund","","","",""
"Südafrika","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vereinigte Arabische Emirate","1992","kein Migrationshintergrund","","","",""
"Vereinigte Arabische Emirate","1992","direkter Migrationshintergrund","","","",""
"Vereinigte Arabische Emirate","1992","indirekter Migrationshintergrund","","","",""
"Vereinigte Arabische Emirate","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"El Salvador","1992","kein Migrationshintergrund","","","",""
"El Salvador","1992","direkter Migrationshintergrund","","","",""
"El Salvador","1992","indirekter Migrationshintergrund","","","",""
"El Salvador","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Eritrea","1992","kein Migrationshintergrund","","","",""
"Eritrea","1992","direkter Migrationshintergrund","","","",""
"Eritrea","1992","indirekter Migrationshintergrund","","","",""
"Eritrea","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Jordanien","1992","kein Migrationshintergrund","","","",""
"Jordanien","1992","direkter Migrationshintergrund","","","",""
"Jordanien","1992","indirekter Migrationshintergrund","","","",""
"Jordanien","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Costa Rica","1992","kein Migrationshintergrund","","","",""
"Costa Rica","1992","direkter Migrationshintergrund","","","",""
"Costa Rica","1992","indirekter Migrationshintergrund","","","",""
"Costa Rica","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Singapur","1992","kein Migrationshintergrund","","","",""
"Singapur","1992","direkter Migrationshintergrund","","","",""
"Singapur","1992","indirekter Migrationshintergrund","","","",""
"Singapur","1992","Migrationshintergrund - n. w. differenzierbar","","","",""
"Burkina Faso","1992","kein Migrationshintergrund","","","",""
"Burkina Faso","1992","direkter Migrationshintergrund","","","",""
"Burkina Faso","1992","indirekter Migrationshintergrund","","","",""
