"corigin","year","bildungsniveau","sampreg","n","percent","lower_confidence_percent","upper_confidence_percent"
"Frankreich","1995","(Fach-)Abitur","Westdeutschland","5","","",""
"Frankreich","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Frankreich","1995","AkademikerIn","Westdeutschland","3","","",""
"Frankreich","1995","AkademikerIn","Ostdeutschland","","","",""
"Benelux","1995","(noch) kein Abschluss","Westdeutschland","","","",""
"Benelux","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Benelux","1995","Hauptschule","Westdeutschland","1","","",""
"Benelux","1995","Hauptschule","Ostdeutschland","","","",""
"Benelux","1995","Realschule","Westdeutschland","","","",""
"Benelux","1995","Realschule","Ostdeutschland","","","",""
"Benelux","1995","(Fach-)Abitur","Westdeutschland","","","",""
"Benelux","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Benelux","1995","AkademikerIn","Westdeutschland","","","",""
"Benelux","1995","AkademikerIn","Ostdeutschland","","","",""
"Dänemark","1995","(noch) kein Abschluss","Westdeutschland","","","",""
"Dänemark","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Dänemark","1995","Hauptschule","Westdeutschland","","","",""
"Dänemark","1995","Hauptschule","Ostdeutschland","","","",""
"Dänemark","1995","Realschule","Westdeutschland","","","",""
"Dänemark","1995","Realschule","Ostdeutschland","","","",""
"Dänemark","1995","(Fach-)Abitur","Westdeutschland","","","",""
"Dänemark","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Dänemark","1995","AkademikerIn","Westdeutschland","","","",""
"Dänemark","1995","AkademikerIn","Ostdeutschland","","","",""
"Grossbritannien","1995","(noch) kein Abschluss","Westdeutschland","","","",""
"Grossbritannien","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Grossbritannien","1995","Hauptschule","Westdeutschland","2","","",""
"Grossbritannien","1995","Hauptschule","Ostdeutschland","","","",""
"Grossbritannien","1995","Realschule","Westdeutschland","1","","",""
"Grossbritannien","1995","Realschule","Ostdeutschland","","","",""
"Grossbritannien","1995","(Fach-)Abitur","Westdeutschland","1","","",""
"Grossbritannien","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Grossbritannien","1995","AkademikerIn","Westdeutschland","2","","",""
"Grossbritannien","1995","AkademikerIn","Ostdeutschland","","","",""
"Schweden","1995","(noch) kein Abschluss","Westdeutschland","","","",""
"Schweden","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Schweden","1995","Hauptschule","Westdeutschland","","","",""
"Schweden","1995","Hauptschule","Ostdeutschland","","","",""
"Schweden","1995","Realschule","Westdeutschland","","","",""
"Schweden","1995","Realschule","Ostdeutschland","","","",""
"Schweden","1995","(Fach-)Abitur","Westdeutschland","","","",""
"Schweden","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Schweden","1995","AkademikerIn","Westdeutschland","1","","",""
"Schweden","1995","AkademikerIn","Ostdeutschland","","","",""
"Norwegen","1995","(noch) kein Abschluss","Westdeutschland","","","",""
"Norwegen","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Norwegen","1995","Hauptschule","Westdeutschland","","","",""
"Norwegen","1995","Hauptschule","Ostdeutschland","","","",""
"Norwegen","1995","Realschule","Westdeutschland","","","",""
"Norwegen","1995","Realschule","Ostdeutschland","","","",""
"Norwegen","1995","(Fach-)Abitur","Westdeutschland","","","",""
"Norwegen","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Norwegen","1995","AkademikerIn","Westdeutschland","","","",""
"Norwegen","1995","AkademikerIn","Ostdeutschland","","","",""
"Finnland","1995","(noch) kein Abschluss","Westdeutschland","","","",""
"Finnland","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Finnland","1995","Hauptschule","Westdeutschland","","","",""
"Finnland","1995","Hauptschule","Ostdeutschland","","","",""
"Finnland","1995","Realschule","Westdeutschland","","","",""
"Finnland","1995","Realschule","Ostdeutschland","","","",""
"Finnland","1995","(Fach-)Abitur","Westdeutschland","","","",""
"Finnland","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Finnland","1995","AkademikerIn","Westdeutschland","","","",""
"Finnland","1995","AkademikerIn","Ostdeutschland","","","",""
"USA","1995","(noch) kein Abschluss","Westdeutschland","","","",""
"USA","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"USA","1995","Hauptschule","Westdeutschland","","","",""
"USA","1995","Hauptschule","Ostdeutschland","","","",""
"USA","1995","Realschule","Westdeutschland","4","","",""
"USA","1995","Realschule","Ostdeutschland","","","",""
"USA","1995","(Fach-)Abitur","Westdeutschland","1","","",""
"USA","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"USA","1995","AkademikerIn","Westdeutschland","3","","",""
"USA","1995","AkademikerIn","Ostdeutschland","","","",""
"Schweiz","1995","(noch) kein Abschluss","Westdeutschland","","","",""
"Schweiz","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Schweiz","1995","Hauptschule","Westdeutschland","2","","",""
"Schweiz","1995","Hauptschule","Ostdeutschland","","","",""
"Schweiz","1995","Realschule","Westdeutschland","3","","",""
"Schweiz","1995","Realschule","Ostdeutschland","","","",""
"Schweiz","1995","(Fach-)Abitur","Westdeutschland","","","",""
"Schweiz","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Schweiz","1995","AkademikerIn","Westdeutschland","1","","",""
"Schweiz","1995","AkademikerIn","Ostdeutschland","","","",""
"Chile","1995","(noch) kein Abschluss","Westdeutschland","","","",""
"Chile","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Chile","1995","Hauptschule","Westdeutschland","2","","",""
"Chile","1995","Hauptschule","Ostdeutschland","","","",""
"Chile","1995","Realschule","Westdeutschland","","","",""
"Chile","1995","Realschule","Ostdeutschland","","","",""
"Chile","1995","(Fach-)Abitur","Westdeutschland","1","","",""
"Chile","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Chile","1995","AkademikerIn","Westdeutschland","","","",""
"Chile","1995","AkademikerIn","Ostdeutschland","","","",""
"Rumaenien","1995","(noch) kein Abschluss","Westdeutschland","10","","",""
"Rumaenien","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Rumaenien","1995","Hauptschule","Westdeutschland","37","0.00668276708699761","0.00439332945967367","0.00897220471432155"
"Rumaenien","1995","Hauptschule","Ostdeutschland","3","","",""
"Rumaenien","1995","Realschule","Westdeutschland","4","","",""
"Rumaenien","1995","Realschule","Ostdeutschland","1","","",""
"Rumaenien","1995","(Fach-)Abitur","Westdeutschland","22","","",""
"Rumaenien","1995","(Fach-)Abitur","Ostdeutschland","1","","",""
"Rumaenien","1995","AkademikerIn","Westdeutschland","7","","",""
"Rumaenien","1995","AkademikerIn","Ostdeutschland","1","","",""
"Polen","1995","(noch) kein Abschluss","Westdeutschland","16","","",""
"Polen","1995","(noch) kein Abschluss","Ostdeutschland","2","","",""
"Polen","1995","Hauptschule","Westdeutschland","100","0.0149900092957202","0.0115755028449898","0.0184045157464505"
"Polen","1995","Hauptschule","Ostdeutschland","16","","",""
"Polen","1995","Realschule","Westdeutschland","18","","",""
"Polen","1995","Realschule","Ostdeutschland","","","",""
"Polen","1995","(Fach-)Abitur","Westdeutschland","58","0.0455726148807797","0.0319320189926382","0.0592132107689212"
"Polen","1995","(Fach-)Abitur","Ostdeutschland","2","","",""
"Polen","1995","AkademikerIn","Westdeutschland","13","","",""
"Polen","1995","AkademikerIn","Ostdeutschland","7","","",""
"Korea","1995","(noch) kein Abschluss","Westdeutschland","","","",""
"Korea","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Korea","1995","Hauptschule","Westdeutschland","","","",""
"Korea","1995","Hauptschule","Ostdeutschland","","","",""
"Korea","1995","Realschule","Westdeutschland","","","",""
"Korea","1995","Realschule","Ostdeutschland","","","",""
"Korea","1995","(Fach-)Abitur","Westdeutschland","1","","",""
"Korea","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Korea","1995","AkademikerIn","Westdeutschland","","","",""
"Korea","1995","AkademikerIn","Ostdeutschland","","","",""
"Iran","1995","(noch) kein Abschluss","Westdeutschland","1","","",""
"Iran","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Iran","1995","Hauptschule","Westdeutschland","","","",""
"Iran","1995","Hauptschule","Ostdeutschland","","","",""
"Iran","1995","Realschule","Westdeutschland","","","",""
"Iran","1995","Realschule","Ostdeutschland","","","",""
"Iran","1995","(Fach-)Abitur","Westdeutschland","3","","",""
"Iran","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Iran","1995","AkademikerIn","Westdeutschland","3","","",""
"Iran","1995","AkademikerIn","Ostdeutschland","","","",""
"Indonesien","1995","(noch) kein Abschluss","Westdeutschland","","","",""
"Indonesien","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Indonesien","1995","Hauptschule","Westdeutschland","","","",""
"Indonesien","1995","Hauptschule","Ostdeutschland","","","",""
"Indonesien","1995","Realschule","Westdeutschland","","","",""
"Indonesien","1995","Realschule","Ostdeutschland","","","",""
"Indonesien","1995","(Fach-)Abitur","Westdeutschland","","","",""
"Indonesien","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Indonesien","1995","AkademikerIn","Westdeutschland","","","",""
"Indonesien","1995","AkademikerIn","Ostdeutschland","","","",""
"Ungarn","1995","(noch) kein Abschluss","Westdeutschland","","","",""
"Ungarn","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Ungarn","1995","Hauptschule","Westdeutschland","9","","",""
"Ungarn","1995","Hauptschule","Ostdeutschland","3","","",""
"Ungarn","1995","Realschule","Westdeutschland","2","","",""
"Ungarn","1995","Realschule","Ostdeutschland","","","",""
"Ungarn","1995","(Fach-)Abitur","Westdeutschland","3","","",""
"Ungarn","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Ungarn","1995","AkademikerIn","Westdeutschland","1","","",""
"Ungarn","1995","AkademikerIn","Ostdeutschland","2","","",""
"Bolivien","1995","(noch) kein Abschluss","Westdeutschland","","","",""
"Bolivien","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Bolivien","1995","Hauptschule","Westdeutschland","","","",""
"Bolivien","1995","Hauptschule","Ostdeutschland","","","",""
"Bolivien","1995","Realschule","Westdeutschland","","","",""
"Bolivien","1995","Realschule","Ostdeutschland","","","",""
"Bolivien","1995","(Fach-)Abitur","Westdeutschland","","","",""
"Bolivien","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Bolivien","1995","AkademikerIn","Westdeutschland","","","",""
"Bolivien","1995","AkademikerIn","Ostdeutschland","","","",""
"Portugal","1995","(noch) kein Abschluss","Westdeutschland","2","","",""
"Portugal","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Portugal","1995","Hauptschule","Westdeutschland","5","","",""
"Portugal","1995","Hauptschule","Ostdeutschland","","","",""
"Portugal","1995","Realschule","Westdeutschland","","","",""
"Portugal","1995","Realschule","Ostdeutschland","","","",""
"Portugal","1995","(Fach-)Abitur","Westdeutschland","","","",""
"Portugal","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Portugal","1995","AkademikerIn","Westdeutschland","","","",""
"Portugal","1995","AkademikerIn","Ostdeutschland","","","",""
"Bulgarien","1995","(noch) kein Abschluss","Westdeutschland","3","","",""
"Bulgarien","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Bulgarien","1995","Hauptschule","Westdeutschland","4","","",""
"Bulgarien","1995","Hauptschule","Ostdeutschland","","","",""
"Bulgarien","1995","Realschule","Westdeutschland","","","",""
"Bulgarien","1995","Realschule","Ostdeutschland","","","",""
"Bulgarien","1995","(Fach-)Abitur","Westdeutschland","2","","",""
"Bulgarien","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Bulgarien","1995","AkademikerIn","Westdeutschland","1","","",""
"Bulgarien","1995","AkademikerIn","Ostdeutschland","1","","",""
"Syrien","1995","(noch) kein Abschluss","Westdeutschland","","","",""
"Syrien","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Syrien","1995","Hauptschule","Westdeutschland","","","",""
"Syrien","1995","Hauptschule","Ostdeutschland","","","",""
"Syrien","1995","Realschule","Westdeutschland","","","",""
"Syrien","1995","Realschule","Ostdeutschland","","","",""
"Syrien","1995","(Fach-)Abitur","Westdeutschland","","","",""
"Syrien","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Syrien","1995","AkademikerIn","Westdeutschland","","","",""
"Syrien","1995","AkademikerIn","Ostdeutschland","","","",""
"Tschechien","1995","(noch) kein Abschluss","Westdeutschland","","","",""
"Tschechien","1995","(noch) kein Abschluss","Ostdeutschland","1","","",""
"Tschechien","1995","Hauptschule","Westdeutschland","25","","",""
"Tschechien","1995","Hauptschule","Ostdeutschland","10","","",""
"Tschechien","1995","Realschule","Westdeutschland","11","","",""
"Tschechien","1995","Realschule","Ostdeutschland","2","","",""
"Tschechien","1995","(Fach-)Abitur","Westdeutschland","2","","",""
"Tschechien","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Tschechien","1995","AkademikerIn","Westdeutschland","5","","",""
"Tschechien","1995","AkademikerIn","Ostdeutschland","6","","",""
"Russland","1995","(noch) kein Abschluss","Westdeutschland","7","","",""
"Russland","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Russland","1995","Hauptschule","Westdeutschland","36","0.00437024178481937","0.00251667458539606","0.00622380898424267"
"Russland","1995","Hauptschule","Ostdeutschland","","","",""
"Russland","1995","Realschule","Westdeutschland","6","","",""
"Russland","1995","Realschule","Ostdeutschland","","","",""
"Russland","1995","(Fach-)Abitur","Westdeutschland","8","","",""
"Russland","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Russland","1995","AkademikerIn","Westdeutschland","14","","",""
"Russland","1995","AkademikerIn","Ostdeutschland","4","","",""
"Mexiko","1995","(noch) kein Abschluss","Westdeutschland","","","",""
"Mexiko","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Mexiko","1995","Hauptschule","Westdeutschland","1","","",""
"Mexiko","1995","Hauptschule","Ostdeutschland","","","",""
"Mexiko","1995","Realschule","Westdeutschland","","","",""
"Mexiko","1995","Realschule","Ostdeutschland","","","",""
"Mexiko","1995","(Fach-)Abitur","Westdeutschland","1","","",""
"Mexiko","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Mexiko","1995","AkademikerIn","Westdeutschland","","","",""
"Mexiko","1995","AkademikerIn","Ostdeutschland","","","",""
"Argentinien","1995","(noch) kein Abschluss","Westdeutschland","","","",""
"Argentinien","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Argentinien","1995","Hauptschule","Westdeutschland","","","",""
"Argentinien","1995","Hauptschule","Ostdeutschland","","","",""
"Argentinien","1995","Realschule","Westdeutschland","","","",""
"Argentinien","1995","Realschule","Ostdeutschland","","","",""
"Argentinien","1995","(Fach-)Abitur","Westdeutschland","","","",""
"Argentinien","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Argentinien","1995","AkademikerIn","Westdeutschland","2","","",""
"Argentinien","1995","AkademikerIn","Ostdeutschland","","","",""
"Cap Verden","1995","(noch) kein Abschluss","Westdeutschland","","","",""
"Cap Verden","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Cap Verden","1995","Hauptschule","Westdeutschland","","","",""
"Cap Verden","1995","Hauptschule","Ostdeutschland","","","",""
"Cap Verden","1995","Realschule","Westdeutschland","","","",""
"Cap Verden","1995","Realschule","Ostdeutschland","","","",""
"Cap Verden","1995","(Fach-)Abitur","Westdeutschland","","","",""
"Cap Verden","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Cap Verden","1995","AkademikerIn","Westdeutschland","","","",""
"Cap Verden","1995","AkademikerIn","Ostdeutschland","","","",""
"Benin","1995","(noch) kein Abschluss","Westdeutschland","","","",""
"Benin","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Benin","1995","Hauptschule","Westdeutschland","","","",""
"Benin","1995","Hauptschule","Ostdeutschland","","","",""
"Benin","1995","Realschule","Westdeutschland","","","",""
"Benin","1995","Realschule","Ostdeutschland","","","",""
"Benin","1995","(Fach-)Abitur","Westdeutschland","","","",""
"Benin","1995","(Fach-)Abitur","Ostdeutschland","","","",""
"Benin","1995","AkademikerIn","Westdeutschland","","","",""
"Benin","1995","AkademikerIn","Ostdeutschland","","","",""
"Philippinen","1995","(noch) kein Abschluss","Westdeutschland","1","","",""
"Philippinen","1995","(noch) kein Abschluss","Ostdeutschland","","","",""
"Philippinen","1995","Hauptschule","Westdeutschland","2","","",""
"Philippinen","1995","Hauptschule","Ostdeutschland","","","",""
"Philippinen","1995","Realschule","Westdeutschland","","","",""
"Philippinen","1995","Realschule","Ostdeutschland","","","",""
"Philippinen","1995","(Fach-)Abitur","Westdeutschland","2","","",""
