"corigin","year","quintil_oecd","sex","n","percent","lower_confidence_percent","upper_confidence_percent"
"Moldawien","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Moldawien","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Moldawien","1997","2","männlich","","","",""
"Moldawien","1997","2","weiblich","1","","",""
"Moldawien","1997","3","männlich","","","",""
"Moldawien","1997","3","weiblich","","","",""
"Moldawien","1997","4","männlich","","","",""
"Moldawien","1997","4","weiblich","","","",""
"Moldawien","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Moldawien","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Kasachstan","1997","1 Einkommensschwächstes Quintil","männlich","23","","",""
"Kasachstan","1997","1 Einkommensschwächstes Quintil","weiblich","22","","",""
"Kasachstan","1997","2","männlich","10","","",""
"Kasachstan","1997","2","weiblich","9","","",""
"Kasachstan","1997","3","männlich","8","","",""
"Kasachstan","1997","3","weiblich","3","","",""
"Kasachstan","1997","4","männlich","","","",""
"Kasachstan","1997","4","weiblich","1","","",""
"Kasachstan","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Kasachstan","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Albanien","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Albanien","1997","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Albanien","1997","2","männlich","1","","",""
"Albanien","1997","2","weiblich","","","",""
"Albanien","1997","3","männlich","1","","",""
"Albanien","1997","3","weiblich","","","",""
"Albanien","1997","4","männlich","","","",""
"Albanien","1997","4","weiblich","","","",""
"Albanien","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Albanien","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Libanon","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Libanon","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Libanon","1997","2","männlich","","","",""
"Libanon","1997","2","weiblich","","","",""
"Libanon","1997","3","männlich","","","",""
"Libanon","1997","3","weiblich","","","",""
"Libanon","1997","4","männlich","","","",""
"Libanon","1997","4","weiblich","","","",""
"Libanon","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Libanon","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Kirgistan","1997","1 Einkommensschwächstes Quintil","männlich","2","","",""
"Kirgistan","1997","1 Einkommensschwächstes Quintil","weiblich","2","","",""
"Kirgistan","1997","2","männlich","","","",""
"Kirgistan","1997","2","weiblich","1","","",""
"Kirgistan","1997","3","männlich","","","",""
"Kirgistan","1997","3","weiblich","","","",""
"Kirgistan","1997","4","männlich","","","",""
"Kirgistan","1997","4","weiblich","","","",""
"Kirgistan","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Kirgistan","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Ukraine","1997","1 Einkommensschwächstes Quintil","männlich","7","","",""
"Ukraine","1997","1 Einkommensschwächstes Quintil","weiblich","7","","",""
"Ukraine","1997","2","männlich","","","",""
"Ukraine","1997","2","weiblich","","","",""
"Ukraine","1997","3","männlich","1","","",""
"Ukraine","1997","3","weiblich","","","",""
"Ukraine","1997","4","männlich","","","",""
"Ukraine","1997","4","weiblich","","","",""
"Ukraine","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Ukraine","1997","5 Einkommensstärkstes Quintil","weiblich","1","","",""
"Algerien","1997","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Algerien","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Algerien","1997","2","männlich","","","",""
"Algerien","1997","2","weiblich","","","",""
"Algerien","1997","3","männlich","1","","",""
"Algerien","1997","3","weiblich","","","",""
"Algerien","1997","4","männlich","","","",""
"Algerien","1997","4","weiblich","","","",""
"Algerien","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Algerien","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Mocambique","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Mocambique","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Mocambique","1997","2","männlich","","","",""
"Mocambique","1997","2","weiblich","","","",""
"Mocambique","1997","3","männlich","","","",""
"Mocambique","1997","3","weiblich","","","",""
"Mocambique","1997","4","männlich","","","",""
"Mocambique","1997","4","weiblich","","","",""
"Mocambique","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Mocambique","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Aegypten","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Aegypten","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Aegypten","1997","2","männlich","","","",""
"Aegypten","1997","2","weiblich","","","",""
"Aegypten","1997","3","männlich","","","",""
"Aegypten","1997","3","weiblich","","","",""
"Aegypten","1997","4","männlich","","","",""
"Aegypten","1997","4","weiblich","","","",""
"Aegypten","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Aegypten","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Tadschikistan","1997","1 Einkommensschwächstes Quintil","männlich","3","","",""
"Tadschikistan","1997","1 Einkommensschwächstes Quintil","weiblich","2","","",""
"Tadschikistan","1997","2","männlich","","","",""
"Tadschikistan","1997","2","weiblich","1","","",""
"Tadschikistan","1997","3","männlich","","","",""
"Tadschikistan","1997","3","weiblich","2","","",""
"Tadschikistan","1997","4","männlich","","","",""
"Tadschikistan","1997","4","weiblich","","","",""
"Tadschikistan","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Tadschikistan","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Vietnam","1997","1 Einkommensschwächstes Quintil","männlich","1","","",""
"Vietnam","1997","1 Einkommensschwächstes Quintil","weiblich","1","","",""
"Vietnam","1997","2","männlich","","","",""
"Vietnam","1997","2","weiblich","","","",""
"Vietnam","1997","3","männlich","2","","",""
"Vietnam","1997","3","weiblich","1","","",""
"Vietnam","1997","4","männlich","","","",""
"Vietnam","1997","4","weiblich","","","",""
"Vietnam","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Vietnam","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Somalia","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Somalia","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Somalia","1997","2","männlich","","","",""
"Somalia","1997","2","weiblich","","","",""
"Somalia","1997","3","männlich","","","",""
"Somalia","1997","3","weiblich","","","",""
"Somalia","1997","4","männlich","","","",""
"Somalia","1997","4","weiblich","","","",""
"Somalia","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Somalia","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Pakistan","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Pakistan","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Pakistan","1997","2","männlich","","","",""
"Pakistan","1997","2","weiblich","","","",""
"Pakistan","1997","3","männlich","","","",""
"Pakistan","1997","3","weiblich","","","",""
"Pakistan","1997","4","männlich","","","",""
"Pakistan","1997","4","weiblich","","","",""
"Pakistan","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Pakistan","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Südafrika","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Südafrika","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Südafrika","1997","2","männlich","","","",""
"Südafrika","1997","2","weiblich","","","",""
"Südafrika","1997","3","männlich","","","",""
"Südafrika","1997","3","weiblich","","","",""
"Südafrika","1997","4","männlich","","","",""
"Südafrika","1997","4","weiblich","","","",""
"Südafrika","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Südafrika","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Vereinigte Arabische Emirate","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Vereinigte Arabische Emirate","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Vereinigte Arabische Emirate","1997","2","männlich","","","",""
"Vereinigte Arabische Emirate","1997","2","weiblich","","","",""
"Vereinigte Arabische Emirate","1997","3","männlich","","","",""
"Vereinigte Arabische Emirate","1997","3","weiblich","","","",""
"Vereinigte Arabische Emirate","1997","4","männlich","","","",""
"Vereinigte Arabische Emirate","1997","4","weiblich","","","",""
"Vereinigte Arabische Emirate","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Vereinigte Arabische Emirate","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"El Salvador","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"El Salvador","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"El Salvador","1997","2","männlich","","","",""
"El Salvador","1997","2","weiblich","","","",""
"El Salvador","1997","3","männlich","","","",""
"El Salvador","1997","3","weiblich","","","",""
"El Salvador","1997","4","männlich","","","",""
"El Salvador","1997","4","weiblich","","","",""
"El Salvador","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"El Salvador","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Eritrea","1997","1 Einkommensschwächstes Quintil","männlich","3","","",""
"Eritrea","1997","1 Einkommensschwächstes Quintil","weiblich","2","","",""
"Eritrea","1997","2","männlich","","","",""
"Eritrea","1997","2","weiblich","","","",""
"Eritrea","1997","3","männlich","","","",""
"Eritrea","1997","3","weiblich","","","",""
"Eritrea","1997","4","männlich","","","",""
"Eritrea","1997","4","weiblich","","","",""
"Eritrea","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Eritrea","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Jordanien","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Jordanien","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Jordanien","1997","2","männlich","1","","",""
"Jordanien","1997","2","weiblich","1","","",""
"Jordanien","1997","3","männlich","","","",""
"Jordanien","1997","3","weiblich","","","",""
"Jordanien","1997","4","männlich","","","",""
"Jordanien","1997","4","weiblich","","","",""
"Jordanien","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Jordanien","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Costa Rica","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Costa Rica","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Costa Rica","1997","2","männlich","","","",""
"Costa Rica","1997","2","weiblich","","","",""
"Costa Rica","1997","3","männlich","","","",""
"Costa Rica","1997","3","weiblich","","","",""
"Costa Rica","1997","4","männlich","","","",""
"Costa Rica","1997","4","weiblich","","","",""
"Costa Rica","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Costa Rica","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Singapur","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Singapur","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Singapur","1997","2","männlich","","","",""
"Singapur","1997","2","weiblich","","","",""
"Singapur","1997","3","männlich","","","",""
"Singapur","1997","3","weiblich","","","",""
"Singapur","1997","4","männlich","","","",""
"Singapur","1997","4","weiblich","","","",""
"Singapur","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Singapur","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Burkina Faso","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Burkina Faso","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Burkina Faso","1997","2","männlich","","","",""
"Burkina Faso","1997","2","weiblich","","","",""
"Burkina Faso","1997","3","männlich","","","",""
"Burkina Faso","1997","3","weiblich","","","",""
"Burkina Faso","1997","4","männlich","","","",""
"Burkina Faso","1997","4","weiblich","","","",""
"Burkina Faso","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Burkina Faso","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Sambia","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Sambia","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Sambia","1997","2","männlich","","","",""
"Sambia","1997","2","weiblich","","","",""
"Sambia","1997","3","männlich","","","",""
"Sambia","1997","3","weiblich","","","",""
"Sambia","1997","4","männlich","","","",""
"Sambia","1997","4","weiblich","","","",""
"Sambia","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Sambia","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Ecuador","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Ecuador","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Ecuador","1997","2","männlich","","","",""
"Ecuador","1997","2","weiblich","","","",""
"Ecuador","1997","3","männlich","","","",""
"Ecuador","1997","3","weiblich","","","",""
"Ecuador","1997","4","männlich","","","",""
"Ecuador","1997","4","weiblich","","","",""
"Ecuador","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Ecuador","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Usbekistan","1997","1 Einkommensschwächstes Quintil","männlich","5","","",""
"Usbekistan","1997","1 Einkommensschwächstes Quintil","weiblich","3","","",""
"Usbekistan","1997","2","männlich","1","","",""
"Usbekistan","1997","2","weiblich","1","","",""
"Usbekistan","1997","3","männlich","","","",""
"Usbekistan","1997","3","weiblich","","","",""
"Usbekistan","1997","4","männlich","","","",""
"Usbekistan","1997","4","weiblich","","","",""
"Usbekistan","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Usbekistan","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Staatenlos","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Staatenlos","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Staatenlos","1997","2","männlich","","","",""
"Staatenlos","1997","2","weiblich","1","","",""
"Staatenlos","1997","3","männlich","","","",""
"Staatenlos","1997","3","weiblich","","","",""
"Staatenlos","1997","4","männlich","","","",""
"Staatenlos","1997","4","weiblich","","","",""
"Staatenlos","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Staatenlos","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Laos","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Laos","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Laos","1997","2","männlich","","","",""
"Laos","1997","2","weiblich","","","",""
"Laos","1997","3","männlich","","","",""
"Laos","1997","3","weiblich","","","",""
"Laos","1997","4","männlich","","","",""
"Laos","1997","4","weiblich","","","",""
"Laos","1997","5 Einkommensstärkstes Quintil","männlich","","","",""
"Laos","1997","5 Einkommensstärkstes Quintil","weiblich","","","",""
"Estland","1997","1 Einkommensschwächstes Quintil","männlich","","","",""
"Estland","1997","1 Einkommensschwächstes Quintil","weiblich","","","",""
"Estland","1997","2","männlich","","","",""
"Estland","1997","2","weiblich","","","",""
"Estland","1997","3","männlich","","","",""
