study,dataset,version,variable,value,label,label_de
soep-core,p_statistics,v39,plh0171,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0171,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0171,0,0 completely dissatisfied,0 Ganz und gar unzufrieden
soep-core,p_statistics,v39,plh0171,1,1,1
soep-core,p_statistics,v39,plh0171,2,2,2
soep-core,p_statistics,v39,plh0171,3,3,3
soep-core,p_statistics,v39,plh0171,4,4,4
soep-core,p_statistics,v39,plh0171,5,5,5
soep-core,p_statistics,v39,plh0171,6,6,6
soep-core,p_statistics,v39,plh0171,7,7,7
soep-core,p_statistics,v39,plh0171,8,8,8
soep-core,p_statistics,v39,plh0171,9,9,9
soep-core,p_statistics,v39,plh0171,10,10 completely satisfied,10 Ganz und gar zufrieden
soep-core,p_statistics,v39,plh0172,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0172,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0172,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0172,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0172,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0172,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0172,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0172,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0172,0,0 completely dissatisfied,0 Ganz und gar unzufrieden
soep-core,p_statistics,v39,plh0172,1,1,1
soep-core,p_statistics,v39,plh0172,2,2,2
soep-core,p_statistics,v39,plh0172,3,3,3
soep-core,p_statistics,v39,plh0172,4,4,4
soep-core,p_statistics,v39,plh0172,5,5,5
soep-core,p_statistics,v39,plh0172,6,6,6
soep-core,p_statistics,v39,plh0172,7,7,7
soep-core,p_statistics,v39,plh0172,8,8,8
soep-core,p_statistics,v39,plh0172,9,9,9
soep-core,p_statistics,v39,plh0172,10,10 completely satisfied,10 Ganz und gar zufrieden
soep-core,p_statistics,v39,plh0173,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0173,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0173,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0173,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0173,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0173,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0173,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0173,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0173,0,0 completely dissatisfied,0 Ganz und gar unzufrieden
soep-core,p_statistics,v39,plh0173,1,1,1
soep-core,p_statistics,v39,plh0173,2,2,2
soep-core,p_statistics,v39,plh0173,3,3,3
soep-core,p_statistics,v39,plh0173,4,4,4
soep-core,p_statistics,v39,plh0173,5,5,5
soep-core,p_statistics,v39,plh0173,6,6,6
soep-core,p_statistics,v39,plh0173,7,7,7
soep-core,p_statistics,v39,plh0173,8,8,8
soep-core,p_statistics,v39,plh0173,9,9,9
soep-core,p_statistics,v39,plh0173,10,10 completely satisfied,10 Ganz und gar zufrieden
soep-core,p_statistics,v39,plh0174,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0174,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0174,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0174,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0174,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0174,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0174,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0174,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0174,0,0 completely dissatisfied,0 Ganz und gar unzufrieden
soep-core,p_statistics,v39,plh0174,1,1,1
soep-core,p_statistics,v39,plh0174,2,2,2
soep-core,p_statistics,v39,plh0174,3,3,3
soep-core,p_statistics,v39,plh0174,4,4,4
soep-core,p_statistics,v39,plh0174,5,5,5
soep-core,p_statistics,v39,plh0174,6,6,6
soep-core,p_statistics,v39,plh0174,7,7,7
soep-core,p_statistics,v39,plh0174,8,8,8
soep-core,p_statistics,v39,plh0174,9,9,9
soep-core,p_statistics,v39,plh0174,10,10 completely satisfied,10 Ganz und gar zufrieden
soep-core,p_statistics,v39,plh0175,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0175,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0175,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0175,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0175,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0175,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0175,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0175,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0175,0,0 completely dissatisfied,0 Ganz und gar unzufrieden
soep-core,p_statistics,v39,plh0175,1,1,1
soep-core,p_statistics,v39,plh0175,2,2,2
soep-core,p_statistics,v39,plh0175,3,3,3
soep-core,p_statistics,v39,plh0175,4,4,4
soep-core,p_statistics,v39,plh0175,5,5,5
soep-core,p_statistics,v39,plh0175,6,6,6
soep-core,p_statistics,v39,plh0175,7,7,7
soep-core,p_statistics,v39,plh0175,8,8,8
soep-core,p_statistics,v39,plh0175,9,9,9
soep-core,p_statistics,v39,plh0175,10,10 completely satisfied,10 Ganz und gar zufrieden
soep-core,p_statistics,v39,plh0176,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0176,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0176,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0176,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0176,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0176,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0176,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0176,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0176,0,0 completely dissatisfied,0 Ganz und gar unzufrieden
soep-core,p_statistics,v39,plh0176,1,1,1
soep-core,p_statistics,v39,plh0176,2,2,2
soep-core,p_statistics,v39,plh0176,3,3,3
soep-core,p_statistics,v39,plh0176,4,4,4
soep-core,p_statistics,v39,plh0176,5,5,5
soep-core,p_statistics,v39,plh0176,6,6,6
soep-core,p_statistics,v39,plh0176,7,7,7
soep-core,p_statistics,v39,plh0176,8,8,8
soep-core,p_statistics,v39,plh0176,9,9,9
soep-core,p_statistics,v39,plh0176,10,10 completely satisfied,10 Ganz und gar zufrieden
soep-core,p_statistics,v39,plh0177,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0177,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0177,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0177,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0177,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0177,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0177,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0177,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0177,0,0 completely dissatisfied,0 Ganz und gar unzufrieden
soep-core,p_statistics,v39,plh0177,1,1,1
soep-core,p_statistics,v39,plh0177,2,2,2
soep-core,p_statistics,v39,plh0177,3,3,3
soep-core,p_statistics,v39,plh0177,4,4,4
soep-core,p_statistics,v39,plh0177,5,5,5
soep-core,p_statistics,v39,plh0177,6,6,6
soep-core,p_statistics,v39,plh0177,7,7,7
soep-core,p_statistics,v39,plh0177,8,8,8
soep-core,p_statistics,v39,plh0177,9,9,9
soep-core,p_statistics,v39,plh0177,10,10 completely satisfied,10 Ganz und gar zufrieden
soep-core,p_statistics,v39,plh0178,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0178,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0178,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0178,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0178,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0178,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0178,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0178,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0178,0,0 completely dissatisfied,0 Ganz und gar unzufrieden
soep-core,p_statistics,v39,plh0178,1,1,1
soep-core,p_statistics,v39,plh0178,2,2,2
soep-core,p_statistics,v39,plh0178,3,3,3
soep-core,p_statistics,v39,plh0178,4,4,4
soep-core,p_statistics,v39,plh0178,5,5,5
soep-core,p_statistics,v39,plh0178,6,6,6
soep-core,p_statistics,v39,plh0178,7,7,7
soep-core,p_statistics,v39,plh0178,8,8,8
soep-core,p_statistics,v39,plh0178,9,9,9
soep-core,p_statistics,v39,plh0178,10,10 completely satisfied,10 Ganz und gar zufrieden
soep-core,p_statistics,v39,plh0179,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0179,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0179,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0179,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0179,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0179,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0179,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0179,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0179,0,0 completely dissatisfied,0 Ganz und gar unzufrieden
soep-core,p_statistics,v39,plh0179,1,1,1
soep-core,p_statistics,v39,plh0179,2,2,2
soep-core,p_statistics,v39,plh0179,3,3,3
soep-core,p_statistics,v39,plh0179,4,4,4
soep-core,p_statistics,v39,plh0179,5,5,5
soep-core,p_statistics,v39,plh0179,6,6,6
soep-core,p_statistics,v39,plh0179,7,7,7
soep-core,p_statistics,v39,plh0179,8,8,8
soep-core,p_statistics,v39,plh0179,9,9,9
soep-core,p_statistics,v39,plh0179,10,10 completely satisfied,10 Ganz und gar zufrieden
soep-core,p_statistics,v39,plh0180,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0180,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0180,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0180,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0180,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0180,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0180,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0180,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0180,0,0 completely dissatisfied,0 Ganz und gar unzufrieden
soep-core,p_statistics,v39,plh0180,1,1,1
soep-core,p_statistics,v39,plh0180,2,2,2
soep-core,p_statistics,v39,plh0180,3,3,3
soep-core,p_statistics,v39,plh0180,4,4,4
soep-core,p_statistics,v39,plh0180,5,5,5
soep-core,p_statistics,v39,plh0180,6,6,6
soep-core,p_statistics,v39,plh0180,7,7,7
soep-core,p_statistics,v39,plh0180,8,8,8
soep-core,p_statistics,v39,plh0180,9,9,9
soep-core,p_statistics,v39,plh0180,10,10 completely satisfied,10 Ganz und gar zufrieden
soep-core,p_statistics,v39,plh0181,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0181,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0181,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0181,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0181,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
soep-core,p_statistics,v39,plh0181,-3,Implausible value,unplausibler Wert
soep-core,p_statistics,v39,plh0181,-2,Does not apply,trifft nicht zu
soep-core,p_statistics,v39,plh0181,-1,No answer / don't know,keine Angabe/weiß nicht
soep-core,p_statistics,v39,plh0181,0,0 completely dissatisfied,0 Ganz und gar unzufrieden
soep-core,p_statistics,v39,plh0181,1,1,1
soep-core,p_statistics,v39,plh0181,2,2,2
soep-core,p_statistics,v39,plh0181,3,3,3
soep-core,p_statistics,v39,plh0181,4,4,4
soep-core,p_statistics,v39,plh0181,5,5,5
soep-core,p_statistics,v39,plh0181,6,6,6
soep-core,p_statistics,v39,plh0181,7,7,7
soep-core,p_statistics,v39,plh0181,8,8,8
soep-core,p_statistics,v39,plh0181,9,9,9
soep-core,p_statistics,v39,plh0181,10,10 completely satisfied,10 Ganz und gar zufrieden
soep-core,p_statistics,v39,plh0182,-8,Question not part of the survey program this year,Frage in diesem Jahr nicht Teil des Frageprogramms
soep-core,p_statistics,v39,plh0182,-7,Only available in less restricted edition,nur in weniger eingeschränkter Edition verfügbar
soep-core,p_statistics,v39,plh0182,-6,Version of questionnaire with modified filtering,Fragebogenversion mit geänderter Filterführung
soep-core,p_statistics,v39,plh0182,-5,Not included in this version of the questionnaire,in Fragebogenversion nicht enthalten
soep-core,p_statistics,v39,plh0182,-4,Inadmissable multiple response,unzulässige Mehrfachantwort
