"ple0055","year","migback","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"0","1990","kein Migrationshintergrund","Laendlicher Raum","","","",""
"0","1990","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"0","1990","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"0","1990","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"0","1990","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"0","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"0","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"1","1990","kein Migrationshintergrund","Staedtischer Raum","","","",""
"1","1990","kein Migrationshintergrund","Laendlicher Raum","","","",""
"1","1990","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"1","1990","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"1","1990","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"1","1990","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"1","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"1","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"2","1990","kein Migrationshintergrund","Staedtischer Raum","","","",""
"2","1990","kein Migrationshintergrund","Laendlicher Raum","","","",""
"2","1990","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"2","1990","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"2","1990","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"2","1990","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"2","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"2","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"3","1990","kein Migrationshintergrund","Staedtischer Raum","","","",""
"3","1990","kein Migrationshintergrund","Laendlicher Raum","","","",""
"3","1990","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"3","1990","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"3","1990","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"3","1990","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"3","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"3","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"4","1990","kein Migrationshintergrund","Staedtischer Raum","","","",""
"4","1990","kein Migrationshintergrund","Laendlicher Raum","","","",""
"4","1990","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"4","1990","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"4","1990","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"4","1990","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"4","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"4","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"5","1990","kein Migrationshintergrund","Staedtischer Raum","","","",""
"5","1990","kein Migrationshintergrund","Laendlicher Raum","","","",""
"5","1990","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"5","1990","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"5","1990","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"5","1990","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"5","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"5","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"6","1990","kein Migrationshintergrund","Staedtischer Raum","","","",""
"6","1990","kein Migrationshintergrund","Laendlicher Raum","","","",""
"6","1990","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"6","1990","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"6","1990","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"6","1990","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"6","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"6","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"7","1990","kein Migrationshintergrund","Staedtischer Raum","","","",""
"7","1990","kein Migrationshintergrund","Laendlicher Raum","","","",""
"7","1990","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"7","1990","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"7","1990","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"7","1990","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"7","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"7","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"8","1990","kein Migrationshintergrund","Staedtischer Raum","","","",""
"8","1990","kein Migrationshintergrund","Laendlicher Raum","","","",""
"8","1990","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"8","1990","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"8","1990","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"8","1990","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"8","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"8","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"9","1990","kein Migrationshintergrund","Staedtischer Raum","","","",""
"9","1990","kein Migrationshintergrund","Laendlicher Raum","","","",""
"9","1990","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"9","1990","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"9","1990","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"9","1990","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"9","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"9","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"10","1990","kein Migrationshintergrund","Staedtischer Raum","","","",""
"10","1990","kein Migrationshintergrund","Laendlicher Raum","","","",""
"10","1990","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"10","1990","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"10","1990","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"10","1990","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"10","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"10","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"11","1990","kein Migrationshintergrund","Staedtischer Raum","","","",""
"11","1990","kein Migrationshintergrund","Laendlicher Raum","","","",""
"11","1990","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"11","1990","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"11","1990","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"11","1990","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"11","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"11","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"12","1990","kein Migrationshintergrund","Staedtischer Raum","","","",""
"12","1990","kein Migrationshintergrund","Laendlicher Raum","","","",""
"12","1990","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"12","1990","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"12","1990","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"12","1990","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"12","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"12","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"13","1990","kein Migrationshintergrund","Staedtischer Raum","","","",""
"13","1990","kein Migrationshintergrund","Laendlicher Raum","","","",""
"13","1990","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"13","1990","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"13","1990","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"13","1990","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"13","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"13","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"14","1990","kein Migrationshintergrund","Staedtischer Raum","","","",""
"14","1990","kein Migrationshintergrund","Laendlicher Raum","","","",""
"14","1990","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"14","1990","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"14","1990","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"14","1990","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"14","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"14","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"15","1990","kein Migrationshintergrund","Staedtischer Raum","","","",""
"15","1990","kein Migrationshintergrund","Laendlicher Raum","","","",""
"15","1990","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"15","1990","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"15","1990","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"15","1990","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"15","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"15","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"16","1990","kein Migrationshintergrund","Staedtischer Raum","","","",""
"16","1990","kein Migrationshintergrund","Laendlicher Raum","","","",""
"16","1990","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"16","1990","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"16","1990","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"16","1990","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"16","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"16","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"17","1990","kein Migrationshintergrund","Staedtischer Raum","","","",""
"17","1990","kein Migrationshintergrund","Laendlicher Raum","","","",""
"17","1990","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"17","1990","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"17","1990","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"17","1990","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"17","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"17","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"18","1990","kein Migrationshintergrund","Staedtischer Raum","","","",""
"18","1990","kein Migrationshintergrund","Laendlicher Raum","","","",""
"18","1990","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"18","1990","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"18","1990","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"18","1990","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"18","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"18","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"19","1990","kein Migrationshintergrund","Staedtischer Raum","","","",""
"19","1990","kein Migrationshintergrund","Laendlicher Raum","","","",""
"19","1990","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"19","1990","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"19","1990","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"19","1990","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"19","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"19","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"20","1990","kein Migrationshintergrund","Staedtischer Raum","","","",""
"20","1990","kein Migrationshintergrund","Laendlicher Raum","","","",""
"20","1990","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"20","1990","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"20","1990","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"20","1990","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"20","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"20","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"21","1990","kein Migrationshintergrund","Staedtischer Raum","","","",""
"21","1990","kein Migrationshintergrund","Laendlicher Raum","","","",""
"21","1990","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"21","1990","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"21","1990","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
"21","1990","indirekter Migrationshintergrund","Laendlicher Raum","","","",""
"21","1990","Migrationshintergrund - n. w. differenzierbar","Staedtischer Raum","","","",""
"21","1990","Migrationshintergrund - n. w. differenzierbar","Laendlicher Raum","","","",""
"22","1990","kein Migrationshintergrund","Staedtischer Raum","","","",""
"22","1990","kein Migrationshintergrund","Laendlicher Raum","","","",""
"22","1990","direkter Migrationshintergrund","Staedtischer Raum","","","",""
"22","1990","direkter Migrationshintergrund","Laendlicher Raum","","","",""
"22","1990","indirekter Migrationshintergrund","Staedtischer Raum","","","",""
