"m11104","year","bildungsniveau","migback","n","percent","lower_confidence_percent","upper_confidence_percent"
"Fast nie oder nie","1996","(noch) kein Abschluss","direkter Migrationshintergrund","401","0.746393256006849","0.708181440508999","0.7846050715047"
"Fast nie oder nie","1996","(noch) kein Abschluss","indirekter Migrationshintergrund","15","","",""
"Fast nie oder nie","1996","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1996","Hauptschule","kein Migrationshintergrund","2628","","",""
"Fast nie oder nie","1996","Hauptschule","direkter Migrationshintergrund","937","0.705395467224637","0.681005687517023","0.729785246932252"
"Fast nie oder nie","1996","Hauptschule","indirekter Migrationshintergrund","71","0.400886743618772","0.333963066825762","0.467810420411781"
"Fast nie oder nie","1996","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1996","Realschule","kein Migrationshintergrund","1134","","",""
"Fast nie oder nie","1996","Realschule","direkter Migrationshintergrund","57","0.399324117651759","0.320685146180208","0.47796308912331"
"Fast nie oder nie","1996","Realschule","indirekter Migrationshintergrund","26","","",""
"Fast nie oder nie","1996","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1996","(Fach-)Abitur","kein Migrationshintergrund","167","","",""
"Fast nie oder nie","1996","(Fach-)Abitur","direkter Migrationshintergrund","151","","",""
"Fast nie oder nie","1996","(Fach-)Abitur","indirekter Migrationshintergrund","12","","",""
"Fast nie oder nie","1996","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1996","AkademikerIn","kein Migrationshintergrund","567","0.339824140107674","0.316236781200573","0.363411499014776"
"Fast nie oder nie","1996","AkademikerIn","direkter Migrationshintergrund","81","0.371289339350751","0.301288346753424","0.441290331948079"
"Fast nie oder nie","1996","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Fast nie oder nie","1996","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1996","(noch) kein Abschluss","kein Migrationshintergrund","46","0.142978933705477","0.101302051621575","0.184655815789378"
"Mehrmals im Jahr","1996","(noch) kein Abschluss","direkter Migrationshintergrund","52","0.098023033690596","0.0719077220442923","0.1241383453369"
"Mehrmals im Jahr","1996","(noch) kein Abschluss","indirekter Migrationshintergrund","18","","",""
"Mehrmals im Jahr","1996","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1996","Hauptschule","kein Migrationshintergrund","757","0.16533256638877","0.154276788172807","0.176388344604733"
"Mehrmals im Jahr","1996","Hauptschule","direkter Migrationshintergrund","202","","",""
"Mehrmals im Jahr","1996","Hauptschule","indirekter Migrationshintergrund","52","0.189339141829516","0.135839079859083","0.242839203799949"
"Mehrmals im Jahr","1996","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1996","Realschule","kein Migrationshintergrund","732","0.244362646422666","0.228525296678957","0.260199996166375"
"Mehrmals im Jahr","1996","Realschule","direkter Migrationshintergrund","42","0.291934421984691","0.218932490526706","0.364936353442676"
"Mehrmals im Jahr","1996","Realschule","indirekter Migrationshintergrund","36","0.271787089541804","0.193797491294836","0.349776687788772"
"Mehrmals im Jahr","1996","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1996","(Fach-)Abitur","kein Migrationshintergrund","170","","",""
"Mehrmals im Jahr","1996","(Fach-)Abitur","direkter Migrationshintergrund","57","0.197812510848908","0.151645697933774","0.243979323764042"
"Mehrmals im Jahr","1996","(Fach-)Abitur","indirekter Migrationshintergrund","17","","",""
"Mehrmals im Jahr","1996","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1996","AkademikerIn","kein Migrationshintergrund","378","0.231544527973315","0.210538255384693","0.252550800561938"
"Mehrmals im Jahr","1996","AkademikerIn","direkter Migrationshintergrund","41","0.226367635705987","0.165736314983192","0.286998956428782"
"Mehrmals im Jahr","1996","AkademikerIn","indirekter Migrationshintergrund","4","0.337342826986283","0.105673631006706","0.56901202296586"
"Mehrmals im Jahr","1996","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1996","(noch) kein Abschluss","kein Migrationshintergrund","25","","",""
"Mindestens einmal im Monat","1996","(noch) kein Abschluss","direkter Migrationshintergrund","14","","",""
"Mindestens einmal im Monat","1996","(noch) kein Abschluss","indirekter Migrationshintergrund","7","0.0954914867912119","0.0240451330114614","0.166937840570962"
"Mindestens einmal im Monat","1996","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1996","Hauptschule","kein Migrationshintergrund","241","","",""
"Mindestens einmal im Monat","1996","Hauptschule","direkter Migrationshintergrund","66","0.047987691828556","0.0365521158076884","0.0594232678494235"
"Mindestens einmal im Monat","1996","Hauptschule","indirekter Migrationshintergrund","26","","",""
"Mindestens einmal im Monat","1996","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1996","Realschule","kein Migrationshintergrund","227","","",""
"Mindestens einmal im Monat","1996","Realschule","direkter Migrationshintergrund","16","","",""
"Mindestens einmal im Monat","1996","Realschule","indirekter Migrationshintergrund","17","","",""
"Mindestens einmal im Monat","1996","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1996","(Fach-)Abitur","kein Migrationshintergrund","74","0.098369433551845","0.075952425769563","0.120786441334127"
"Mindestens einmal im Monat","1996","(Fach-)Abitur","direkter Migrationshintergrund","19","","",""
"Mindestens einmal im Monat","1996","(Fach-)Abitur","indirekter Migrationshintergrund","8","0.122099550355164","0.0392572530445946","0.204941847665733"
"Mindestens einmal im Monat","1996","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1996","AkademikerIn","kein Migrationshintergrund","123","","",""
"Mindestens einmal im Monat","1996","AkademikerIn","direkter Migrationshintergrund","18","","",""
"Mindestens einmal im Monat","1996","AkademikerIn","indirekter Migrationshintergrund","3","","",""
"Mindestens einmal im Monat","1996","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1996","(noch) kein Abschluss","kein Migrationshintergrund","139","","",""
"Mindestens einmal die Woche","1996","(noch) kein Abschluss","direkter Migrationshintergrund","31","0.113704099224735","0.0858229384363094","0.141585260013161"
"Mindestens einmal die Woche","1996","(noch) kein Abschluss","indirekter Migrationshintergrund","25","","",""
"Mindestens einmal die Woche","1996","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1996","Hauptschule","kein Migrationshintergrund","711","0.174472305838279","0.163177404181168","0.185767207495391"
"Mindestens einmal die Woche","1996","Hauptschule","direkter Migrationshintergrund","137","","",""
"Mindestens einmal die Woche","1996","Hauptschule","indirekter Migrationshintergrund","57","0.291642758682431","0.229574973464865","0.353710543899997"
"Mindestens einmal die Woche","1996","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1996","Realschule","kein Migrationshintergrund","735","0.288510416698263","0.271812072433986","0.30520876096254"
"Mindestens einmal die Woche","1996","Realschule","direkter Migrationshintergrund","34","0.217802146390394","0.151527969223348","0.284076323557441"
"Mindestens einmal die Woche","1996","Realschule","indirekter Migrationshintergrund","46","0.446463818504327","0.359315457063185","0.53361217994547"
"Mindestens einmal die Woche","1996","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1996","(Fach-)Abitur","kein Migrationshintergrund","267","","",""
"Mindestens einmal die Woche","1996","(Fach-)Abitur","direkter Migrationshintergrund","59","0.241364320334948","0.191771564536469","0.290957076133428"
"Mindestens einmal die Woche","1996","(Fach-)Abitur","indirekter Migrationshintergrund","23","","",""
"Mindestens einmal die Woche","1996","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal die Woche","1996","AkademikerIn","kein Migrationshintergrund","481","0.349653704340102","0.325906429182868","0.373400979497336"
"Mindestens einmal die Woche","1996","AkademikerIn","direkter Migrationshintergrund","43","0.28174144821482","0.216565355629031","0.346917540800608"
"Mindestens einmal die Woche","1996","AkademikerIn","indirekter Migrationshintergrund","9","0.171980662756733","-0.0129241215541362","0.356885447067602"
"Mindestens einmal die Woche","1996","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1997","(noch) kein Abschluss","kein Migrationshintergrund","73","0.277430790641892","0.225358584674267","0.329502996609517"
"Fast nie oder nie","1997","(noch) kein Abschluss","direkter Migrationshintergrund","377","0.766755869278041","0.728193738794614","0.805317999761467"
"Fast nie oder nie","1997","(noch) kein Abschluss","indirekter Migrationshintergrund","9","0.13806416396575","0.0615082506367878","0.214620077294712"
"Fast nie oder nie","1997","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1997","Hauptschule","kein Migrationshintergrund","2668","","",""
"Fast nie oder nie","1997","Hauptschule","direkter Migrationshintergrund","915","0.71297048747384","0.68813961085837","0.73780136408931"
"Fast nie oder nie","1997","Hauptschule","indirekter Migrationshintergrund","64","0.352178967476776","0.288183320465111","0.416174614488441"
"Fast nie oder nie","1997","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1997","Realschule","kein Migrationshintergrund","1161","","",""
"Fast nie oder nie","1997","Realschule","direkter Migrationshintergrund","73","0.519940777179941","0.440516980192012","0.59936457416787"
"Fast nie oder nie","1997","Realschule","indirekter Migrationshintergrund","24","","",""
"Fast nie oder nie","1997","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1997","(Fach-)Abitur","kein Migrationshintergrund","166","","",""
"Fast nie oder nie","1997","(Fach-)Abitur","direkter Migrationshintergrund","142","","",""
"Fast nie oder nie","1997","(Fach-)Abitur","indirekter Migrationshintergrund","7","0.0795562599049128","0.0105071811931556","0.14860533861667"
"Fast nie oder nie","1997","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Fast nie oder nie","1997","AkademikerIn","kein Migrationshintergrund","572","0.356701614977667","0.332945996343536","0.380457233611798"
"Fast nie oder nie","1997","AkademikerIn","direkter Migrationshintergrund","85","0.435107250086542","0.362881848720412","0.507332651452672"
"Fast nie oder nie","1997","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Fast nie oder nie","1997","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1997","(noch) kein Abschluss","kein Migrationshintergrund","56","0.156396469093379","0.114151831635197","0.198641106551561"
"Mehrmals im Jahr","1997","(noch) kein Abschluss","direkter Migrationshintergrund","50","0.127405739179927","0.0970019456013301","0.157809532758523"
"Mehrmals im Jahr","1997","(noch) kein Abschluss","indirekter Migrationshintergrund","23","","",""
"Mehrmals im Jahr","1997","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1997","Hauptschule","kein Migrationshintergrund","643","0.149328670154257","0.138551015908704","0.16010632439981"
"Mehrmals im Jahr","1997","Hauptschule","direkter Migrationshintergrund","172","","",""
"Mehrmals im Jahr","1997","Hauptschule","indirekter Migrationshintergrund","54","0.238379413774423","0.181291402358784","0.295467425190062"
"Mehrmals im Jahr","1997","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1997","Realschule","kein Migrationshintergrund","690","0.240344597912181","0.224440880360348","0.256248315464014"
"Mehrmals im Jahr","1997","Realschule","direkter Migrationshintergrund","34","0.169258780778367","0.109646631417155","0.228870930139578"
"Mehrmals im Jahr","1997","Realschule","indirekter Migrationshintergrund","31","0.231969342288821","0.158269358531966","0.305669326045676"
"Mehrmals im Jahr","1997","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1997","(Fach-)Abitur","kein Migrationshintergrund","166","","",""
"Mehrmals im Jahr","1997","(Fach-)Abitur","direkter Migrationshintergrund","47","0.214082616506399","0.1644146253817","0.263750607631097"
"Mehrmals im Jahr","1997","(Fach-)Abitur","indirekter Migrationshintergrund","19","","",""
"Mehrmals im Jahr","1997","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mehrmals im Jahr","1997","AkademikerIn","kein Migrationshintergrund","371","0.216106757512552","0.19569547893149","0.236518036093614"
"Mehrmals im Jahr","1997","AkademikerIn","direkter Migrationshintergrund","33","0.119531817824491","0.0722703289700225","0.16679330667896"
"Mehrmals im Jahr","1997","AkademikerIn","indirekter Migrationshintergrund","4","0.0938856245072006","-0.0408563472864385","0.22862759630084"
"Mehrmals im Jahr","1997","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Mindestens einmal im Monat","1997","(noch) kein Abschluss","kein Migrationshintergrund","21","","",""
"Mindestens einmal im Monat","1997","(noch) kein Abschluss","direkter Migrationshintergrund","6","0.0121079188177954","0.00213513039143607","0.0220807072441547"
"Mindestens einmal im Monat","1997","(noch) kein Abschluss","indirekter Migrationshintergrund","11","","",""
"Mindestens einmal im Monat","1997","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
