"pgfamstd","year","bildungsniveau","regtyp","n","percent","lower_confidence_percent","upper_confidence_percent"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1997","(noch) kein Abschluss","Laendlicher Raum","6","0.0478247402807093","0.0181012193790064","0.0775482611824122"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1997","Hauptschule","Staedtischer Raum","208","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1997","Hauptschule","Laendlicher Raum","119","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1997","Realschule","Staedtischer Raum","95","0.0716095080570985","0.0594207111777628","0.0837983049364343"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1997","Realschule","Laendlicher Raum","81","0.0738118307495539","0.0598281117630224","0.0877955497360855"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1997","(Fach-)Abitur","Staedtischer Raum","22","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1997","(Fach-)Abitur","Laendlicher Raum","9","0.0657116688914529","0.0334789549913382","0.0979443827915675"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1997","AkademikerIn","Staedtischer Raum","78","0.0875876428293344","0.0708665784286569","0.104308707230012"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1997","AkademikerIn","Laendlicher Raum","38","0.0642835382168192","0.0456429638646133","0.0829241125690252"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1997","(noch) kein Abschluss","Staedtischer Raum","22","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1997","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1997","Hauptschule","Staedtischer Raum","350","0.150565884253166","0.139217632567719","0.161914135938612"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1997","Hauptschule","Laendlicher Raum","236","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1997","Realschule","Staedtischer Raum","60","0.0691490145893458","0.0571555893621888","0.0811424398165029"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1997","Realschule","Laendlicher Raum","28","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1997","(Fach-)Abitur","Staedtischer Raum","13","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1997","(Fach-)Abitur","Laendlicher Raum","3","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1997","AkademikerIn","Staedtischer Raum","27","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1997","AkademikerIn","Laendlicher Raum","20","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1998","(noch) kein Abschluss","Staedtischer Raum","316","0.388547068282126","0.350272755494531","0.426821381069722"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1998","(noch) kein Abschluss","Laendlicher Raum","62","0.296467690702534","0.233014675862009","0.359920705543059"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1998","Hauptschule","Staedtischer Raum","2770","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1998","Hauptschule","Laendlicher Raum","1410","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1998","Realschule","Staedtischer Raum","1076","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1998","Realschule","Laendlicher Raum","903","0.607441873095607","0.582470550653235","0.632413195537978"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1998","(Fach-)Abitur","Staedtischer Raum","412","0.414025251050736","0.381737916255438","0.446312585846034"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1998","(Fach-)Abitur","Laendlicher Raum","104","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1998","AkademikerIn","Staedtischer Raum","801","0.609312954532187","0.582134642525917","0.636491266538458"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1998","AkademikerIn","Laendlicher Raum","552","0.700583637554367","0.667313839764047","0.733853435344687"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1998","(noch) kein Abschluss","Staedtischer Raum","20","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1998","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1998","Hauptschule","Staedtischer Raum","116","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1998","Hauptschule","Laendlicher Raum","24","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1998","Realschule","Staedtischer Raum","58","0.03351283985555","0.0254374673319414","0.0415882123791587"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1998","Realschule","Laendlicher Raum","31","0.0310403923813033","0.0221718217124671","0.0399089630501395"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1998","(Fach-)Abitur","Staedtischer Raum","12","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1998","(Fach-)Abitur","Laendlicher Raum","2","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1998","AkademikerIn","Staedtischer Raum","26","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1998","AkademikerIn","Laendlicher Raum","13","","",""
"Ledig","1998","(noch) kein Abschluss","Staedtischer Raum","247","","",""
"Ledig","1998","(noch) kein Abschluss","Laendlicher Raum","124","","",""
"Ledig","1998","Hauptschule","Staedtischer Raum","557","0.125665969607248","0.115474923283727","0.135857015930769"
"Ledig","1998","Hauptschule","Laendlicher Raum","286","","",""
"Ledig","1998","Realschule","Staedtischer Raum","596","0.298182662229101","0.277656292552446","0.318709031905756"
"Ledig","1998","Realschule","Laendlicher Raum","424","0.270965945971522","0.248237567240056","0.293694324702988"
"Ledig","1998","(Fach-)Abitur","Staedtischer Raum","423","0.482595557444663","0.449839919046001","0.515351195843324"
"Ledig","1998","(Fach-)Abitur","Laendlicher Raum","135","","",""
"Ledig","1998","AkademikerIn","Staedtischer Raum","276","","",""
"Ledig","1998","AkademikerIn","Laendlicher Raum","96","0.158775566199002","0.132227666040359","0.185323466357644"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1998","(noch) kein Abschluss","Staedtischer Raum","16","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1998","(noch) kein Abschluss","Laendlicher Raum","8","0.0535854407713582","0.0222968745133122","0.0848740070294041"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1998","Hauptschule","Staedtischer Raum","236","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1998","Hauptschule","Laendlicher Raum","133","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1998","Realschule","Staedtischer Raum","108","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1998","Realschule","Laendlicher Raum","77","0.0571206099478424","0.0452530432099323","0.0689881766857525"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1998","(Fach-)Abitur","Staedtischer Raum","32","0.0532518451033939","0.038533333473181","0.0679703567336069"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1998","(Fach-)Abitur","Laendlicher Raum","6","0.0387237192049776","0.0148552880310992","0.062592150378856"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1998","AkademikerIn","Staedtischer Raum","104","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1998","AkademikerIn","Laendlicher Raum","46","0.0747033859058105","0.0556051597817575","0.0938016120298635"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1998","(noch) kein Abschluss","Staedtischer Raum","24","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1998","(noch) kein Abschluss","Laendlicher Raum","3","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1998","Hauptschule","Staedtischer Raum","385","0.146643005096678","0.135767052809338","0.157518957384018"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1998","Hauptschule","Laendlicher Raum","244","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1998","Realschule","Staedtischer Raum","70","0.0690562181316913","0.0576793682176212","0.0804330680457614"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1998","Realschule","Laendlicher Raum","34","0.0334311786037253","0.0242387677257947","0.0426235894816559"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1998","(Fach-)Abitur","Staedtischer Raum","15","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1998","(Fach-)Abitur","Laendlicher Raum","4","0.0449070391184605","0.0192863230769832","0.0705277551599378"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1998","AkademikerIn","Staedtischer Raum","31","0.0295063153994014","0.0200800076240681","0.0389326231747347"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1998","AkademikerIn","Laendlicher Raum","21","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1999","(noch) kein Abschluss","Staedtischer Raum","315","0.400340121210953","0.361362009140239","0.439318233281667"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1999","(noch) kein Abschluss","Laendlicher Raum","52","0.26608716825781","0.201885457104571","0.33028887941105"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1999","Hauptschule","Staedtischer Raum","2669","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1999","Hauptschule","Laendlicher Raum","1350","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1999","Realschule","Staedtischer Raum","1048","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1999","Realschule","Laendlicher Raum","872","0.572151238977312","0.546918848080379","0.597383629874245"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1999","(Fach-)Abitur","Staedtischer Raum","396","0.408218923559455","0.375652417452758","0.440785429666152"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1999","(Fach-)Abitur","Laendlicher Raum","104","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1999","AkademikerIn","Staedtischer Raum","791","0.599641641292616","0.572315081898339","0.626968200686893"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, zusammenlebend","1999","AkademikerIn","Laendlicher Raum","549","0.710243298307089","0.677014709552404","0.743471887061775"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1999","(noch) kein Abschluss","Staedtischer Raum","16","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1999","(noch) kein Abschluss","Laendlicher Raum","2","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1999","Hauptschule","Staedtischer Raum","105","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1999","Hauptschule","Laendlicher Raum","26","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1999","Realschule","Staedtischer Raum","52","0.0312877209423197","0.0234306330036404","0.039144808880999"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1999","Realschule","Laendlicher Raum","40","0.0318658554762172","0.0229083227598766","0.0408233881925578"
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1999","(Fach-)Abitur","Staedtischer Raum","15","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1999","(Fach-)Abitur","Laendlicher Raum","3","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1999","AkademikerIn","Staedtischer Raum","27","","",""
"Verheiratet / in eingetr. gleichgeschlechtlicher Partnerschaft, dauernd getrennt lebend","1999","AkademikerIn","Laendlicher Raum","8","0.0119443267318504","0.00398707448807397","0.0199015789756268"
"Ledig","1999","(noch) kein Abschluss","Staedtischer Raum","237","","",""
"Ledig","1999","(noch) kein Abschluss","Laendlicher Raum","119","","",""
"Ledig","1999","Hauptschule","Staedtischer Raum","534","0.128379875607559","0.117936113437813","0.138823637777304"
"Ledig","1999","Hauptschule","Laendlicher Raum","293","","",""
"Ledig","1999","Realschule","Staedtischer Raum","598","0.308258407390928","0.287417978293355","0.329098836488502"
"Ledig","1999","Realschule","Laendlicher Raum","445","0.289567951307512","0.266436953759409","0.312698948855615"
"Ledig","1999","(Fach-)Abitur","Staedtischer Raum","419","0.483077467319575","0.449967009437827","0.516187925201324"
"Ledig","1999","(Fach-)Abitur","Laendlicher Raum","144","","",""
"Ledig","1999","AkademikerIn","Staedtischer Raum","287","","",""
"Ledig","1999","AkademikerIn","Laendlicher Raum","87","0.1427196200673","0.117098691683343","0.168340548451257"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1999","(noch) kein Abschluss","Staedtischer Raum","17","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1999","(noch) kein Abschluss","Laendlicher Raum","6","0.0504444250201309","0.0186479351648784","0.0822409148753835"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1999","Hauptschule","Staedtischer Raum","253","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1999","Hauptschule","Laendlicher Raum","142","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1999","Realschule","Staedtischer Raum","121","","",""
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1999","Realschule","Laendlicher Raum","87","0.0693933597470701","0.056433512750671","0.0823532067434692"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1999","(Fach-)Abitur","Staedtischer Raum","32","0.0559980248172159","0.0407639224222341","0.0712321272121978"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1999","(Fach-)Abitur","Laendlicher Raum","6","0.0374193915740371","0.0143504147831886","0.0604883683648857"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1999","AkademikerIn","Staedtischer Raum","99","0.0993347104236448","0.0826527594609246","0.116016661386365"
"Geschieden / eingetr. gleichgeschlechtliche Partnerschaft aufgehoben","1999","AkademikerIn","Laendlicher Raum","51","0.0856431668299117","0.065145907482241","0.106140426177582"
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1999","(noch) kein Abschluss","Staedtischer Raum","22","","",""
"Verwitwet / Lebenspartner/-in aus eingetr. gleichgeschlechtlicher Partnerschaft verstorben","1999","(noch) kein Abschluss","Laendlicher Raum","3","","",""
