"pli0080","year","age_gr","quintil_oecd","n","percent","lower_confidence_percent","upper_confidence_percent"
"Seltener","2017","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2017","66","2","","","",""
"Seltener","2017","66","3","","","",""
"Seltener","2017","66","4","","","",""
"Seltener","2017","66","5 Einkommensstärkstes Quintil","","","",""
"Nie","2017","17-29","1 Einkommensschwächstes Quintil","","","",""
"Nie","2017","17-29","2","","","",""
"Nie","2017","17-29","3","","","",""
"Nie","2017","17-29","4","","","",""
"Nie","2017","17-29","5 Einkommensstärkstes Quintil","","","",""
"Nie","2017","30-45","1 Einkommensschwächstes Quintil","","","",""
"Nie","2017","30-45","2","","","",""
"Nie","2017","30-45","3","","","",""
"Nie","2017","30-45","4","","","",""
"Nie","2017","30-45","5 Einkommensstärkstes Quintil","","","",""
"Nie","2017","46-65","1 Einkommensschwächstes Quintil","","","",""
"Nie","2017","46-65","2","","","",""
"Nie","2017","46-65","3","","","",""
"Nie","2017","46-65","4","","","",""
"Nie","2017","46-65","5 Einkommensstärkstes Quintil","","","",""
"Nie","2017","66","1 Einkommensschwächstes Quintil","","","",""
"Nie","2017","66","2","","","",""
"Nie","2017","66","3","","","",""
"Nie","2017","66","4","","","",""
"Nie","2017","66","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2018","17-29","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2018","17-29","2","","","",""
"Täglich","2018","17-29","3","","","",""
"Täglich","2018","17-29","4","","","",""
"Täglich","2018","17-29","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2018","30-45","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2018","30-45","2","","","",""
"Täglich","2018","30-45","3","","","",""
"Täglich","2018","30-45","4","","","",""
"Täglich","2018","30-45","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2018","46-65","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2018","46-65","2","","","",""
"Täglich","2018","46-65","3","","","",""
"Täglich","2018","46-65","4","","","",""
"Täglich","2018","46-65","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2018","66","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2018","66","2","","","",""
"Täglich","2018","66","3","","","",""
"Täglich","2018","66","4","","","",""
"Täglich","2018","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2018","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2018","17-29","2","","","",""
"Min 1x pro Woche","2018","17-29","3","","","",""
"Min 1x pro Woche","2018","17-29","4","","","",""
"Min 1x pro Woche","2018","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2018","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2018","30-45","2","","","",""
"Min 1x pro Woche","2018","30-45","3","","","",""
"Min 1x pro Woche","2018","30-45","4","","","",""
"Min 1x pro Woche","2018","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2018","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2018","46-65","2","","","",""
"Min 1x pro Woche","2018","46-65","3","","","",""
"Min 1x pro Woche","2018","46-65","4","","","",""
"Min 1x pro Woche","2018","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2018","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2018","66","2","","","",""
"Min 1x pro Woche","2018","66","3","","","",""
"Min 1x pro Woche","2018","66","4","","","",""
"Min 1x pro Woche","2018","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2018","17-29","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2018","17-29","2","","","",""
"Min 1x pro Monat","2018","17-29","3","","","",""
"Min 1x pro Monat","2018","17-29","4","","","",""
"Min 1x pro Monat","2018","17-29","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2018","30-45","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2018","30-45","2","","","",""
"Min 1x pro Monat","2018","30-45","3","","","",""
"Min 1x pro Monat","2018","30-45","4","","","",""
"Min 1x pro Monat","2018","30-45","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2018","46-65","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2018","46-65","2","","","",""
"Min 1x pro Monat","2018","46-65","3","","","",""
"Min 1x pro Monat","2018","46-65","4","","","",""
"Min 1x pro Monat","2018","46-65","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2018","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2018","66","2","","","",""
"Min 1x pro Monat","2018","66","3","","","",""
"Min 1x pro Monat","2018","66","4","","","",""
"Min 1x pro Monat","2018","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2018","17-29","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2018","17-29","2","","","",""
"Seltener","2018","17-29","3","","","",""
"Seltener","2018","17-29","4","","","",""
"Seltener","2018","17-29","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2018","30-45","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2018","30-45","2","","","",""
"Seltener","2018","30-45","3","","","",""
"Seltener","2018","30-45","4","","","",""
"Seltener","2018","30-45","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2018","46-65","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2018","46-65","2","","","",""
"Seltener","2018","46-65","3","","","",""
"Seltener","2018","46-65","4","","","",""
"Seltener","2018","46-65","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2018","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2018","66","2","","","",""
"Seltener","2018","66","3","","","",""
"Seltener","2018","66","4","","","",""
"Seltener","2018","66","5 Einkommensstärkstes Quintil","","","",""
"Nie","2018","17-29","1 Einkommensschwächstes Quintil","","","",""
"Nie","2018","17-29","2","","","",""
"Nie","2018","17-29","3","","","",""
"Nie","2018","17-29","4","","","",""
"Nie","2018","17-29","5 Einkommensstärkstes Quintil","","","",""
"Nie","2018","30-45","1 Einkommensschwächstes Quintil","","","",""
"Nie","2018","30-45","2","","","",""
"Nie","2018","30-45","3","","","",""
"Nie","2018","30-45","4","","","",""
"Nie","2018","30-45","5 Einkommensstärkstes Quintil","","","",""
"Nie","2018","46-65","1 Einkommensschwächstes Quintil","","","",""
"Nie","2018","46-65","2","","","",""
"Nie","2018","46-65","3","","","",""
"Nie","2018","46-65","4","","","",""
"Nie","2018","46-65","5 Einkommensstärkstes Quintil","","","",""
"Nie","2018","66","1 Einkommensschwächstes Quintil","","","",""
"Nie","2018","66","2","","","",""
"Nie","2018","66","3","","","",""
"Nie","2018","66","4","","","",""
"Nie","2018","66","5 Einkommensstärkstes Quintil","","","",""
"Täglich","2019","17-29","1 Einkommensschwächstes Quintil","93","0.146461710921261","0.119405328613228","0.173518093229293"
"Täglich","2019","17-29","2","68","0.109682236560476","0.0842724689659672","0.135092004154985"
"Täglich","2019","17-29","3","68","0.0805292227966696","0.0587380603054994","0.10232038528784"
"Täglich","2019","17-29","4","84","0.0676459189983013","0.0517595841168047","0.0835322538797979"
"Täglich","2019","17-29","5 Einkommensstärkstes Quintil","87","0.0954466783763812","0.0777664490018126","0.11312690775095"
"Täglich","2019","30-45","1 Einkommensschwächstes Quintil","47","0.0874594604167467","0.0632476799768973","0.111671240856596"
"Täglich","2019","30-45","2","46","0.0469137372258527","0.0317297414214635","0.0620977330302419"
"Täglich","2019","30-45","3","34","0.0322614191739216","0.0209114675038161","0.0436113708440272"
"Täglich","2019","30-45","4","42","0.0240533561919593","0.0165176541089113","0.0315890582750072"
"Täglich","2019","30-45","5 Einkommensstärkstes Quintil","57","0.0198995123242245","0.0144295107911133","0.0253695138573357"
"Täglich","2019","46-65","1 Einkommensschwächstes Quintil","59","0.0793303151960862","0.0607875489656542","0.0978730814265183"
"Täglich","2019","46-65","2","23","","",""
"Täglich","2019","46-65","3","34","0.0208276878293592","0.012764539303916","0.0288908363548023"
"Täglich","2019","46-65","4","51","0.0166981396032541","0.011499674422817","0.0218966047836913"
"Täglich","2019","46-65","5 Einkommensstärkstes Quintil","76","0.0159743729684313","0.0125130036696494","0.0194357422672131"
"Täglich","2019","66","1 Einkommensschwächstes Quintil","","","",""
"Täglich","2019","66","2","","","",""
"Täglich","2019","66","3","","","",""
"Täglich","2019","66","4","","","",""
"Täglich","2019","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Woche","2019","17-29","1 Einkommensschwächstes Quintil","298","0.458909535175386","0.420777090179155","0.497041980171617"
"Min 1x pro Woche","2019","17-29","2","295","0.505692993760018","0.4650391254324","0.546346862087635"
"Min 1x pro Woche","2019","17-29","3","315","0.555237229313379","0.515441342907519","0.59503311571924"
"Min 1x pro Woche","2019","17-29","4","526","0.537839737901537","0.506301660244128","0.569377815558946"
"Min 1x pro Woche","2019","17-29","5 Einkommensstärkstes Quintil","610","0.574134389814323","0.544381204637927","0.603887574990719"
"Min 1x pro Woche","2019","30-45","1 Einkommensschwächstes Quintil","204","0.397934387401539","0.355985070507621","0.439883704295457"
"Min 1x pro Woche","2019","30-45","2","284","0.431866687415583","0.39629782833193","0.467435546499237"
"Min 1x pro Woche","2019","30-45","3","369","0.38592284549631","0.354652335449265","0.417193355543355"
"Min 1x pro Woche","2019","30-45","4","645","0.435429397270557","0.411043381773281","0.459815412767833"
"Min 1x pro Woche","2019","30-45","5 Einkommensstärkstes Quintil","1087","0.441153703763286","0.421705832002","0.460601575524572"
"Min 1x pro Woche","2019","46-65","1 Einkommensschwächstes Quintil","219","0.271070083586124","0.240571006765484","0.301569160406764"
"Min 1x pro Woche","2019","46-65","2","287","0.306236664008364","0.277725463821587","0.33474786419514"
"Min 1x pro Woche","2019","46-65","3","340","0.258020407912377","0.233315822134543","0.282724993690212"
"Min 1x pro Woche","2019","46-65","4","732","0.322250164777632","0.303290574426893","0.341209755128371"
"Min 1x pro Woche","2019","46-65","5 Einkommensstärkstes Quintil","1703","0.307975257004518","0.295229913426204","0.320720600582832"
"Min 1x pro Woche","2019","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Woche","2019","66","2","","","",""
"Min 1x pro Woche","2019","66","3","","","",""
"Min 1x pro Woche","2019","66","4","","","",""
"Min 1x pro Woche","2019","66","5 Einkommensstärkstes Quintil","","","",""
"Min 1x pro Monat","2019","17-29","1 Einkommensschwächstes Quintil","122","0.194847175079553","0.16453742267529","0.225156927483815"
"Min 1x pro Monat","2019","17-29","2","123","0.214223242191481","0.180861946599404","0.247584537783559"
"Min 1x pro Monat","2019","17-29","3","130","0.241187056344848","0.206927712287734","0.275446400401961"
"Min 1x pro Monat","2019","17-29","4","216","0.243970765538371","0.216803203740272","0.27113832733647"
"Min 1x pro Monat","2019","17-29","5 Einkommensstärkstes Quintil","274","0.246456329331623","0.220525607867645","0.272387050795601"
"Min 1x pro Monat","2019","30-45","1 Einkommensschwächstes Quintil","132","0.246184360226935","0.209264500006993","0.283104220446877"
"Min 1x pro Monat","2019","30-45","2","199","0.269371278030426","0.237515078088783","0.30122747797207"
"Min 1x pro Monat","2019","30-45","3","332","0.390744097742857","0.359402629602016","0.422085565883698"
"Min 1x pro Monat","2019","30-45","4","594","0.357239437836356","0.333671197861085","0.380807677811628"
"Min 1x pro Monat","2019","30-45","5 Einkommensstärkstes Quintil","988","0.401394939379349","0.382195565445388","0.420594313313311"
"Min 1x pro Monat","2019","46-65","1 Einkommensschwächstes Quintil","214","0.265929394198616","0.235614566735213","0.296244221662019"
"Min 1x pro Monat","2019","46-65","2","330","0.295975440994716","0.267739453727322","0.32421142826211"
"Min 1x pro Monat","2019","46-65","3","395","0.346979938967363","0.320103606035093","0.373856271899633"
"Min 1x pro Monat","2019","46-65","4","925","0.402650290521393","0.382753821870502","0.422546759172284"
"Min 1x pro Monat","2019","46-65","5 Einkommensstärkstes Quintil","2110","0.406712933810261","0.393151386138904","0.420274481481618"
"Min 1x pro Monat","2019","66","1 Einkommensschwächstes Quintil","","","",""
"Min 1x pro Monat","2019","66","2","","","",""
"Min 1x pro Monat","2019","66","3","","","",""
"Min 1x pro Monat","2019","66","4","","","",""
"Min 1x pro Monat","2019","66","5 Einkommensstärkstes Quintil","","","",""
"Seltener","2019","17-29","1 Einkommensschwächstes Quintil","114","0.165132540138981","0.136719266812069","0.193545813465893"
"Seltener","2019","17-29","2","72","0.123709508766849","0.0969372129167568","0.150481804616942"
"Seltener","2019","17-29","3","67","0.101156494299469","0.0770089146492945","0.125304073949643"
"Seltener","2019","17-29","4","109","0.120666094017989","0.100060648379429","0.141271539656549"
"Seltener","2019","17-29","5 Einkommensstärkstes Quintil","74","0.0733346021392787","0.0576488140892956","0.0890203901892618"
"Seltener","2019","30-45","1 Einkommensschwächstes Quintil","100","0.170700144326542","0.13845457972117","0.202945708931915"
"Seltener","2019","30-45","2","169","0.203272817666352","0.174375041324676","0.232170594008028"
"Seltener","2019","30-45","3","176","0.182467723327347","0.157658182232994","0.2072772644217"
"Seltener","2019","30-45","4","276","0.170186448936193","0.151703315809583","0.188669582062803"
"Seltener","2019","30-45","5 Einkommensstärkstes Quintil","344","0.127010691420997","0.113968351008267","0.140053031833727"
"Seltener","2019","46-65","1 Einkommensschwächstes Quintil","235","0.265362271468089","0.235068090606179","0.295656452329998"
"Seltener","2019","46-65","2","280","0.276073373878584","0.248420468272561","0.303726279484607"
"Seltener","2019","46-65","3","352","0.303839972065184","0.277872386998922","0.329807557131446"
"Seltener","2019","46-65","4","551","0.225441425775551","0.208488617155389","0.242394234395713"
"Seltener","2019","46-65","5 Einkommensstärkstes Quintil","1058","0.242941535824829","0.231101625342925","0.254781446306734"
"Seltener","2019","66","1 Einkommensschwächstes Quintil","","","",""
"Seltener","2019","66","2","","","",""
"Seltener","2019","66","3","","","",""
"Seltener","2019","66","4","","","",""
"Seltener","2019","66","5 Einkommensstärkstes Quintil","","","",""
"Nie","2019","17-29","1 Einkommensschwächstes Quintil","29","","",""
"Nie","2019","17-29","2","23","","",""
"Nie","2019","17-29","3","19","","",""
"Nie","2019","17-29","4","25","","",""
"Nie","2019","17-29","5 Einkommensstärkstes Quintil","16","","",""
"Nie","2019","30-45","1 Einkommensschwächstes Quintil","40","0.0977216476282368","0.0722731056210691","0.123170189635404"
"Nie","2019","30-45","2","47","0.0485754796617857","0.0331383812247819","0.0640125780987895"
"Nie","2019","30-45","3","20","","",""
"Nie","2019","30-45","4","31","0.013091359764934","0.00750082057148529","0.0186818989583828"
"Nie","2019","30-45","5 Einkommensstärkstes Quintil","28","","",""
"Nie","2019","46-65","1 Einkommensschwächstes Quintil","89","0.118307935551085","0.0961480039439561","0.140467867158215"
"Nie","2019","46-65","2","84","0.101092101472458","0.082445596334447","0.119738606610469"
"Nie","2019","46-65","3","84","0.0703319932257168","0.0558943942952701","0.0847695921561634"
"Nie","2019","46-65","4","75","0.0329599793221698","0.0257170648936836","0.0402028937506561"
"Nie","2019","46-65","5 Einkommensstärkstes Quintil","93","0.0263959003919606","0.0219700955439353","0.0308217052399858"
"Nie","2019","66","1 Einkommensschwächstes Quintil","","","",""
"Nie","2019","66","2","","","",""
"Nie","2019","66","3","","","",""
"Nie","2019","66","4","","","",""
"Nie","2019","66","5 Einkommensstärkstes Quintil","","","",""
