"pli0080","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Min 1x pro Woche","1998","AkademikerIn","direkter Migrationshintergrund","80","0.447522205246534","0.37663270785047","0.518411702642599"
"Min 1x pro Woche","1998","AkademikerIn","indirekter Migrationshintergrund","14","","",""
"Min 1x pro Woche","1998","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1998","(noch) kein Abschluss","kein Migrationshintergrund","34","0.110462071489834","0.0755112266424278","0.145412916337241"
"Min 1x pro Monat","1998","(noch) kein Abschluss","direkter Migrationshintergrund","85","0.198089109933342","0.1604181038436","0.235760116023085"
"Min 1x pro Monat","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","8","","",""
"Min 1x pro Monat","1998","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1998","Hauptschule","kein Migrationshintergrund","1412","0.289740520723699","0.276805702731868","0.30267533871553"
"Min 1x pro Monat","1998","Hauptschule","direkter Migrationshintergrund","287","0.246963542113468","0.222784621339466","0.271142462887469"
"Min 1x pro Monat","1998","Hauptschule","indirekter Migrationshintergrund","33","0.145351135431013","0.0987775337103938","0.191924737151632"
"Min 1x pro Monat","1998","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1998","Realschule","kein Migrationshintergrund","1026","0.328417884767485","0.311885701731802","0.344950067803167"
"Min 1x pro Monat","1998","Realschule","direkter Migrationshintergrund","37","0.257239480347191","0.185344737226518","0.329134223467865"
"Min 1x pro Monat","1998","Realschule","indirekter Migrationshintergrund","23","","",""
"Min 1x pro Monat","1998","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1998","(Fach-)Abitur","kein Migrationshintergrund","232","0.245279305909536","0.215722365772083","0.274836246046989"
"Min 1x pro Monat","1998","(Fach-)Abitur","direkter Migrationshintergrund","69","0.25814217921891","0.204949576272309","0.311334782165511"
"Min 1x pro Monat","1998","(Fach-)Abitur","indirekter Migrationshintergrund","7","","",""
"Min 1x pro Monat","1998","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1998","AkademikerIn","kein Migrationshintergrund","666","0.368438404584814","0.345831375690642","0.391045433478985"
"Min 1x pro Monat","1998","AkademikerIn","direkter Migrationshintergrund","65","0.326967393362757","0.260088748583319","0.393846038142196"
"Min 1x pro Monat","1998","AkademikerIn","indirekter Migrationshintergrund","6","","",""
"Min 1x pro Monat","1998","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1998","(noch) kein Abschluss","kein Migrationshintergrund","40","0.167739841595432","0.126080105163705","0.209399578027159"
"Seltener","1998","(noch) kein Abschluss","direkter Migrationshintergrund","45","0.116053428206264","0.0857804005154426","0.146326455897086"
"Seltener","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Seltener","1998","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1998","Hauptschule","kein Migrationshintergrund","1176","0.254635569276455","0.2422135828296","0.267057555723309"
"Seltener","1998","Hauptschule","direkter Migrationshintergrund","177","0.188446114239841","0.166519844013682","0.210372384466"
"Seltener","1998","Hauptschule","indirekter Migrationshintergrund","16","","",""
"Seltener","1998","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1998","Realschule","kein Migrationshintergrund","634","0.192462438551","0.178584607304584","0.206340269797415"
"Seltener","1998","Realschule","direkter Migrationshintergrund","24","","",""
"Seltener","1998","Realschule","indirekter Migrationshintergrund","7","","",""
"Seltener","1998","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1998","(Fach-)Abitur","kein Migrationshintergrund","98","0.134160090762227","0.110746589653543","0.157573591870911"
"Seltener","1998","(Fach-)Abitur","direkter Migrationshintergrund","42","0.17809246884817","0.131587894441337","0.224597043255004"
"Seltener","1998","(Fach-)Abitur","indirekter Migrationshintergrund","1","","",""
"Seltener","1998","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1998","AkademikerIn","kein Migrationshintergrund","405","0.213925543286911","0.194707182144153","0.233143904429668"
"Seltener","1998","AkademikerIn","direkter Migrationshintergrund","35","0.178478016515763","0.12388725543888","0.233068777592646"
"Seltener","1998","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","1998","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1998","(noch) kein Abschluss","kein Migrationshintergrund","5","","",""
"Nie","1998","(noch) kein Abschluss","direkter Migrationshintergrund","5","","",""
"Nie","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","1998","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1998","Hauptschule","kein Migrationshintergrund","140","0.031506670677612","0.0265258975726641","0.03648744378256"
"Nie","1998","Hauptschule","direkter Migrationshintergrund","30","0.0406115466827875","0.0295444298019942","0.0516786635635808"
"Nie","1998","Hauptschule","indirekter Migrationshintergrund","3","","",""
"Nie","1998","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1998","Realschule","kein Migrationshintergrund","46","0.0175514632229645","0.0129289430685629","0.0221739833773661"
"Nie","1998","Realschule","direkter Migrationshintergrund","3","","",""
"Nie","1998","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","1998","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1998","(Fach-)Abitur","kein Migrationshintergrund","4","","",""
"Nie","1998","(Fach-)Abitur","direkter Migrationshintergrund","1","","",""
"Nie","1998","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","1998","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1998","AkademikerIn","kein Migrationshintergrund","17","","",""
"Nie","1998","AkademikerIn","direkter Migrationshintergrund","3","","",""
"Nie","1998","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Nie","1998","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1999","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Taeglich","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Taeglich","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Taeglich","1999","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1999","Hauptschule","kein Migrationshintergrund","","","",""
"Taeglich","1999","Hauptschule","direkter Migrationshintergrund","","","",""
"Taeglich","1999","Hauptschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1999","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1999","Realschule","kein Migrationshintergrund","","","",""
"Taeglich","1999","Realschule","direkter Migrationshintergrund","","","",""
"Taeglich","1999","Realschule","indirekter Migrationshintergrund","","","",""
"Taeglich","1999","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1999","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Taeglich","1999","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Taeglich","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Taeglich","1999","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","1999","AkademikerIn","kein Migrationshintergrund","","","",""
"Taeglich","1999","AkademikerIn","direkter Migrationshintergrund","","","",""
"Taeglich","1999","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Taeglich","1999","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1999","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1999","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Woche","1999","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Woche","1999","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1999","Hauptschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","Hauptschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","Hauptschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1999","Realschule","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","Realschule","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","Realschule","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Min 1x pro Monat","1999","AkademikerIn","kein Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","AkademikerIn","direkter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Min 1x pro Monat","1999","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1999","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Seltener","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Seltener","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Seltener","1999","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1999","Hauptschule","kein Migrationshintergrund","","","",""
"Seltener","1999","Hauptschule","direkter Migrationshintergrund","","","",""
"Seltener","1999","Hauptschule","indirekter Migrationshintergrund","","","",""
"Seltener","1999","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1999","Realschule","kein Migrationshintergrund","","","",""
"Seltener","1999","Realschule","direkter Migrationshintergrund","","","",""
"Seltener","1999","Realschule","indirekter Migrationshintergrund","","","",""
"Seltener","1999","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1999","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Seltener","1999","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Seltener","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Seltener","1999","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Seltener","1999","AkademikerIn","kein Migrationshintergrund","","","",""
"Seltener","1999","AkademikerIn","direkter Migrationshintergrund","","","",""
"Seltener","1999","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Seltener","1999","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1999","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
"Nie","1999","(noch) kein Abschluss","direkter Migrationshintergrund","","","",""
"Nie","1999","(noch) kein Abschluss","indirekter Migrationshintergrund","","","",""
"Nie","1999","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1999","Hauptschule","kein Migrationshintergrund","","","",""
"Nie","1999","Hauptschule","direkter Migrationshintergrund","","","",""
"Nie","1999","Hauptschule","indirekter Migrationshintergrund","","","",""
"Nie","1999","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1999","Realschule","kein Migrationshintergrund","","","",""
"Nie","1999","Realschule","direkter Migrationshintergrund","","","",""
"Nie","1999","Realschule","indirekter Migrationshintergrund","","","",""
"Nie","1999","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1999","(Fach-)Abitur","kein Migrationshintergrund","","","",""
"Nie","1999","(Fach-)Abitur","direkter Migrationshintergrund","","","",""
"Nie","1999","(Fach-)Abitur","indirekter Migrationshintergrund","","","",""
"Nie","1999","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Nie","1999","AkademikerIn","kein Migrationshintergrund","","","",""
"Nie","1999","AkademikerIn","direkter Migrationshintergrund","","","",""
"Nie","1999","AkademikerIn","indirekter Migrationshintergrund","","","",""
"Nie","1999","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Taeglich","2000","(noch) kein Abschluss","kein Migrationshintergrund","","","",""
