year,migback,pgisced97,e11103,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2021,Indirect migration background,Lower Secondary Level,Not Working,0.59225,66,105,0.49780,0.68670
2021,Indirect migration background,Upper Secondary Level,Full Time,0.40548,126,385,0.35637,0.45459
2021,Indirect migration background,Upper Secondary Level,Part Time,0.28403,135,385,0.23892,0.32913
2021,Indirect migration background,Upper Secondary Level,Not Working,0.31049,124,385,0.26421,0.35677
2021,Indirect migration background,Post-secondary Non-tertiary Level,Full Time,0.51050,45,81,0.40096,0.62005
2021,Indirect migration background,Post-secondary Non-tertiary Level,Part Time,0.43222,36,81,0.32366,0.54077
2021,Indirect migration background,Second Stage of Tertiary Education,Full Time,0.52591,113,210,0.45821,0.59360
2021,Indirect migration background,Second Stage of Tertiary Education,Part Time,0.33408,64,210,0.27013,0.39802
2021,Indirect migration background,Second Stage of Tertiary Education,Not Working,0.14002,33,210,0.09297,0.18706
2022,No migration background,Pre-primary Level,Part Time,0.10409,41,292,0.06900,0.13917
2022,No migration background,Pre-primary Level,Not Working,0.87700,251,292,0.83926,0.91473
2022,No migration background,Primary Level,Part Time,0.28842,32,105,0.20135,0.37549
2022,No migration background,Primary Level,Not Working,0.61739,73,105,0.52398,0.71080
2022,No migration background,Lower Secondary Level,Full Time,0.17653,211,1008,0.15298,0.20008
2022,No migration background,Lower Secondary Level,Part Time,0.15672,215,1008,0.13426,0.17917
2022,No migration background,Lower Secondary Level,Not Working,0.66676,582,1008,0.63764,0.69587
2022,No migration background,Upper Secondary Level,Full Time,0.26116,2060,7021,0.25088,0.27143
2022,No migration background,Upper Secondary Level,Part Time,0.20349,1701,7021,0.19407,0.21291
2022,No migration background,Upper Secondary Level,Not Working,0.53535,3260,7021,0.52368,0.54702
2022,No migration background,Post-secondary Non-tertiary Level,Full Time,0.44757,623,1494,0.42234,0.47279
2022,No migration background,Post-secondary Non-tertiary Level,Part Time,0.28303,467,1494,0.26018,0.30588
2022,No migration background,Post-secondary Non-tertiary Level,Not Working,0.26941,404,1494,0.24690,0.29191
2022,No migration background,First Stage of Tertiary Education,Full Time,0.35879,469,1219,0.33185,0.38573
2022,No migration background,First Stage of Tertiary Education,Part Time,0.16227,218,1219,0.14157,0.18298
2022,No migration background,First Stage of Tertiary Education,Not Working,0.47894,532,1219,0.45088,0.50699
2022,No migration background,Second Stage of Tertiary Education,Full Time,0.39420,2234,5514,0.38130,0.40710
2022,No migration background,Second Stage of Tertiary Education,Part Time,0.20685,1246,5514,0.19616,0.21754
2022,No migration background,Second Stage of Tertiary Education,Not Working,0.39895,2034,5514,0.38603,0.41188
2022,Direct migration background,Pre-primary Level,Not Working,0.91238,93,93,0.85461,0.97016
2022,Direct migration background,Primary Level,Full Time,0.11591,32,734,0.09273,0.13908
2022,Direct migration background,Primary Level,Part Time,0.16264,39,734,0.13592,0.18936
2022,Direct migration background,Primary Level,Not Working,0.72145,663,734,0.68900,0.75391
2022,Direct migration background,Lower Secondary Level,Full Time,0.16162,117,780,0.13577,0.18747
2022,Direct migration background,Lower Secondary Level,Part Time,0.15235,107,780,0.12712,0.17759
2022,Direct migration background,Lower Secondary Level,Not Working,0.68603,556,780,0.65344,0.71862
2022,Direct migration background,Upper Secondary Level,Full Time,0.34887,432,1648,0.32585,0.37189
2022,Direct migration background,Upper Secondary Level,Part Time,0.19263,350,1648,0.17358,0.21167
2022,Direct migration background,Upper Secondary Level,Not Working,0.45851,866,1648,0.43444,0.48257
2022,Direct migration background,Post-secondary Non-tertiary Level,Full Time,0.34899,196,560,0.30947,0.38850
2022,Direct migration background,Post-secondary Non-tertiary Level,Part Time,0.26654,135,560,0.22989,0.30319
2022,Direct migration background,Post-secondary Non-tertiary Level,Not Working,0.38447,229,560,0.34415,0.42480
2022,Direct migration background,First Stage of Tertiary Education,Not Working,0.47420,32,32,0.29843,0.64998
2022,Direct migration background,Second Stage of Tertiary Education,Full Time,0.37765,986,2736,0.35949,0.39582
2022,Direct migration background,Second Stage of Tertiary Education,Part Time,0.23154,875,2736,0.21573,0.24735
2022,Direct migration background,Second Stage of Tertiary Education,Not Working,0.39081,875,2736,0.37252,0.40910
2022,Indirect migration background,Pre-primary Level,Not Working,0.93390,66,66,0.87350,0.99430
2022,Indirect migration background,Lower Secondary Level,Full Time,0.34085,35,132,0.25968,0.42202
2022,Indirect migration background,Lower Secondary Level,Part Time,0.19285,31,132,0.12528,0.26041
2022,Indirect migration background,Lower Secondary Level,Not Working,0.46630,66,132,0.38088,0.55173
2022,Indirect migration background,Upper Secondary Level,Full Time,0.34252,185,582,0.30393,0.38111
2022,Indirect migration background,Upper Secondary Level,Part Time,0.21270,170,582,0.17943,0.24598
2022,Indirect migration background,Upper Secondary Level,Not Working,0.44478,227,582,0.40437,0.48519
2022,Indirect migration background,Post-secondary Non-tertiary Level,Full Time,0.49028,67,149,0.40974,0.57082
2022,Indirect migration background,Post-secondary Non-tertiary Level,Part Time,0.22123,43,149,0.15436,0.28810
2022,Indirect migration background,Post-secondary Non-tertiary Level,Not Working,0.28849,39,149,0.21549,0.36148
2022,Indirect migration background,First Stage of Tertiary Education,Full Time,0.68205,37,37,0.52992,0.83417
2022,Indirect migration background,Second Stage of Tertiary Education,Full Time,0.42027,168,423,0.37318,0.46737
2022,Indirect migration background,Second Stage of Tertiary Education,Part Time,0.31384,135,423,0.26956,0.35811
2022,Indirect migration background,Second Stage of Tertiary Education,Not Working,0.26589,120,423,0.22374,0.30804
