"e11103","year","bildungsniveau","migback","n","percent","lowerconfidence_percent","upperconfidence_percent"
"Vollzeit","1996","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1996","Hauptschule","kein Migrationshintergrund","1578","0.318784985891487","0.30499998285887","0.332569988924104"
"Vollzeit","1996","Hauptschule","direkter Migrationshintergrund","547","0.331886902268795","0.306758656801622","0.357015147735967"
"Vollzeit","1996","Hauptschule","indirekter Migrationshintergrund","99","0.437439447416042","0.369861261662085","0.505017633169998"
"Vollzeit","1996","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1996","Realschule","kein Migrationshintergrund","1579","0.503553714354202","0.485165144421628","0.521942284286777"
"Vollzeit","1996","Realschule","direkter Migrationshintergrund","58","0.347819345496298","0.271344998073319","0.424293692919276"
"Vollzeit","1996","Realschule","indirekter Migrationshintergrund","57","0.44373607854284","0.35732905453761","0.53014310254807"
"Vollzeit","1996","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1996","(Fach-)Abitur","kein Migrationshintergrund","292","0.427823151292536","0.39063617074566","0.465010131839412"
"Vollzeit","1996","(Fach-)Abitur","direkter Migrationshintergrund","115","0.44084051893521","0.383500154849555","0.498180883020865"
"Vollzeit","1996","(Fach-)Abitur","indirekter Migrationshintergrund","18","","",""
"Vollzeit","1996","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1996","AkademikerIn","kein Migrationshintergrund","977","0.580118958233179","0.555651420641239","0.604586495825119"
"Vollzeit","1996","AkademikerIn","direkter Migrationshintergrund","95","0.479268614208897","0.407280864379545","0.551256364038249"
"Vollzeit","1996","AkademikerIn","indirekter Migrationshintergrund","9","","",""
"Vollzeit","1996","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1996","(noch) kein Abschluss","kein Migrationshintergrund","24","","",""
"Teilzeit","1996","(noch) kein Abschluss","direkter Migrationshintergrund","107","0.189362400876478","0.1550890568923","0.223635744860656"
"Teilzeit","1996","(noch) kein Abschluss","indirekter Migrationshintergrund","7","","",""
"Teilzeit","1996","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1996","Hauptschule","kein Migrationshintergrund","766","0.158205181341738","0.147410015801521","0.169000346881954"
"Teilzeit","1996","Hauptschule","direkter Migrationshintergrund","305","0.20920930319511","0.187504123363524","0.230914483026697"
"Teilzeit","1996","Hauptschule","indirekter Migrationshintergrund","66","0.341471013479525","0.276871791405145","0.406070235553906"
"Teilzeit","1996","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1996","Realschule","kein Migrationshintergrund","650","0.218595901638421","0.203395755233864","0.233796048042978"
"Teilzeit","1996","Realschule","direkter Migrationshintergrund","36","0.199756870166993","0.135559565226103","0.263954175107882"
"Teilzeit","1996","Realschule","indirekter Migrationshintergrund","33","0.247219747745302","0.172191998396502","0.322247497094102"
"Teilzeit","1996","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1996","(Fach-)Abitur","kein Migrationshintergrund","181","0.267078937821702","0.233825078437581","0.300332797205824"
"Teilzeit","1996","(Fach-)Abitur","direkter Migrationshintergrund","73","0.229700823678581","0.18112022750035","0.278281419856813"
"Teilzeit","1996","(Fach-)Abitur","indirekter Migrationshintergrund","18","","",""
"Teilzeit","1996","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1996","AkademikerIn","kein Migrationshintergrund","291","0.20214826343947","0.182238563868123","0.222057963010817"
"Teilzeit","1996","AkademikerIn","direkter Migrationshintergrund","36","0.153602551527374","0.101645007472739","0.205560095582009"
"Teilzeit","1996","AkademikerIn","indirekter Migrationshintergrund","5","","",""
"Teilzeit","1996","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1996","(noch) kein Abschluss","kein Migrationshintergrund","221","0.811259193960856","0.764841935513555","0.857676452408158"
"nicht erwerbstätig","1996","(noch) kein Abschluss","direkter Migrationshintergrund","261","0.540868071140874","0.497275683935517","0.584460458346231"
"nicht erwerbstätig","1996","(noch) kein Abschluss","indirekter Migrationshintergrund","56","0.908625566727572","0.839110179257988","0.978140954197156"
"nicht erwerbstätig","1996","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1996","Hauptschule","kein Migrationshintergrund","2046","0.523009832766775","0.508234901436953","0.537784764096597"
"nicht erwerbstätig","1996","Hauptschule","direkter Migrationshintergrund","497","0.458903794536095","0.432312456878116","0.485495132194074"
"nicht erwerbstätig","1996","Hauptschule","indirekter Migrationshintergrund","42","0.221089539104433","0.164558003361265","0.277621074847601"
"nicht erwerbstätig","1996","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1996","Realschule","kein Migrationshintergrund","611","0.277850384007377","0.261376044416517","0.294324723598236"
"nicht erwerbstätig","1996","Realschule","direkter Migrationshintergrund","55","0.45242378433671","0.372504799462369","0.532342769211051"
"nicht erwerbstätig","1996","Realschule","indirekter Migrationshintergrund","37","0.309044173711857","0.228676452854323","0.389411894569392"
"nicht erwerbstätig","1996","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1996","(Fach-)Abitur","kein Migrationshintergrund","207","0.305097910885762","0.270490025781644","0.339705795989879"
"nicht erwerbstätig","1996","(Fach-)Abitur","direkter Migrationshintergrund","100","0.329458657386208","0.275175501424757","0.38374181334766"
"nicht erwerbstätig","1996","(Fach-)Abitur","indirekter Migrationshintergrund","25","","",""
"nicht erwerbstätig","1996","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1996","AkademikerIn","kein Migrationshintergrund","295","0.217732778327351","0.197272663081114","0.238192893573588"
"nicht erwerbstätig","1996","AkademikerIn","direkter Migrationshintergrund","54","0.367128834263729","0.297669737889162","0.436587930638296"
"nicht erwerbstätig","1996","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"nicht erwerbstätig","1996","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1997","(noch) kein Abschluss","kein Migrationshintergrund","24","","",""
"Vollzeit","1997","(noch) kein Abschluss","direkter Migrationshintergrund","124","0.260648951582154","0.220876853459438","0.300421049704869"
"Vollzeit","1997","(noch) kein Abschluss","indirekter Migrationshintergrund","1","","",""
"Vollzeit","1997","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1997","Hauptschule","kein Migrationshintergrund","1481","0.306307691248124","0.292480072262687","0.32013531023356"
"Vollzeit","1997","Hauptschule","direkter Migrationshintergrund","527","0.336347470928317","0.310515295145739","0.362179646710896"
"Vollzeit","1997","Hauptschule","indirekter Migrationshintergrund","97","0.357630746762708","0.294005476267291","0.421256017258124"
"Vollzeit","1997","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1997","Realschule","kein Migrationshintergrund","1537","0.499942506426339","0.481422587685431","0.518462425167247"
"Vollzeit","1997","Realschule","direkter Migrationshintergrund","57","0.311573295373282","0.238187611834592","0.384958978911972"
"Vollzeit","1997","Realschule","indirekter Migrationshintergrund","61","0.452074529969847","0.365515576963832","0.538633482975863"
"Vollzeit","1997","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1997","(Fach-)Abitur","kein Migrationshintergrund","306","0.435589404270454","0.398726298589026","0.472452509951882"
"Vollzeit","1997","(Fach-)Abitur","direkter Migrationshintergrund","102","0.431540327030564","0.371794627392024","0.491286026669103"
"Vollzeit","1997","(Fach-)Abitur","indirekter Migrationshintergrund","20","","",""
"Vollzeit","1997","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1997","AkademikerIn","kein Migrationshintergrund","994","0.597420058493877","0.573146076353303","0.62169404063445"
"Vollzeit","1997","AkademikerIn","direkter Migrationshintergrund","89","0.465153972717955","0.392489595121561","0.537818350314349"
"Vollzeit","1997","AkademikerIn","indirekter Migrationshintergrund","15","","",""
"Vollzeit","1997","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1997","(noch) kein Abschluss","kein Migrationshintergrund","26","","",""
"Teilzeit","1997","(noch) kein Abschluss","direkter Migrationshintergrund","89","0.195377713009767","0.159455862250508","0.231299563769025"
"Teilzeit","1997","(noch) kein Abschluss","indirekter Migrationshintergrund","7","","",""
"Teilzeit","1997","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1997","Hauptschule","kein Migrationshintergrund","758","0.158309235993832","0.147359228385827","0.169259243601837"
"Teilzeit","1997","Hauptschule","direkter Migrationshintergrund","258","0.186735172997734","0.165428012056683","0.208042333938785"
"Teilzeit","1997","Hauptschule","indirekter Migrationshintergrund","71","0.379051660544645","0.314650042179442","0.443453278909849"
"Teilzeit","1997","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1997","Realschule","kein Migrationshintergrund","616","0.207565053266882","0.19254304478332","0.222587061750444"
"Teilzeit","1997","Realschule","direkter Migrationshintergrund","36","0.217709249276739","0.152317205144996","0.283101293408482"
"Teilzeit","1997","Realschule","indirekter Migrationshintergrund","29","","",""
"Teilzeit","1997","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1997","(Fach-)Abitur","kein Migrationshintergrund","173","0.269024204987938","0.236055425845912","0.301992984129964"
"Teilzeit","1997","(Fach-)Abitur","direkter Migrationshintergrund","67","0.236969657240049","0.185676031105184","0.288263283374913"
"Teilzeit","1997","(Fach-)Abitur","indirekter Migrationshintergrund","14","","",""
"Teilzeit","1997","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"Teilzeit","1997","AkademikerIn","kein Migrationshintergrund","266","0.184086903381085","0.164904259686612","0.203269547075557"
"Teilzeit","1997","AkademikerIn","direkter Migrationshintergrund","42","0.194735590814098","0.137045566472538","0.252425615155658"
"Teilzeit","1997","AkademikerIn","indirekter Migrationshintergrund","1","","",""
"Teilzeit","1997","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1997","(noch) kein Abschluss","kein Migrationshintergrund","236","0.810542101869765","0.765126066334395","0.855958137405135"
"nicht erwerbstätig","1997","(noch) kein Abschluss","direkter Migrationshintergrund","255","0.543973335408079","0.498849179709195","0.589097491106964"
"nicht erwerbstätig","1997","(noch) kein Abschluss","indirekter Migrationshintergrund","70","0.951917769907083","0.904439727074638","0.999395812739528"
"nicht erwerbstätig","1997","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1997","Hauptschule","kein Migrationshintergrund","2030","0.535383072758044","0.520421927286594","0.550344218229494"
"nicht erwerbstätig","1997","Hauptschule","direkter Migrationshintergrund","500","0.476917356073949","0.449608516504332","0.504226195643565"
"nicht erwerbstätig","1997","Hauptschule","indirekter Migrationshintergrund","50","0.263317592692647","0.20485205723479","0.321783128150505"
"nicht erwerbstätig","1997","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1997","Realschule","kein Migrationshintergrund","647","0.292492440306779","0.275642749318709","0.309342131294849"
"nicht erwerbstätig","1997","Realschule","direkter Migrationshintergrund","60","0.470717455349979","0.391626592596158","0.549808318103799"
"nicht erwerbstätig","1997","Realschule","indirekter Migrationshintergrund","37","0.331552504948667","0.249676614291818","0.413428395605517"
"nicht erwerbstätig","1997","Realschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1997","(Fach-)Abitur","kein Migrationshintergrund","216","0.295386390741608","0.261468686924365","0.32930409455885"
"nicht erwerbstätig","1997","(Fach-)Abitur","direkter Migrationshintergrund","95","0.331490015729388","0.274704797040917","0.388275234417859"
"nicht erwerbstätig","1997","(Fach-)Abitur","indirekter Migrationshintergrund","26","","",""
"nicht erwerbstätig","1997","(Fach-)Abitur","Migrationshintergrund - n. w. differenzierbar","","","",""
"nicht erwerbstätig","1997","AkademikerIn","kein Migrationshintergrund","308","0.218493038125038","0.198039884084257","0.23894619216582"
"nicht erwerbstätig","1997","AkademikerIn","direkter Migrationshintergrund","50","0.340110436467947","0.271093701032563","0.409127171903331"
"nicht erwerbstätig","1997","AkademikerIn","indirekter Migrationshintergrund","2","","",""
"nicht erwerbstätig","1997","AkademikerIn","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1998","(noch) kein Abschluss","kein Migrationshintergrund","28","","",""
"Vollzeit","1998","(noch) kein Abschluss","direkter Migrationshintergrund","112","0.28810817681452","0.24540196870868","0.33081438492036"
"Vollzeit","1998","(noch) kein Abschluss","indirekter Migrationshintergrund","3","","",""
"Vollzeit","1998","(noch) kein Abschluss","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1998","Hauptschule","kein Migrationshintergrund","1576","0.295272127125854","0.282299640341794","0.308244613909913"
"Vollzeit","1998","Hauptschule","direkter Migrationshintergrund","476","0.349813801989749","0.323107276502229","0.376520327477268"
"Vollzeit","1998","Hauptschule","indirekter Migrationshintergrund","99","0.374123665649886","0.310326143732225","0.437921187567547"
"Vollzeit","1998","Hauptschule","Migrationshintergrund - n. w. differenzierbar","","","",""
"Vollzeit","1998","Realschule","kein Migrationshintergrund","1670","0.493607378322603","0.476053063915512","0.511161692729695"
