year,migback,pgisced97,marstat,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,Direct migration background,Primary Level,Single,0.20538,323,1377,0.18403,0.22672
2020,Direct migration background,Primary Level,Divorced,0.11853,67,1377,0.10145,0.13561
2020,Direct migration background,Primary Level,Widowed,0.06416,32,1377,0.05121,0.07710
2020,Direct migration background,Lower Secondary Level,Married,0.53772,810,1383,0.51144,0.56401
2020,Direct migration background,Lower Secondary Level,"Married, living apart",0.04973,69,1383,0.03826,0.06119
2020,Direct migration background,Lower Secondary Level,Single,0.21120,376,1383,0.18968,0.23272
2020,Direct migration background,Lower Secondary Level,Divorced,0.11134,97,1383,0.09476,0.12793
2020,Direct migration background,Lower Secondary Level,Widowed,0.07378,31,1383,0.05999,0.08756
2020,Direct migration background,Upper Secondary Level,Married,0.62334,1270,2113,0.60268,0.64401
2020,Direct migration background,Upper Secondary Level,"Married, living apart",0.03434,125,2113,0.02657,0.04210
2020,Direct migration background,Upper Secondary Level,Single,0.17183,497,2113,0.15574,0.18792
2020,Direct migration background,Upper Secondary Level,Divorced,0.11057,172,2113,0.09720,0.12395
2020,Direct migration background,Upper Secondary Level,Widowed,0.04650,49,2113,0.03752,0.05548
2020,Direct migration background,Post-secondary Non-tertiary Level,Married,0.61583,449,699,0.57974,0.65191
2020,Direct migration background,Post-secondary Non-tertiary Level,"Married, living apart",0.04342,37,699,0.02830,0.05853
2020,Direct migration background,Post-secondary Non-tertiary Level,Single,0.14990,142,699,0.12342,0.17638
2020,Direct migration background,Post-secondary Non-tertiary Level,Divorced,0.12531,71,699,0.10075,0.14987
2020,Direct migration background,First Stage of Tertiary Education,Married,0.46012,49,49,0.31912,0.60112
2020,Direct migration background,Second Stage of Tertiary Education,Married,0.61792,1217,1946,0.59633,0.63952
2020,Direct migration background,Second Stage of Tertiary Education,"Married, living apart",0.03290,95,1946,0.02498,0.04083
2020,Direct migration background,Second Stage of Tertiary Education,Single,0.23186,479,1946,0.21311,0.25062
2020,Direct migration background,Second Stage of Tertiary Education,Divorced,0.07638,120,1946,0.06457,0.08818
2020,Direct migration background,Second Stage of Tertiary Education,Widowed,0.02540,35,1946,0.01841,0.03239
2020,Indirect migration background,Pre-primary Level,Single,0.99994,152,152,0.99867,1.00121
2020,Indirect migration background,Lower Secondary Level,Married,0.19050,54,225,0.13907,0.24193
2020,Indirect migration background,Lower Secondary Level,Single,0.75480,171,225,0.69846,0.81114
2020,Indirect migration background,Upper Secondary Level,Married,0.32232,222,596,0.28477,0.35988
2020,Indirect migration background,Upper Secondary Level,Single,0.56137,333,596,0.52150,0.60125
2020,Indirect migration background,Upper Secondary Level,Divorced,0.07976,41,596,0.05799,0.10153
2020,Indirect migration background,Post-secondary Non-tertiary Level,Married,0.31720,62,125,0.23529,0.39912
2020,Indirect migration background,Post-secondary Non-tertiary Level,Single,0.60242,63,125,0.51628,0.68856
2020,Indirect migration background,Second Stage of Tertiary Education,Married,0.48920,168,266,0.42902,0.54939
2020,Indirect migration background,Second Stage of Tertiary Education,Single,0.45186,98,266,0.39194,0.51178
2021,No migration background,Pre-primary Level,Single,0.97556,264,264,0.95690,0.99422
2021,No migration background,Primary Level,Single,0.43419,38,38,0.27448,0.59390
2021,No migration background,Lower Secondary Level,Married,0.35127,330,909,0.32022,0.38232
2021,No migration background,Lower Secondary Level,Single,0.33910,375,909,0.30831,0.36990
2021,No migration background,Lower Secondary Level,Divorced,0.12306,106,909,0.10169,0.14443
2021,No migration background,Lower Secondary Level,Widowed,0.16856,98,909,0.14421,0.19291
2021,No migration background,Upper Secondary Level,Married,0.48857,3044,5711,0.47561,0.50154
2021,No migration background,Upper Secondary Level,"Married, living apart",0.02087,149,5711,0.01716,0.02458
2021,No migration background,Upper Secondary Level,Single,0.26754,1402,5711,0.25606,0.27902
2021,No migration background,Upper Secondary Level,Divorced,0.12233,690,5711,0.11383,0.13083
2021,No migration background,Upper Secondary Level,Widowed,0.09373,426,5711,0.08617,0.10129
2021,No migration background,Post-secondary Non-tertiary Level,Married,0.41763,548,996,0.38699,0.44827
2021,No migration background,Post-secondary Non-tertiary Level,Single,0.40655,329,996,0.37603,0.43707
2021,No migration background,Post-secondary Non-tertiary Level,Divorced,0.09625,119,996,0.07792,0.11457
2021,No migration background,First Stage of Tertiary Education,Married,0.60163,588,901,0.56965,0.63361
2021,No migration background,First Stage of Tertiary Education,"Married, living apart",0.03678,35,901,0.02448,0.04907
2021,No migration background,First Stage of Tertiary Education,Single,0.18725,126,901,0.16176,0.21274
2021,No migration background,First Stage of Tertiary Education,Divorced,0.11554,101,901,0.09466,0.13643
2021,No migration background,First Stage of Tertiary Education,Widowed,0.05385,51,901,0.03910,0.06860
2021,No migration background,Second Stage of Tertiary Education,Married,0.53212,2568,4074,0.51680,0.54744
2021,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.02143,103,4074,0.01699,0.02588
2021,No migration background,Second Stage of Tertiary Education,Single,0.30470,900,4074,0.29056,0.31883
2021,No migration background,Second Stage of Tertiary Education,Divorced,0.08342,339,4074,0.07492,0.09191
2021,No migration background,Second Stage of Tertiary Education,Widowed,0.04989,164,4074,0.04320,0.05658
2021,Direct migration background,Pre-primary Level,Single,0.95180,93,93,0.90803,0.99557
2021,Direct migration background,Primary Level,Married,0.55404,520,751,0.51847,0.58962
2021,Direct migration background,Primary Level,"Married, living apart",0.02892,35,751,0.01692,0.04091
2021,Direct migration background,Primary Level,Single,0.15759,164,751,0.13151,0.18367
2021,Direct migration background,Primary Level,Divorced,0.11892,32,751,0.09575,0.14209
2021,Direct migration background,Lower Secondary Level,Married,0.53532,428,672,0.49758,0.57306
2021,Direct migration background,Lower Secondary Level,Single,0.18560,198,672,0.15618,0.21502
2021,Direct migration background,Lower Secondary Level,Divorced,0.15037,46,672,0.12332,0.17741
2021,Direct migration background,Upper Secondary Level,Married,0.57299,706,1170,0.54463,0.60134
2021,Direct migration background,Upper Secondary Level,"Married, living apart",0.03550,55,1170,0.02489,0.04611
2021,Direct migration background,Upper Secondary Level,Single,0.18968,255,1170,0.16720,0.21215
2021,Direct migration background,Upper Secondary Level,Divorced,0.12697,116,1170,0.10788,0.14605
2021,Direct migration background,Upper Secondary Level,Widowed,0.06172,38,1170,0.04792,0.07551
2021,Direct migration background,Post-secondary Non-tertiary Level,Married,0.55114,275,397,0.50215,0.60013
2021,Direct migration background,Post-secondary Non-tertiary Level,Single,0.17060,68,397,0.13355,0.20765
2021,Direct migration background,Post-secondary Non-tertiary Level,Divorced,0.15904,54,397,0.12302,0.19506
2021,Direct migration background,First Stage of Tertiary Education,Married,0.31542,40,40,0.16958,0.46126
2021,Direct migration background,Second Stage of Tertiary Education,Married,0.57679,799,1232,0.54919,0.60439
2021,Direct migration background,Second Stage of Tertiary Education,"Married, living apart",0.03798,68,1232,0.02730,0.04865
2021,Direct migration background,Second Stage of Tertiary Education,Single,0.25356,282,1232,0.22925,0.27786
2021,Direct migration background,Second Stage of Tertiary Education,Divorced,0.07296,83,1232,0.05843,0.08749
2021,Indirect migration background,Lower Secondary Level,Married,0.11723,31,119,0.05918,0.17527
2021,Indirect migration background,Lower Secondary Level,Single,0.79453,88,119,0.72163,0.86743
2021,Indirect migration background,Upper Secondary Level,Married,0.29257,114,346,0.24456,0.34058
2021,Indirect migration background,Upper Secondary Level,Single,0.62434,232,346,0.57323,0.67544
2021,Indirect migration background,Post-secondary Non-tertiary Level,Married,0.23345,37,82,0.14133,0.32558
2021,Indirect migration background,Post-secondary Non-tertiary Level,Single,0.62268,45,82,0.51712,0.72824
2021,Indirect migration background,Second Stage of Tertiary Education,Married,0.42557,104,189,0.35490,0.49625
2021,Indirect migration background,Second Stage of Tertiary Education,Single,0.50998,85,189,0.43852,0.58144
2022,No migration background,Pre-primary Level,Single,0.91229,277,277,0.87891,0.94566
2022,No migration background,Primary Level,Single,0.50116,59,59,0.37248,0.62984
2022,No migration background,Lower Secondary Level,Married,0.36321,364,984,0.33315,0.39327
2022,No migration background,Lower Secondary Level,Single,0.30281,407,984,0.27409,0.33153
2022,No migration background,Lower Secondary Level,Divorced,0.11971,109,984,0.09941,0.14000
2022,No migration background,Lower Secondary Level,Widowed,0.19891,104,984,0.17396,0.22387
2022,No migration background,Upper Secondary Level,Married,0.49738,3606,6986,0.48565,0.50910
2022,No migration background,Upper Secondary Level,"Married, living apart",0.02215,160,6986,0.01870,0.02561
2022,No migration background,Upper Secondary Level,Single,0.25345,1961,6986,0.24324,0.26365
2022,No migration background,Upper Secondary Level,Divorced,0.12100,805,6986,0.11335,0.12865
2022,No migration background,Upper Secondary Level,Widowed,0.10105,454,6986,0.09398,0.10812
2022,No migration background,Post-secondary Non-tertiary Level,Married,0.43103,744,1471,0.40572,0.45635
2022,No migration background,Post-secondary Non-tertiary Level,"Married, living apart",0.02283,34,1471,0.01519,0.03046
2022,No migration background,Post-secondary Non-tertiary Level,Single,0.42414,561,1471,0.39888,0.44941
2022,No migration background,Post-secondary Non-tertiary Level,Divorced,0.08871,132,1471,0.07418,0.10325
2022,No migration background,First Stage of Tertiary Education,Married,0.63447,808,1218,0.60741,0.66153
2022,No migration background,First Stage of Tertiary Education,"Married, living apart",0.02969,33,1218,0.02015,0.03922
2022,No migration background,First Stage of Tertiary Education,Single,0.18472,210,1218,0.16292,0.20653
2022,No migration background,First Stage of Tertiary Education,Divorced,0.09506,109,1218,0.07858,0.11154
2022,No migration background,First Stage of Tertiary Education,Widowed,0.05543,58,1218,0.04257,0.06829
2022,No migration background,Second Stage of Tertiary Education,Married,0.53049,3286,5494,0.51729,0.54369
2022,No migration background,Second Stage of Tertiary Education,"Married, living apart",0.02203,128,5494,0.01815,0.02591
2022,No migration background,Second Stage of Tertiary Education,Single,0.30385,1472,5494,0.29168,0.31601
2022,No migration background,Second Stage of Tertiary Education,Divorced,0.08840,423,5494,0.08089,0.09591
2022,No migration background,Second Stage of Tertiary Education,Widowed,0.05054,185,5494,0.04475,0.05633
2022,Direct migration background,Pre-primary Level,Single,0.69420,91,91,0.59900,0.78939
2022,Direct migration background,Primary Level,Married,0.55354,455,694,0.51653,0.59056
2022,Direct migration background,Primary Level,"Married, living apart",0.04672,38,694,0.03101,0.06244
2022,Direct migration background,Primary Level,Single,0.17116,167,694,0.14312,0.19921
2022,Direct migration background,Primary Level,Divorced,0.12592,34,694,0.10122,0.15062
2022,Direct migration background,Lower Secondary Level,Married,0.59006,434,717,0.55403,0.62608
2022,Direct migration background,Lower Secondary Level,Single,0.17602,234,717,0.14812,0.20391
2022,Direct migration background,Lower Secondary Level,Divorced,0.12874,49,717,0.10421,0.15328
2022,Direct migration background,Upper Secondary Level,Married,0.62468,902,1635,0.60121,0.64816
2022,Direct migration background,Upper Secondary Level,"Married, living apart",0.02698,60,1635,0.01912,0.03484
2022,Direct migration background,Upper Secondary Level,Single,0.19085,507,1635,0.17180,0.20991
2022,Direct migration background,Upper Secondary Level,Divorced,0.11074,126,1635,0.09553,0.12596
2022,Direct migration background,Upper Secondary Level,Widowed,0.04454,40,1635,0.03454,0.05454
2022,Direct migration background,Post-secondary Non-tertiary Level,Married,0.59531,337,512,0.55276,0.63787
2022,Direct migration background,Post-secondary Non-tertiary Level,Single,0.16531,125,512,0.13310,0.19752
2022,Direct migration background,Post-secondary Non-tertiary Level,Divorced,0.13617,50,512,0.10643,0.16590
2022,Direct migration background,First Stage of Tertiary Education,Married,0.37389,46,46,0.23252,0.51525
2022,Direct migration background,Second Stage of Tertiary Education,Married,0.61610,1395,2728,0.59785,0.63436
2022,Direct migration background,Second Stage of Tertiary Education,"Married, living apart",0.03804,130,2728,0.03086,0.04522
2022,Direct migration background,Second Stage of Tertiary Education,Single,0.23099,1051,2728,0.21518,0.24681
2022,Direct migration background,Second Stage of Tertiary Education,Divorced,0.07947,119,2728,0.06932,0.08962
2022,Direct migration background,Second Stage of Tertiary Education,Widowed,0.03244,33,2728,0.02579,0.03909
2022,Indirect migration background,Pre-primary Level,Single,0.90593,75,75,0.83942,0.97244
2022,Indirect migration background,Lower Secondary Level,Married,0.22054,38,118,0.14541,0.29566
2022,Indirect migration background,Lower Secondary Level,Single,0.69904,80,118,0.61592,0.78215
2022,Indirect migration background,Upper Secondary Level,Married,0.30126,210,558,0.26316,0.33936
2022,Indirect migration background,Upper Secondary Level,Single,0.59079,302,558,0.54995,0.63162
2022,Indirect migration background,Upper Secondary Level,Divorced,0.08406,46,558,0.06101,0.10710
2022,Indirect migration background,Post-secondary Non-tertiary Level,Married,0.43448,68,135,0.35055,0.51841
2022,Indirect migration background,Post-secondary Non-tertiary Level,Single,0.42491,67,135,0.34121,0.50861
2022,Indirect migration background,First Stage of Tertiary Education,Married,0.42499,34,34,0.25632,0.59365
2022,Indirect migration background,Second Stage of Tertiary Education,Married,0.48111,222,383,0.43100,0.53122
2022,Indirect migration background,Second Stage of Tertiary Education,Single,0.44914,161,383,0.39926,0.49902
