year,age_gr,regtyp,pgpsbil,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2020,46-65 y.,Urban regions,Secondary School Degree,0.23022,1033,6689,0.22013,0.24031
2020,46-65 y.,Urban regions,Intermediate School Degree,0.29841,1759,6689,0.28744,0.30937
2020,46-65 y.,Urban regions,Technical School Degree,0.07151,496,6689,0.06534,0.07769
2020,46-65 y.,Urban regions,Upper Secondary Degree,0.24997,1957,6689,0.23959,0.26035
2020,46-65 y.,Urban regions,Other Degree,0.11016,1124,6689,0.10266,0.11767
2020,46-65 y.,Urban regions,"Dropout, No School Degree",0.02301,255,6689,0.01942,0.02660
2020,46-65 y.,Urban regions,No School Attended,0.00058,65,6689,0.00000,0.00116
2020,46-65 y.,Rural regions,Secondary School Degree,0.24743,657,3559,0.23325,0.26161
2020,46-65 y.,Rural regions,Intermediate School Degree,0.43528,1509,3559,0.41899,0.45157
2020,46-65 y.,Rural regions,Technical School Degree,0.04307,177,3559,0.03640,0.04975
2020,46-65 y.,Rural regions,Upper Secondary Degree,0.17286,701,3559,0.16044,0.18529
2020,46-65 y.,Rural regions,Other Degree,0.08287,438,3559,0.07381,0.09193
2020,46-65 y.,Rural regions,"Dropout, No School Degree",0.00894,77,3559,0.00585,0.01203
2020,66 and older,Urban regions,Secondary School Degree,0.46188,1190,3066,0.44423,0.47953
2020,66 and older,Urban regions,Intermediate School Degree,0.22175,749,3066,0.20704,0.23646
2020,66 and older,Urban regions,Technical School Degree,0.05135,165,3066,0.04354,0.05916
2020,66 and older,Urban regions,Upper Secondary Degree,0.15865,665,3066,0.14571,0.17158
2020,66 and older,Urban regions,Other Degree,0.08038,253,3066,0.07075,0.09001
2020,66 and older,Urban regions,"Dropout, No School Degree",0.01527,44,3066,0.01093,0.01961
2020,66 and older,Rural regions,Secondary School Degree,0.48728,761,1771,0.46399,0.51056
2020,66 and older,Rural regions,Intermediate School Degree,0.28645,554,1771,0.26539,0.30751
2020,66 and older,Rural regions,Technical School Degree,0.03669,62,1771,0.02793,0.04545
2020,66 and older,Rural regions,Upper Secondary Degree,0.10961,282,1771,0.09506,0.12417
2020,66 and older,Rural regions,Other Degree,0.06302,112,1771,0.05170,0.07434
2021,17-29 y.,Urban regions,Secondary School Degree,0.08477,189,2326,0.07345,0.09609
2021,17-29 y.,Urban regions,Intermediate School Degree,0.15967,340,2326,0.14478,0.17456
2021,17-29 y.,Urban regions,Technical School Degree,0.09381,178,2326,0.08196,0.10566
2021,17-29 y.,Urban regions,Upper Secondary Degree,0.37039,767,2326,0.35076,0.39002
2021,17-29 y.,Urban regions,Other Degree,0.03964,359,2326,0.03170,0.04757
2021,17-29 y.,Urban regions,"Dropout, No School Degree",0.01567,122,2326,0.01062,0.02072
2021,17-29 y.,Urban regions,No School Degree Yet,0.09781,336,2326,0.08574,0.10989
2021,17-29 y.,Urban regions,No School Attended,0.00314,35,2326,0.00087,0.00542
2021,17-29 y.,Rural regions,Secondary School Degree,0.14363,111,886,0.12052,0.16673
2021,17-29 y.,Rural regions,Intermediate School Degree,0.25266,238,886,0.22403,0.28129
2021,17-29 y.,Rural regions,Technical School Degree,0.07756,50,886,0.05994,0.09519
2021,17-29 y.,Rural regions,Upper Secondary Degree,0.27208,209,886,0.24276,0.30140
2021,17-29 y.,Rural regions,Other Degree,0.02568,81,886,0.01526,0.03611
2021,17-29 y.,Rural regions,"Dropout, No School Degree",0.01064,43,886,0.00388,0.01740
2021,17-29 y.,Rural regions,No School Degree Yet,0.09599,154,886,0.07658,0.11540
2021,30-45 y.,Urban regions,Secondary School Degree,0.11036,248,3461,0.09992,0.12080
2021,30-45 y.,Urban regions,Intermediate School Degree,0.19640,542,3461,0.18316,0.20964
2021,30-45 y.,Urban regions,Technical School Degree,0.09712,245,3461,0.08725,0.10699
2021,30-45 y.,Urban regions,Upper Secondary Degree,0.36740,929,3461,0.35133,0.38346
2021,30-45 y.,Urban regions,Other Degree,0.13368,1076,3461,0.12234,0.14502
2021,30-45 y.,Urban regions,"Dropout, No School Degree",0.02474,283,3461,0.01956,0.02991
2021,30-45 y.,Urban regions,No School Attended,0.00389,138,3461,0.00182,0.00597
2021,30-45 y.,Rural regions,Secondary School Degree,0.15754,205,1475,0.13895,0.17614
2021,30-45 y.,Rural regions,Intermediate School Degree,0.35967,429,1475,0.33517,0.38417
2021,30-45 y.,Rural regions,Technical School Degree,0.08276,95,1475,0.06869,0.09682
2021,30-45 y.,Rural regions,Upper Secondary Degree,0.23044,331,1475,0.20894,0.25194
2021,30-45 y.,Rural regions,Other Degree,0.08231,325,1475,0.06828,0.09634
2021,30-45 y.,Rural regions,"Dropout, No School Degree",0.02491,90,1475,0.01695,0.03286
2021,46-65 y.,Urban regions,Secondary School Degree,0.22241,653,4659,0.21046,0.23435
2021,46-65 y.,Urban regions,Intermediate School Degree,0.27041,1194,4659,0.25766,0.28317
2021,46-65 y.,Urban regions,Technical School Degree,0.07718,367,4659,0.06952,0.08485
2021,46-65 y.,Urban regions,Upper Secondary Degree,0.25691,1498,4659,0.24436,0.26946
2021,46-65 y.,Urban regions,Other Degree,0.11161,723,4659,0.10257,0.12065
2021,46-65 y.,Urban regions,"Dropout, No School Degree",0.02497,176,4659,0.02049,0.02945
2021,46-65 y.,Urban regions,No School Attended,0.00070,48,4659,-0.00006,0.00146
2021,46-65 y.,Rural regions,Secondary School Degree,0.23766,413,2382,0.22056,0.25476
2021,46-65 y.,Rural regions,Intermediate School Degree,0.41507,1026,2382,0.39528,0.43487
2021,46-65 y.,Rural regions,Technical School Degree,0.04361,125,2382,0.03541,0.05182
2021,46-65 y.,Rural regions,Upper Secondary Degree,0.18608,531,2382,0.17045,0.20171
2021,46-65 y.,Rural regions,Other Degree,0.07887,244,2382,0.06804,0.08969
2021,46-65 y.,Rural regions,"Dropout, No School Degree",0.00622,43,2382,0.00306,0.00937
2021,66 and older,Urban regions,Secondary School Degree,0.43060,781,2184,0.40983,0.45137
2021,66 and older,Urban regions,Intermediate School Degree,0.22930,566,2184,0.21167,0.24694
2021,66 and older,Urban regions,Technical School Degree,0.05340,124,2184,0.04397,0.06284
2021,66 and older,Urban regions,Upper Secondary Degree,0.17922,541,2184,0.16313,0.19531
2021,66 and older,Urban regions,Other Degree,0.08268,172,2184,0.07112,0.09423
2021,66 and older,Rural regions,Secondary School Degree,0.45958,528,1301,0.43248,0.48667
2021,66 and older,Rural regions,Intermediate School Degree,0.28973,397,1301,0.26507,0.31439
2021,66 and older,Rural regions,Technical School Degree,0.03793,53,1301,0.02755,0.04832
2021,66 and older,Rural regions,Upper Secondary Degree,0.13241,242,1301,0.11398,0.15083
2021,66 and older,Rural regions,Other Degree,0.05957,81,1301,0.04670,0.07243
