year,age_gr,pgisced97,germborn,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2018,17-29 y.,Lower Secondary Level,Not born in Germany,0.14979,460,1259,0.13006,0.16951
2018,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.90040,1533,1937,0.88706,0.91374
2018,17-29 y.,Upper Secondary Level,Not born in Germany,0.09960,404,1937,0.08626,0.11294
2018,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.88404,266,329,0.84939,0.91869
2018,17-29 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.11596,63,329,0.08131,0.15061
2018,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.85541,421,652,0.82839,0.88243
2018,17-29 y.,Second Stage of Tertiary Education,Not born in Germany,0.14459,231,652,0.11757,0.17161
2018,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.37194,74,791,0.33824,0.40565
2018,30-45 y.,Primary Level,Not born in Germany,0.62806,717,791,0.59435,0.66176
2018,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.58002,337,932,0.54832,0.61173
2018,30-45 y.,Lower Secondary Level,Not born in Germany,0.41998,595,932,0.38827,0.45168
2018,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.79862,2028,2941,0.78412,0.81311
2018,30-45 y.,Upper Secondary Level,Not born in Germany,0.20138,913,2941,0.18689,0.21588
2018,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.75246,566,874,0.72383,0.78109
2018,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.24754,308,874,0.21891,0.27617
2018,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90846,288,319,0.87676,0.94015
2018,30-45 y.,First Stage of Tertiary Education,Not born in Germany,0.09154,31,319,0.05985,0.12324
2018,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.77849,1438,2377,0.76179,0.79519
2018,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.22151,939,2377,0.20481,0.23821
2018,46-65 y.,Primary Level,Born in Germany or immigrated <1950,0.36983,64,381,0.32129,0.41837
2018,46-65 y.,Primary Level,Not born in Germany,0.63017,317,381,0.58163,0.67871
2018,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.63568,432,781,0.60191,0.66945
2018,46-65 y.,Lower Secondary Level,Not born in Germany,0.36432,349,781,0.33055,0.39809
2018,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.88653,4093,4725,0.87748,0.89557
2018,46-65 y.,Upper Secondary Level,Not born in Germany,0.11347,632,4725,0.10443,0.12252
2018,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.73286,594,859,0.70326,0.76247
2018,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.26714,265,859,0.23753,0.29674
2018,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92309,694,731,0.90376,0.94242
2018,46-65 y.,First Stage of Tertiary Education,Not born in Germany,0.07691,37,731,0.05758,0.09624
2018,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.85867,2142,2661,0.84543,0.87191
2018,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.14133,519,2661,0.12809,0.15457
2018,66 and older,Primary Level,Not born in Germany,0.60994,43,43,0.46242,0.75746
2018,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.82510,505,598,0.79463,0.85557
2018,66 and older,Lower Secondary Level,Not born in Germany,0.17490,93,598,0.14443,0.20537
2018,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.93685,2392,2542,0.92739,0.94631
2018,66 and older,Upper Secondary Level,Not born in Germany,0.06315,150,2542,0.05369,0.07261
2018,66 and older,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.66259,100,153,0.58742,0.73776
2018,66 and older,Post-secondary Non-tertiary Level,Not born in Germany,0.33741,53,153,0.26224,0.41258
2018,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92231,331,331,0.89343,0.95119
2018,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89979,1178,1288,0.88339,0.91620
2018,66 and older,Second Stage of Tertiary Education,Not born in Germany,0.10021,110,1288,0.08380,0.11661
2019,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.93449,538,609,0.91482,0.95416
2019,17-29 y.,Pre-primary Level,Not born in Germany,0.06551,71,609,0.04584,0.08518
2019,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.46605,52,501,0.42233,0.50978
2019,17-29 y.,Primary Level,Not born in Germany,0.53395,449,501,0.49022,0.57767
2019,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.85556,718,1094,0.83472,0.87640
2019,17-29 y.,Lower Secondary Level,Not born in Germany,0.14444,376,1094,0.12360,0.16528
2019,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89978,1413,1728,0.88562,0.91394
2019,17-29 y.,Upper Secondary Level,Not born in Germany,0.10022,315,1728,0.08606,0.11438
2019,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.87714,258,303,0.84011,0.91416
2019,17-29 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.12286,45,303,0.08584,0.15989
2019,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.99894,62,62,0.99079,1.00709
2019,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.85443,411,581,0.82573,0.88313
2019,17-29 y.,Second Stage of Tertiary Education,Not born in Germany,0.14557,170,581,0.11687,0.17427
2019,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.31449,65,782,0.28193,0.34706
2019,30-45 y.,Primary Level,Not born in Germany,0.68551,717,782,0.65294,0.71807
2019,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.61745,314,823,0.58422,0.65067
2019,30-45 y.,Lower Secondary Level,Not born in Germany,0.38255,509,823,0.34933,0.41578
2019,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.80515,1865,2630,0.79001,0.82029
2019,30-45 y.,Upper Secondary Level,Not born in Germany,0.19485,765,2630,0.17971,0.20999
2019,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.76924,565,836,0.74066,0.79782
2019,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.23076,271,836,0.20218,0.25934
2019,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92377,331,331,0.89514,0.95240
2019,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.78131,1498,2337,0.76455,0.79807
2019,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.21869,839,2337,0.20193,0.23545
2019,46-65 y.,Primary Level,Born in Germany or immigrated <1950,0.31579,55,387,0.26942,0.36216
2019,46-65 y.,Primary Level,Not born in Germany,0.68421,332,387,0.63784,0.73058
2019,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.61827,427,746,0.58338,0.65315
2019,46-65 y.,Lower Secondary Level,Not born in Germany,0.38173,319,746,0.34685,0.41662
2019,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.88162,4163,4757,0.87244,0.89080
2019,46-65 y.,Upper Secondary Level,Not born in Germany,0.11838,594,4757,0.10920,0.12756
2019,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.73458,716,956,0.70657,0.76258
2019,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.26542,240,956,0.23742,0.29343
2019,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92881,826,869,0.91171,0.94592
2019,46-65 y.,First Stage of Tertiary Education,Not born in Germany,0.07119,43,869,0.05408,0.08829
2019,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.85240,2687,3214,0.84014,0.86467
2019,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.14760,527,3214,0.13533,0.15986
2019,66 and older,Primary Level,Not born in Germany,0.57026,39,39,0.41286,0.72766
2019,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.82799,472,550,0.79642,0.85956
2019,66 and older,Lower Secondary Level,Not born in Germany,0.17201,78,550,0.14044,0.20358
2019,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.93816,2421,2571,0.92885,0.94748
2019,66 and older,Upper Secondary Level,Not born in Germany,0.06184,150,2571,0.05252,0.07115
2019,66 and older,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.61023,105,165,0.53558,0.68487
2019,66 and older,Post-secondary Non-tertiary Level,Not born in Germany,0.38977,60,165,0.31513,0.46442
2019,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92453,367,367,0.89746,0.95159
2019,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90727,1336,1454,0.89236,0.92219
2019,66 and older,Second Stage of Tertiary Education,Not born in Germany,0.09273,118,1454,0.07781,0.10764
2020,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.93022,583,759,0.91209,0.94836
2020,17-29 y.,Pre-primary Level,Not born in Germany,0.06978,176,759,0.05164,0.08791
2020,17-29 y.,Primary Level,Born in Germany or immigrated <1950,0.49988,50,522,0.45694,0.54281
2020,17-29 y.,Primary Level,Not born in Germany,0.50012,472,522,0.45719,0.54306
2020,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.84817,660,1153,0.82744,0.86889
2020,17-29 y.,Lower Secondary Level,Not born in Germany,0.15183,493,1153,0.13111,0.17256
2020,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.91235,1350,1870,0.89953,0.92517
2020,17-29 y.,Upper Secondary Level,Not born in Germany,0.08765,520,1870,0.07483,0.10047
2020,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.93765,263,353,0.91240,0.96291
2020,17-29 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.06235,90,353,0.03709,0.08760
2020,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.99196,53,53,0.96769,1.01623
2020,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89732,410,789,0.87612,0.91851
2020,17-29 y.,Second Stage of Tertiary Education,Not born in Germany,0.10268,379,789,0.08149,0.12388
2020,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.31784,56,883,0.28711,0.34857
2020,30-45 y.,Primary Level,Not born in Germany,0.68216,827,883,0.65143,0.71289
2020,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.59516,301,933,0.56365,0.62668
2020,30-45 y.,Lower Secondary Level,Not born in Germany,0.40484,632,933,0.37332,0.43635
2020,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.82180,1632,2638,0.80720,0.83641
2020,30-45 y.,Upper Secondary Level,Not born in Germany,0.17820,1006,2638,0.16359,0.19280
2020,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.81189,517,862,0.78579,0.83800
2020,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.18811,345,862,0.16200,0.21421
2020,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.92777,271,271,0.89689,0.95865
2020,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.78363,1417,2526,0.76757,0.79969
2020,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.21637,1109,2526,0.20031,0.23243
2020,46-65 y.,Primary Level,Born in Germany or immigrated <1950,0.37048,49,377,0.32166,0.41929
2020,46-65 y.,Primary Level,Not born in Germany,0.62952,328,377,0.58071,0.67834
2020,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.64068,386,732,0.60590,0.67546
2020,46-65 y.,Lower Secondary Level,Not born in Germany,0.35932,346,732,0.32454,0.39410
2020,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.89102,3783,4428,0.88184,0.90020
2020,46-65 y.,Upper Secondary Level,Not born in Germany,0.10898,645,4428,0.09980,0.11816
2020,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.75745,692,981,0.73062,0.78429
2020,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.24255,289,981,0.21571,0.26938
2020,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93943,730,766,0.92252,0.95633
2020,46-65 y.,First Stage of Tertiary Education,Not born in Germany,0.06057,36,766,0.04367,0.07748
2020,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.87073,2498,3061,0.85884,0.88262
2020,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.12927,563,3061,0.11738,0.14116
2020,66 and older,Primary Level,Not born in Germany,0.63128,38,38,0.47582,0.78674
2020,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.83991,424,508,0.80799,0.87183
2020,66 and older,Lower Secondary Level,Not born in Germany,0.16009,84,508,0.12817,0.19201
2020,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.94265,2287,2439,0.93343,0.95188
2020,66 and older,Upper Secondary Level,Not born in Germany,0.05735,152,2439,0.04812,0.06657
2020,66 and older,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.63319,104,167,0.55988,0.70650
2020,66 and older,Post-secondary Non-tertiary Level,Not born in Germany,0.36681,63,167,0.29350,0.44012
2020,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.93109,339,339,0.90408,0.95809
2020,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.91420,1271,1387,0.89945,0.92894
2020,66 and older,Second Stage of Tertiary Education,Not born in Germany,0.08580,116,1387,0.07106,0.10055
2021,17-29 y.,Pre-primary Level,Born in Germany or immigrated <1950,0.89564,335,437,0.86694,0.92433
2021,17-29 y.,Pre-primary Level,Not born in Germany,0.10436,102,437,0.07567,0.13306
2021,17-29 y.,Primary Level,Not born in Germany,0.69181,241,241,0.63339,0.75023
2021,17-29 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.82188,388,636,0.79212,0.85164
2021,17-29 y.,Lower Secondary Level,Not born in Germany,0.17812,248,636,0.14836,0.20788
2021,17-29 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.92804,974,1218,0.91352,0.94256
2021,17-29 y.,Upper Secondary Level,Not born in Germany,0.07196,244,1218,0.05744,0.08648
2021,17-29 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.90897,197,240,0.87251,0.94544
2021,17-29 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.09103,43,240,0.05456,0.12749
2021,17-29 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.99860,35,35,0.98604,1.01116
2021,17-29 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90740,363,532,0.88274,0.93205
2021,17-29 y.,Second Stage of Tertiary Education,Not born in Germany,0.09260,169,532,0.06795,0.11726
2021,30-45 y.,Primary Level,Born in Germany or immigrated <1950,0.43575,36,502,0.39233,0.47917
2021,30-45 y.,Primary Level,Not born in Germany,0.56425,466,502,0.52083,0.60767
2021,30-45 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.58262,188,514,0.53994,0.62529
2021,30-45 y.,Lower Secondary Level,Not born in Germany,0.41738,326,514,0.37471,0.46006
2021,30-45 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.81813,1039,1557,0.79896,0.83729
2021,30-45 y.,Upper Secondary Level,Not born in Germany,0.18187,518,1557,0.16271,0.20104
2021,30-45 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.79872,359,547,0.76509,0.83235
2021,30-45 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.20128,188,547,0.16765,0.23491
2021,30-45 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94009,179,179,0.90522,0.97495
2021,30-45 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.78251,1060,1765,0.76326,0.80176
2021,30-45 y.,Second Stage of Tertiary Education,Not born in Germany,0.21749,705,1765,0.19824,0.23674
2021,46-65 y.,Primary Level,Born in Germany or immigrated <1950,0.37265,36,253,0.31295,0.43235
2021,46-65 y.,Primary Level,Not born in Germany,0.62735,217,253,0.56765,0.68705
2021,46-65 y.,Lower Secondary Level,Born in Germany or immigrated <1950,0.57083,235,433,0.52415,0.61750
2021,46-65 y.,Lower Secondary Level,Not born in Germany,0.42917,198,433,0.38250,0.47585
2021,46-65 y.,Upper Secondary Level,Born in Germany or immigrated <1950,0.88782,2516,2912,0.87635,0.89928
2021,46-65 y.,Upper Secondary Level,Not born in Germany,0.11218,396,2912,0.10072,0.12365
2021,46-65 y.,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.77663,517,693,0.74560,0.80767
2021,46-65 y.,Post-secondary Non-tertiary Level,Not born in Germany,0.22337,176,693,0.19233,0.25440
2021,46-65 y.,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.94183,489,489,0.92107,0.96260
2021,46-65 y.,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.86218,1881,2300,0.84809,0.87627
2021,46-65 y.,Second Stage of Tertiary Education,Not born in Germany,0.13782,419,2300,0.12373,0.15191
2021,66 and older,Lower Secondary Level,Born in Germany or immigrated <1950,0.83295,265,311,0.79143,0.87448
2021,66 and older,Lower Secondary Level,Not born in Germany,0.16705,46,311,0.12552,0.20857
2021,66 and older,Upper Secondary Level,Born in Germany or immigrated <1950,0.94689,1620,1722,0.93630,0.95749
2021,66 and older,Upper Secondary Level,Not born in Germany,0.05311,102,1722,0.04251,0.06370
2021,66 and older,Post-secondary Non-tertiary Level,Born in Germany or immigrated <1950,0.62164,72,120,0.53450,0.70878
2021,66 and older,Post-secondary Non-tertiary Level,Not born in Germany,0.37836,48,120,0.29122,0.46550
2021,66 and older,First Stage of Tertiary Education,Born in Germany or immigrated <1950,0.89150,247,247,0.85264,0.93037
2021,66 and older,Second Stage of Tertiary Education,Born in Germany or immigrated <1950,0.90342,1014,1110,0.88603,0.92080
2021,66 and older,Second Stage of Tertiary Education,Not born in Germany,0.09658,96,1110,0.07920,0.11397
