"beruf","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"Beamte","1992","66 und älter","AkademikerIn","","","",""
"Angestellte, einfache Tätigkeiten","1993","16-34 J.","(noch) kein Abschluss","58","0.12017004895294","0.0863930871971332","0.153947010708748"
"Angestellte, einfache Tätigkeiten","1993","16-34 J.","Hauptschule","484","0.27698237991431","0.254895582066677","0.299069177761943"
"Angestellte, einfache Tätigkeiten","1993","16-34 J.","Realschule","292","0.159706714699286","0.142454248638025","0.176959180760547"
"Angestellte, einfache Tätigkeiten","1993","16-34 J.","(Fach-)Abitur","75","0.113809732671384","0.0888519448461338","0.138767520496635"
"Angestellte, einfache Tätigkeiten","1993","16-34 J.","AkademikerIn","43","0.0731340466474886","0.0479633377484396","0.0983047555465376"
"Angestellte, einfache Tätigkeiten","1993","35-65 J.","(noch) kein Abschluss","214","0.447178211281636","0.402132021975687","0.492224400587584"
"Angestellte, einfache Tätigkeiten","1993","35-65 J.","Hauptschule","1050","0.25491649872035","0.24083192606865","0.269001071372051"
"Angestellte, einfache Tätigkeiten","1993","35-65 J.","Realschule","188","0.133438971300584","0.113904011563888","0.152973931037279"
"Angestellte, einfache Tätigkeiten","1993","35-65 J.","(Fach-)Abitur","47","0.145890551973065","0.101598732149529","0.1901823717966"
"Angestellte, einfache Tätigkeiten","1993","35-65 J.","AkademikerIn","55","0.0359642156338756","0.0250053855851211","0.0469230456826301"
"Angestellte, einfache Tätigkeiten","1993","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeiten","1993","66 und älter","Hauptschule","","","",""
"Angestellte, einfache Tätigkeiten","1993","66 und älter","Realschule","","","",""
"Angestellte, einfache Tätigkeiten","1993","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeiten","1993","66 und älter","AkademikerIn","","","",""
"Angestellte, qualifizierte Tätigkeiten","1993","16-34 J.","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeiten","1993","16-34 J.","Hauptschule","435","0.313709603763382","0.290808832328543","0.33661037519822"
"Angestellte, qualifizierte Tätigkeiten","1993","16-34 J.","Realschule","677","0.414234893746325","0.391036429477659","0.437433358014991"
"Angestellte, qualifizierte Tätigkeiten","1993","16-34 J.","(Fach-)Abitur","147","0.286384807788345","0.250857693742937","0.321911921833753"
"Angestellte, qualifizierte Tätigkeiten","1993","16-34 J.","AkademikerIn","221","0.532208953610767","0.483970406272405","0.580447500949128"
"Angestellte, qualifizierte Tätigkeiten","1993","35-65 J.","(noch) kein Abschluss","39","0.0782325219196983","0.0539032271465073","0.102561816692889"
"Angestellte, qualifizierte Tätigkeiten","1993","35-65 J.","Hauptschule","918","0.253763023807896","0.239699479648265","0.267826567967528"
"Angestellte, qualifizierte Tätigkeiten","1993","35-65 J.","Realschule","518","0.441325781049702","0.41280045840392","0.469851103695483"
"Angestellte, qualifizierte Tätigkeiten","1993","35-65 J.","(Fach-)Abitur","99","0.444233746040629","0.381888256763114","0.506579235318144"
"Angestellte, qualifizierte Tätigkeiten","1993","35-65 J.","AkademikerIn","532","0.409840100688211","0.38089504490336","0.438785156473061"
"Angestellte, qualifizierte Tätigkeiten","1993","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeiten","1993","66 und älter","Hauptschule","","","",""
"Angestellte, qualifizierte Tätigkeiten","1993","66 und älter","Realschule","","","",""
"Angestellte, qualifizierte Tätigkeiten","1993","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, qualifizierte Tätigkeiten","1993","66 und älter","AkademikerIn","","","",""
"Selbstständige/ManagerInnen","1993","16-34 J.","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","1993","16-34 J.","Hauptschule","58","0.0384259683853173","0.0289388129064175","0.0479131238642171"
"Selbstständige/ManagerInnen","1993","16-34 J.","Realschule","62","0.0311441979369947","0.0229634634999748","0.0393249323740147"
"Selbstständige/ManagerInnen","1993","16-34 J.","(Fach-)Abitur","","","",""
"Selbstständige/ManagerInnen","1993","16-34 J.","AkademikerIn","37","0.100804673347967","0.071697868508813","0.129911478187121"
"Selbstständige/ManagerInnen","1993","35-65 J.","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","1993","35-65 J.","Hauptschule","217","0.0649170197385328","0.0569545720602422","0.0728794674168235"
"Selbstständige/ManagerInnen","1993","35-65 J.","Realschule","101","0.0934970600704406","0.0767724813560393","0.110221638784842"
"Selbstständige/ManagerInnen","1993","35-65 J.","(Fach-)Abitur","","","",""
"Selbstständige/ManagerInnen","1993","35-65 J.","AkademikerIn","158","0.168023998403765","0.146018896951522","0.190029099856008"
"Selbstständige/ManagerInnen","1993","66 und älter","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","1993","66 und älter","Hauptschule","","","",""
"Selbstständige/ManagerInnen","1993","66 und älter","Realschule","","","",""
"Selbstständige/ManagerInnen","1993","66 und älter","(Fach-)Abitur","","","",""
"Selbstständige/ManagerInnen","1993","66 und älter","AkademikerIn","","","",""
"In Ausbildung","1993","16-34 J.","(noch) kein Abschluss","208","0.656326627334558","0.606991523508743","0.705661731160373"
"In Ausbildung","1993","16-34 J.","Hauptschule","195","0.128132123533125","0.111635821691209","0.144628425375042"
"In Ausbildung","1993","16-34 J.","Realschule","357","0.193984260406672","0.175362138936666","0.212606381876677"
"In Ausbildung","1993","16-34 J.","(Fach-)Abitur","269","0.390922204995967","0.352574934938361","0.429269475053573"
"In Ausbildung","1993","16-34 J.","AkademikerIn","","","",""
"In Ausbildung","1993","35-65 J.","(noch) kein Abschluss","","","",""
"In Ausbildung","1993","35-65 J.","Hauptschule","","","",""
"In Ausbildung","1993","35-65 J.","Realschule","","","",""
"In Ausbildung","1993","35-65 J.","(Fach-)Abitur","","","",""
"In Ausbildung","1993","35-65 J.","AkademikerIn","","","",""
"In Ausbildung","1993","66 und älter","(noch) kein Abschluss","","","",""
"In Ausbildung","1993","66 und älter","Hauptschule","","","",""
"In Ausbildung","1993","66 und älter","Realschule","","","",""
"In Ausbildung","1993","66 und älter","(Fach-)Abitur","","","",""
"In Ausbildung","1993","66 und älter","AkademikerIn","","","",""
"In Rente oder Pension","1993","16-34 J.","(noch) kein Abschluss","","","",""
"In Rente oder Pension","1993","16-34 J.","Hauptschule","","","",""
"In Rente oder Pension","1993","16-34 J.","Realschule","","","",""
"In Rente oder Pension","1993","16-34 J.","(Fach-)Abitur","","","",""
"In Rente oder Pension","1993","16-34 J.","AkademikerIn","","","",""
"In Rente oder Pension","1993","35-65 J.","(noch) kein Abschluss","65","0.161327798860663","0.128002358821606","0.19465323889972"
"In Rente oder Pension","1993","35-65 J.","Hauptschule","623","0.183487944660381","0.170978809151738","0.195997080169025"
"In Rente oder Pension","1993","35-65 J.","Realschule","73","0.072364448497298","0.0574803367676825","0.0872485602269135"
"In Rente oder Pension","1993","35-65 J.","(Fach-)Abitur","","","",""
"In Rente oder Pension","1993","35-65 J.","AkademikerIn","104","0.0937399488268609","0.0765857242208856","0.110894173432836"
"In Rente oder Pension","1993","66 und älter","(noch) kein Abschluss","","","",""
"In Rente oder Pension","1993","66 und älter","Hauptschule","1052","0.970893881761186","0.960891319836617","0.980896443685755"
"In Rente oder Pension","1993","66 und älter","Realschule","185","0.961694303679963","0.934685992513319","0.988702614846606"
"In Rente oder Pension","1993","66 und älter","(Fach-)Abitur","40","0.926016931057524","0.848678138444952","1.0033557236701"
"In Rente oder Pension","1993","66 und älter","AkademikerIn","108","0.942484911266917","0.899932196632179","0.985037625901654"
"Arbeitslose","1993","16-34 J.","(noch) kein Abschluss","","","",""
"Arbeitslose","1993","16-34 J.","Hauptschule","139","0.085315920644175","0.0715285057349371","0.0991033355534128"
"Arbeitslose","1993","16-34 J.","Realschule","151","0.0770079881884408","0.0644522859652077","0.0895636904116738"
"Arbeitslose","1993","16-34 J.","(Fach-)Abitur","","","",""
"Arbeitslose","1993","16-34 J.","AkademikerIn","","","",""
"Arbeitslose","1993","35-65 J.","(noch) kein Abschluss","38","0.0831084205564979","0.0580988248598652","0.108118016253131"
"Arbeitslose","1993","35-65 J.","Hauptschule","310","0.0737250424022425","0.0652796524839681","0.082170432320517"
"Arbeitslose","1993","35-65 J.","Realschule","93","0.0615508710375763","0.047744038089588","0.0753577039855647"
"Arbeitslose","1993","35-65 J.","(Fach-)Abitur","","","",""
"Arbeitslose","1993","35-65 J.","AkademikerIn","74","0.0573891562430118","0.0437004169101105","0.071077895575913"
"Arbeitslose","1993","66 und älter","(noch) kein Abschluss","","","",""
"Arbeitslose","1993","66 und älter","Hauptschule","","","",""
"Arbeitslose","1993","66 und älter","Realschule","","","",""
"Arbeitslose","1993","66 und älter","(Fach-)Abitur","","","",""
"Arbeitslose","1993","66 und älter","AkademikerIn","","","",""
"Sonstige Nichterwerbspersonen","1993","16-34 J.","(noch) kein Abschluss","62","0.138333418986567","0.102469621604464","0.174197216368669"
"Sonstige Nichterwerbspersonen","1993","16-34 J.","Hauptschule","234","0.135376230608336","0.118490609563913","0.152261851652758"
"Sonstige Nichterwerbspersonen","1993","16-34 J.","Realschule","148","0.095045676631715","0.0812337691634514","0.108857584099979"
"Sonstige Nichterwerbspersonen","1993","16-34 J.","(Fach-)Abitur","63","0.0826828018075239","0.061039662290547","0.104325941324501"
"Sonstige Nichterwerbspersonen","1993","16-34 J.","AkademikerIn","","","",""
"Sonstige Nichterwerbspersonen","1993","35-65 J.","(noch) kein Abschluss","104","0.216739056094423","0.179410001659864","0.254068110528983"
"Sonstige Nichterwerbspersonen","1993","35-65 J.","Hauptschule","491","0.145000747540654","0.133621587208027","0.15637990787328"
"Sonstige Nichterwerbspersonen","1993","35-65 J.","Realschule","118","0.124489412075742","0.105523728080709","0.143455096070775"
"Sonstige Nichterwerbspersonen","1993","35-65 J.","(Fach-)Abitur","","","",""
"Sonstige Nichterwerbspersonen","1993","35-65 J.","AkademikerIn","31","0.0381077433886842","0.0268396056176193","0.0493758811597492"
"Sonstige Nichterwerbspersonen","1993","66 und älter","(noch) kein Abschluss","","","",""
"Sonstige Nichterwerbspersonen","1993","66 und älter","Hauptschule","","","",""
"Sonstige Nichterwerbspersonen","1993","66 und älter","Realschule","","","",""
"Sonstige Nichterwerbspersonen","1993","66 und älter","(Fach-)Abitur","","","",""
"Sonstige Nichterwerbspersonen","1993","66 und älter","AkademikerIn","","","",""
"Beamte","1993","16-34 J.","(noch) kein Abschluss","","","",""
"Beamte","1993","16-34 J.","Hauptschule","","","",""
"Beamte","1993","16-34 J.","Realschule","44","0.0285799712438105","0.0207328824358898","0.0364270600517312"
"Beamte","1993","16-34 J.","(Fach-)Abitur","","","",""
"Beamte","1993","16-34 J.","AkademikerIn","","","",""
"Beamte","1993","35-65 J.","(noch) kein Abschluss","","","",""
"Beamte","1993","35-65 J.","Hauptschule","56","0.0218489232408078","0.0171243757733251","0.0265734707082905"
"Beamte","1993","35-65 J.","Realschule","63","0.0689918559630791","0.0544323293386814","0.0835513825874768"
"Beamte","1993","35-65 J.","(Fach-)Abitur","","","",""
"Beamte","1993","35-65 J.","AkademikerIn","144","0.188738579654888","0.165708625631848","0.211768533677928"
"Beamte","1993","66 und älter","(noch) kein Abschluss","","","",""
"Beamte","1993","66 und älter","Hauptschule","","","",""
"Beamte","1993","66 und älter","Realschule","","","",""
"Beamte","1993","66 und älter","(Fach-)Abitur","","","",""
"Beamte","1993","66 und älter","AkademikerIn","","","",""
"Angestellte, einfache Tätigkeiten","1994","16-34 J.","(noch) kein Abschluss","45","0.0790576088092663","0.0521744264656913","0.105940791152841"
"Angestellte, einfache Tätigkeiten","1994","16-34 J.","Hauptschule","397","0.246246246322262","0.224200104973219","0.268292387671304"
"Angestellte, einfache Tätigkeiten","1994","16-34 J.","Realschule","280","0.150486290768048","0.1332759490832","0.167696632452896"
"Angestellte, einfache Tätigkeiten","1994","16-34 J.","(Fach-)Abitur","68","0.0983734977267767","0.0753540449333409","0.121392950520213"
"Angestellte, einfache Tätigkeiten","1994","16-34 J.","AkademikerIn","30","0.0599774066492177","0.0372419298103612","0.0827128834880743"
"Angestellte, einfache Tätigkeiten","1994","35-65 J.","(noch) kein Abschluss","176","0.395555265555889","0.349338904476052","0.441771626635725"
"Angestellte, einfache Tätigkeiten","1994","35-65 J.","Hauptschule","945","0.241800460081858","0.227691678946826","0.25590924121689"
"Angestellte, einfache Tätigkeiten","1994","35-65 J.","Realschule","175","0.123467814706456","0.104862483661298","0.142073145751613"
"Angestellte, einfache Tätigkeiten","1994","35-65 J.","(Fach-)Abitur","39","0.116299783594481","0.0751363053789474","0.157463261810014"
"Angestellte, einfache Tätigkeiten","1994","35-65 J.","AkademikerIn","49","0.0316226932355459","0.0213001839166416","0.0419452025544501"
"Angestellte, einfache Tätigkeiten","1994","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, einfache Tätigkeiten","1994","66 und älter","Hauptschule","","","",""
"Angestellte, einfache Tätigkeiten","1994","66 und älter","Realschule","","","",""
"Angestellte, einfache Tätigkeiten","1994","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, einfache Tätigkeiten","1994","66 und älter","AkademikerIn","","","",""
"Angestellte, qualifizierte Tätigkeiten","1994","16-34 J.","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeiten","1994","16-34 J.","Hauptschule","423","0.325663417961259","0.301683047800122","0.349643788122396"
"Angestellte, qualifizierte Tätigkeiten","1994","16-34 J.","Realschule","657","0.425661070740672","0.40186134669059","0.449460794790755"
"Angestellte, qualifizierte Tätigkeiten","1994","16-34 J.","(Fach-)Abitur","160","0.275704705433631","0.241164690136456","0.310244720730806"
"Angestellte, qualifizierte Tätigkeiten","1994","16-34 J.","AkademikerIn","242","0.564603707455303","0.51712976427545","0.612077650635156"
"Angestellte, qualifizierte Tätigkeiten","1994","35-65 J.","(noch) kein Abschluss","46","0.109990281928159","0.0804177577711847","0.139562806085134"
"Angestellte, qualifizierte Tätigkeiten","1994","35-65 J.","Hauptschule","895","0.253943141444065","0.239600690132823","0.268285592755308"
"Angestellte, qualifizierte Tätigkeiten","1994","35-65 J.","Realschule","540","0.448090832996933","0.419965775385009","0.476215890608856"
"Angestellte, qualifizierte Tätigkeiten","1994","35-65 J.","(Fach-)Abitur","88","0.405035623823052","0.342003459016145","0.468067788629959"
"Angestellte, qualifizierte Tätigkeiten","1994","35-65 J.","AkademikerIn","547","0.424632271563407","0.395475273873086","0.453789269253728"
"Angestellte, qualifizierte Tätigkeiten","1994","66 und älter","(noch) kein Abschluss","","","",""
"Angestellte, qualifizierte Tätigkeiten","1994","66 und älter","Hauptschule","","","",""
"Angestellte, qualifizierte Tätigkeiten","1994","66 und älter","Realschule","","","",""
"Angestellte, qualifizierte Tätigkeiten","1994","66 und älter","(Fach-)Abitur","","","",""
"Angestellte, qualifizierte Tätigkeiten","1994","66 und älter","AkademikerIn","","","",""
"Selbstständige/ManagerInnen","1994","16-34 J.","(noch) kein Abschluss","","","",""
"Selbstständige/ManagerInnen","1994","16-34 J.","Hauptschule","52","0.0348913616605403","0.0255010480933061","0.0442816752277745"
"Selbstständige/ManagerInnen","1994","16-34 J.","Realschule","55","0.0298714649638077","0.0216774127249341","0.0380655172026813"
"Selbstständige/ManagerInnen","1994","16-34 J.","(Fach-)Abitur","34","0.0630440640734033","0.0442584978905794","0.0818296302562271"
"Selbstständige/ManagerInnen","1994","16-34 J.","AkademikerIn","37","0.0999682158885797","0.0712471222083258","0.128689309568834"
