"beruf","year","bula_h","sex","n","percent","lower_confidence","upper_confidence"
"Selbstständige/ManagerInnen","1994","Bremen","weiblich","","","",""
"Selbstständige/ManagerInnen","1994","Nordrhein-Westfalen","männlich","90","0.0917397139011179","0.0752698147248697","0.108209613077366"
"Selbstständige/ManagerInnen","1994","Nordrhein-Westfalen","weiblich","46","0.0351952104641141","0.0250525947085786","0.0453378262196496"
"Selbstständige/ManagerInnen","1994","Hessen","männlich","39","0.0907492937137586","0.0641498512082794","0.117348736219238"
"Selbstständige/ManagerInnen","1994","Hessen","weiblich","","","",""
"Selbstständige/ManagerInnen","1994","Rheinland-Pfalz,Saarland","männlich","","","",""
"Selbstständige/ManagerInnen","1994","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Selbstständige/ManagerInnen","1994","Baden-Württemberg","männlich","62","0.0809999941867272","0.0627758658034303","0.0992241225700242"
"Selbstständige/ManagerInnen","1994","Baden-Württemberg","weiblich","31","0.0447312076813751","0.0309953250406852","0.058467090322065"
"Selbstständige/ManagerInnen","1994","Bayern","männlich","76","0.103504580372103","0.0819888273485673","0.125020333395639"
"Selbstständige/ManagerInnen","1994","Bayern","weiblich","32","0.0468587363791701","0.0323584381703757","0.0613590345879645"
"Selbstständige/ManagerInnen","1994","Saarland","männlich","","","",""
"Selbstständige/ManagerInnen","1994","Saarland","weiblich","","","",""
"Selbstständige/ManagerInnen","1994","Berlin","männlich","","","",""
"Selbstständige/ManagerInnen","1994","Berlin","weiblich","","","",""
"Selbstständige/ManagerInnen","1994","Brandenburg","männlich","","","",""
"Selbstständige/ManagerInnen","1994","Brandenburg","weiblich","","","",""
"Selbstständige/ManagerInnen","1994","Mecklenburg-Vorpommern","männlich","","","",""
"Selbstständige/ManagerInnen","1994","Mecklenburg-Vorpommern","weiblich","","","",""
"Selbstständige/ManagerInnen","1994","Sachsen","männlich","44","0.0818694522666106","0.0584396631315103","0.105299241401711"
"Selbstständige/ManagerInnen","1994","Sachsen","weiblich","","","",""
"Selbstständige/ManagerInnen","1994","Sachsen-Anhalt","männlich","","","",""
"Selbstständige/ManagerInnen","1994","Sachsen-Anhalt","weiblich","","","",""
"Selbstständige/ManagerInnen","1994","Thüringen","männlich","","","",""
"Selbstständige/ManagerInnen","1994","Thüringen","weiblich","","","",""
"In Ausbildung","1994","Schleswig-Holstein","männlich","","","",""
"In Ausbildung","1994","Schleswig-Holstein","weiblich","","","",""
"In Ausbildung","1994","Hamburg","männlich","","","",""
"In Ausbildung","1994","Hamburg","weiblich","","","",""
"In Ausbildung","1994","Niedersachsen","männlich","47","0.0702431475887475","0.047404928820304","0.093081366357191"
"In Ausbildung","1994","Niedersachsen","weiblich","32","0.0506454709334086","0.0311508642868857","0.0701400775799315"
"In Ausbildung","1994","Bremen","männlich","","","",""
"In Ausbildung","1994","Bremen","weiblich","","","",""
"In Ausbildung","1994","Nordrhein-Westfalen","männlich","117","0.0920954215641179","0.0755968551034475","0.108593988024788"
"In Ausbildung","1994","Nordrhein-Westfalen","weiblich","106","0.0676935203389094","0.0538660936222358","0.081520947055583"
"In Ausbildung","1994","Hessen","männlich","38","0.0757131756697784","0.0512170051615333","0.100209346178024"
"In Ausbildung","1994","Hessen","weiblich","41","0.0686387838826682","0.0457805313348343","0.091497036430502"
"In Ausbildung","1994","Rheinland-Pfalz,Saarland","männlich","","","",""
"In Ausbildung","1994","Rheinland-Pfalz,Saarland","weiblich","","","",""
"In Ausbildung","1994","Baden-Württemberg","männlich","80","0.079569610221107","0.0614930577866755","0.0976461626555386"
"In Ausbildung","1994","Baden-Württemberg","weiblich","72","0.0687269424517645","0.0519160606085422","0.0855378242949868"
"In Ausbildung","1994","Bayern","männlich","56","0.0713574306600095","0.0531752225407507","0.0895396387792684"
"In Ausbildung","1994","Bayern","weiblich","49","0.0444100700034162","0.0302756001864776","0.0585445398203548"
"In Ausbildung","1994","Saarland","männlich","","","",""
"In Ausbildung","1994","Saarland","weiblich","","","",""
"In Ausbildung","1994","Berlin","männlich","","","",""
"In Ausbildung","1994","Berlin","weiblich","","","",""
"In Ausbildung","1994","Brandenburg","männlich","33","0.0968791405575969","0.0630101419501376","0.130748139165056"
"In Ausbildung","1994","Brandenburg","weiblich","35","0.0845385044675677","0.0537191708669094","0.115357838068226"
"In Ausbildung","1994","Mecklenburg-Vorpommern","männlich","","","",""
"In Ausbildung","1994","Mecklenburg-Vorpommern","weiblich","","","",""
"In Ausbildung","1994","Sachsen","männlich","37","0.0595730709326575","0.0393455461789225","0.0798005956863926"
"In Ausbildung","1994","Sachsen","weiblich","58","0.0607796228273597","0.0416778529573668","0.0798813926973526"
"In Ausbildung","1994","Sachsen-Anhalt","männlich","","","",""
"In Ausbildung","1994","Sachsen-Anhalt","weiblich","31","0.0467463490423166","0.0253237695755514","0.0681689285090818"
"In Ausbildung","1994","Thüringen","männlich","30","0.089819156459299","0.0582943171815423","0.121343995737056"
"In Ausbildung","1994","Thüringen","weiblich","31","0.0582476152535428","0.0336402051023214","0.0828550254047642"
"In Rente oder Pension","1994","Schleswig-Holstein","männlich","","","",""
"In Rente oder Pension","1994","Schleswig-Holstein","weiblich","","","",""
"In Rente oder Pension","1994","Hamburg","männlich","","","",""
"In Rente oder Pension","1994","Hamburg","weiblich","","","",""
"In Rente oder Pension","1994","Niedersachsen","männlich","76","0.196765349601399","0.161237323345246","0.232293375857552"
"In Rente oder Pension","1994","Niedersachsen","weiblich","92","0.272059350031164","0.23249447753118","0.311624222531148"
"In Rente oder Pension","1994","Bremen","männlich","","","",""
"In Rente oder Pension","1994","Bremen","weiblich","","","",""
"In Rente oder Pension","1994","Nordrhein-Westfalen","männlich","161","0.176451203979292","0.154700963217623","0.19820144474096"
"In Rente oder Pension","1994","Nordrhein-Westfalen","weiblich","203","0.255039664904632","0.231048081942255","0.279031247867008"
"In Rente oder Pension","1994","Hessen","männlich","74","0.256982059910159","0.21651886817103","0.297445251649288"
"In Rente oder Pension","1994","Hessen","weiblich","97","0.332659539043673","0.290063140550593","0.375255937536754"
"In Rente oder Pension","1994","Rheinland-Pfalz,Saarland","männlich","60","0.256734220322118","0.207137391604565","0.306331049039672"
"In Rente oder Pension","1994","Rheinland-Pfalz,Saarland","weiblich","67","0.269580635685836","0.221991771082541","0.317169500289131"
"In Rente oder Pension","1994","Baden-Württemberg","männlich","129","0.220298233838495","0.192615034372258","0.247981433304733"
"In Rente oder Pension","1994","Baden-Württemberg","weiblich","137","0.253216994958913","0.224321369266097","0.28211262065173"
"In Rente oder Pension","1994","Bayern","männlich","116","0.216742773929537","0.187640478360428","0.245845069498645"
"In Rente oder Pension","1994","Bayern","weiblich","139","0.269268900927519","0.238833788814289","0.299704013040749"
"In Rente oder Pension","1994","Saarland","männlich","","","",""
"In Rente oder Pension","1994","Saarland","weiblich","","","",""
"In Rente oder Pension","1994","Berlin","männlich","34","0.17020669715801","0.124437689765283","0.215975704550736"
"In Rente oder Pension","1994","Berlin","weiblich","64","0.31237459410194","0.259216368633778","0.365532819570102"
"In Rente oder Pension","1994","Brandenburg","männlich","47","0.209053700262798","0.16249329951415","0.255614101011446"
"In Rente oder Pension","1994","Brandenburg","weiblich","83","0.355553201077278","0.302523185566225","0.408583216588331"
"In Rente oder Pension","1994","Mecklenburg-Vorpommern","männlich","","","",""
"In Rente oder Pension","1994","Mecklenburg-Vorpommern","weiblich","44","0.297367029305737","0.235247652068311","0.359486406543162"
"In Rente oder Pension","1994","Sachsen","männlich","78","0.204530153963599","0.170059799265031","0.239000508662166"
"In Rente oder Pension","1994","Sachsen","weiblich","155","0.36579347610514","0.327286077068329","0.404300875141951"
"In Rente oder Pension","1994","Sachsen-Anhalt","männlich","57","0.23617298218928","0.190347849004984","0.281998115373576"
"In Rente oder Pension","1994","Sachsen-Anhalt","weiblich","85","0.332366316642636","0.284561539606693","0.380171093678579"
"In Rente oder Pension","1994","Thüringen","männlich","55","0.219978451043788","0.17430667294774","0.265650229139836"
"In Rente oder Pension","1994","Thüringen","weiblich","89","0.375157552238647","0.32428885933541","0.426026245141885"
"Arbeitslose","1994","Schleswig-Holstein","männlich","","","",""
"Arbeitslose","1994","Schleswig-Holstein","weiblich","","","",""
"Arbeitslose","1994","Hamburg","männlich","","","",""
"Arbeitslose","1994","Hamburg","weiblich","","","",""
"Arbeitslose","1994","Niedersachsen","männlich","","","",""
"Arbeitslose","1994","Niedersachsen","weiblich","","","",""
"Arbeitslose","1994","Bremen","männlich","","","",""
"Arbeitslose","1994","Bremen","weiblich","","","",""
"Arbeitslose","1994","Nordrhein-Westfalen","männlich","81","0.0543051602425659","0.0413750226366295","0.0672352978485023"
"Arbeitslose","1994","Nordrhein-Westfalen","weiblich","71","0.038182659234365","0.0276347143597828","0.0487306041089471"
"Arbeitslose","1994","Hessen","männlich","","","",""
"Arbeitslose","1994","Hessen","weiblich","","","",""
"Arbeitslose","1994","Rheinland-Pfalz,Saarland","männlich","","","",""
"Arbeitslose","1994","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Arbeitslose","1994","Baden-Württemberg","männlich","55","0.0444158359613685","0.0306548387280455","0.0581768331946915"
"Arbeitslose","1994","Baden-Württemberg","weiblich","38","0.0266402089809691","0.0159399576342441","0.0373404603276942"
"Arbeitslose","1994","Bayern","männlich","44","0.058667228673291","0.042068604017613","0.075265853328969"
"Arbeitslose","1994","Bayern","weiblich","39","0.0459423179101162","0.031577610665633","0.0603070251545994"
"Arbeitslose","1994","Saarland","männlich","","","",""
"Arbeitslose","1994","Saarland","weiblich","","","",""
"Arbeitslose","1994","Berlin","männlich","","","",""
"Arbeitslose","1994","Berlin","weiblich","","","",""
"Arbeitslose","1994","Brandenburg","männlich","31","0.0973005336777757","0.0633658750367461","0.131235192318805"
"Arbeitslose","1994","Brandenburg","weiblich","46","0.120328088836775","0.0842851832644253","0.156370994409124"
"Arbeitslose","1994","Mecklenburg-Vorpommern","männlich","","","",""
"Arbeitslose","1994","Mecklenburg-Vorpommern","weiblich","41","0.197324494897068","0.143239483141888","0.251409506652247"
"Arbeitslose","1994","Sachsen","männlich","73","0.151430287946594","0.12079617168414","0.182064404209048"
"Arbeitslose","1994","Sachsen","weiblich","93","0.148794599878371","0.12034202171796","0.177247178038783"
"Arbeitslose","1994","Sachsen-Anhalt","männlich","36","0.138791179798045","0.101489680400348","0.176092679195741"
"Arbeitslose","1994","Sachsen-Anhalt","weiblich","66","0.191149242578122","0.151245450937927","0.231053034218317"
"Arbeitslose","1994","Thüringen","männlich","","","",""
"Arbeitslose","1994","Thüringen","weiblich","63","0.180516214498507","0.14010640897879","0.220926020018224"
"Sonstige Nichterwerbspersonen","1994","Schleswig-Holstein","männlich","","","",""
"Sonstige Nichterwerbspersonen","1994","Schleswig-Holstein","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1994","Hamburg","männlich","","","",""
"Sonstige Nichterwerbspersonen","1994","Hamburg","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1994","Niedersachsen","männlich","","","",""
"Sonstige Nichterwerbspersonen","1994","Niedersachsen","weiblich","120","0.22905551568557","0.19169508395101","0.266415947420129"
"Sonstige Nichterwerbspersonen","1994","Bremen","männlich","","","",""
"Sonstige Nichterwerbspersonen","1994","Bremen","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1994","Nordrhein-Westfalen","männlich","","","",""
"Sonstige Nichterwerbspersonen","1994","Nordrhein-Westfalen","weiblich","349","0.234329361607959","0.211015038253035","0.257643684962883"
"Sonstige Nichterwerbspersonen","1994","Hessen","männlich","","","",""
"Sonstige Nichterwerbspersonen","1994","Hessen","weiblich","93","0.166897835577053","0.133186679545324","0.200608991608781"
"Sonstige Nichterwerbspersonen","1994","Rheinland-Pfalz,Saarland","männlich","","","",""
"Sonstige Nichterwerbspersonen","1994","Rheinland-Pfalz,Saarland","weiblich","101","0.268409474092579","0.220886040123853","0.315932908061305"
"Sonstige Nichterwerbspersonen","1994","Baden-Württemberg","männlich","","","",""
"Sonstige Nichterwerbspersonen","1994","Baden-Württemberg","weiblich","215","0.208122207303117","0.181146256663354","0.23509815794288"
"Sonstige Nichterwerbspersonen","1994","Bayern","männlich","","","",""
"Sonstige Nichterwerbspersonen","1994","Bayern","weiblich","210","0.212613945954285","0.184540692623589","0.240687199284982"
"Sonstige Nichterwerbspersonen","1994","Saarland","männlich","","","",""
"Sonstige Nichterwerbspersonen","1994","Saarland","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1994","Berlin","männlich","","","",""
"Sonstige Nichterwerbspersonen","1994","Berlin","weiblich","31","0.0880376289024879","0.0555379332887932","0.120537324516183"
"Sonstige Nichterwerbspersonen","1994","Brandenburg","männlich","","","",""
"Sonstige Nichterwerbspersonen","1994","Brandenburg","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1994","Mecklenburg-Vorpommern","männlich","","","",""
"Sonstige Nichterwerbspersonen","1994","Mecklenburg-Vorpommern","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1994","Sachsen","männlich","","","",""
"Sonstige Nichterwerbspersonen","1994","Sachsen","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1994","Sachsen-Anhalt","männlich","","","",""
"Sonstige Nichterwerbspersonen","1994","Sachsen-Anhalt","weiblich","","","",""
"Sonstige Nichterwerbspersonen","1994","Thüringen","männlich","","","",""
"Sonstige Nichterwerbspersonen","1994","Thüringen","weiblich","","","",""
"Beamte","1994","Schleswig-Holstein","männlich","","","",""
"Beamte","1994","Schleswig-Holstein","weiblich","","","",""
"Beamte","1994","Hamburg","männlich","","","",""
"Beamte","1994","Hamburg","weiblich","","","",""
"Beamte","1994","Niedersachsen","männlich","42","0.105103500031107","0.0776959290897741","0.13251107097244"
"Beamte","1994","Niedersachsen","weiblich","","","",""
"Beamte","1994","Bremen","männlich","","","",""
"Beamte","1994","Bremen","weiblich","","","",""
"Beamte","1994","Nordrhein-Westfalen","männlich","80","0.0707517744019487","0.0561218653715495","0.0853816834323479"
"Beamte","1994","Nordrhein-Westfalen","weiblich","30","0.0290152321240516","0.0197765995047805","0.0382538647433226"
"Beamte","1994","Hessen","männlich","","","",""
"Beamte","1994","Hessen","weiblich","","","",""
"Beamte","1994","Rheinland-Pfalz,Saarland","männlich","","","",""
"Beamte","1994","Rheinland-Pfalz,Saarland","weiblich","","","",""
"Beamte","1994","Baden-Württemberg","männlich","38","0.0600570281821872","0.0441869455958164","0.0759271107685581"
