"beruf","year","bildungsniveau","bula_h","n","percent","lower_confidence","upper_confidence"
"In Ausbildung","1985","AkademikerIn","Berlin","","","",""
"In Ausbildung","1985","AkademikerIn","Brandenburg","","","",""
"In Ausbildung","1985","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"In Ausbildung","1985","AkademikerIn","Sachsen","","","",""
"In Ausbildung","1985","AkademikerIn","Sachsen-Anhalt","","","",""
"In Ausbildung","1985","AkademikerIn","Thüringen","","","",""
"In Rente oder Pension","1985","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"In Rente oder Pension","1985","(noch) kein Abschluss","Hamburg","","","",""
"In Rente oder Pension","1985","(noch) kein Abschluss","Niedersachsen","","","",""
"In Rente oder Pension","1985","(noch) kein Abschluss","Bremen","","","",""
"In Rente oder Pension","1985","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"In Rente oder Pension","1985","(noch) kein Abschluss","Hessen","","","",""
"In Rente oder Pension","1985","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"In Rente oder Pension","1985","(noch) kein Abschluss","Baden-Württemberg","","","",""
"In Rente oder Pension","1985","(noch) kein Abschluss","Bayern","","","",""
"In Rente oder Pension","1985","(noch) kein Abschluss","Saarland","","","",""
"In Rente oder Pension","1985","(noch) kein Abschluss","Berlin","","","",""
"In Rente oder Pension","1985","(noch) kein Abschluss","Brandenburg","","","",""
"In Rente oder Pension","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"In Rente oder Pension","1985","(noch) kein Abschluss","Sachsen","","","",""
"In Rente oder Pension","1985","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"In Rente oder Pension","1985","(noch) kein Abschluss","Thüringen","","","",""
"In Rente oder Pension","1985","Hauptschule","Schleswig-Holstein","45","0.290073048857275","0.229273308302124","0.350872789412426"
"In Rente oder Pension","1985","Hauptschule","Hamburg","45","0.425699590536895","0.345496178914826","0.505903002158965"
"In Rente oder Pension","1985","Hauptschule","Niedersachsen","142","0.294850693181445","0.259823993805313","0.329877392557577"
"In Rente oder Pension","1985","Hauptschule","Bremen","33","0.544894418234487","0.43711063448884","0.652678201980134"
"In Rente oder Pension","1985","Hauptschule","Nordrhein-Westfalen","295","0.278658239902662","0.257005753534368","0.300310726270955"
"In Rente oder Pension","1985","Hauptschule","Hessen","123","0.316398753726891","0.280282958675087","0.352514548778695"
"In Rente oder Pension","1985","Hauptschule","Rheinland-Pfalz,Saarland","106","0.267811916514947","0.230005191342574","0.30561864168732"
"In Rente oder Pension","1985","Hauptschule","Baden-Württemberg","168","0.243536406486499","0.219292041691074","0.267780771281924"
"In Rente oder Pension","1985","Hauptschule","Bayern","189","0.243872684474155","0.219064814761525","0.268680554186784"
"In Rente oder Pension","1985","Hauptschule","Saarland","","","",""
"In Rente oder Pension","1985","Hauptschule","Berlin","34","0.334341208066887","0.264245043281184","0.404437372852591"
"In Rente oder Pension","1985","Hauptschule","Brandenburg","","","",""
"In Rente oder Pension","1985","Hauptschule","Mecklenburg-Vorpommern","","","",""
"In Rente oder Pension","1985","Hauptschule","Sachsen","","","",""
"In Rente oder Pension","1985","Hauptschule","Sachsen-Anhalt","","","",""
"In Rente oder Pension","1985","Hauptschule","Thüringen","","","",""
"In Rente oder Pension","1985","Realschule","Schleswig-Holstein","","","",""
"In Rente oder Pension","1985","Realschule","Hamburg","","","",""
"In Rente oder Pension","1985","Realschule","Niedersachsen","","","",""
"In Rente oder Pension","1985","Realschule","Bremen","","","",""
"In Rente oder Pension","1985","Realschule","Nordrhein-Westfalen","41","0.132428285116672","0.101214814543607","0.163641755689737"
"In Rente oder Pension","1985","Realschule","Hessen","","","",""
"In Rente oder Pension","1985","Realschule","Rheinland-Pfalz,Saarland","","","",""
"In Rente oder Pension","1985","Realschule","Baden-Württemberg","41","0.204023819212645","0.156220589469404","0.251827048955887"
"In Rente oder Pension","1985","Realschule","Bayern","45","0.183074900115369","0.142732079308912","0.223417720921826"
"In Rente oder Pension","1985","Realschule","Saarland","","","",""
"In Rente oder Pension","1985","Realschule","Berlin","","","",""
"In Rente oder Pension","1985","Realschule","Brandenburg","","","",""
"In Rente oder Pension","1985","Realschule","Mecklenburg-Vorpommern","","","",""
"In Rente oder Pension","1985","Realschule","Sachsen","","","",""
"In Rente oder Pension","1985","Realschule","Sachsen-Anhalt","","","",""
"In Rente oder Pension","1985","Realschule","Thüringen","","","",""
"In Rente oder Pension","1985","(Fach-)Abitur","Schleswig-Holstein","","","",""
"In Rente oder Pension","1985","(Fach-)Abitur","Hamburg","","","",""
"In Rente oder Pension","1985","(Fach-)Abitur","Niedersachsen","","","",""
"In Rente oder Pension","1985","(Fach-)Abitur","Bremen","","","",""
"In Rente oder Pension","1985","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"In Rente oder Pension","1985","(Fach-)Abitur","Hessen","","","",""
"In Rente oder Pension","1985","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"In Rente oder Pension","1985","(Fach-)Abitur","Baden-Württemberg","","","",""
"In Rente oder Pension","1985","(Fach-)Abitur","Bayern","","","",""
"In Rente oder Pension","1985","(Fach-)Abitur","Saarland","","","",""
"In Rente oder Pension","1985","(Fach-)Abitur","Berlin","","","",""
"In Rente oder Pension","1985","(Fach-)Abitur","Brandenburg","","","",""
"In Rente oder Pension","1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"In Rente oder Pension","1985","(Fach-)Abitur","Sachsen","","","",""
"In Rente oder Pension","1985","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"In Rente oder Pension","1985","(Fach-)Abitur","Thüringen","","","",""
"In Rente oder Pension","1985","AkademikerIn","Schleswig-Holstein","","","",""
"In Rente oder Pension","1985","AkademikerIn","Hamburg","","","",""
"In Rente oder Pension","1985","AkademikerIn","Niedersachsen","","","",""
"In Rente oder Pension","1985","AkademikerIn","Bremen","","","",""
"In Rente oder Pension","1985","AkademikerIn","Nordrhein-Westfalen","","","",""
"In Rente oder Pension","1985","AkademikerIn","Hessen","","","",""
"In Rente oder Pension","1985","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"In Rente oder Pension","1985","AkademikerIn","Baden-Württemberg","","","",""
"In Rente oder Pension","1985","AkademikerIn","Bayern","","","",""
"In Rente oder Pension","1985","AkademikerIn","Saarland","","","",""
"In Rente oder Pension","1985","AkademikerIn","Berlin","","","",""
"In Rente oder Pension","1985","AkademikerIn","Brandenburg","","","",""
"In Rente oder Pension","1985","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"In Rente oder Pension","1985","AkademikerIn","Sachsen","","","",""
"In Rente oder Pension","1985","AkademikerIn","Sachsen-Anhalt","","","",""
"In Rente oder Pension","1985","AkademikerIn","Thüringen","","","",""
"Arbeitslose","1985","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Arbeitslose","1985","(noch) kein Abschluss","Hamburg","","","",""
"Arbeitslose","1985","(noch) kein Abschluss","Niedersachsen","","","",""
"Arbeitslose","1985","(noch) kein Abschluss","Bremen","","","",""
"Arbeitslose","1985","(noch) kein Abschluss","Nordrhein-Westfalen","","","",""
"Arbeitslose","1985","(noch) kein Abschluss","Hessen","","","",""
"Arbeitslose","1985","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Arbeitslose","1985","(noch) kein Abschluss","Baden-Württemberg","","","",""
"Arbeitslose","1985","(noch) kein Abschluss","Bayern","","","",""
"Arbeitslose","1985","(noch) kein Abschluss","Saarland","","","",""
"Arbeitslose","1985","(noch) kein Abschluss","Berlin","","","",""
"Arbeitslose","1985","(noch) kein Abschluss","Brandenburg","","","",""
"Arbeitslose","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Arbeitslose","1985","(noch) kein Abschluss","Sachsen","","","",""
"Arbeitslose","1985","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Arbeitslose","1985","(noch) kein Abschluss","Thüringen","","","",""
"Arbeitslose","1985","Hauptschule","Schleswig-Holstein","","","",""
"Arbeitslose","1985","Hauptschule","Hamburg","","","",""
"Arbeitslose","1985","Hauptschule","Niedersachsen","48","0.0698256393629923","0.0502485898385166","0.0894026888874681"
"Arbeitslose","1985","Hauptschule","Bremen","","","",""
"Arbeitslose","1985","Hauptschule","Nordrhein-Westfalen","81","0.0470238417201027","0.0368003002574534","0.057247383182752"
"Arbeitslose","1985","Hauptschule","Hessen","32","0.0426518120487085","0.0269596755200571","0.05834394857736"
"Arbeitslose","1985","Hauptschule","Rheinland-Pfalz,Saarland","","","",""
"Arbeitslose","1985","Hauptschule","Baden-Württemberg","39","0.0195196884236956","0.0117053767914442","0.027334000055947"
"Arbeitslose","1985","Hauptschule","Bayern","52","0.0438395752287292","0.0320116388409973","0.055667511616461"
"Arbeitslose","1985","Hauptschule","Saarland","","","",""
"Arbeitslose","1985","Hauptschule","Berlin","","","",""
"Arbeitslose","1985","Hauptschule","Brandenburg","","","",""
"Arbeitslose","1985","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Arbeitslose","1985","Hauptschule","Sachsen","","","",""
"Arbeitslose","1985","Hauptschule","Sachsen-Anhalt","","","",""
"Arbeitslose","1985","Hauptschule","Thüringen","","","",""
"Arbeitslose","1985","Realschule","Schleswig-Holstein","","","",""
"Arbeitslose","1985","Realschule","Hamburg","","","",""
"Arbeitslose","1985","Realschule","Niedersachsen","","","",""
"Arbeitslose","1985","Realschule","Bremen","","","",""
"Arbeitslose","1985","Realschule","Nordrhein-Westfalen","","","",""
"Arbeitslose","1985","Realschule","Hessen","","","",""
"Arbeitslose","1985","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Arbeitslose","1985","Realschule","Baden-Württemberg","","","",""
"Arbeitslose","1985","Realschule","Bayern","","","",""
"Arbeitslose","1985","Realschule","Saarland","","","",""
"Arbeitslose","1985","Realschule","Berlin","","","",""
"Arbeitslose","1985","Realschule","Brandenburg","","","",""
"Arbeitslose","1985","Realschule","Mecklenburg-Vorpommern","","","",""
"Arbeitslose","1985","Realschule","Sachsen","","","",""
"Arbeitslose","1985","Realschule","Sachsen-Anhalt","","","",""
"Arbeitslose","1985","Realschule","Thüringen","","","",""
"Arbeitslose","1985","(Fach-)Abitur","Schleswig-Holstein","","","",""
"Arbeitslose","1985","(Fach-)Abitur","Hamburg","","","",""
"Arbeitslose","1985","(Fach-)Abitur","Niedersachsen","","","",""
"Arbeitslose","1985","(Fach-)Abitur","Bremen","","","",""
"Arbeitslose","1985","(Fach-)Abitur","Nordrhein-Westfalen","","","",""
"Arbeitslose","1985","(Fach-)Abitur","Hessen","","","",""
"Arbeitslose","1985","(Fach-)Abitur","Rheinland-Pfalz,Saarland","","","",""
"Arbeitslose","1985","(Fach-)Abitur","Baden-Württemberg","","","",""
"Arbeitslose","1985","(Fach-)Abitur","Bayern","","","",""
"Arbeitslose","1985","(Fach-)Abitur","Saarland","","","",""
"Arbeitslose","1985","(Fach-)Abitur","Berlin","","","",""
"Arbeitslose","1985","(Fach-)Abitur","Brandenburg","","","",""
"Arbeitslose","1985","(Fach-)Abitur","Mecklenburg-Vorpommern","","","",""
"Arbeitslose","1985","(Fach-)Abitur","Sachsen","","","",""
"Arbeitslose","1985","(Fach-)Abitur","Sachsen-Anhalt","","","",""
"Arbeitslose","1985","(Fach-)Abitur","Thüringen","","","",""
"Arbeitslose","1985","AkademikerIn","Schleswig-Holstein","","","",""
"Arbeitslose","1985","AkademikerIn","Hamburg","","","",""
"Arbeitslose","1985","AkademikerIn","Niedersachsen","","","",""
"Arbeitslose","1985","AkademikerIn","Bremen","","","",""
"Arbeitslose","1985","AkademikerIn","Nordrhein-Westfalen","","","",""
"Arbeitslose","1985","AkademikerIn","Hessen","","","",""
"Arbeitslose","1985","AkademikerIn","Rheinland-Pfalz,Saarland","","","",""
"Arbeitslose","1985","AkademikerIn","Baden-Württemberg","","","",""
"Arbeitslose","1985","AkademikerIn","Bayern","","","",""
"Arbeitslose","1985","AkademikerIn","Saarland","","","",""
"Arbeitslose","1985","AkademikerIn","Berlin","","","",""
"Arbeitslose","1985","AkademikerIn","Brandenburg","","","",""
"Arbeitslose","1985","AkademikerIn","Mecklenburg-Vorpommern","","","",""
"Arbeitslose","1985","AkademikerIn","Sachsen","","","",""
"Arbeitslose","1985","AkademikerIn","Sachsen-Anhalt","","","",""
"Arbeitslose","1985","AkademikerIn","Thüringen","","","",""
"Sonstige Nichterwerbspersonen","1985","(noch) kein Abschluss","Schleswig-Holstein","","","",""
"Sonstige Nichterwerbspersonen","1985","(noch) kein Abschluss","Hamburg","","","",""
"Sonstige Nichterwerbspersonen","1985","(noch) kein Abschluss","Niedersachsen","","","",""
"Sonstige Nichterwerbspersonen","1985","(noch) kein Abschluss","Bremen","","","",""
"Sonstige Nichterwerbspersonen","1985","(noch) kein Abschluss","Nordrhein-Westfalen","93","0.179889746035797","0.1390627000636","0.220716792007995"
"Sonstige Nichterwerbspersonen","1985","(noch) kein Abschluss","Hessen","","","",""
"Sonstige Nichterwerbspersonen","1985","(noch) kein Abschluss","Rheinland-Pfalz,Saarland","","","",""
"Sonstige Nichterwerbspersonen","1985","(noch) kein Abschluss","Baden-Württemberg","72","0.141064359199457","0.101342822180026","0.180785896218889"
"Sonstige Nichterwerbspersonen","1985","(noch) kein Abschluss","Bayern","","","",""
"Sonstige Nichterwerbspersonen","1985","(noch) kein Abschluss","Saarland","","","",""
"Sonstige Nichterwerbspersonen","1985","(noch) kein Abschluss","Berlin","","","",""
"Sonstige Nichterwerbspersonen","1985","(noch) kein Abschluss","Brandenburg","","","",""
"Sonstige Nichterwerbspersonen","1985","(noch) kein Abschluss","Mecklenburg-Vorpommern","","","",""
"Sonstige Nichterwerbspersonen","1985","(noch) kein Abschluss","Sachsen","","","",""
"Sonstige Nichterwerbspersonen","1985","(noch) kein Abschluss","Sachsen-Anhalt","","","",""
"Sonstige Nichterwerbspersonen","1985","(noch) kein Abschluss","Thüringen","","","",""
"Sonstige Nichterwerbspersonen","1985","Hauptschule","Schleswig-Holstein","38","0.158394762888165","0.10947708555352","0.20731244022281"
"Sonstige Nichterwerbspersonen","1985","Hauptschule","Hamburg","","","",""
"Sonstige Nichterwerbspersonen","1985","Hauptschule","Niedersachsen","110","0.15312455107324","0.125462155825272","0.180786946321208"
"Sonstige Nichterwerbspersonen","1985","Hauptschule","Bremen","","","",""
"Sonstige Nichterwerbspersonen","1985","Hauptschule","Nordrhein-Westfalen","336","0.189041896306349","0.17013241862212","0.207951373990578"
"Sonstige Nichterwerbspersonen","1985","Hauptschule","Hessen","112","0.154731650626576","0.1266472436557","0.182816057597453"
"Sonstige Nichterwerbspersonen","1985","Hauptschule","Rheinland-Pfalz,Saarland","119","0.218401888539065","0.183127237281386","0.253676539796744"
"Sonstige Nichterwerbspersonen","1985","Hauptschule","Baden-Württemberg","171","0.133956052035276","0.11471689750785","0.153195206562702"
"Sonstige Nichterwerbspersonen","1985","Hauptschule","Bayern","191","0.159820364151672","0.138650768512889","0.180989959790455"
"Sonstige Nichterwerbspersonen","1985","Hauptschule","Saarland","","","",""
"Sonstige Nichterwerbspersonen","1985","Hauptschule","Berlin","","","",""
"Sonstige Nichterwerbspersonen","1985","Hauptschule","Brandenburg","","","",""
"Sonstige Nichterwerbspersonen","1985","Hauptschule","Mecklenburg-Vorpommern","","","",""
"Sonstige Nichterwerbspersonen","1985","Hauptschule","Sachsen","","","",""
"Sonstige Nichterwerbspersonen","1985","Hauptschule","Sachsen-Anhalt","","","",""
"Sonstige Nichterwerbspersonen","1985","Hauptschule","Thüringen","","","",""
"Sonstige Nichterwerbspersonen","1985","Realschule","Schleswig-Holstein","","","",""
"Sonstige Nichterwerbspersonen","1985","Realschule","Hamburg","","","",""
"Sonstige Nichterwerbspersonen","1985","Realschule","Niedersachsen","","","",""
"Sonstige Nichterwerbspersonen","1985","Realschule","Bremen","","","",""
"Sonstige Nichterwerbspersonen","1985","Realschule","Nordrhein-Westfalen","67","0.143916960476218","0.111593866447693","0.176240054504743"
"Sonstige Nichterwerbspersonen","1985","Realschule","Hessen","","","",""
"Sonstige Nichterwerbspersonen","1985","Realschule","Rheinland-Pfalz,Saarland","","","",""
"Sonstige Nichterwerbspersonen","1985","Realschule","Baden-Württemberg","40","0.135513333098803","0.094912314348549","0.176114351849056"
"Sonstige Nichterwerbspersonen","1985","Realschule","Bayern","46","0.119968279656983","0.0860726959581449","0.15386386335582"
"Sonstige Nichterwerbspersonen","1985","Realschule","Saarland","","","",""
"Sonstige Nichterwerbspersonen","1985","Realschule","Berlin","","","",""
"Sonstige Nichterwerbspersonen","1985","Realschule","Brandenburg","","","",""
"Sonstige Nichterwerbspersonen","1985","Realschule","Mecklenburg-Vorpommern","","","",""
"Sonstige Nichterwerbspersonen","1985","Realschule","Sachsen","","","",""
"Sonstige Nichterwerbspersonen","1985","Realschule","Sachsen-Anhalt","","","",""
