"pglfs","year","bula_h","migback","n","percent","lower_confidence","upper_confidence"
"NE: 65 Jahre und älter","1990","Niedersachsen","kein Migrationshintergrund","115","0.189756942219632","0.162720539509835","0.216793344929429"
"NE: 65 Jahre und älter","1990","Niedersachsen","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Niedersachsen","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Bremen","kein Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Bremen","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Bremen","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Nordrhein-Westfalen","kein Migrationshintergrund","215","0.159969121407013","0.143099895480329","0.176838347333696"
"NE: 65 Jahre und älter","1990","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Hessen","kein Migrationshintergrund","93","0.221793924838854","0.188743588991293","0.254844260686414"
"NE: 65 Jahre und älter","1990","Hessen","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Hessen","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","90","0.203370913584285","0.169484863596021","0.237256963572548"
"NE: 65 Jahre und älter","1990","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Baden-Wuerttemberg","kein Migrationshintergrund","129","0.156403005804494","0.134337555963235","0.178468455645754"
"NE: 65 Jahre und älter","1990","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Bayern","kein Migrationshintergrund","173","0.200244657823303","0.177498072627906","0.222991243018699"
"NE: 65 Jahre und älter","1990","Bayern","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Bayern","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Saarland","kein Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Saarland","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Saarland","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Berlin","kein Migrationshintergrund","49","0.184070545847222","0.150135559120262","0.218005532574182"
"NE: 65 Jahre und älter","1990","Berlin","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Berlin","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Brandenburg","kein Migrationshintergrund","55","0.128859964118026","0.104318833346218","0.153401094889835"
"NE: 65 Jahre und älter","1990","Brandenburg","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Brandenburg","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Mecklenburg-Vorpommern","kein Migrationshintergrund","32","0.11024330263933","0.0826250398885674","0.137861565390092"
"NE: 65 Jahre und älter","1990","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Sachsen","kein Migrationshintergrund","122","0.150350112769133","0.130988115751786","0.169712109786479"
"NE: 65 Jahre und älter","1990","Sachsen","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Sachsen","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Sachsen-Anhalt","kein Migrationshintergrund","90","0.183235630035946","0.156207619485407","0.210263640586486"
"NE: 65 Jahre und älter","1990","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Thueringen","kein Migrationshintergrund","62","0.1410539580325","0.115576030784424","0.166531885280576"
"NE: 65 Jahre und älter","1990","Thueringen","direkter Migrationshintergrund","","","",""
"NE: 65 Jahre und älter","1990","Thueringen","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Hamburg","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Hamburg","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Hamburg","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Niedersachsen","kein Migrationshintergrund","34","0.0375424031618305","0.0244356763417524","0.0506491299819086"
"NE: derzeit in Ausbildung","1990","Niedersachsen","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Niedersachsen","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Bremen","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Bremen","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Bremen","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Nordrhein-Westfalen","kein Migrationshintergrund","88","0.0438020666585241","0.0343842409064924","0.0532198924105558"
"NE: derzeit in Ausbildung","1990","Nordrhein-Westfalen","direkter Migrationshintergrund","31","0.035143184090997","0.0212619930474317","0.0490243751345623"
"NE: derzeit in Ausbildung","1990","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Hessen","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Hessen","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Hessen","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Baden-Wuerttemberg","kein Migrationshintergrund","37","0.0362953911105909","0.0249342897485091","0.0476564924726727"
"NE: derzeit in Ausbildung","1990","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Bayern","kein Migrationshintergrund","47","0.0352939736981984","0.0248056776301754","0.0457822697662214"
"NE: derzeit in Ausbildung","1990","Bayern","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Bayern","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Saarland","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Saarland","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Saarland","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Berlin","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Berlin","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Berlin","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Brandenburg","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Brandenburg","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Brandenburg","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Sachsen","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Sachsen","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Sachsen","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Thueringen","kein Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Thueringen","direkter Migrationshintergrund","","","",""
"NE: derzeit in Ausbildung","1990","Thueringen","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Hamburg","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Hamburg","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Hamburg","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Niedersachsen","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Niedersachsen","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Niedersachsen","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Bremen","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Bremen","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Bremen","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Hessen","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Hessen","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Hessen","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Baden-Wuerttemberg","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Baden-Wuerttemberg","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Baden-Wuerttemberg","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Bayern","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Bayern","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Bayern","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Saarland","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Saarland","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Saarland","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Berlin","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Berlin","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Berlin","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Brandenburg","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Brandenburg","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Brandenburg","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Mecklenburg-Vorpommern","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Mecklenburg-Vorpommern","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Mecklenburg-Vorpommern","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Sachsen","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Sachsen","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Sachsen","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Sachsen-Anhalt","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Sachsen-Anhalt","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Sachsen-Anhalt","indirekter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Thueringen","kein Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Thueringen","direkter Migrationshintergrund","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1990","Thueringen","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1990","Schleswig-Holstein","kein Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1990","Schleswig-Holstein","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1990","Schleswig-Holstein","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1990","Hamburg","kein Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1990","Hamburg","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1990","Hamburg","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1990","Niedersachsen","kein Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1990","Niedersachsen","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1990","Niedersachsen","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1990","Bremen","kein Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1990","Bremen","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1990","Bremen","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1990","Nordrhein-Westfalen","kein Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1990","Nordrhein-Westfalen","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1990","Nordrhein-Westfalen","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1990","Hessen","kein Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1990","Hessen","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1990","Hessen","indirekter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1990","Rheinland-Pfalz,Saarland","kein Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1990","Rheinland-Pfalz,Saarland","direkter Migrationshintergrund","","","",""
"NE: im Militär-/Zivildienst","1990","Rheinland-Pfalz,Saarland","indirekter Migrationshintergrund","","","",""
