"pglfs","year","sampreg","sex","n","percent","lower_confidence","upper_confidence"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","Westdeutschland, alte Bundeslaender","maennlich","65","0.0138240438664195","0.0104810028472631","0.0171670848855759"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","Westdeutschland, alte Bundeslaender","weiblich","106","0.0200497588004673","0.0161567085643451","0.0239428090365894"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Erwerbstätig","1995","Westdeutschland, alte Bundeslaender","maennlich","3303","0.660050467011787","0.646487873528674","0.673613060494901"
"Erwerbstätig","1995","Westdeutschland, alte Bundeslaender","weiblich","2370","0.424426807978349","0.410699508694954","0.438154107261744"
"Erwerbstätig","1995","Ostdeutschland, neue Bundeslaender","maennlich","1195","0.628187516902945","0.60557026001613","0.65080477378976"
"Erwerbstätig","1995","Ostdeutschland, neue Bundeslaender","weiblich","1018","0.429953404122128","0.407985666616692","0.451921141627564"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1995","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","Westdeutschland, alte Bundeslaender","maennlich","310","0.0736801220220422","0.066094970918072","0.0812652731260123"
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","Westdeutschland, alte Bundeslaender","weiblich","1070","0.202522957790901","0.191238240675658","0.213807674906144"
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","Ostdeutschland, neue Bundeslaender","maennlich","159","0.103741010229248","0.0894872104357607","0.117994810022736"
"Nicht erwerbstätig (NE): keine weitere Angabe","1996","Ostdeutschland, neue Bundeslaender","weiblich","221","0.13517525215639","0.119952826794748","0.150397677518032"
"NE: 65 Jahre und älter","1996","Westdeutschland, alte Bundeslaender","maennlich","415","0.139607418732864","0.129544796847278","0.149670040618449"
"NE: 65 Jahre und älter","1996","Westdeutschland, alte Bundeslaender","weiblich","665","0.225064190178748","0.213337363230367","0.236791017127129"
"NE: 65 Jahre und älter","1996","Ostdeutschland, neue Bundeslaender","maennlich","141","0.128778135719429","0.113120574966866","0.144435696471992"
"NE: 65 Jahre und älter","1996","Ostdeutschland, neue Bundeslaender","weiblich","274","0.22779606803742","0.209123230410209","0.246468905664631"
"NE: derzeit in Ausbildung","1996","Westdeutschland, alte Bundeslaender","maennlich","176","0.0323443041250803","0.0272077968052701","0.0374808114448905"
"NE: derzeit in Ausbildung","1996","Westdeutschland, alte Bundeslaender","weiblich","174","0.0283898483413166","0.0237262406554741","0.033053456027159"
"NE: derzeit in Ausbildung","1996","Ostdeutschland, neue Bundeslaender","maennlich","58","0.0239306062859147","0.0167863692737272","0.0310748432981021"
"NE: derzeit in Ausbildung","1996","Ostdeutschland, neue Bundeslaender","weiblich","71","0.0278566128027947","0.0205300458674235","0.0351831797381659"
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","Westdeutschland, alte Bundeslaender","weiblich","165","0.0237738662105871","0.0194960751045238","0.0280516573166503"
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1996","Ostdeutschland, neue Bundeslaender","weiblich","62","0.0319467011354282","0.0241172043751289","0.0397761978957274"
"NE: im Militär-/Zivildienst","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: im Militär-/Zivildienst","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: arbeitslos registriert","1996","Westdeutschland, alte Bundeslaender","maennlich","277","0.0541222759652415","0.0475530515053013","0.0606915004251818"
"NE: arbeitslos registriert","1996","Westdeutschland, alte Bundeslaender","weiblich","232","0.0453868718867701","0.0395420231208739","0.0512317206526662"
"NE: arbeitslos registriert","1996","Ostdeutschland, neue Bundeslaender","maennlich","156","0.0911354663258317","0.0776820697647693","0.104588862886894"
"NE: arbeitslos registriert","1996","Ostdeutschland, neue Bundeslaender","weiblich","233","0.111511707763214","0.0974978633066214","0.125525552219806"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1996","Westdeutschland, alte Bundeslaender","maennlich","87","0.0214851842845746","0.0172753808205759","0.0256949877485732"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1996","Westdeutschland, alte Bundeslaender","weiblich","103","0.0214681838270661","0.0173983228028689","0.0255380448512632"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1996","Ostdeutschland, neue Bundeslaender","maennlich","51","0.0256438448762413","0.0182547865843728","0.0330329031681098"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1996","Ostdeutschland, neue Bundeslaender","weiblich","42","0.024247979698025","0.0173997437645762","0.0310962156314739"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1996","Westdeutschland, alte Bundeslaender","maennlich","62","0.015093022450399","0.0115530955587042","0.0186329493420938"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1996","Westdeutschland, alte Bundeslaender","weiblich","131","0.0259022763147494","0.0214419700391482","0.0303625825903507"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1996","Ostdeutschland, neue Bundeslaender","weiblich","40","0.0178694388549573","0.0119713504920941","0.0237675272178204"
"Erwerbstätig","1996","Westdeutschland, alte Bundeslaender","maennlich","3206","0.658342800217694","0.644572927987965","0.672112672447423"
"Erwerbstätig","1996","Westdeutschland, alte Bundeslaender","weiblich","2332","0.427491805449862","0.413600303572419","0.441383307327305"
"Erwerbstätig","1996","Ostdeutschland, neue Bundeslaender","maennlich","1148","0.600812982661736","0.57792030917235","0.623705656151122"
"Erwerbstätig","1996","Ostdeutschland, neue Bundeslaender","weiblich","995","0.423596239551771","0.401596848712653","0.445595630390889"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1996","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1996","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1996","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1996","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1997","Westdeutschland, alte Bundeslaender","maennlich","304","0.0754144440448573","0.0676872952428968","0.0831415928468177"
"Nicht erwerbstätig (NE): keine weitere Angabe","1997","Westdeutschland, alte Bundeslaender","weiblich","1021","0.198589737869046","0.187277959973614","0.209901515764479"
"Nicht erwerbstätig (NE): keine weitere Angabe","1997","Ostdeutschland, neue Bundeslaender","maennlich","136","0.0911981054775133","0.077713677186196","0.104682533768831"
"Nicht erwerbstätig (NE): keine weitere Angabe","1997","Ostdeutschland, neue Bundeslaender","weiblich","241","0.146077797117163","0.130196990805933","0.161958603428394"
"NE: 65 Jahre und älter","1997","Westdeutschland, alte Bundeslaender","maennlich","433","0.14493515128314","0.134633547383942","0.155236755182337"
"NE: 65 Jahre und älter","1997","Westdeutschland, alte Bundeslaender","weiblich","673","0.229143954340698","0.217226983917893","0.241060924763502"
"NE: 65 Jahre und älter","1997","Ostdeutschland, neue Bundeslaender","maennlich","156","0.133968345572692","0.118014220287508","0.149922470857875"
"NE: 65 Jahre und älter","1997","Ostdeutschland, neue Bundeslaender","weiblich","270","0.221259667521051","0.202595064711698","0.239924270330405"
"NE: derzeit in Ausbildung","1997","Westdeutschland, alte Bundeslaender","maennlich","166","0.0292100077190045","0.0242822773376397","0.0341377381003693"
"NE: derzeit in Ausbildung","1997","Westdeutschland, alte Bundeslaender","weiblich","175","0.0328210450734888","0.0277691462972415","0.0378729438497361"
"NE: derzeit in Ausbildung","1997","Ostdeutschland, neue Bundeslaender","maennlich","73","0.0321271648501978","0.0238677292879065","0.0403866004124891"
"NE: derzeit in Ausbildung","1997","Ostdeutschland, neue Bundeslaender","weiblich","78","0.0293984100539477","0.0218029565179366","0.0369938635899588"
"NE: Mutterschutz/Elternzeit (seit 1991)","1997","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1997","Westdeutschland, alte Bundeslaender","weiblich","184","0.0308801765865935","0.0259750113186762","0.0357853418545108"
"NE: Mutterschutz/Elternzeit (seit 1991)","1997","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1997","Ostdeutschland, neue Bundeslaender","weiblich","51","0.025879234529843","0.0187399711453174","0.0330184979143687"
"NE: im Militär-/Zivildienst","1997","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","1997","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: im Militär-/Zivildienst","1997","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: im Militär-/Zivildienst","1997","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: arbeitslos registriert","1997","Westdeutschland, alte Bundeslaender","maennlich","289","0.0605704500097397","0.0535900394796741","0.0675508605398051"
"NE: arbeitslos registriert","1997","Westdeutschland, alte Bundeslaender","weiblich","239","0.0431418321714268","0.0373808292557934","0.0489028350870602"
"NE: arbeitslos registriert","1997","Ostdeutschland, neue Bundeslaender","maennlich","180","0.111250294585731","0.0965222416076092","0.125978347563853"
"NE: arbeitslos registriert","1997","Ostdeutschland, neue Bundeslaender","weiblich","208","0.108621515572806","0.0946301439116467","0.122612887233965"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1997","Westdeutschland, alte Bundeslaender","maennlich","94","0.023719163524167","0.0192661345257792","0.0281721925225548"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1997","Westdeutschland, alte Bundeslaender","weiblich","97","0.0178559270887362","0.0141009800120648","0.0216108741654076"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1997","Ostdeutschland, neue Bundeslaender","maennlich","48","0.0259973692602241","0.0185440489725928","0.0334506895478554"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1997","Ostdeutschland, neue Bundeslaender","weiblich","44","0.0242771701099121","0.0173567325490951","0.031197607670729"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1997","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1997","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1997","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1997","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1997","Westdeutschland, alte Bundeslaender","maennlich","73","0.01483792398374","0.0112999155002923","0.0183759324671877"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1997","Westdeutschland, alte Bundeslaender","weiblich","138","0.0274182261918735","0.0227879408096271","0.03204851157412"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1997","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1997","Ostdeutschland, neue Bundeslaender","weiblich","39","0.0276540273820928","0.0202807445274543","0.0350273102367314"
"Erwerbstätig","1997","Westdeutschland, alte Bundeslaender","maennlich","3102","0.646403008539356","0.63241279248205","0.660393224596662"
"Erwerbstätig","1997","Westdeutschland, alte Bundeslaender","weiblich","2251","0.420149100678137","0.406153713906212","0.434144487450062"
"Erwerbstätig","1997","Ostdeutschland, neue Bundeslaender","maennlich","1108","0.578644879336634","0.555517031934347","0.60177272673892"
"Erwerbstätig","1997","Ostdeutschland, neue Bundeslaender","weiblich","969","0.416832177713184","0.394663045903311","0.439001309523056"
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1997","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1997","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1997","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1997","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1997","Westdeutschland, alte Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1997","Westdeutschland, alte Bundeslaender","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1997","Ostdeutschland, neue Bundeslaender","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1997","Ostdeutschland, neue Bundeslaender","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1998","Westdeutschland, alte Bundeslaender","maennlich","373","0.0795425182370897","0.0720722816403478","0.0870127548338316"
"Nicht erwerbstätig (NE): keine weitere Angabe","1998","Westdeutschland, alte Bundeslaender","weiblich","1170","0.202478065292979","0.19176408778467","0.213192042801288"
"Nicht erwerbstätig (NE): keine weitere Angabe","1998","Ostdeutschland, neue Bundeslaender","maennlich","157","0.0983475104891728","0.0848759708529048","0.111819050125441"
