"pglfs","year","alter_gr","bildungsniveau","n","percent","lower_confidence","upper_confidence"
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","66 und älter","(Fach-)Abitur","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1989","66 und älter","AkademikerInnen","","","",""
"NE: im Militär-/Zivildienst","1989","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: im Militär-/Zivildienst","1989","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: im Militär-/Zivildienst","1989","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: im Militär-/Zivildienst","1989","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: im Militär-/Zivildienst","1989","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: im Militär-/Zivildienst","1989","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: im Militär-/Zivildienst","1989","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: im Militär-/Zivildienst","1989","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: im Militär-/Zivildienst","1989","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: im Militär-/Zivildienst","1989","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: im Militär-/Zivildienst","1989","66 und älter","(noch) kein Abschluss","","","",""
"NE: im Militär-/Zivildienst","1989","66 und älter","Hauptschulabschluss","","","",""
"NE: im Militär-/Zivildienst","1989","66 und älter","Realschulabschluss","","","",""
"NE: im Militär-/Zivildienst","1989","66 und älter","(Fach-)Abitur","","","",""
"NE: im Militär-/Zivildienst","1989","66 und älter","AkademikerInnen","","","",""
"NE: arbeitslos registriert","1989","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: arbeitslos registriert","1989","16-34 Jahre alt","Hauptschulabschluss","76","0.0424595878754811","0.0328320645019953","0.052087111248967"
"NE: arbeitslos registriert","1989","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: arbeitslos registriert","1989","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: arbeitslos registriert","1989","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: arbeitslos registriert","1989","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: arbeitslos registriert","1989","35-65 Jahre alt","Hauptschulabschluss","133","0.0445358658447107","0.0372637509274652","0.0518079807619562"
"NE: arbeitslos registriert","1989","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: arbeitslos registriert","1989","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: arbeitslos registriert","1989","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: arbeitslos registriert","1989","66 und älter","(noch) kein Abschluss","","","",""
"NE: arbeitslos registriert","1989","66 und älter","Hauptschulabschluss","","","",""
"NE: arbeitslos registriert","1989","66 und älter","Realschulabschluss","","","",""
"NE: arbeitslos registriert","1989","66 und älter","(Fach-)Abitur","","","",""
"NE: arbeitslos registriert","1989","66 und älter","AkademikerInnen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","66 und älter","(noch) kein Abschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","66 und älter","Hauptschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","66 und älter","Realschulabschluss","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","66 und älter","(Fach-)Abitur","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1989","66 und älter","AkademikerInnen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","66 und älter","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","66 und älter","Hauptschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","66 und älter","Realschulabschluss","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","66 und älter","(Fach-)Abitur","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1989","66 und älter","AkademikerInnen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","35-65 Jahre alt","Hauptschulabschluss","31","0.00977787871977253","0.00630901511615129","0.0132467423233938"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","66 und älter","(noch) kein Abschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","66 und älter","Hauptschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","66 und älter","Realschulabschluss","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","66 und älter","(Fach-)Abitur","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1989","66 und älter","AkademikerInnen","","","",""
"Erwerbstätig","1989","16-34 Jahre alt","(noch) kein Abschluss","107","0.207719405776155","0.165279679137631","0.25015913241468"
"Erwerbstätig","1989","16-34 Jahre alt","Hauptschulabschluss","1265","0.775297481005504","0.755368444834758","0.79522651717625"
"Erwerbstätig","1989","16-34 Jahre alt","Realschulabschluss","679","0.785909802877521","0.759081409438791","0.81273819631625"
"Erwerbstätig","1989","16-34 Jahre alt","(Fach-)Abitur","286","0.580682350574371","0.537898632347245","0.623466068801496"
"Erwerbstätig","1989","16-34 Jahre alt","AkademikerInnen","168","0.809655606103023","0.756046978457124","0.863264233748922"
"Erwerbstätig","1989","35-65 Jahre alt","(noch) kein Abschluss","299","0.521957031050675","0.479470460782955","0.564443601318395"
"Erwerbstätig","1989","35-65 Jahre alt","Hauptschulabschluss","1989","0.601402166509916","0.584141858177173","0.61866247484266"
"Erwerbstätig","1989","35-65 Jahre alt","Realschulabschluss","425","0.71058482943114","0.674207606863644","0.746962051998636"
"Erwerbstätig","1989","35-65 Jahre alt","(Fach-)Abitur","139","0.679198688956618","0.614344498962457","0.744052878950779"
"Erwerbstätig","1989","35-65 Jahre alt","AkademikerInnen","376","0.841984699311588","0.80778604295494","0.876183355668235"
"Erwerbstätig","1989","66 und älter","(noch) kein Abschluss","","","",""
"Erwerbstätig","1989","66 und älter","Hauptschulabschluss","","","",""
"Erwerbstätig","1989","66 und älter","Realschulabschluss","","","",""
"Erwerbstätig","1989","66 und älter","(Fach-)Abitur","","","",""
"Erwerbstätig","1989","66 und älter","AkademikerInnen","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","16-34 Jahre alt","Hauptschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","16-34 Jahre alt","Realschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","16-34 Jahre alt","(Fach-)Abitur","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","16-34 Jahre alt","AkademikerInnen","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","35-65 Jahre alt","Hauptschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","35-65 Jahre alt","Realschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","35-65 Jahre alt","(Fach-)Abitur","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","35-65 Jahre alt","AkademikerInnen","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","66 und älter","(noch) kein Abschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","66 und älter","Hauptschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","66 und älter","Realschulabschluss","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","66 und älter","(Fach-)Abitur","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1989","66 und älter","AkademikerInnen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","66 und älter","(noch) kein Abschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","66 und älter","Hauptschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","66 und älter","Realschulabschluss","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","66 und älter","(Fach-)Abitur","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1989","66 und älter","AkademikerInnen","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","16-34 Jahre alt","(noch) kein Abschluss","48","0.0909097329089913","0.0610468461772966","0.120772619640686"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","16-34 Jahre alt","Hauptschulabschluss","240","0.119758014312594","0.104746400422473","0.134769628202715"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","16-34 Jahre alt","Realschulabschluss","141","0.0799859301938583","0.0679147075421742","0.0920571528455424"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","16-34 Jahre alt","(Fach-)Abitur","43","0.0449211984631423","0.0284298165622056","0.061412580364079"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","16-34 Jahre alt","AkademikerInnen","48","0.0796909869833718","0.0564368262580253","0.102945147708718"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","35-65 Jahre alt","(noch) kein Abschluss","188","0.394681310255589","0.352629980430657","0.436732640080521"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","35-65 Jahre alt","Hauptschulabschluss","1045","0.292628452062855","0.278796216054631","0.306460688071078"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","35-65 Jahre alt","Realschulabschluss","165","0.194116898971475","0.170429299422231","0.21780449852072"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","35-65 Jahre alt","(Fach-)Abitur","43","0.219754870661388","0.166586308181944","0.272923433140832"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","35-65 Jahre alt","AkademikerInnen","81","0.0913265858935847","0.0740497190218968","0.108603452765273"
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","66 und älter","(noch) kein Abschluss","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","66 und älter","Hauptschulabschluss","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","66 und älter","Realschulabschluss","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","66 und älter","(Fach-)Abitur","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1990","66 und älter","AkademikerInnen","","","",""
"NE: 65 Jahre und älter","1990","16-34 Jahre alt","(noch) kein Abschluss","","","",""
"NE: 65 Jahre und älter","1990","16-34 Jahre alt","Hauptschulabschluss","","","",""
"NE: 65 Jahre und älter","1990","16-34 Jahre alt","Realschulabschluss","","","",""
"NE: 65 Jahre und älter","1990","16-34 Jahre alt","(Fach-)Abitur","","","",""
"NE: 65 Jahre und älter","1990","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: 65 Jahre und älter","1990","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: 65 Jahre und älter","1990","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: 65 Jahre und älter","1990","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: 65 Jahre und älter","1990","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: 65 Jahre und älter","1990","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: 65 Jahre und älter","1990","66 und älter","(noch) kein Abschluss","","","",""
"NE: 65 Jahre und älter","1990","66 und älter","Hauptschulabschluss","1059","0.961360831322321","0.950073372511457","0.972648290133185"
"NE: 65 Jahre und älter","1990","66 und älter","Realschulabschluss","187","0.971197927375957","0.94778337825017","0.994612476501745"
"NE: 65 Jahre und älter","1990","66 und älter","(Fach-)Abitur","38","0.837441262797611","0.73195849947916","0.942924026116062"
"NE: 65 Jahre und älter","1990","66 und älter","AkademikerInnen","91","0.865645661306984","0.80162343559346","0.929667887020508"
"NE: derzeit in Ausbildung","1990","16-34 Jahre alt","(noch) kein Abschluss","163","0.504449966939973","0.452513082279398","0.556386851600547"
"NE: derzeit in Ausbildung","1990","16-34 Jahre alt","Hauptschulabschluss","69","0.0327796358676761","0.0245470014419998","0.0410122702933524"
"NE: derzeit in Ausbildung","1990","16-34 Jahre alt","Realschulabschluss","97","0.0460589108575078","0.0367314199170343","0.0553864017979812"
"NE: derzeit in Ausbildung","1990","16-34 Jahre alt","(Fach-)Abitur","145","0.249635522833167","0.215176647057473","0.284094398608861"
"NE: derzeit in Ausbildung","1990","16-34 Jahre alt","AkademikerInnen","","","",""
"NE: derzeit in Ausbildung","1990","35-65 Jahre alt","(noch) kein Abschluss","","","",""
"NE: derzeit in Ausbildung","1990","35-65 Jahre alt","Hauptschulabschluss","","","",""
"NE: derzeit in Ausbildung","1990","35-65 Jahre alt","Realschulabschluss","","","",""
"NE: derzeit in Ausbildung","1990","35-65 Jahre alt","(Fach-)Abitur","","","",""
"NE: derzeit in Ausbildung","1990","35-65 Jahre alt","AkademikerInnen","","","",""
"NE: derzeit in Ausbildung","1990","66 und älter","(noch) kein Abschluss","","","",""
