"pglfs","year","alter_gr","sex","n","percent","lower_confidence","upper_confidence"
"NE: derzeit in Ausbildung","1998","16-34 Jahre alt","maennlich","242","0.0942607335938463","0.082614461068417","0.105907006119276"
"NE: derzeit in Ausbildung","1998","16-34 Jahre alt","weiblich","284","0.122209999127617","0.10928816390947","0.135131834345764"
"NE: derzeit in Ausbildung","1998","35-65 Jahre alt","maennlich","","","",""
"NE: derzeit in Ausbildung","1998","35-65 Jahre alt","weiblich","","","",""
"NE: derzeit in Ausbildung","1998","66 und älter","maennlich","","","",""
"NE: derzeit in Ausbildung","1998","66 und älter","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1998","16-34 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1998","16-34 Jahre alt","weiblich","222","0.0982471462105315","0.0865041411462843","0.109990151274779"
"NE: Mutterschutz/Elternzeit (seit 1991)","1998","35-65 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1998","35-65 Jahre alt","weiblich","41","0.0109585893737193","0.00765587074673158","0.0142613080007071"
"NE: Mutterschutz/Elternzeit (seit 1991)","1998","66 und älter","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1998","66 und älter","weiblich","","","",""
"NE: im Militär-/Zivildienst","1998","16-34 Jahre alt","maennlich","43","0.0168773683234176","0.0117431284664667","0.0220116081803684"
"NE: im Militär-/Zivildienst","1998","16-34 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","1998","35-65 Jahre alt","maennlich","","","",""
"NE: im Militär-/Zivildienst","1998","35-65 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","1998","66 und älter","maennlich","","","",""
"NE: im Militär-/Zivildienst","1998","66 und älter","weiblich","","","",""
"NE: arbeitslos registriert","1998","16-34 Jahre alt","maennlich","171","0.0624170391318893","0.0527748337591043","0.0720592445046743"
"NE: arbeitslos registriert","1998","16-34 Jahre alt","weiblich","139","0.0536934867592303","0.0448004060952782","0.0625865674231825"
"NE: arbeitslos registriert","1998","35-65 Jahre alt","maennlich","348","0.0863481366930952","0.0773391117047242","0.0953571616814662"
"NE: arbeitslos registriert","1998","35-65 Jahre alt","weiblich","316","0.0720299052122119","0.0638280816403896","0.0802317287840343"
"NE: arbeitslos registriert","1998","66 und älter","maennlich","","","",""
"NE: arbeitslos registriert","1998","66 und älter","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1998","16-34 Jahre alt","maennlich","75","0.0387398749243145","0.0310482249314502","0.0464315249171789"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1998","16-34 Jahre alt","weiblich","87","0.0417923005178397","0.0338972760455097","0.0496873249901697"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1998","35-65 Jahre alt","maennlich","30","0.0113799041745694","0.00797782079051888","0.01478198755862"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1998","35-65 Jahre alt","weiblich","58","0.0152001423306545","0.0113187742776454","0.0190815103836637"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1998","66 und älter","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1998","66 und älter","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","16-34 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","16-34 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","35-65 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","66 und älter","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1998","66 und älter","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","16-34 Jahre alt","maennlich","56","0.0233868725472289","0.0173631175993824","0.0294106274950754"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","16-34 Jahre alt","weiblich","101","0.0451811452999432","0.0369867931372831","0.0533754974626033"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","35-65 Jahre alt","maennlich","39","0.0102633371069762","0.0070306396600627","0.0134960345538896"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","35-65 Jahre alt","weiblich","83","0.0220889016682385","0.0174263489051722","0.0267514544313047"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","66 und älter","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1998","66 und älter","weiblich","","","",""
"Erwerbstätig","1998","16-34 Jahre alt","maennlich","1795","0.749021647726209","0.731739995571117","0.766303299881301"
"Erwerbstätig","1998","16-34 Jahre alt","weiblich","1362","0.538252320798657","0.518583839393781","0.557920802203534"
"Erwerbstätig","1998","35-65 Jahre alt","maennlich","2803","0.742235014584695","0.728205468671197","0.756264560498193"
"Erwerbstätig","1998","35-65 Jahre alt","weiblich","2157","0.546233684498639","0.530439675649959","0.562027693347319"
"Erwerbstätig","1998","66 und älter","maennlich","","","",""
"Erwerbstätig","1998","66 und älter","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","16-34 Jahre alt","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","16-34 Jahre alt","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","35-65 Jahre alt","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","35-65 Jahre alt","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","66 und älter","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1998","66 und älter","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","16-34 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","16-34 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","35-65 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","66 und älter","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1998","66 und älter","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","16-34 Jahre alt","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","16-34 Jahre alt","weiblich","204","0.0705417545885393","0.0601802658761737","0.0809032433009048"
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","35-65 Jahre alt","maennlich","474","0.137221673640908","0.126008338407533","0.148435008874283"
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","35-65 Jahre alt","weiblich","1087","0.310069419249189","0.295164209534515","0.324974628963863"
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","66 und älter","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","1999","66 und älter","weiblich","","","",""
"NE: 65 Jahre und älter","1999","16-34 Jahre alt","maennlich","","","",""
"NE: 65 Jahre und älter","1999","16-34 Jahre alt","weiblich","","","",""
"NE: 65 Jahre und älter","1999","35-65 Jahre alt","maennlich","","","",""
"NE: 65 Jahre und älter","1999","35-65 Jahre alt","weiblich","","","",""
"NE: 65 Jahre und älter","1999","66 und älter","maennlich","689","0.905774093231805","0.884962982429868","0.926585204033741"
"NE: 65 Jahre und älter","1999","66 und älter","weiblich","1032","0.944018093023384","0.930294977675861","0.957741208370907"
"NE: derzeit in Ausbildung","1999","16-34 Jahre alt","maennlich","211","0.0848184913203032","0.0733622324794046","0.0962747501612017"
"NE: derzeit in Ausbildung","1999","16-34 Jahre alt","weiblich","252","0.114678377486529","0.101784741867889","0.127572013105169"
"NE: derzeit in Ausbildung","1999","35-65 Jahre alt","maennlich","","","",""
"NE: derzeit in Ausbildung","1999","35-65 Jahre alt","weiblich","","","",""
"NE: derzeit in Ausbildung","1999","66 und älter","maennlich","","","",""
"NE: derzeit in Ausbildung","1999","66 und älter","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1999","16-34 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1999","16-34 Jahre alt","weiblich","235","0.10777003865004","0.0952221253902435","0.120317951909836"
"NE: Mutterschutz/Elternzeit (seit 1991)","1999","35-65 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1999","35-65 Jahre alt","weiblich","41","0.00980177254603653","0.00662695108180986","0.0129765940102632"
"NE: Mutterschutz/Elternzeit (seit 1991)","1999","66 und älter","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","1999","66 und älter","weiblich","","","",""
"NE: im Militär-/Zivildienst","1999","16-34 Jahre alt","maennlich","","","",""
"NE: im Militär-/Zivildienst","1999","16-34 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","1999","35-65 Jahre alt","maennlich","","","",""
"NE: im Militär-/Zivildienst","1999","35-65 Jahre alt","weiblich","","","",""
"NE: im Militär-/Zivildienst","1999","66 und älter","maennlich","","","",""
"NE: im Militär-/Zivildienst","1999","66 und älter","weiblich","","","",""
"NE: arbeitslos registriert","1999","16-34 Jahre alt","maennlich","133","0.0573985910530598","0.0478341722229931","0.0669630098831264"
"NE: arbeitslos registriert","1999","16-34 Jahre alt","weiblich","104","0.041118570638452","0.0330835768444572","0.0491535644324467"
"NE: arbeitslos registriert","1999","35-65 Jahre alt","maennlich","285","0.069625986323414","0.0613315227795623","0.0779204498672657"
"NE: arbeitslos registriert","1999","35-65 Jahre alt","weiblich","271","0.0644103707099761","0.0564994592419771","0.0723212821779751"
"NE: arbeitslos registriert","1999","66 und älter","maennlich","","","",""
"NE: arbeitslos registriert","1999","66 und älter","weiblich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1999","16-34 Jahre alt","maennlich","61","0.03150059833532","0.0243184725425539","0.038682724128086"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1999","16-34 Jahre alt","weiblich","70","0.032050948796162","0.024923554559475","0.0391783430328491"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1999","35-65 Jahre alt","maennlich","30","0.00857330882803437","0.00556876617216268","0.0115778514839061"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1999","35-65 Jahre alt","weiblich","40","0.0138994226227754","0.010126612818535","0.0176722324270158"
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1999","66 und älter","maennlich","","","",""
"NE: aber gelegentliche Nebentätigkeit (1985-2016)","1999","66 und älter","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1999","16-34 Jahre alt","maennlich","45","0.0226234970421383","0.0165090844206603","0.0287379096636163"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1999","16-34 Jahre alt","weiblich","34","0.0147955533447033","0.00991000995322334","0.0196810967361833"
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1999","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1999","35-65 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1999","66 und älter","maennlich","","","",""
"NE: aber bezahlte Arbeit in den letzten 7 Tagen (seit 1999)","1999","66 und älter","weiblich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1999","16-34 Jahre alt","maennlich","49","0.0253454135349927","0.0188826393184124","0.031808187751573"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1999","16-34 Jahre alt","weiblich","64","0.0300926600910814","0.0231794540639185","0.0370058661182442"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1999","35-65 Jahre alt","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1999","35-65 Jahre alt","weiblich","48","0.0135894622422312","0.00985837063110313","0.0173205538533593"
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1999","66 und älter","maennlich","","","",""
"NE: aber regelmäßig bezahlte Nebentätigkeit (1985-2016)","1999","66 und älter","weiblich","","","",""
"Erwerbstätig","1999","16-34 Jahre alt","maennlich","1732","0.760453201763845","0.742903272953757","0.778003130573934"
"Erwerbstätig","1999","16-34 Jahre alt","weiblich","1383","0.588952096404493","0.56904214078644","0.608862052022547"
"Erwerbstätig","1999","35-65 Jahre alt","maennlich","2766","0.762950706622342","0.749091403006406","0.776810010238277"
"Erwerbstätig","1999","35-65 Jahre alt","weiblich","2163","0.56910222816827","0.553143870572864","0.585060585763676"
"Erwerbstätig","1999","66 und älter","maennlich","31","0.0403326496647137","0.0263177856538678","0.0543475136755596"
"Erwerbstätig","1999","66 und älter","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1999","16-34 Jahre alt","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1999","16-34 Jahre alt","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1999","35-65 Jahre alt","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1999","35-65 Jahre alt","weiblich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1999","66 und älter","maennlich","","","",""
"Erwerbstätig, aber inaktiv in den letzten 7 Tagen (seit 2000)","1999","66 und älter","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1999","16-34 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1999","16-34 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1999","35-65 Jahre alt","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1999","35-65 Jahre alt","weiblich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1999","66 und älter","maennlich","","","",""
"NE: aber bezahlte Nebentätigkeit (seit 2017)","1999","66 und älter","weiblich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2000","16-34 Jahre alt","maennlich","45","0.0128129020500067","0.00906709559543449","0.016558708504579"
"Nicht erwerbstätig (NE): keine weitere Angabe","2000","16-34 Jahre alt","weiblich","330","0.0857112297591442","0.0766740903575475","0.0947483691607409"
"Nicht erwerbstätig (NE): keine weitere Angabe","2000","35-65 Jahre alt","maennlich","924","0.142488713051937","0.134088026671704","0.150889399432171"
"Nicht erwerbstätig (NE): keine weitere Angabe","2000","35-65 Jahre alt","weiblich","2037","0.305818106226585","0.294889379336527","0.316746833116643"
"Nicht erwerbstätig (NE): keine weitere Angabe","2000","66 und älter","maennlich","","","",""
"Nicht erwerbstätig (NE): keine weitere Angabe","2000","66 und älter","weiblich","","","",""
"NE: 65 Jahre und älter","2000","16-34 Jahre alt","maennlich","","","",""
"NE: 65 Jahre und älter","2000","16-34 Jahre alt","weiblich","","","",""
"NE: 65 Jahre und älter","2000","35-65 Jahre alt","maennlich","30","0.00429974338820549","0.00272724504948814","0.00587224172692284"
"NE: 65 Jahre und älter","2000","35-65 Jahre alt","weiblich","32","0.00515300321083756","0.00345472167464108","0.00685128474703404"
"NE: 65 Jahre und älter","2000","66 und älter","maennlich","1430","0.921606925280697","0.908204124471453","0.935009726089941"
"NE: 65 Jahre und älter","2000","66 und älter","weiblich","2031","0.963517796085651","0.955489442697006","0.971546149474296"
"NE: derzeit in Ausbildung","2000","16-34 Jahre alt","maennlich","408","0.11192228209424","0.101421887723474","0.122422676465006"
"NE: derzeit in Ausbildung","2000","16-34 Jahre alt","weiblich","416","0.104461844115154","0.094587885173716","0.114335803056593"
"NE: derzeit in Ausbildung","2000","35-65 Jahre alt","maennlich","","","",""
"NE: derzeit in Ausbildung","2000","35-65 Jahre alt","weiblich","33","0.00479503855689342","0.0031565113656286","0.00643356574815825"
"NE: derzeit in Ausbildung","2000","66 und älter","maennlich","","","",""
"NE: derzeit in Ausbildung","2000","66 und älter","weiblich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2000","16-34 Jahre alt","maennlich","","","",""
"NE: Mutterschutz/Elternzeit (seit 1991)","2000","16-34 Jahre alt","weiblich","390","0.0996063520660086","0.089938496483688","0.109274207648329"
"NE: Mutterschutz/Elternzeit (seit 1991)","2000","35-65 Jahre alt","maennlich","","","",""
