year,migback,pgisced97,occpos,proportion,n,group_size,proportion_lower_confidence,proportion_upper_confidence
2002,No migration background,Post-secondary Non-tertiary Level,Apprentice/ Trainee/ Intern,0.07201,67,880,0.05492,0.08909
2002,No migration background,Post-secondary Non-tertiary Level,Not employed: Pensioner,0.15872,103,880,0.13457,0.18288
2002,No migration background,Post-secondary Non-tertiary Level,Not employed: registered unemployed,0.03135,31,880,0.01983,0.04287
2002,No migration background,Post-secondary Non-tertiary Level,Not employed: no further information,0.10026,94,880,0.08040,0.12011
2002,No migration background,First Stage of Tertiary Education,Self-employed,0.10061,196,1529,0.08552,0.11569
2002,No migration background,First Stage of Tertiary Education,Blue-collar worker,0.10687,172,1529,0.09138,0.12237
2002,No migration background,First Stage of Tertiary Education,Civil servant,0.03698,76,1529,0.02752,0.04644
2002,No migration background,First Stage of Tertiary Education,White-collar worker,0.38376,613,1529,0.35937,0.40814
2002,No migration background,First Stage of Tertiary Education,Not employed: Pensioner,0.26872,322,1529,0.24649,0.29094
2002,No migration background,First Stage of Tertiary Education,Not employed: registered unemployed,0.03903,56,1529,0.02932,0.04874
2002,No migration background,First Stage of Tertiary Education,Not employed: no further information,0.05502,94,1529,0.04358,0.06645
2002,No migration background,Second Stage of Tertiary Education,Self-employed,0.11711,488,4093,0.10726,0.12696
2002,No migration background,Second Stage of Tertiary Education,Blue-collar worker,0.01699,62,4093,0.01303,0.02095
2002,No migration background,Second Stage of Tertiary Education,Civil servant,0.12269,685,4093,0.11263,0.13274
2002,No migration background,Second Stage of Tertiary Education,White-collar worker,0.43815,1832,4093,0.42295,0.45335
2002,No migration background,Second Stage of Tertiary Education,Apprentice/ Trainee/ Intern,0.01196,52,4093,0.00863,0.01529
2002,No migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.21977,692,4093,0.20708,0.23246
2002,No migration background,Second Stage of Tertiary Education,Not employed: registered unemployed,0.03212,114,4093,0.02672,0.03753
2002,No migration background,Second Stage of Tertiary Education,Not employed: no further information,0.04121,168,4093,0.03512,0.04730
2002,Direct migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.94248,48,48,0.87591,1.00905
2002,Direct migration background,Primary Level,Blue-collar worker,0.27549,53,166,0.20732,0.34366
2002,Direct migration background,Primary Level,Not employed: Pensioner,0.34928,66,166,0.27653,0.42202
2002,Direct migration background,Primary Level,Not employed: no further information,0.23178,47,166,0.16739,0.29617
2002,Direct migration background,Lower Secondary Level,Blue-collar worker,0.34985,250,664,0.31355,0.38615
2002,Direct migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.09818,51,664,0.07553,0.12084
2002,Direct migration background,Lower Secondary Level,Not employed: Pensioner,0.25276,165,664,0.21968,0.28584
2002,Direct migration background,Lower Secondary Level,Not employed: registered unemployed,0.07841,58,664,0.05794,0.09887
2002,Direct migration background,Lower Secondary Level,Not employed: no further information,0.16447,140,664,0.13626,0.19269
2002,Direct migration background,Upper Secondary Level,Self-employed,0.04607,52,1011,0.03314,0.05900
2002,Direct migration background,Upper Secondary Level,Blue-collar worker,0.38175,396,1011,0.35179,0.41171
2002,Direct migration background,Upper Secondary Level,White-collar worker,0.13109,126,1011,0.11027,0.15190
2002,Direct migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.03938,35,1011,0.02739,0.05138
2002,Direct migration background,Upper Secondary Level,Not employed: Pensioner,0.21589,202,1011,0.19052,0.24127
2002,Direct migration background,Upper Secondary Level,Not employed: registered unemployed,0.08406,81,1011,0.06694,0.10117
2002,Direct migration background,Upper Secondary Level,Not employed: no further information,0.09814,119,1011,0.07979,0.11649
2002,Direct migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.37220,87,171,0.29953,0.44487
2002,Direct migration background,Post-secondary Non-tertiary Level,White-collar worker,0.16890,49,171,0.11258,0.22523
2002,Direct migration background,Post-secondary Non-tertiary Level,Not employed: no further information,0.13888,35,171,0.08689,0.19086
2002,Direct migration background,First Stage of Tertiary Education,Blue-collar worker,0.24236,40,93,0.15479,0.32992
2002,Direct migration background,First Stage of Tertiary Education,White-collar worker,0.31327,53,93,0.21849,0.40805
2002,Direct migration background,Second Stage of Tertiary Education,Self-employed,0.07948,42,339,0.05064,0.10832
2002,Direct migration background,Second Stage of Tertiary Education,Blue-collar worker,0.16344,50,339,0.12402,0.20286
2002,Direct migration background,Second Stage of Tertiary Education,White-collar worker,0.31850,150,339,0.26883,0.36817
2002,Direct migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.16047,54,339,0.12134,0.19960
2002,Direct migration background,Second Stage of Tertiary Education,Not employed: no further information,0.13728,43,339,0.10059,0.17396
2002,Indirect migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.88672,68,68,0.81083,0.96261
2002,Indirect migration background,Lower Secondary Level,Blue-collar worker,0.14747,36,122,0.08429,0.21065
2002,Indirect migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.47771,86,122,0.38871,0.56671
2002,Indirect migration background,Upper Secondary Level,Blue-collar worker,0.22403,77,237,0.17084,0.27723
2002,Indirect migration background,Upper Secondary Level,White-collar worker,0.32586,102,237,0.26606,0.38566
2002,Indirect migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.16125,58,237,0.11433,0.20817
2002,Indirect migration background,Second Stage of Tertiary Education,White-collar worker,0.69091,48,48,0.55879,0.82303
2003,No migration background,No answer / don't know,Apprentice/ Trainee/ Intern,0.55425,101,101,0.45682,0.65167
2003,No migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.91010,449,449,0.88362,0.93659
2003,No migration background,Lower Secondary Level,Blue-collar worker,0.13933,249,1844,0.12352,0.15514
2003,No migration background,Lower Secondary Level,White-collar worker,0.05747,116,1844,0.04685,0.06810
2003,No migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.14506,401,1844,0.12898,0.16113
2003,No migration background,Lower Secondary Level,Not employed: Pensioner,0.47265,781,1844,0.44986,0.49544
2003,No migration background,Lower Secondary Level,Not employed: registered unemployed,0.07473,126,1844,0.06273,0.08674
2003,No migration background,Lower Secondary Level,Not employed: no further information,0.09013,171,1844,0.07706,0.10321
2003,No migration background,Upper Secondary Level,Self-employed,0.04144,469,9800,0.03750,0.04539
2003,No migration background,Upper Secondary Level,Blue-collar worker,0.19689,1890,9800,0.18902,0.20476
2003,No migration background,Upper Secondary Level,Civil servant,0.02334,252,9800,0.02035,0.02633
2003,No migration background,Upper Secondary Level,White-collar worker,0.24684,2621,9800,0.23830,0.25538
2003,No migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.03453,442,9800,0.03091,0.03814
2003,No migration background,Upper Secondary Level,Not employed: Pensioner,0.31007,2559,9800,0.30091,0.31922
2003,No migration background,Upper Secondary Level,Not employed: Military/Community Service,0.00372,52,9800,0.00252,0.00493
2003,No migration background,Upper Secondary Level,Not employed: registered unemployed,0.07115,728,9800,0.06606,0.07624
2003,No migration background,Upper Secondary Level,Not employed: no further information,0.07201,787,9800,0.06689,0.07713
2003,No migration background,Post-secondary Non-tertiary Level,Self-employed,0.06734,57,875,0.05073,0.08396
2003,No migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.07154,66,875,0.05445,0.08863
2003,No migration background,Post-secondary Non-tertiary Level,White-collar worker,0.49583,465,875,0.46268,0.52897
2003,No migration background,Post-secondary Non-tertiary Level,Apprentice/ Trainee/ Intern,0.07217,63,875,0.05502,0.08933
2003,No migration background,Post-secondary Non-tertiary Level,Not employed: Pensioner,0.15457,102,875,0.13060,0.17854
2003,No migration background,Post-secondary Non-tertiary Level,Not employed: registered unemployed,0.04256,43,875,0.02918,0.05595
2003,No migration background,Post-secondary Non-tertiary Level,Not employed: no further information,0.08854,79,875,0.06970,0.10737
2003,No migration background,First Stage of Tertiary Education,Self-employed,0.09726,184,1488,0.08220,0.11232
2003,No migration background,First Stage of Tertiary Education,Blue-collar worker,0.09211,152,1488,0.07741,0.10681
2003,No migration background,First Stage of Tertiary Education,Civil servant,0.03766,78,1488,0.02799,0.04734
2003,No migration background,First Stage of Tertiary Education,White-collar worker,0.38300,583,1488,0.35829,0.40770
2003,No migration background,First Stage of Tertiary Education,Not employed: Pensioner,0.28355,337,1488,0.26064,0.30646
2003,No migration background,First Stage of Tertiary Education,Not employed: registered unemployed,0.04071,59,1488,0.03067,0.05075
2003,No migration background,First Stage of Tertiary Education,Not employed: no further information,0.05523,95,1488,0.04362,0.06684
2003,No migration background,Second Stage of Tertiary Education,Self-employed,0.12321,481,3916,0.11291,0.13350
2003,No migration background,Second Stage of Tertiary Education,Blue-collar worker,0.01551,52,3916,0.01164,0.01938
2003,No migration background,Second Stage of Tertiary Education,Civil servant,0.12118,617,3916,0.11096,0.13140
2003,No migration background,Second Stage of Tertiary Education,White-collar worker,0.42576,1708,3916,0.41027,0.44125
2003,No migration background,Second Stage of Tertiary Education,Apprentice/ Trainee/ Intern,0.01305,47,3916,0.00949,0.01660
2003,No migration background,Second Stage of Tertiary Education,Not employed: Pensioner,0.22550,722,3916,0.21241,0.23859
2003,No migration background,Second Stage of Tertiary Education,Not employed: registered unemployed,0.03875,134,3916,0.03270,0.04479
2003,No migration background,Second Stage of Tertiary Education,Not employed: no further information,0.03705,155,3916,0.03113,0.04297
2003,Direct migration background,Pre-primary Level,Apprentice/ Trainee/ Intern,0.87251,43,43,0.77165,0.97338
2003,Direct migration background,Primary Level,Blue-collar worker,0.26399,43,147,0.19249,0.33550
2003,Direct migration background,Primary Level,Not employed: Pensioner,0.37581,60,147,0.29725,0.45438
2003,Direct migration background,Primary Level,Not employed: no further information,0.24155,44,147,0.17212,0.31098
2003,Direct migration background,Lower Secondary Level,Blue-collar worker,0.31061,232,651,0.27504,0.34619
2003,Direct migration background,Lower Secondary Level,White-collar worker,0.06218,37,651,0.04361,0.08074
2003,Direct migration background,Lower Secondary Level,Apprentice/ Trainee/ Intern,0.06765,35,651,0.04834,0.08695
2003,Direct migration background,Lower Secondary Level,Not employed: Pensioner,0.27392,162,651,0.23963,0.30820
2003,Direct migration background,Lower Secondary Level,Not employed: registered unemployed,0.09977,58,651,0.07673,0.12281
2003,Direct migration background,Lower Secondary Level,Not employed: no further information,0.17333,127,651,0.14423,0.20244
2003,Direct migration background,Upper Secondary Level,Self-employed,0.03465,35,962,0.02308,0.04621
2003,Direct migration background,Upper Secondary Level,Blue-collar worker,0.36858,364,962,0.33808,0.39908
2003,Direct migration background,Upper Secondary Level,White-collar worker,0.14149,137,962,0.11945,0.16352
2003,Direct migration background,Upper Secondary Level,Apprentice/ Trainee/ Intern,0.03725,36,962,0.02528,0.04922
2003,Direct migration background,Upper Secondary Level,Not employed: Pensioner,0.20907,198,962,0.18336,0.23478
2003,Direct migration background,Upper Secondary Level,Not employed: registered unemployed,0.10538,90,962,0.08597,0.12480
2003,Direct migration background,Upper Secondary Level,Not employed: no further information,0.09555,102,962,0.07697,0.11414
2003,Direct migration background,Post-secondary Non-tertiary Level,Blue-collar worker,0.38127,82,132,0.29810,0.46445
2003,Direct migration background,Post-secondary Non-tertiary Level,White-collar worker,0.19357,50,132,0.12591,0.26123
2003,Direct migration background,First Stage of Tertiary Education,White-collar worker,0.32017,47,78,0.21596,0.42438
2003,Direct migration background,First Stage of Tertiary Education,Not employed: Pensioner,0.23469,31,78,0.14003,0.32935
2003,Direct migration background,Second Stage of Tertiary Education,Self-employed,0.09265,41,322,0.06093,0.12437
2003,Direct migration background,Second Stage of Tertiary Education,Blue-collar worker,0.14460,42,322,0.10612,0.18307
